base_id,split,arm,binding,site,variant,layer,rank,own_answer,installed_answer,clean_logit_diff,patched_logit_diff,delta_ld,flipped,says_installed,says_own,says_other,edit_fraction,edit_norm,state_norm,effective_rank,degenerate,gates_required,gate_override,gate_override_reason
base_0002,calib,ab,source,mutation,whole_state,6,4096,6,5,-2.421875,-1.828125,0.59375,0,0,1,0,0.9890903667838365,44.61164027721514,45.10370515716984,4096,False,"H0,H1,H2",False,
base_0002,calib,ab,source,mutation,noop,6,0,6,5,-2.421875,-2.421875,0.0,0,0,1,0,0.0,0.0,45.10370515716984,0,True,"H0,H1,H2",False,
base_0002,calib,ab,source,use,whole_state,6,4096,6,5,-2.421875,2.46875,4.890625,1,1,0,0,0.7006829690880655,30.150882867836707,43.03070603682275,4096,False,"H0,H1,H2",False,
base_0002,calib,ab,source,use,noop,6,0,6,5,-2.421875,-2.421875,0.0,0,0,1,0,0.0,0.0,43.03070603682275,0,True,"H0,H1,H2",False,
base_0002,calib,ab,target,def_source,whole_state,6,4096,5,6,-3.359375,-3.359375,0.0,0,0,1,0,0.0,0.0,42.518483876668235,4096,True,"H0,H1,H2",False,
base_0002,calib,ab,target,def_source,noop,6,0,5,6,-3.359375,-3.359375,0.0,0,0,1,0,0.0,0.0,42.518483876668235,0,True,"H0,H1,H2",False,
base_0002,calib,ab,target,def_target,whole_state,6,4096,5,6,-3.359375,-3.453125,-0.09375,0,0,1,0,0.4242751743396222,18.666611341854452,43.99647321083244,4096,False,"H0,H1,H2",False,
base_0002,calib,ab,target,def_target,noop,6,0,5,6,-3.359375,-3.359375,0.0,0,0,1,0,0.0,0.0,43.99647321083244,0,True,"H0,H1,H2",False,
base_0002,calib,ab,target,mutation,whole_state,6,4096,5,6,-3.359375,-3.5625,-0.203125,0,0,1,0,1.006046383506055,44.61164027721514,44.34352233516741,4096,False,"H0,H1,H2",False,
base_0002,calib,ab,target,mutation,noop,6,0,5,6,-3.359375,-3.359375,0.0,0,0,1,0,0.0,0.0,44.34352233516741,0,True,"H0,H1,H2",False,
base_0002,calib,ab,target,use,whole_state,6,4096,5,6,-3.359375,1.03125,4.390625,1,1,0,0,0.6703056990214684,30.150882867836707,44.980794452220586,4096,False,"H0,H1,H2",False,
base_0002,calib,ab,target,use,noop,6,0,5,6,-3.359375,-3.359375,0.0,0,0,1,0,0.0,0.0,44.980794452220586,0,True,"H0,H1,H2",False,
base_0002,calib,ba,source,def_source,whole_state,6,4096,5,6,-3.546875,-3.546875,0.0,0,0,1,0,0.0,0.0,43.25554638843876,4096,True,"H0,H1,H2",False,
base_0002,calib,ba,source,def_source,noop,6,0,5,6,-3.546875,-3.546875,0.0,0,0,1,0,0.0,0.0,43.25554638843876,0,True,"H0,H1,H2",False,
base_0002,calib,ba,source,def_target,whole_state,6,4096,5,6,-3.546875,-3.359375,0.1875,0,0,1,0,0.37960316480540635,15.861279035810915,41.783842987562515,4096,False,"H0,H1,H2",False,
base_0002,calib,ba,source,def_target,noop,6,0,5,6,-3.546875,-3.546875,0.0,0,0,1,0,0.0,0.0,41.783842987562515,0,True,"H0,H1,H2",False,
base_0002,calib,ba,source,mutation,whole_state,6,4096,5,6,-3.546875,-2.359375,1.1875,0,0,1,0,0.9864288281176171,44.59596190296378,45.209507905466815,4096,False,"H0,H1,H2",False,
base_0002,calib,ba,source,mutation,noop,6,0,5,6,-3.546875,-3.546875,0.0,0,0,1,0,0.0,0.0,45.209507905466815,0,True,"H0,H1,H2",False,
base_0002,calib,ba,source,use,whole_state,6,4096,5,6,-3.546875,2.296875,5.84375,1,1,0,0,0.6935529363750853,29.776457028781284,42.93321456385222,4096,False,"H0,H1,H2",False,
base_0002,calib,ba,source,use,noop,6,0,5,6,-3.546875,-3.546875,0.0,0,0,1,0,0.0,0.0,42.93321456385222,0,True,"H0,H1,H2",False,
base_0002,calib,ba,target,def_source,whole_state,6,4096,6,5,-4.296875,-4.3125,-0.015625,0,0,1,0,0.0,0.0,43.25554638843876,4096,True,"H0,H1,H2",False,
base_0002,calib,ba,target,def_source,noop,6,0,6,5,-4.296875,-4.296875,0.0,0,0,1,0,0.0,0.0,43.25554638843876,0,True,"H0,H1,H2",False,
base_0002,calib,ba,target,def_target,whole_state,6,4096,6,5,-4.296875,-4.28125,0.015625,0,0,1,0,0.3668295519567594,15.861279035810915,43.23882563769177,4096,False,"H0,H1,H2",False,
base_0002,calib,ba,target,def_target,noop,6,0,6,5,-4.296875,-4.296875,0.0,0,0,1,0,0.0,0.0,43.23882563769177,0,True,"H0,H1,H2",False,
base_0002,calib,ba,target,mutation,whole_state,6,4096,6,5,-4.296875,-4.015625,0.28125,0,0,1,0,1.0046436819852578,44.59596190296378,44.38982965068623,4096,False,"H0,H1,H2",False,
base_0002,calib,ba,target,mutation,noop,6,0,6,5,-4.296875,-4.296875,0.0,0,0,1,0,0.0,0.0,44.38982965068623,0,True,"H0,H1,H2",False,
base_0002,calib,ba,target,use,whole_state,6,4096,6,5,-4.296875,1.9062498807907104,6.2031248807907104,1,1,0,0,0.6668246375580541,29.776457028781284,44.65410447014104,4096,False,"H0,H1,H2",False,
base_0002,calib,ba,target,use,noop,6,0,6,5,-4.296875,-4.296875,0.0,0,0,1,0,0.0,0.0,44.65410447014104,0,True,"H0,H1,H2",False,
base_0003,test,ab,source,def_source,whole_state,6,4096,2,3,-3.78125,-3.765625,0.015625,0,0,1,0,0.0,0.0,44.295632074767695,4096,True,"H0,H1,H2",False,
base_0003,test,ab,source,def_source,noop,6,0,2,3,-3.78125,-3.78125,0.0,0,0,1,0,0.0,0.0,44.295632074767695,0,True,"H0,H1,H2",False,
base_0003,test,ab,source,def_target,whole_state,6,4096,2,3,-3.78125,-3.8125,-0.03125,0,0,1,0,0.3347514807908349,14.228083497065834,42.50342213110647,4096,False,"H0,H1,H2",False,
base_0003,test,ab,source,def_target,noop,6,0,2,3,-3.78125,-3.78125,0.0,0,0,1,0,0.0,0.0,42.50342213110647,0,True,"H0,H1,H2",False,
base_0003,test,ab,source,mutation,whole_state,6,4096,2,3,-3.78125,-1.984375,1.796875,0,0,1,0,0.8271076809065142,39.93640039259309,48.28440276219246,4096,False,"H0,H1,H2",False,
base_0003,test,ab,source,mutation,noop,6,0,2,3,-3.78125,-3.78125,0.0,0,0,1,0,0.0,0.0,48.28440276219246,0,True,"H0,H1,H2",False,
base_0003,test,ab,source,use,whole_state,6,4096,2,3,-3.78125,-2.046875,1.734375,0,0,1,0,0.6202673724105963,27.897676672740488,44.976856616396645,4096,False,"H0,H1,H2",False,
base_0003,test,ab,source,use,noop,6,0,2,3,-3.78125,-3.78125,0.0,0,0,1,0,0.0,0.0,44.976856616396645,0,True,"H0,H1,H2",False,
base_0003,test,ab,target,def_source,whole_state,6,4096,3,2,-3.640625,-3.65625,-0.015625,0,0,1,0,0.0,0.0,44.295632074767695,4096,True,"H0,H1,H2",False,
base_0003,test,ab,target,def_source,noop,6,0,3,2,-3.640625,-3.65625,-0.015625,0,0,1,0,0.0,0.0,44.295632074767695,0,True,"H0,H1,H2",False,
base_0003,test,ab,target,def_target,whole_state,6,4096,3,2,-3.640625,-3.796875,-0.15625,0,0,1,0,0.32464066486585014,14.228083497065834,43.827175818978944,4096,False,"H0,H1,H2",False,
base_0003,test,ab,target,def_target,noop,6,0,3,2,-3.640625,-3.65625,-0.015625,0,0,1,0,0.0,0.0,43.827175818978944,0,True,"H0,H1,H2",False,
base_0003,test,ab,target,mutation,whole_state,6,4096,3,2,-3.640625,-3.359375,0.28125,0,0,1,0,0.8665243210610448,39.93640039259309,46.08803171697665,4096,False,"H0,H1,H2",False,
base_0003,test,ab,target,mutation,noop,6,0,3,2,-3.640625,-3.65625,-0.015625,0,0,1,0,0.0,0.0,46.08803171697665,0,True,"H0,H1,H2",False,
base_0003,test,ab,target,use,whole_state,6,4096,3,2,-3.640625,1.578125,5.21875,1,1,0,0,0.6045507872326439,27.897676672740488,46.14612578778245,4096,False,"H0,H1,H2",False,
base_0003,test,ab,target,use,noop,6,0,3,2,-3.640625,-3.65625,-0.015625,0,0,1,0,0.0,0.0,46.14612578778245,0,True,"H0,H1,H2",False,
base_0003,test,ba,source,def_source,whole_state,6,4096,3,2,-2.8125,-2.8125,0.0,0,0,1,0,0.0,0.0,44.23031842609083,4096,True,"H0,H1,H2",False,
base_0003,test,ba,source,def_source,noop,6,0,3,2,-2.8125,-2.8125,0.0,0,0,1,0,0.0,0.0,44.23031842609083,0,True,"H0,H1,H2",False,
base_0003,test,ba,source,def_target,whole_state,6,4096,3,2,-2.8125,-2.78125,0.03125,0,0,1,0,0.3566888840212657,15.432161782388787,43.26504826393391,4096,False,"H0,H1,H2",False,
base_0003,test,ba,source,def_target,noop,6,0,3,2,-2.8125,-2.8125,0.0,0,0,1,0,0.0,0.0,43.26504826393391,0,True,"H0,H1,H2",False,
base_0003,test,ba,source,mutation,whole_state,6,4096,3,2,-2.8125,-1.28125,1.53125,0,0,1,0,0.8263089065407251,40.08167223624851,48.50688637019194,4096,False,"H0,H1,H2",False,
base_0003,test,ba,source,mutation,noop,6,0,3,2,-2.8125,-2.8125,0.0,0,0,1,0,0.0,0.0,48.50688637019194,0,True,"H0,H1,H2",False,
base_0003,test,ba,source,use,whole_state,6,4096,3,2,-2.8125,0.765625,3.578125,1,1,0,0,0.6288729184814588,28.524171461062785,45.35760822701697,4096,False,"H0,H1,H2",False,
base_0003,test,ba,source,use,noop,6,0,3,2,-2.8125,-2.8125,0.0,0,0,1,0,0.0,0.0,45.35760822701697,0,True,"H0,H1,H2",False,
base_0003,test,ba,target,def_source,whole_state,6,4096,2,3,-3.84375,-3.828125,0.015625,0,0,1,0,0.0,0.0,44.23031842609083,4096,True,"H0,H1,H2",False,
base_0003,test,ba,target,def_source,noop,6,0,2,3,-3.84375,-3.828125,0.015625,0,0,1,0,0.0,0.0,44.23031842609083,0,True,"H0,H1,H2",False,
base_0003,test,ba,target,def_target,whole_state,6,4096,2,3,-3.84375,-3.90625,-0.0625,0,0,1,0,0.33967305597242947,15.432161782388787,45.43239892316152,4096,False,"H0,H1,H2",False,
base_0003,test,ba,target,def_target,noop,6,0,2,3,-3.84375,-3.828125,0.015625,0,0,1,0,0.0,0.0,45.43239892316152,0,True,"H0,H1,H2",False,
base_0003,test,ba,target,mutation,whole_state,6,4096,2,3,-3.84375,-4.0625,-0.21875,0,0,1,0,0.862215977992922,40.08167223624851,46.486812190086255,4096,False,"H0,H1,H2",False,
base_0003,test,ba,target,mutation,noop,6,0,2,3,-3.84375,-3.828125,0.015625,0,0,1,0,0.0,0.0,46.486812190086255,0,True,"H0,H1,H2",False,
base_0003,test,ba,target,use,whole_state,6,4096,2,3,-3.84375,0.5468750596046448,4.390625059604645,1,1,0,0,0.6196905817383985,28.524171461062785,46.029699823813395,4096,False,"H0,H1,H2",False,
base_0003,test,ba,target,use,noop,6,0,2,3,-3.84375,-3.828125,0.015625,0,0,1,0,0.0,0.0,46.029699823813395,0,True,"H0,H1,H2",False,
base_0004,test,ab,source,def_source,whole_state,6,4096,6,2,-2.875,-2.890625,-0.015625,0,0,1,0,0.0,0.0,43.927588182825986,4096,True,"H0,H1,H2",False,
base_0004,test,ab,source,def_source,noop,6,0,6,2,-2.875,-2.875,0.0,0,0,1,0,0.0,0.0,43.927588182825986,0,True,"H0,H1,H2",False,
base_0004,test,ab,source,def_target,whole_state,6,4096,6,2,-2.875,-2.578125,0.296875,0,0,1,0,0.6012594840724782,24.30704175544516,40.42687458467614,4096,False,"H0,H1,H2",False,
base_0004,test,ab,source,def_target,noop,6,0,6,2,-2.875,-2.875,0.0,0,0,1,0,0.0,0.0,40.42687458467614,0,True,"H0,H1,H2",False,
base_0004,test,ab,source,mutation,whole_state,6,4096,6,2,-2.875,-1.5625,1.3125,0,0,1,0,1.0416814804193506,45.69159130675183,43.863303865551806,4096,False,"H0,H1,H2",False,
base_0004,test,ab,source,mutation,noop,6,0,6,2,-2.875,-2.875,0.0,0,0,1,0,0.0,0.0,43.863303865551806,0,True,"H0,H1,H2",False,
base_0004,test,ab,source,use,whole_state,6,4096,6,2,-2.875,-1.578125,1.296875,0,0,1,0,0.7007509856136687,30.52276648560965,43.55722234037238,4096,False,"H0,H1,H2",False,
base_0004,test,ab,source,use,noop,6,0,6,2,-2.875,-2.875,0.0,0,0,1,0,0.0,0.0,43.55722234037238,0,True,"H0,H1,H2",False,
base_0004,test,ab,target,def_source,whole_state,6,4096,2,6,-4.046875,-4.046875,0.0,0,0,1,0,0.0,0.0,43.927588182825986,4096,True,"H0,H1,H2",False,
base_0004,test,ab,target,def_source,noop,6,0,2,6,-4.046875,-4.046875,0.0,0,0,1,0,0.0,0.0,43.927588182825986,0,True,"H0,H1,H2",False,
base_0004,test,ab,target,def_target,whole_state,6,4096,2,6,-4.046875,-4.296875,-0.25,0,0,1,0,0.512566841261596,24.30704175544516,47.4221892614386,4096,False,"H0,H1,H2",False,
base_0004,test,ab,target,def_target,noop,6,0,2,6,-4.046875,-4.046875,0.0,0,0,1,0,0.0,0.0,47.4221892614386,0,True,"H0,H1,H2",False,
base_0004,test,ab,target,mutation,whole_state,6,4096,2,6,-4.046875,-3.5625,0.484375,0,0,1,0,1.0062497199158598,45.69159130675183,45.40780524199545,4096,False,"H0,H1,H2",False,
base_0004,test,ab,target,mutation,noop,6,0,2,6,-4.046875,-4.046875,0.0,0,0,1,0,0.0,0.0,45.40780524199545,0,True,"H0,H1,H2",False,
base_0004,test,ab,target,use,whole_state,6,4096,2,6,-4.046875,0.765625,4.8125,1,1,0,0,0.6601954455973884,30.52276648560965,46.23292494541618,4096,False,"H0,H1,H2",False,
base_0004,test,ab,target,use,noop,6,0,2,6,-4.046875,-4.046875,0.0,0,0,1,0,0.0,0.0,46.23292494541618,0,True,"H0,H1,H2",False,
base_0004,test,ba,source,def_source,whole_state,6,4096,2,6,-2.4375,-2.453125,-0.015625,0,0,1,0,0.0,0.0,45.19477149172627,4096,True,"H0,H1,H2",False,
base_0004,test,ba,source,def_source,noop,6,0,2,6,-2.4375,-2.453125,-0.015625,0,0,1,0,0.0,0.0,45.19477149172627,0,True,"H0,H1,H2",False,
base_0004,test,ba,source,def_target,whole_state,6,4096,2,6,-2.4375,-2.21875,0.21875,0,0,1,0,0.4782047038401219,19.033089136586145,39.801133246379514,4096,False,"H0,H1,H2",False,
base_0004,test,ba,source,def_target,noop,6,0,2,6,-2.4375,-2.453125,-0.015625,0,0,1,0,0.0,0.0,39.801133246379514,0,True,"H0,H1,H2",False,
base_0004,test,ba,source,mutation,whole_state,6,4096,2,6,-2.4375,-1.21875,1.21875,0,0,1,0,1.0480843226966292,45.960950146927,43.852340075723575,4096,False,"H0,H1,H2",False,
base_0004,test,ba,source,mutation,noop,6,0,2,6,-2.4375,-2.453125,-0.015625,0,0,1,0,0.0,0.0,43.852340075723575,0,True,"H0,H1,H2",False,
base_0004,test,ba,source,use,whole_state,6,4096,2,6,-2.4375,-1.140625,1.296875,0,0,1,0,0.6979584229828749,29.96528678395662,42.932767622308425,4096,False,"H0,H1,H2",False,
base_0004,test,ba,source,use,noop,6,0,2,6,-2.4375,-2.453125,-0.015625,0,0,1,0,0.0,0.0,42.932767622308425,0,True,"H0,H1,H2",False,
base_0004,test,ba,target,def_source,whole_state,6,4096,6,2,-4.625,-4.625,0.0,0,0,1,0,0.0,0.0,45.19477149172627,4096,True,"H0,H1,H2",False,
