model,item_id,family,pair_id,arm,read,layer,direction,edit,clean_logit_diff,ablated_logit_diff,delta_logit_diff,edit_norm_ratio
deepseek-coder-1.3b,binding-0-outer-use,binding,binding-0,outer,use,22,rlens,erase,4.75,4.75,0.0,0.0075863346862257205
deepseek-coder-1.3b,binding-0-outer-use,binding,binding-0,outer,use,22,logit,erase,4.75,4.75,0.0,0.0075863346862257205
deepseek-coder-1.3b,binding-0-outer-use,binding,binding-0,outer,use,22,offtarget_j,erase,4.75,4.75,0.0,0.03182427235581
deepseek-coder-1.3b,binding-0-outer-use,binding,binding-0,outer,use,22,offtarget_r,erase,4.75,4.75,0.0,0.03182427235581
deepseek-coder-1.3b,binding-0-outer-use,binding,binding-0,outer,use,22,random,erase,4.75,4.75,0.0,0.0027054636144950546
deepseek-coder-1.3b,binding-0-outer-use,binding,binding-0,outer,use,22,random_matched,erase,4.75,4.75,0.0,0.007586335198577312
deepseek-coder-1.3b,binding-0-outer-post_use,binding,binding-0,outer,post_use,20,jlens,erase,4.75,4.625,-0.125,0.016956621714523036
deepseek-coder-1.3b,binding-0-outer-post_use,binding,binding-0,outer,post_use,20,rlens,erase,4.75,4.75,0.0,0.01930842882845278
deepseek-coder-1.3b,binding-0-outer-post_use,binding,binding-0,outer,post_use,20,logit,erase,4.75,4.75,0.0,0.0437008486143878
deepseek-coder-1.3b,binding-0-outer-post_use,binding,binding-0,outer,post_use,20,offtarget_j,erase,4.75,4.625,-0.125,0.014841043811515978
deepseek-coder-1.3b,binding-0-outer-post_use,binding,binding-0,outer,post_use,20,offtarget_r,erase,4.75,4.625,-0.125,0.019392027479416526
deepseek-coder-1.3b,binding-0-outer-post_use,binding,binding-0,outer,post_use,20,random,erase,4.75,4.75,0.0,0.04113501540734417
deepseek-coder-1.3b,binding-0-outer-post_use,binding,binding-0,outer,post_use,20,random_matched,erase,4.75,4.625,-0.125,0.016956621714523036
deepseek-coder-1.3b,binding-0-outer-post_use,binding,binding-0,outer,post_use,21,jlens,erase,4.75,4.625,-0.125,0.02593865759600239
deepseek-coder-1.3b,binding-0-outer-post_use,binding,binding-0,outer,post_use,21,rlens,erase,4.75,4.625,-0.125,0.030791748139699093
deepseek-coder-1.3b,binding-0-outer-post_use,binding,binding-0,outer,post_use,21,logit,erase,4.75,4.75,0.0,0.04274700360291855
deepseek-coder-1.3b,binding-0-outer-post_use,binding,binding-0,outer,post_use,21,offtarget_j,erase,4.75,4.625,-0.125,0.0140166114460558
deepseek-coder-1.3b,binding-0-outer-post_use,binding,binding-0,outer,post_use,21,offtarget_r,erase,4.75,4.75,0.0,0.015058550821067116
deepseek-coder-1.3b,binding-0-outer-post_use,binding,binding-0,outer,post_use,21,random,erase,4.75,4.625,-0.125,0.012743724313363387
deepseek-coder-1.3b,binding-0-outer-post_use,binding,binding-0,outer,post_use,21,random_matched,erase,4.75,4.75,0.0,0.02593865985914218
deepseek-coder-1.3b,binding-0-outer-post_use,binding,binding-0,outer,post_use,22,jlens,erase,4.75,4.625,-0.125,0.05346555935798944
deepseek-coder-1.3b,binding-0-outer-post_use,binding,binding-0,outer,post_use,22,rlens,erase,4.75,4.625,-0.125,0.05346555935798944
deepseek-coder-1.3b,binding-0-outer-post_use,binding,binding-0,outer,post_use,22,logit,erase,4.75,4.625,-0.125,0.05346555935798944
deepseek-coder-1.3b,binding-0-outer-post_use,binding,binding-0,outer,post_use,22,offtarget_j,erase,4.75,4.75,0.0,0.0014024466580835355
deepseek-coder-1.3b,binding-0-outer-post_use,binding,binding-0,outer,post_use,22,offtarget_r,erase,4.75,4.75,0.0,0.0014024466580835355
deepseek-coder-1.3b,binding-0-outer-post_use,binding,binding-0,outer,post_use,22,random,erase,4.75,4.75,0.0,0.03963088329763846
deepseek-coder-1.3b,binding-0-outer-post_use,binding,binding-0,outer,post_use,22,random_matched,erase,4.75,4.625,-0.125,0.05346555935798944
deepseek-coder-1.3b,binding-0-outer-call,binding,binding-0,outer,call,20,jlens,erase,4.75,4.75,0.0,0.018973836931542587
deepseek-coder-1.3b,binding-0-outer-call,binding,binding-0,outer,call,20,rlens,erase,4.75,4.75,0.0,0.015537119976501805
deepseek-coder-1.3b,binding-0-outer-call,binding,binding-0,outer,call,20,logit,erase,4.75,4.625,-0.125,0.008213034495319106
deepseek-coder-1.3b,binding-0-outer-call,binding,binding-0,outer,call,20,offtarget_j,erase,4.75,4.625,-0.125,0.0395693803157118
deepseek-coder-1.3b,binding-0-outer-call,binding,binding-0,outer,call,20,offtarget_r,erase,4.75,4.75,0.0,0.037941290178034354
deepseek-coder-1.3b,binding-0-outer-call,binding,binding-0,outer,call,20,random,erase,4.75,4.625,-0.125,0.00012449790292606752
deepseek-coder-1.3b,binding-0-outer-call,binding,binding-0,outer,call,20,random_matched,erase,4.75,4.625,-0.125,0.018973836931542587
deepseek-coder-1.3b,binding-0-outer-call,binding,binding-0,outer,call,21,jlens,erase,4.75,4.625,-0.125,0.024087030258122272
deepseek-coder-1.3b,binding-0-outer-call,binding,binding-0,outer,call,21,rlens,erase,4.75,4.625,-0.125,0.013511979394002985
deepseek-coder-1.3b,binding-0-outer-call,binding,binding-0,outer,call,21,logit,erase,4.75,4.625,-0.125,0.0050472861826563525
deepseek-coder-1.3b,binding-0-outer-call,binding,binding-0,outer,call,21,offtarget_j,erase,4.75,4.625,-0.125,0.05047242833628481
deepseek-coder-1.3b,binding-0-outer-call,binding,binding-0,outer,call,21,offtarget_r,erase,4.75,4.625,-0.125,0.04314426926890983
deepseek-coder-1.3b,binding-0-outer-call,binding,binding-0,outer,call,21,random,erase,4.75,4.625,-0.125,0.02022737219487614
deepseek-coder-1.3b,binding-0-outer-call,binding,binding-0,outer,call,21,random_matched,erase,4.75,4.625,-0.125,0.024087030258122272
deepseek-coder-1.3b,binding-0-outer-call,binding,binding-0,outer,call,22,jlens,erase,4.75,4.75,0.0,0.015613333853795718
deepseek-coder-1.3b,binding-0-outer-call,binding,binding-0,outer,call,22,rlens,erase,4.75,4.75,0.0,0.015613333853795718
deepseek-coder-1.3b,binding-0-outer-call,binding,binding-0,outer,call,22,logit,erase,4.75,4.75,0.0,0.015613333853795718
deepseek-coder-1.3b,binding-0-outer-call,binding,binding-0,outer,call,22,offtarget_j,erase,4.75,4.75,0.0,0.05384999766737154
deepseek-coder-1.3b,binding-0-outer-call,binding,binding-0,outer,call,22,offtarget_r,erase,4.75,4.75,0.0,0.05384999766737154
deepseek-coder-1.3b,binding-0-outer-call,binding,binding-0,outer,call,22,random,erase,4.75,4.75,0.0,0.03615357032496719
deepseek-coder-1.3b,binding-0-outer-call,binding,binding-0,outer,call,22,random_matched,erase,4.75,4.625,-0.125,0.015613333853795718
deepseek-coder-1.3b,binding-0-outer-answer,binding,binding-0,outer,answer,20,jlens,erase,4.75,4.25,-0.5,0.1825602320504694
deepseek-coder-1.3b,binding-0-outer-answer,binding,binding-0,outer,answer,20,rlens,erase,4.75,4.0,-0.75,0.1982910690893761
deepseek-coder-1.3b,binding-0-outer-answer,binding,binding-0,outer,answer,20,logit,erase,4.75,3.75,-1.0,0.22410508435450321
deepseek-coder-1.3b,binding-0-outer-answer,binding,binding-0,outer,answer,20,offtarget_j,erase,4.75,5.625,0.875,0.06346004333472621
deepseek-coder-1.3b,binding-0-outer-answer,binding,binding-0,outer,answer,20,offtarget_r,erase,4.75,5.75,1.0,0.06893190614733587
deepseek-coder-1.3b,binding-0-outer-answer,binding,binding-0,outer,answer,20,random,erase,4.75,4.625,-0.125,0.01035184310595889
deepseek-coder-1.3b,binding-0-outer-answer,binding,binding-0,outer,answer,20,random_matched,erase,4.75,4.625,-0.125,0.1825602320504694
deepseek-coder-1.3b,binding-0-outer-answer,binding,binding-0,outer,answer,21,jlens,erase,4.75,3.75,-1.0,0.17762483558429115
deepseek-coder-1.3b,binding-0-outer-answer,binding,binding-0,outer,answer,21,rlens,erase,4.75,3.75,-1.0,0.19392591738937037
deepseek-coder-1.3b,binding-0-outer-answer,binding,binding-0,outer,answer,21,logit,erase,4.75,3.25,-1.5,0.22123695761776022
deepseek-coder-1.3b,binding-0-outer-answer,binding,binding-0,outer,answer,21,offtarget_j,erase,4.75,5.875,1.125,0.07684069548050934
deepseek-coder-1.3b,binding-0-outer-answer,binding,binding-0,outer,answer,21,offtarget_r,erase,4.75,6.125,1.375,0.08459835847257353
deepseek-coder-1.3b,binding-0-outer-answer,binding,binding-0,outer,answer,21,random,erase,4.75,4.75,0.0,0.011079048880060699
deepseek-coder-1.3b,binding-0-outer-answer,binding,binding-0,outer,answer,21,random_matched,erase,4.75,4.375,-0.375,0.17762483558429115
deepseek-coder-1.3b,binding-0-outer-answer,binding,binding-0,outer,answer,22,jlens,erase,4.75,3.0,-1.75,0.20889616505234243
deepseek-coder-1.3b,binding-0-outer-answer,binding,binding-0,outer,answer,22,rlens,erase,4.75,3.0,-1.75,0.20889616505234243
deepseek-coder-1.3b,binding-0-outer-answer,binding,binding-0,outer,answer,22,logit,erase,4.75,3.0,-1.75,0.20889616505234243
deepseek-coder-1.3b,binding-0-outer-answer,binding,binding-0,outer,answer,22,offtarget_j,erase,4.75,6.625,1.875,0.08851639217334863
deepseek-coder-1.3b,binding-0-outer-answer,binding,binding-0,outer,answer,22,offtarget_r,erase,4.75,6.625,1.875,0.08851639217334863
deepseek-coder-1.3b,binding-0-outer-answer,binding,binding-0,outer,answer,22,random,erase,4.75,4.75,0.0,0.04386607735700288
deepseek-coder-1.3b,binding-0-outer-answer,binding,binding-0,outer,answer,22,random_matched,erase,4.75,5.125,0.375,0.20889616505234243
deepseek-coder-1.3b,binding-0-inner-use,binding,binding-0,inner,use,20,jlens,erase,-0.375,-0.375,0.0,0.06350348922203361
deepseek-coder-1.3b,binding-0-inner-use,binding,binding-0,inner,use,20,rlens,erase,-0.375,-0.375,0.0,0.0633682133840826
deepseek-coder-1.3b,binding-0-inner-use,binding,binding-0,inner,use,20,logit,erase,-0.375,-0.375,0.0,0.05821532823455046
deepseek-coder-1.3b,binding-0-inner-use,binding,binding-0,inner,use,20,offtarget_j,erase,-0.375,-0.375,0.0,0.05729371776590757
deepseek-coder-1.3b,binding-0-inner-use,binding,binding-0,inner,use,20,offtarget_r,erase,-0.375,-0.375,0.0,0.05525299894081074
deepseek-coder-1.3b,binding-0-inner-use,binding,binding-0,inner,use,20,random,erase,-0.375,-0.375,0.0,0.018528682563725436
deepseek-coder-1.3b,binding-0-inner-use,binding,binding-0,inner,use,20,random_matched,erase,-0.375,-0.375,0.0,0.06350348317753683
deepseek-coder-1.3b,binding-0-inner-use,binding,binding-0,inner,use,21,jlens,erase,-0.375,-0.375,0.0,0.0766418591487192
deepseek-coder-1.3b,binding-0-inner-use,binding,binding-0,inner,use,21,rlens,erase,-0.375,-0.375,0.0,0.07143182340336651
deepseek-coder-1.3b,binding-0-inner-use,binding,binding-0,inner,use,21,logit,erase,-0.375,-0.375,0.0,0.05530928661606768
deepseek-coder-1.3b,binding-0-inner-use,binding,binding-0,inner,use,21,offtarget_j,erase,-0.375,-0.375,0.0,0.06013534220551482
deepseek-coder-1.3b,binding-0-inner-use,binding,binding-0,inner,use,21,offtarget_r,erase,-0.375,-0.375,0.0,0.05177377433134256
deepseek-coder-1.3b,binding-0-inner-use,binding,binding-0,inner,use,21,random,erase,-0.375,-0.375,0.0,0.00488644621845943
deepseek-coder-1.3b,binding-0-inner-use,binding,binding-0,inner,use,21,random_matched,erase,-0.375,-0.375,0.0,0.0766418591487192
deepseek-coder-1.3b,binding-0-inner-use,binding,binding-0,inner,use,22,jlens,erase,-0.375,-0.375,0.0,0.07213487116524861
deepseek-coder-1.3b,binding-0-inner-use,binding,binding-0,inner,use,22,rlens,erase,-0.375,-0.375,0.0,0.07213487116524861
deepseek-coder-1.3b,binding-0-inner-use,binding,binding-0,inner,use,22,logit,erase,-0.375,-0.375,0.0,0.07213487116524861
deepseek-coder-1.3b,binding-0-inner-use,binding,binding-0,inner,use,22,offtarget_j,erase,-0.375,-0.375,0.0,0.04562288779187563
deepseek-coder-1.3b,binding-0-inner-use,binding,binding-0,inner,use,22,offtarget_r,erase,-0.375,-0.375,0.0,0.04562288779187563
deepseek-coder-1.3b,binding-0-inner-use,binding,binding-0,inner,use,22,random,erase,-0.375,-0.375,0.0,0.008390964547628168
deepseek-coder-1.3b,binding-0-inner-use,binding,binding-0,inner,use,22,random_matched,erase,-0.375,-0.375,0.0,0.07213487550769249
deepseek-coder-1.3b,binding-0-inner-post_use,binding,binding-0,inner,post_use,20,jlens,erase,-0.375,-0.375,0.0,0.012469195206848563
deepseek-coder-1.3b,binding-0-inner-post_use,binding,binding-0,inner,post_use,20,rlens,erase,-0.375,-0.375,0.0,0.01708140694539618
deepseek-coder-1.3b,binding-0-inner-post_use,binding,binding-0,inner,post_use,20,logit,erase,-0.375,-0.375,0.0,0.0009971684005191125
deepseek-coder-1.3b,binding-0-inner-post_use,binding,binding-0,inner,post_use,20,offtarget_j,erase,-0.375,-0.375,0.0,0.011244584451619341
deepseek-coder-1.3b,binding-0-inner-post_use,binding,binding-0,inner,post_use,20,offtarget_r,erase,-0.375,-0.375,0.0,0.013591239764091422
deepseek-coder-1.3b,binding-0-inner-post_use,binding,binding-0,inner,post_use,20,random,erase,-0.375,-0.375,0.0,0.00014917184870076204
deepseek-coder-1.3b,binding-0-inner-post_use,binding,binding-0,inner,post_use,20,random_matched,erase,-0.375,-0.375,0.0,0.012469195206848563
deepseek-coder-1.3b,binding-0-inner-post_use,binding,binding-0,inner,post_use,21,jlens,erase,-0.375,-0.375,0.0,0.011683038496380313
deepseek-coder-1.3b,binding-0-inner-post_use,binding,binding-0,inner,post_use,21,rlens,erase,-0.375,-0.375,0.0,0.012320968843853378
deepseek-coder-1.3b,binding-0-inner-post_use,binding,binding-0,inner,post_use,21,logit,erase,-0.375,-0.375,0.0,0.006043354624096919
deepseek-coder-1.3b,binding-0-inner-post_use,binding,binding-0,inner,post_use,21,offtarget_j,erase,-0.375,-0.375,0.0,0.020816453759030813
deepseek-coder-1.3b,binding-0-inner-post_use,binding,binding-0,inner,post_use,21,offtarget_r,erase,-0.375,-0.375,0.0,0.025991712375182715
deepseek-coder-1.3b,binding-0-inner-post_use,binding,binding-0,inner,post_use,21,random,erase,-0.375,-0.375,0.0,0.00456363717993456
deepseek-coder-1.3b,binding-0-inner-post_use,binding,binding-0,inner,post_use,21,random_matched,erase,-0.375,-0.375,0.0,0.011683039646685225
deepseek-coder-1.3b,binding-0-inner-post_use,binding,binding-0,inner,post_use,22,jlens,erase,-0.375,-0.375,0.0,0.006320332457383292
deepseek-coder-1.3b,binding-0-inner-post_use,binding,binding-0,inner,post_use,22,rlens,erase,-0.375,-0.375,0.0,0.006320332457383292
deepseek-coder-1.3b,binding-0-inner-post_use,binding,binding-0,inner,post_use,22,logit,erase,-0.375,-0.375,0.0,0.006320332457383292
deepseek-coder-1.3b,binding-0-inner-post_use,binding,binding-0,inner,post_use,22,offtarget_j,erase,-0.375,-0.375,0.0,0.049616298528752975
deepseek-coder-1.3b,binding-0-inner-post_use,binding,binding-0,inner,post_use,22,offtarget_r,erase,-0.375,-0.375,0.0,0.049616298528752975
deepseek-coder-1.3b,binding-0-inner-post_use,binding,binding-0,inner,post_use,22,random,erase,-0.375,-0.375,0.0,0.003525999540985197
deepseek-coder-1.3b,binding-0-inner-post_use,binding,binding-0,inner,post_use,22,random_matched,erase,-0.375,-0.375,0.0,0.006320331956117826
deepseek-coder-1.3b,binding-0-inner-call,binding,binding-0,inner,call,20,jlens,erase,-0.375,-0.375,0.0,0.027999385472523262
deepseek-coder-1.3b,binding-0-inner-call,binding,binding-0,inner,call,20,rlens,erase,-0.375,-0.375,0.0,0.02493746171113597
deepseek-coder-1.3b,binding-0-inner-call,binding,binding-0,inner,call,20,logit,erase,-0.375,-0.375,0.0,0.016721047799747528
deepseek-coder-1.3b,binding-0-inner-call,binding,binding-0,inner,call,20,offtarget_j,erase,-0.375,-0.375,0.0,0.03271206914904188
deepseek-coder-1.3b,binding-0-inner-call,binding,binding-0,inner,call,20,offtarget_r,erase,-0.375,-0.375,0.0,0.02777840354255308
deepseek-coder-1.3b,binding-0-inner-call,binding,binding-0,inner,call,20,random,erase,-0.375,-0.375,0.0,0.06484325465802662
deepseek-coder-1.3b,binding-0-inner-call,binding,binding-0,inner,call,20,random_matched,erase,-0.375,-0.375,0.0,0.027999385472523262
deepseek-coder-1.3b,binding-0-inner-call,binding,binding-0,inner,call,21,jlens,erase,-0.375,-0.375,0.0,0.04654629198487962
deepseek-coder-1.3b,binding-0-inner-call,binding,binding-0,inner,call,21,rlens,erase,-0.375,-0.375,0.0,0.03827194833996286
deepseek-coder-1.3b,binding-0-inner-call,binding,binding-0,inner,call,21,logit,erase,-0.375,-0.375,0.0,0.02591853997469794
deepseek-coder-1.3b,binding-0-inner-call,binding,binding-0,inner,call,21,offtarget_j,erase,-0.375,-0.375,0.0,0.04061007761300332
deepseek-coder-1.3b,binding-0-inner-call,binding,binding-0,inner,call,21,offtarget_r,erase,-0.375,-0.375,0.0,0.029657192062241915
deepseek-coder-1.3b,binding-0-inner-call,binding,binding-0,inner,call,21,random,erase,-0.375,-0.375,0.0,0.006993174336558354
deepseek-coder-1.3b,binding-0-inner-call,binding,binding-0,inner,call,21,random_matched,erase,-0.375,-0.375,0.0,0.04654629198487962
deepseek-coder-1.3b,binding-0-inner-call,binding,binding-0,inner,call,22,jlens,erase,-0.375,-0.375,0.0,0.05629929795557388
deepseek-coder-1.3b,binding-0-inner-call,binding,binding-0,inner,call,22,rlens,erase,-0.375,-0.375,0.0,0.05629929795557388
deepseek-coder-1.3b,binding-0-inner-call,binding,binding-0,inner,call,22,logit,erase,-0.375,-0.375,0.0,0.05629929795557388
deepseek-coder-1.3b,binding-0-inner-call,binding,binding-0,inner,call,22,offtarget_j,erase,-0.375,-0.375,0.0,0.040833268064450964
deepseek-coder-1.3b,binding-0-inner-call,binding,binding-0,inner,call,22,offtarget_r,erase,-0.375,-0.375,0.0,0.040833268064450964
deepseek-coder-1.3b,binding-0-inner-call,binding,binding-0,inner,call,22,random,erase,-0.375,-0.375,0.0,0.006328173967139748
deepseek-coder-1.3b,binding-0-inner-call,binding,binding-0,inner,call,22,random_matched,erase,-0.375,-0.375,0.0,0.05629929795557388
deepseek-coder-1.3b,binding-0-inner-answer,binding,binding-0,inner,answer,20,jlens,erase,-0.375,-1.375,-1.0,0.19452714148285288
deepseek-coder-1.3b,binding-0-inner-answer,binding,binding-0,inner,answer,20,rlens,erase,-0.375,-1.5,-1.125,0.2022689372700743
deepseek-coder-1.3b,binding-0-inner-answer,binding,binding-0,inner,answer,20,logit,erase,-0.375,-1.875,-1.5,0.21799736937473074
deepseek-coder-1.3b,binding-0-inner-answer,binding,binding-0,inner,answer,20,offtarget_j,erase,-0.375,0.25,0.625,0.19483841903526244
deepseek-coder-1.3b,binding-0-inner-answer,binding,binding-0,inner,answer,20,offtarget_r,erase,-0.375,0.375,0.75,0.20663411129192988
deepseek-coder-1.3b,binding-0-inner-answer,binding,binding-0,inner,answer,20,random,erase,-0.375,-0.375,0.0,0.005983065490234
deepseek-coder-1.3b,binding-0-inner-answer,binding,binding-0,inner,answer,20,random_matched,erase,-0.375,-0.25,0.125,0.19452715424693015
deepseek-coder-1.3b,binding-0-inner-answer,binding,binding-0,inner,answer,21,jlens,erase,-0.375,-2.25,-1.875,0.2012697391849327
deepseek-coder-1.3b,binding-0-inner-answer,binding,binding-0,inner,answer,21,rlens,erase,-0.375,-2.75,-2.375,0.21399473122463392
deepseek-coder-1.3b,binding-0-inner-answer,binding,binding-0,inner,answer,21,logit,erase,-0.375,-3.25,-2.875,0.23449439396377106
deepseek-coder-1.3b,binding-0-inner-answer,binding,binding-0,inner,answer,21,offtarget_j,erase,-0.375,0.75,1.125,0.2096948445537083
deepseek-coder-1.3b,binding-0-inner-answer,binding,binding-0,inner,answer,21,offtarget_r,erase,-0.375,1.0,1.375,0.22444283377886323
deepseek-coder-1.3b,binding-0-inner-answer,binding,binding-0,inner,answer,21,random,erase,-0.375,-0.375,0.0,4.379597164104894e-05
deepseek-coder-1.3b,binding-0-inner-answer,binding,binding-0,inner,answer,21,random_matched,erase,-0.375,-0.25,0.125,0.20126976022166318
deepseek-coder-1.3b,binding-0-inner-answer,binding,binding-0,inner,answer,22,jlens,erase,-0.375,-4.5,-4.125,0.23515713906481636
deepseek-coder-1.3b,binding-0-inner-answer,binding,binding-0,inner,answer,22,rlens,erase,-0.375,-4.5,-4.125,0.23515713906481636
deepseek-coder-1.3b,binding-0-inner-answer,binding,binding-0,inner,answer,22,logit,erase,-0.375,-4.5,-4.125,0.23515713906481636
deepseek-coder-1.3b,binding-0-inner-answer,binding,binding-0,inner,answer,22,offtarget_j,erase,-0.375,2.75,3.125,0.2579927983414621
deepseek-coder-1.3b,binding-0-inner-answer,binding,binding-0,inner,answer,22,offtarget_r,erase,-0.375,2.75,3.125,0.2579927983414621
deepseek-coder-1.3b,binding-0-inner-answer,binding,binding-0,inner,answer,22,random,erase,-0.375,-0.375,0.0,0.0211772548151617
deepseek-coder-1.3b,binding-0-inner-answer,binding,binding-0,inner,answer,22,random_matched,erase,-0.375,-0.5,-0.125,0.23515713906481636
deepseek-coder-1.3b,defuse-0-use,defuse,,,use,20,jlens,erase,1.25,1.5,0.25,0.04516274142368737
deepseek-coder-1.3b,defuse-0-use,defuse,,,use,20,rlens,erase,1.25,1.5,0.25,0.043318534394706544
deepseek-coder-1.3b,defuse-0-use,defuse,,,use,20,logit,erase,1.25,1.5,0.25,0.009238149096077355
deepseek-coder-1.3b,defuse-0-use,defuse,,,use,20,offtarget_j,erase,1.25,1.25,0.0,0.0754794046265391
deepseek-coder-1.3b,defuse-0-use,defuse,,,use,20,offtarget_r,erase,1.25,1.25,0.0,0.07787440424378977
deepseek-coder-1.3b,defuse-0-use,defuse,,,use,20,random,erase,1.25,1.5,0.25,0.015010595570379441
deepseek-coder-1.3b,defuse-0-use,defuse,,,use,20,random_matched,erase,1.25,1.5,0.25,0.0451627386517484
deepseek-coder-1.3b,defuse-0-use,defuse,,,use,21,jlens,erase,1.25,1.5,0.25,0.0292206443688041
deepseek-coder-1.3b,defuse-0-use,defuse,,,use,21,rlens,erase,1.25,1.5,0.25,0.023657662945548625
deepseek-coder-1.3b,defuse-0-use,defuse,,,use,21,logit,erase,1.25,1.5,0.25,0.005595688246611688
deepseek-coder-1.3b,defuse-0-use,defuse,,,use,21,offtarget_j,erase,1.25,1.5,0.25,0.06799318093314383
deepseek-coder-1.3b,defuse-0-use,defuse,,,use,21,offtarget_r,erase,1.25,1.5,0.25,0.06760720432919202
deepseek-coder-1.3b,defuse-0-use,defuse,,,use,21,random,erase,1.25,1.25,0.0,0.01867262119104823
deepseek-coder-1.3b,defuse-0-use,defuse,,,use,21,random_matched,erase,1.25,1.25,0.0,0.02922064671220335
deepseek-coder-1.3b,defuse-0-use,defuse,,,use,22,jlens,erase,1.25,1.25,0.0,0.004425690842270076
deepseek-coder-1.3b,defuse-0-use,defuse,,,use,22,rlens,erase,1.25,1.25,0.0,0.004425690842270076
deepseek-coder-1.3b,defuse-0-use,defuse,,,use,22,logit,erase,1.25,1.25,0.0,0.004425690842270076
deepseek-coder-1.3b,defuse-0-use,defuse,,,use,22,offtarget_j,erase,1.25,1.25,0.0,0.05087178450198989
deepseek-coder-1.3b,defuse-0-use,defuse,,,use,22,offtarget_r,erase,1.25,1.25,0.0,0.05087178450198989
deepseek-coder-1.3b,defuse-0-use,defuse,,,use,22,random,erase,1.25,1.5,0.25,0.025242675198297378
deepseek-coder-1.3b,defuse-0-use,defuse,,,use,22,random_matched,erase,1.25,1.25,0.0,0.004425691355517307
deepseek-coder-1.3b,defuse-0-post_use,defuse,,,post_use,20,jlens,erase,1.25,1.5,0.25,0.017343270456289344
deepseek-coder-1.3b,defuse-0-post_use,defuse,,,post_use,20,rlens,erase,1.25,1.5,0.25,0.02762985057662644
deepseek-coder-1.3b,defuse-0-post_use,defuse,,,post_use,20,logit,erase,1.25,1.5,0.25,0.05853633903326088
deepseek-coder-1.3b,defuse-0-post_use,defuse,,,post_use,20,offtarget_j,erase,1.25,1.5,0.25,0.008907255999591393
deepseek-coder-1.3b,defuse-0-post_use,defuse,,,post_use,20,offtarget_r,erase,1.25,1.25,0.0,0.005754834956737686
deepseek-coder-1.3b,defuse-0-post_use,defuse,,,post_use,20,random,erase,1.25,1.5,0.25,0.000859937634299541
deepseek-coder-1.3b,defuse-0-post_use,defuse,,,post_use,20,random_matched,erase,1.25,1.5,0.25,0.017343270456289344
deepseek-coder-1.3b,defuse-0-post_use,defuse,,,post_use,21,jlens,erase,1.25,1.25,0.0,0.030065919017505088
deepseek-coder-1.3b,defuse-0-post_use,defuse,,,post_use,21,rlens,erase,1.25,1.5,0.25,0.041403290542702635
deepseek-coder-1.3b,defuse-0-post_use,defuse,,,post_use,21,logit,erase,1.25,1.5,0.25,0.060819634242946195
deepseek-coder-1.3b,defuse-0-post_use,defuse,,,post_use,21,offtarget_j,erase,1.25,1.5,0.25,0.011765173397864943
deepseek-coder-1.3b,defuse-0-post_use,defuse,,,post_use,21,offtarget_r,erase,1.25,1.25,0.0,0.0067272164391020935
deepseek-coder-1.3b,defuse-0-post_use,defuse,,,post_use,21,random,erase,1.25,1.5,0.25,0.006074883070341779
deepseek-coder-1.3b,defuse-0-post_use,defuse,,,post_use,21,random_matched,erase,1.25,1.25,0.0,0.030065919017505088
deepseek-coder-1.3b,defuse-0-post_use,defuse,,,post_use,22,jlens,erase,1.25,1.5,0.25,0.04849613990061379
