model,program_id,base_id,condition,condition_kind,condition_order,prompt_style,role,label,family,structure,model_margin,model_says_tainted,correct,n_prompt_tokens
starcoder2-3b,command_exec_branch_merge_01_safe,command_exec_branch_merge_01,clean_heldout,clean,-1,sink,safe,0,command_exec,branch_merge,0.50390625,1,0,114
starcoder2-3b,command_exec_branch_merge_01_safe,command_exec_branch_merge_01,clean_heldout,clean,-1,e6,safe,0,command_exec,branch_merge,-0.28515625,0,1,110
starcoder2-3b,command_exec_branch_merge_07_unsafe,command_exec_branch_merge_07,clean_heldout,clean,-1,sink,unsafe,1,command_exec,branch_merge,0.39453125,1,1,114
starcoder2-3b,command_exec_branch_merge_07_unsafe,command_exec_branch_merge_07,clean_heldout,clean,-1,e6,unsafe,1,command_exec,branch_merge,-0.5146484375,0,0,110
starcoder2-3b,command_exec_branch_merge_07_safe,command_exec_branch_merge_07,clean_heldout,clean,-1,sink,safe,0,command_exec,branch_merge,0.34765625,1,0,114
starcoder2-3b,command_exec_branch_merge_07_safe,command_exec_branch_merge_07,clean_heldout,clean,-1,e6,safe,0,command_exec,branch_merge,-0.5205078125,0,1,110
starcoder2-3b,command_exec_branch_merge_11_unsafe,command_exec_branch_merge_11,clean_heldout,clean,-1,sink,unsafe,1,command_exec,branch_merge,0.3984375,1,1,114
starcoder2-3b,command_exec_branch_merge_11_unsafe,command_exec_branch_merge_11,clean_heldout,clean,-1,e6,unsafe,1,command_exec,branch_merge,-0.3710938096046448,0,0,110
starcoder2-3b,command_exec_branch_merge_11_safe,command_exec_branch_merge_11,clean_heldout,clean,-1,sink,safe,0,command_exec,branch_merge,0.37109375,1,0,114
starcoder2-3b,command_exec_branch_merge_11_safe,command_exec_branch_merge_11,clean_heldout,clean,-1,e6,safe,0,command_exec,branch_merge,-0.4150390625,0,1,110
starcoder2-3b,command_exec_branch_merge_12_unsafe,command_exec_branch_merge_12,clean_heldout,clean,-1,sink,unsafe,1,command_exec,branch_merge,0.451171875,1,1,110
starcoder2-3b,command_exec_branch_merge_12_unsafe,command_exec_branch_merge_12,clean_heldout,clean,-1,e6,unsafe,1,command_exec,branch_merge,-0.267578125,0,0,106
starcoder2-3b,command_exec_branch_merge_12_safe,command_exec_branch_merge_12,clean_heldout,clean,-1,sink,safe,0,command_exec,branch_merge,0.416015625,1,0,110
starcoder2-3b,command_exec_branch_merge_12_safe,command_exec_branch_merge_12,clean_heldout,clean,-1,e6,safe,0,command_exec,branch_merge,-0.3144531846046448,0,1,106
starcoder2-3b,command_exec_branch_merge_14_unsafe,command_exec_branch_merge_14,clean_heldout,clean,-1,sink,unsafe,1,command_exec,branch_merge,0.310546875,1,1,110
starcoder2-3b,command_exec_branch_merge_14_unsafe,command_exec_branch_merge_14,clean_heldout,clean,-1,e6,unsafe,1,command_exec,branch_merge,-0.6005859375,0,0,106
starcoder2-3b,command_exec_branch_merge_14_safe,command_exec_branch_merge_14,clean_heldout,clean,-1,sink,safe,0,command_exec,branch_merge,0.2421875,1,0,110
starcoder2-3b,command_exec_branch_merge_14_safe,command_exec_branch_merge_14,clean_heldout,clean,-1,e6,safe,0,command_exec,branch_merge,-0.6767578125,0,1,106
starcoder2-3b,command_exec_helper_03_unsafe,command_exec_helper_03,clean_heldout,clean,-1,sink,unsafe,1,command_exec,helper,0.7109375,1,1,99
starcoder2-3b,command_exec_helper_03_unsafe,command_exec_helper_03,clean_heldout,clean,-1,e6,unsafe,1,command_exec,helper,-0.04296875,0,0,95
starcoder2-3b,command_exec_helper_03_safe,command_exec_helper_03,clean_heldout,clean,-1,sink,safe,0,command_exec,helper,0.67578125,1,0,99
starcoder2-3b,command_exec_helper_03_safe,command_exec_helper_03,clean_heldout,clean,-1,e6,safe,0,command_exec,helper,-0.0390625,0,1,95
starcoder2-3b,command_exec_helper_04_unsafe,command_exec_helper_04,clean_heldout,clean,-1,sink,unsafe,1,command_exec,helper,0.6796875,1,1,95
starcoder2-3b,command_exec_helper_04_unsafe,command_exec_helper_04,clean_heldout,clean,-1,e6,unsafe,1,command_exec,helper,0.130859375,1,1,91
starcoder2-3b,command_exec_helper_04_safe,command_exec_helper_04,clean_heldout,clean,-1,sink,safe,0,command_exec,helper,0.62109375,1,0,95
starcoder2-3b,command_exec_helper_04_safe,command_exec_helper_04,clean_heldout,clean,-1,e6,safe,0,command_exec,helper,0.109375,1,0,91
starcoder2-3b,command_exec_helper_08_unsafe,command_exec_helper_08,clean_heldout,clean,-1,sink,unsafe,1,command_exec,helper,0.6328125,1,1,95
starcoder2-3b,command_exec_helper_08_unsafe,command_exec_helper_08,clean_heldout,clean,-1,e6,unsafe,1,command_exec,helper,0.103515625,1,1,91
starcoder2-3b,command_exec_helper_08_safe,command_exec_helper_08,clean_heldout,clean,-1,sink,safe,0,command_exec,helper,0.6015625,1,0,95
starcoder2-3b,command_exec_helper_08_safe,command_exec_helper_08,clean_heldout,clean,-1,e6,safe,0,command_exec,helper,0.095703125,1,0,91
starcoder2-3b,command_exec_helper_12_unsafe,command_exec_helper_12,clean_heldout,clean,-1,sink,unsafe,1,command_exec,helper,0.69140625,1,1,95
starcoder2-3b,command_exec_helper_12_unsafe,command_exec_helper_12,clean_heldout,clean,-1,e6,unsafe,1,command_exec,helper,0.189453125,1,1,91
starcoder2-3b,command_exec_helper_12_safe,command_exec_helper_12,clean_heldout,clean,-1,sink,safe,0,command_exec,helper,0.6640625,1,0,95
starcoder2-3b,command_exec_helper_12_safe,command_exec_helper_12,clean_heldout,clean,-1,e6,safe,0,command_exec,helper,0.19921875,1,0,91
starcoder2-3b,command_exec_helper_14_unsafe,command_exec_helper_14,clean_heldout,clean,-1,sink,unsafe,1,command_exec,helper,0.71875,1,1,95
starcoder2-3b,command_exec_helper_14_unsafe,command_exec_helper_14,clean_heldout,clean,-1,e6,unsafe,1,command_exec,helper,0.3007811903953552,1,1,91
starcoder2-3b,command_exec_helper_14_safe,command_exec_helper_14,clean_heldout,clean,-1,sink,safe,0,command_exec,helper,0.734375,1,0,95
starcoder2-3b,command_exec_helper_14_safe,command_exec_helper_14,clean_heldout,clean,-1,e6,safe,0,command_exec,helper,0.234375,1,0,91
starcoder2-3b,command_exec_helper_15_unsafe,command_exec_helper_15,clean_heldout,clean,-1,sink,unsafe,1,command_exec,helper,0.75,1,1,99
starcoder2-3b,command_exec_helper_15_unsafe,command_exec_helper_15,clean_heldout,clean,-1,e6,unsafe,1,command_exec,helper,0.251953125,1,1,95
starcoder2-3b,command_exec_helper_15_safe,command_exec_helper_15,clean_heldout,clean,-1,sink,safe,0,command_exec,helper,0.7109375,1,0,99
starcoder2-3b,command_exec_helper_15_safe,command_exec_helper_15,clean_heldout,clean,-1,e6,safe,0,command_exec,helper,0.197265625,1,0,95
starcoder2-3b,sql_exec_direct_03_unsafe,sql_exec_direct_03,clean_heldout,clean,-1,sink,unsafe,1,sql_exec,direct,0.8203125,1,1,71
starcoder2-3b,sql_exec_direct_03_unsafe,sql_exec_direct_03,clean_heldout,clean,-1,e6,unsafe,1,sql_exec,direct,0.671875,1,1,67
starcoder2-3b,sql_exec_direct_03_safe,sql_exec_direct_03,clean_heldout,clean,-1,sink,safe,0,sql_exec,direct,0.69140625,1,0,71
starcoder2-3b,sql_exec_direct_03_safe,sql_exec_direct_03,clean_heldout,clean,-1,e6,safe,0,sql_exec,direct,0.650390625,1,0,67
starcoder2-3b,sql_exec_direct_06_unsafe,sql_exec_direct_06,clean_heldout,clean,-1,sink,unsafe,1,sql_exec,direct,0.666015625,1,1,71
starcoder2-3b,sql_exec_direct_06_unsafe,sql_exec_direct_06,clean_heldout,clean,-1,e6,unsafe,1,sql_exec,direct,0.572265625,1,1,67
starcoder2-3b,sql_exec_direct_06_safe,sql_exec_direct_06,clean_heldout,clean,-1,sink,safe,0,sql_exec,direct,0.65625,1,0,71
starcoder2-3b,sql_exec_direct_06_safe,sql_exec_direct_06,clean_heldout,clean,-1,e6,safe,0,sql_exec,direct,0.5722656846046448,1,0,67
starcoder2-3b,sql_exec_direct_09_unsafe,sql_exec_direct_09,clean_heldout,clean,-1,sink,unsafe,1,sql_exec,direct,0.794921875,1,1,71
starcoder2-3b,sql_exec_direct_09_unsafe,sql_exec_direct_09,clean_heldout,clean,-1,e6,unsafe,1,sql_exec,direct,0.72265625,1,1,67
starcoder2-3b,sql_exec_direct_09_safe,sql_exec_direct_09,clean_heldout,clean,-1,sink,safe,0,sql_exec,direct,0.7578125,1,0,71
starcoder2-3b,sql_exec_direct_09_safe,sql_exec_direct_09,clean_heldout,clean,-1,e6,safe,0,sql_exec,direct,0.6992186903953552,1,0,67
starcoder2-3b,sql_exec_direct_12_unsafe,sql_exec_direct_12,clean_heldout,clean,-1,sink,unsafe,1,sql_exec,direct,0.78125,1,1,71
starcoder2-3b,sql_exec_direct_12_unsafe,sql_exec_direct_12,clean_heldout,clean,-1,e6,unsafe,1,sql_exec,direct,0.564453125,1,1,67
starcoder2-3b,sql_exec_direct_12_safe,sql_exec_direct_12,clean_heldout,clean,-1,sink,safe,0,sql_exec,direct,0.65234375,1,0,71
starcoder2-3b,sql_exec_direct_12_safe,sql_exec_direct_12,clean_heldout,clean,-1,e6,safe,0,sql_exec,direct,0.529296875,1,0,67
starcoder2-3b,sql_exec_direct_15_unsafe,sql_exec_direct_15,clean_heldout,clean,-1,sink,unsafe,1,sql_exec,direct,0.671875,1,1,71
starcoder2-3b,sql_exec_direct_15_unsafe,sql_exec_direct_15,clean_heldout,clean,-1,e6,unsafe,1,sql_exec,direct,0.5859375,1,1,67
starcoder2-3b,sql_exec_direct_15_safe,sql_exec_direct_15,clean_heldout,clean,-1,sink,safe,0,sql_exec,direct,0.58203125,1,0,71
starcoder2-3b,sql_exec_direct_15_safe,sql_exec_direct_15,clean_heldout,clean,-1,e6,safe,0,sql_exec,direct,0.537109375,1,0,67
starcoder2-3b,sql_exec_direct_18_unsafe,sql_exec_direct_18,clean_heldout,clean,-1,sink,unsafe,1,sql_exec,direct,0.71875,1,1,71
starcoder2-3b,sql_exec_direct_18_unsafe,sql_exec_direct_18,clean_heldout,clean,-1,e6,unsafe,1,sql_exec,direct,0.6601563096046448,1,1,67
starcoder2-3b,sql_exec_direct_18_safe,sql_exec_direct_18,clean_heldout,clean,-1,sink,safe,0,sql_exec,direct,0.66796875,1,0,71
starcoder2-3b,sql_exec_direct_18_safe,sql_exec_direct_18,clean_heldout,clean,-1,e6,safe,0,sql_exec,direct,0.6269530653953552,1,0,67
starcoder2-3b,sql_exec_assign_chain_02_unsafe,sql_exec_assign_chain_02,clean_heldout,clean,-1,sink,unsafe,1,sql_exec,assign_chain,0.703125,1,1,101
starcoder2-3b,sql_exec_assign_chain_02_unsafe,sql_exec_assign_chain_02,clean_heldout,clean,-1,e6,unsafe,1,sql_exec,assign_chain,0.51953125,1,1,97
starcoder2-3b,sql_exec_assign_chain_02_safe,sql_exec_assign_chain_02,clean_heldout,clean,-1,sink,safe,0,sql_exec,assign_chain,0.67578125,1,0,101
starcoder2-3b,sql_exec_assign_chain_02_safe,sql_exec_assign_chain_02,clean_heldout,clean,-1,e6,safe,0,sql_exec,assign_chain,0.47265625,1,0,97
starcoder2-3b,sql_exec_assign_chain_09_unsafe,sql_exec_assign_chain_09,clean_heldout,clean,-1,sink,unsafe,1,sql_exec,assign_chain,0.625,1,1,101
starcoder2-3b,sql_exec_assign_chain_09_unsafe,sql_exec_assign_chain_09,clean_heldout,clean,-1,e6,unsafe,1,sql_exec,assign_chain,0.49609375,1,1,97
starcoder2-3b,sql_exec_assign_chain_09_safe,sql_exec_assign_chain_09,clean_heldout,clean,-1,sink,safe,0,sql_exec,assign_chain,0.60546875,1,0,101
starcoder2-3b,sql_exec_assign_chain_09_safe,sql_exec_assign_chain_09,clean_heldout,clean,-1,e6,safe,0,sql_exec,assign_chain,0.486328125,1,0,97
starcoder2-3b,sql_exec_assign_chain_10_unsafe,sql_exec_assign_chain_10,clean_heldout,clean,-1,sink,unsafe,1,sql_exec,assign_chain,0.673828125,1,1,101
starcoder2-3b,sql_exec_assign_chain_10_unsafe,sql_exec_assign_chain_10,clean_heldout,clean,-1,e6,unsafe,1,sql_exec,assign_chain,0.54296875,1,1,97
starcoder2-3b,sql_exec_assign_chain_10_safe,sql_exec_assign_chain_10,clean_heldout,clean,-1,sink,safe,0,sql_exec,assign_chain,0.62890625,1,0,101
starcoder2-3b,sql_exec_assign_chain_10_safe,sql_exec_assign_chain_10,clean_heldout,clean,-1,e6,safe,0,sql_exec,assign_chain,0.478515625,1,0,97
starcoder2-3b,sql_exec_assign_chain_13_unsafe,sql_exec_assign_chain_13,clean_heldout,clean,-1,sink,unsafe,1,sql_exec,assign_chain,0.72265625,1,1,101
starcoder2-3b,sql_exec_assign_chain_13_unsafe,sql_exec_assign_chain_13,clean_heldout,clean,-1,e6,unsafe,1,sql_exec,assign_chain,0.5468750596046448,1,1,97
starcoder2-3b,sql_exec_assign_chain_13_safe,sql_exec_assign_chain_13,clean_heldout,clean,-1,sink,safe,0,sql_exec,assign_chain,0.68359375,1,0,101
starcoder2-3b,sql_exec_assign_chain_13_safe,sql_exec_assign_chain_13,clean_heldout,clean,-1,e6,safe,0,sql_exec,assign_chain,0.53515625,1,0,97
starcoder2-3b,sql_exec_assign_chain_15_unsafe,sql_exec_assign_chain_15,clean_heldout,clean,-1,sink,unsafe,1,sql_exec,assign_chain,0.646484375,1,1,101
starcoder2-3b,sql_exec_assign_chain_15_unsafe,sql_exec_assign_chain_15,clean_heldout,clean,-1,e6,unsafe,1,sql_exec,assign_chain,0.484375,1,1,97
starcoder2-3b,sql_exec_assign_chain_15_safe,sql_exec_assign_chain_15,clean_heldout,clean,-1,sink,safe,0,sql_exec,assign_chain,0.642578125,1,0,101
starcoder2-3b,sql_exec_assign_chain_15_safe,sql_exec_assign_chain_15,clean_heldout,clean,-1,e6,safe,0,sql_exec,assign_chain,0.4492188096046448,1,0,97
starcoder2-3b,sql_exec_assign_chain_18_unsafe,sql_exec_assign_chain_18,clean_heldout,clean,-1,sink,unsafe,1,sql_exec,assign_chain,0.79296875,1,1,101
starcoder2-3b,sql_exec_assign_chain_18_unsafe,sql_exec_assign_chain_18,clean_heldout,clean,-1,e6,unsafe,1,sql_exec,assign_chain,0.6777343153953552,1,1,97
starcoder2-3b,sql_exec_assign_chain_18_safe,sql_exec_assign_chain_18,clean_heldout,clean,-1,sink,safe,0,sql_exec,assign_chain,0.73828125,1,0,101
starcoder2-3b,sql_exec_assign_chain_18_safe,sql_exec_assign_chain_18,clean_heldout,clean,-1,e6,safe,0,sql_exec,assign_chain,0.60546875,1,0,97
starcoder2-3b,sql_exec_branch_merge_05_unsafe,sql_exec_branch_merge_05,clean_heldout,clean,-1,sink,unsafe,1,sql_exec,branch_merge,0.69921875,1,1,122
starcoder2-3b,sql_exec_branch_merge_05_unsafe,sql_exec_branch_merge_05,clean_heldout,clean,-1,e6,unsafe,1,sql_exec,branch_merge,0.6015625,1,1,118
starcoder2-3b,sql_exec_branch_merge_05_safe,sql_exec_branch_merge_05,clean_heldout,clean,-1,sink,safe,0,sql_exec,branch_merge,0.6953125,1,0,122
starcoder2-3b,sql_exec_branch_merge_05_safe,sql_exec_branch_merge_05,clean_heldout,clean,-1,e6,safe,0,sql_exec,branch_merge,0.625,1,0,118
starcoder2-3b,sql_exec_branch_merge_12_unsafe,sql_exec_branch_merge_12,clean_heldout,clean,-1,sink,unsafe,1,sql_exec,branch_merge,0.689453125,1,1,122
starcoder2-3b,sql_exec_branch_merge_12_unsafe,sql_exec_branch_merge_12,clean_heldout,clean,-1,e6,unsafe,1,sql_exec,branch_merge,0.607421875,1,1,118
starcoder2-3b,sql_exec_branch_merge_12_safe,sql_exec_branch_merge_12,clean_heldout,clean,-1,sink,safe,0,sql_exec,branch_merge,0.6796875,1,0,122
starcoder2-3b,sql_exec_branch_merge_12_safe,sql_exec_branch_merge_12,clean_heldout,clean,-1,e6,safe,0,sql_exec,branch_merge,0.6308594346046448,1,0,118
starcoder2-3b,sql_exec_branch_merge_13_unsafe,sql_exec_branch_merge_13,clean_heldout,clean,-1,sink,unsafe,1,sql_exec,branch_merge,0.69921875,1,1,122
starcoder2-3b,sql_exec_branch_merge_13_unsafe,sql_exec_branch_merge_13,clean_heldout,clean,-1,e6,unsafe,1,sql_exec,branch_merge,0.6054688096046448,1,1,118
starcoder2-3b,sql_exec_branch_merge_13_safe,sql_exec_branch_merge_13,clean_heldout,clean,-1,sink,safe,0,sql_exec,branch_merge,0.658203125,1,0,122
starcoder2-3b,sql_exec_branch_merge_13_safe,sql_exec_branch_merge_13,clean_heldout,clean,-1,e6,safe,0,sql_exec,branch_merge,0.609375,1,0,118
starcoder2-3b,sql_exec_branch_merge_14_unsafe,sql_exec_branch_merge_14,clean_heldout,clean,-1,sink,unsafe,1,sql_exec,branch_merge,0.6796875,1,1,122
starcoder2-3b,sql_exec_branch_merge_14_unsafe,sql_exec_branch_merge_14,clean_heldout,clean,-1,e6,unsafe,1,sql_exec,branch_merge,0.5605468153953552,1,1,118
starcoder2-3b,sql_exec_branch_merge_14_safe,sql_exec_branch_merge_14,clean_heldout,clean,-1,sink,safe,0,sql_exec,branch_merge,0.6875,1,0,122
starcoder2-3b,sql_exec_branch_merge_14_safe,sql_exec_branch_merge_14,clean_heldout,clean,-1,e6,safe,0,sql_exec,branch_merge,0.58984375,1,0,118
starcoder2-3b,sql_exec_branch_merge_15_unsafe,sql_exec_branch_merge_15,clean_heldout,clean,-1,sink,unsafe,1,sql_exec,branch_merge,0.630859375,1,1,122
starcoder2-3b,sql_exec_branch_merge_15_unsafe,sql_exec_branch_merge_15,clean_heldout,clean,-1,e6,unsafe,1,sql_exec,branch_merge,0.568359375,1,1,118
starcoder2-3b,sql_exec_branch_merge_15_safe,sql_exec_branch_merge_15,clean_heldout,clean,-1,sink,safe,0,sql_exec,branch_merge,0.6171875,1,0,122
starcoder2-3b,sql_exec_branch_merge_15_safe,sql_exec_branch_merge_15,clean_heldout,clean,-1,e6,safe,0,sql_exec,branch_merge,0.525390625,1,0,118
starcoder2-3b,sql_exec_branch_merge_18_unsafe,sql_exec_branch_merge_18,clean_heldout,clean,-1,sink,unsafe,1,sql_exec,branch_merge,0.671875,1,1,122
starcoder2-3b,sql_exec_branch_merge_18_unsafe,sql_exec_branch_merge_18,clean_heldout,clean,-1,e6,unsafe,1,sql_exec,branch_merge,0.619140625,1,1,118
starcoder2-3b,sql_exec_branch_merge_18_safe,sql_exec_branch_merge_18,clean_heldout,clean,-1,sink,safe,0,sql_exec,branch_merge,0.671875,1,0,122
starcoder2-3b,sql_exec_branch_merge_18_safe,sql_exec_branch_merge_18,clean_heldout,clean,-1,e6,safe,0,sql_exec,branch_merge,0.6464843153953552,1,0,118
starcoder2-3b,sql_exec_helper_03_unsafe,sql_exec_helper_03,clean_heldout,clean,-1,sink,unsafe,1,sql_exec,helper,0.9375000596046448,1,1,101
