base_id,split,arm,binding,answer,logp_correct,logp_other,correct,argmax_token,argmax_is_correct,gates_required,gate_override,gate_override_reason
base_0017,test,ab,source,3,-0.18053215742111206,-2.086782217025757,1,56,1,H0,False,
base_0017,test,ab,target,4,-0.3427879512310028,-1.3115379810333252,1,57,1,H0,False,
base_0017,test,ba,source,4,-0.13855262100696564,-2.388552665710449,1,57,1,H0,False,
base_0017,test,ba,target,3,-0.572792112827301,-0.854042112827301,1,56,1,H0,False,
base_0018,test,ab,source,7,-0.17450827360153198,-2.3307583332061768,1,60,1,H0,False,
base_0018,test,ab,target,4,-0.4980309307575226,-0.9980309009552002,1,57,1,H0,False,
base_0018,test,ba,source,4,-0.18983349204063416,-2.314833402633667,1,57,1,H0,False,
base_0018,test,ba,target,7,-0.35333722829818726,-1.290837287902832,1,60,1,H0,False,
base_0019,test,ab,source,6,-0.11828210949897766,-2.8995320796966553,1,59,1,H0,False,
base_0019,test,ab,target,3,-0.6882070302963257,-0.7194570302963257,1,56,1,H0,False,
base_0019,test,ba,source,3,-0.18904834985733032,-2.4077982902526855,1,56,1,H0,False,
base_0019,test,ba,target,6,-0.5447087287902832,-0.9197087287902832,1,59,1,H0,False,
base_0020,test,ab,source,3,-0.07212107628583908,-3.0408711433410645,1,56,1,H0,False,
base_0020,test,ab,target,5,-0.3979480266571045,-1.1479480266571045,1,58,1,H0,False,
base_0020,test,ba,source,5,-0.07381308823823929,-2.9175631999969482,1,58,1,H0,False,
base_0020,test,ba,target,3,-0.4150080680847168,-1.1025080680847168,1,56,1,H0,False,
base_0021,test,ab,source,7,-0.09971632063388824,-2.9434664249420166,1,60,1,H0,False,
base_0021,test,ab,target,6,-0.347933828830719,-1.2541837692260742,1,59,1,H0,False,
base_0021,test,ba,source,6,-0.25884926319122314,-1.7275992631912231,1,59,1,H0,False,
base_0021,test,ba,target,7,-0.296159029006958,-1.389909029006958,1,60,1,H0,False,
base_0022,test,ab,source,2,-0.13421276211738586,-2.4779627323150635,1,55,1,H0,False,
base_0022,test,ab,target,3,-0.15200810134410858,-2.089508056640625,1,56,1,H0,False,
base_0022,test,ba,source,3,-0.19942907989025116,-2.0431790351867676,1,56,1,H0,False,
base_0022,test,ba,target,2,-0.27191680669784546,-1.4906668663024902,1,55,1,H0,False,
base_0023,test,ab,source,5,-0.1293497532606125,-2.316849708557129,1,58,1,H0,False,
base_0023,test,ab,target,4,-0.2889610528945923,-1.4139610528945923,1,57,1,H0,False,
base_0023,test,ba,source,4,-0.09362272173166275,-2.7498726844787598,1,57,1,H0,False,
base_0023,test,ba,target,5,-0.25380727648735046,-1.5350573062896729,1,58,1,H0,False,
base_0024,test,ab,source,6,-0.06392896920442581,-3.4389290809631348,1,59,1,H0,False,
base_0024,test,ab,target,4,-0.5601387023925781,-0.8726387023925781,1,57,1,H0,False,
base_0024,test,ba,source,4,-0.06840275228023529,-3.4434027671813965,1,57,1,H0,False,
base_0024,test,ba,target,6,-0.42660757899284363,-1.082857608795166,1,59,1,H0,False,
base_0025,test,ab,source,5,-0.11368805915117264,-2.6449379920959473,1,58,1,H0,False,
base_0025,test,ab,target,7,-0.22246983647346497,-1.7224698066711426,1,60,1,H0,False,
base_0025,test,ba,source,7,-0.1957661360502243,-2.1020162105560303,1,60,1,H0,False,
base_0025,test,ba,target,5,-0.42446228861808777,-1.1119623184204102,1,58,1,H0,False,
base_0026,calib,ab,source,3,-0.1481761783361435,-2.2419261932373047,1,56,1,H0,False,
base_0026,calib,ab,target,7,-0.4233552813529968,-1.1108553409576416,1,60,1,H0,False,
base_0026,calib,ba,source,7,-0.1572500467300415,-2.188499927520752,1,60,1,H0,False,
base_0026,calib,ba,target,3,-0.32879623770713806,-1.3287962675094604,1,56,1,H0,False,
base_0027,test,ab,source,4,-0.1805511713027954,-2.024301052093506,1,57,1,H0,False,
base_0027,test,ab,target,6,-0.36829620599746704,-1.2120461463928223,1,59,1,H0,False,
base_0027,test,ba,source,6,-0.21046490967273712,-1.8979649543762207,1,59,1,H0,False,
base_0027,test,ba,target,4,-0.49641507863998413,-0.9651650786399841,1,57,1,H0,False,
base_0028,test,ab,source,5,-0.08413267135620117,-2.834132671356201,1,58,1,H0,False,
base_0028,test,ab,target,4,-0.24442438781261444,-1.5725493431091309,1,57,1,H0,False,
base_0028,test,ba,source,4,-0.18813875317573547,-1.969388723373413,1,57,1,H0,False,
base_0028,test,ba,target,5,-0.22918395698070526,-1.6666839122772217,1,58,1,H0,False,
base_0029,calib,ab,source,6,-0.08650511503219604,-2.867755174636841,1,59,1,H0,False,
base_0029,calib,ab,target,5,-0.4161522090435028,-1.1036522388458252,1,58,1,H0,False,
base_0029,calib,ba,source,5,-0.20232555270195007,-1.8273255825042725,1,58,1,H0,False,
base_0029,calib,ba,target,6,-0.09319807589054108,-2.49944806098938,1,59,1,H0,False,
base_0030,test,ab,source,2,-0.0695696771144867,-3.0695695877075195,1,55,1,H0,False,
base_0030,test,ab,target,3,-0.23580452799797058,-1.610804557800293,1,56,1,H0,False,
base_0030,test,ba,source,3,-0.035411227494478226,-4.097911357879639,1,56,1,H0,False,
base_0030,test,ba,target,2,-0.3790884017944336,-1.1759634017944336,1,55,1,H0,False,
base_0031,calib,ab,source,7,-0.1808052957057953,-2.368305206298828,1,60,1,H0,False,
base_0031,calib,ab,target,5,-0.7039737105369568,-0.7352237105369568,1,58,1,H0,False,
base_0031,calib,ba,source,5,-0.13435502350330353,-2.603105068206787,1,58,1,H0,False,
base_0031,calib,ba,target,7,-0.4057275652885437,-1.1557276248931885,1,60,1,H0,False,
base_0032,test,ab,source,5,-0.14073078334331512,-2.421980857849121,1,58,1,H0,False,
base_0032,test,ab,target,7,-0.3349371552467346,-1.3349370956420898,1,60,1,H0,False,
base_0032,test,ba,source,7,-0.1779002994298935,-2.4279003143310547,1,60,1,H0,False,
base_0032,test,ba,target,5,-0.4008173942565918,-1.1820673942565918,1,58,1,H0,False,
base_0033,test,ab,source,6,-0.48926782608032227,-1.2392678260803223,1,59,1,H0,False,
base_0033,test,ab,target,4,-0.5543515682220459,-0.8981015682220459,1,57,1,H0,False,
base_0033,test,ba,source,4,-0.5297055244445801,-1.09220552444458,1,57,1,H0,False,
base_0033,test,ba,target,6,-0.3482361435890198,-1.285736083984375,1,59,1,H0,False,
base_0034,calib,ab,source,7,-0.11087465286254883,-2.767124652862549,1,60,1,H0,False,
base_0034,calib,ab,target,2,-0.4314643442630768,-1.1189643144607544,1,55,1,H0,False,
base_0034,calib,ba,source,2,-0.09848111867904663,-2.9422311782836914,1,55,1,H0,False,
base_0034,calib,ba,target,7,-0.43822067975997925,-1.094470739364624,1,60,1,H0,False,
base_0035,test,ab,source,7,-0.17001290619373322,-2.170012950897217,1,60,1,H0,False,
base_0035,test,ab,target,4,-0.4706103801727295,-1.0331103801727295,1,57,1,H0,False,
base_0035,test,ba,source,4,-0.13230621814727783,-2.4135560989379883,1,57,1,H0,False,
base_0035,test,ba,target,7,-0.41311365365982056,-1.1318635940551758,1,60,1,H0,False,
base_0036,test,ab,source,5,-0.08704680949449539,-2.8682968616485596,1,58,1,H0,False,
base_0036,test,ab,target,3,-0.3865055739879608,-1.1677556037902832,1,56,1,H0,False,
base_0036,test,ba,source,3,-0.10683951526880264,-2.919339418411255,1,56,1,H0,False,
base_0036,test,ba,target,5,-0.5135339498519897,-0.9510339498519897,1,58,1,H0,False,
base_0037,calib,ab,source,7,-0.12659157812595367,-2.689091682434082,1,60,1,H0,False,
base_0037,calib,ab,target,4,-0.439434289932251,-1.095684289932251,1,57,1,H0,False,
base_0037,calib,ba,source,4,-0.13528655469417572,-2.572786569595337,1,57,1,H0,False,
base_0037,calib,ba,target,7,-0.534902036190033,-0.941152036190033,1,60,1,H0,False,
base_0038,calib,ab,source,6,-0.2154034972190857,-2.1216535568237305,1,59,1,H0,False,
base_0038,calib,ab,target,2,-0.21795788407325745,-1.686707854270935,1,55,1,H0,False,
base_0038,calib,ba,source,2,-0.25289449095726013,-1.8466445207595825,1,55,1,H0,False,
base_0038,calib,ba,target,6,-0.354493647813797,-1.2607436180114746,1,59,1,H0,False,
base_0039,test,ab,source,7,-0.1304527372121811,-2.8492026329040527,1,60,1,H0,False,
base_0039,test,ab,target,6,-0.6331863403320312,-0.7894363403320312,1,59,1,H0,False,
base_0039,test,ba,source,6,-0.12740987539291382,-2.5336599349975586,1,59,1,H0,False,
base_0039,test,ba,target,7,-0.37813177704811096,-1.1906317472457886,1,60,1,H0,False,
base_0040,test,ab,source,3,-0.23359715938568115,-1.9210971593856812,1,56,1,H0,False,
base_0040,test,ab,target,4,-0.36039742827415466,-1.235397458076477,1,57,1,H0,False,
base_0040,test,ba,source,4,-0.14193549752235413,-2.6731855869293213,1,57,1,H0,False,
base_0040,test,ba,target,3,-0.35053226351737976,-1.2567822933197021,1,56,1,H0,False,
base_0041,test,ab,source,6,-0.18950895965099335,-2.3770089149475098,1,59,1,H0,False,
base_0041,test,ab,target,2,-0.2435828596353531,-1.618582844734192,1,55,1,H0,False,
base_0041,test,ba,source,2,-0.31418463587760925,-1.6266846656799316,1,55,1,H0,False,
base_0041,test,ba,target,6,-0.25376391410827637,-1.6287639141082764,1,59,1,H0,False,
base_0042,test,ab,source,5,-0.2538633346557617,-1.7851133346557617,1,58,1,H0,False,
base_0042,test,ab,target,2,-0.26634201407432556,-1.547592043876648,1,55,1,H0,False,
base_0042,test,ba,source,2,-0.20467592775821686,-2.3609259128570557,1,55,1,H0,False,
base_0042,test,ba,target,5,-0.3970795273780823,-1.2095794677734375,1,58,1,H0,False,
base_0043,calib,ab,source,4,-0.1150243878364563,-2.7400243282318115,1,57,1,H0,False,
base_0043,calib,ab,target,3,-0.5719797015190125,-0.8532297015190125,1,56,1,H0,False,
base_0043,calib,ba,source,3,-0.11157264560461044,-2.736572742462158,1,56,1,H0,False,
base_0043,calib,ba,target,4,-0.299111932516098,-1.3928619623184204,1,57,1,H0,False,
base_0044,test,ab,source,6,-0.12566232681274414,-2.656912326812744,1,59,1,H0,False,
base_0044,test,ab,target,2,-0.3127593696117401,-1.3752593994140625,1,55,1,H0,False,
base_0044,test,ba,source,2,-0.057954926043748856,-3.620455026626587,1,55,1,H0,False,
base_0044,test,ba,target,6,-0.4415980875492096,-1.0665980577468872,1,59,1,H0,False,
base_0045,calib,ab,source,2,-0.11892763525247574,-2.6189277172088623,1,55,1,H0,False,
base_0045,calib,ab,target,6,-0.4292895793914795,-1.0855395793914795,1,59,1,H0,False,
base_0045,calib,ba,source,6,-0.14977280795574188,-2.368522882461548,1,59,1,H0,False,
base_0045,calib,ba,target,2,-0.3834514617919922,-1.1959514617919922,1,55,1,H0,False,
base_0046,test,ab,source,7,-0.2897298336029053,-1.5709798336029053,1,60,1,H0,False,
base_0046,test,ab,target,5,-0.337898313999176,-1.3066482543945312,1,58,1,H0,False,
base_0046,test,ba,source,5,-0.15728193521499634,-2.1572818756103516,1,58,1,H0,False,
base_0046,test,ba,target,7,-0.2381783127784729,-1.6131782531738281,1,60,1,H0,False,
base_0047,test,ab,source,4,-0.18955294787883759,-1.939552903175354,1,57,1,H0,False,
base_0047,test,ab,target,6,-0.36829620599746704,-1.2120461463928223,1,59,1,H0,False,
base_0047,test,ba,source,6,-0.19915521144866943,-1.9491552114486694,1,59,1,H0,False,
base_0047,test,ba,target,4,-0.49641507863998413,-0.9651650786399841,1,57,1,H0,False,
base_0048,test,ab,source,3,-0.2003125697374344,-2.231562614440918,1,56,1,H0,False,
base_0048,test,ab,target,6,-0.4712209105491638,-1.0337209701538086,1,59,1,H0,False,
base_0048,test,ba,source,6,-0.1794629544019699,-2.2419629096984863,1,59,1,H0,False,
base_0048,test,ba,target,3,-0.47743985056877136,-1.0086898803710938,1,56,1,H0,False,
base_0049,test,ab,source,5,-0.26081138849258423,-1.6670613288879395,1,58,1,H0,False,
base_0049,test,ab,target,4,-0.3328576385974884,-1.301607608795166,1,57,1,H0,False,
base_0049,test,ba,source,4,-0.3173760175704956,-1.4736260175704956,1,57,1,H0,False,
base_0049,test,ba,target,5,-0.13769185543060303,-2.1689419746398926,1,58,1,H0,False,
base_0050,test,ab,source,5,-0.16450141370296478,-2.414501428604126,1,58,1,H0,False,
base_0050,test,ab,target,2,-0.3339656889438629,-1.3339656591415405,1,55,1,H0,False,
base_0050,test,ba,source,2,-0.2129293978214264,-2.2129294872283936,1,55,1,H0,False,
base_0050,test,ba,target,5,-0.3638383448123932,-1.2700883150100708,1,58,1,H0,False,
base_0051,test,ab,source,2,-0.25072288513183594,-1.906972885131836,1,55,1,H0,False,
base_0051,test,ab,target,4,-0.22773200273513794,-1.6964819431304932,1,57,1,H0,False,
base_0051,test,ba,source,4,-0.2945699393749237,-1.794569969177246,1,57,1,H0,False,
base_0051,test,ba,target,2,-0.22473053634166718,-1.7247304916381836,1,55,1,H0,False,
base_0052,test,ab,source,6,-0.20578810572624207,-1.8620381355285645,1,59,1,H0,False,
base_0052,test,ab,target,3,-0.43608301877975464,-1.0610830783843994,1,56,1,H0,False,
base_0052,test,ba,source,3,-0.18531543016433716,-2.0290653705596924,1,56,1,H0,False,
base_0052,test,ba,target,6,-0.43815305829048157,-1.0631530284881592,1,59,1,H0,False,
base_0053,calib,ab,source,2,-0.11070477217435837,-2.9544546604156494,1,55,1,H0,False,
base_0053,calib,ab,target,7,-0.4208019971847534,-1.1395519971847534,1,60,1,H0,False,
base_0053,calib,ba,source,7,-0.16168570518493652,-2.6616857051849365,1,60,1,H0,False,
base_0053,calib,ba,target,2,-0.2727827727794647,-1.522782802581787,1,55,1,H0,False,
base_0054,test,ab,source,3,-0.09882373362779617,-3.1925737857818604,1,56,1,H0,False,
base_0054,test,ab,target,2,-0.43996015191078186,-1.0649601221084595,1,55,1,H0,False,
base_0054,test,ba,source,2,-0.10100893676280975,-2.913508892059326,1,55,1,H0,False,
base_0054,test,ba,target,3,-0.5006108283996582,-0.9693608283996582,1,56,1,H0,False,
base_0055,calib,ab,source,2,-0.06651140004396439,-3.347761392593384,1,55,1,H0,False,
base_0055,calib,ab,target,6,-0.4415980875492096,-1.0665980577468872,1,59,1,H0,False,
base_0055,calib,ba,source,6,-0.19489459693431854,-2.038644552230835,1,59,1,H0,False,
base_0055,calib,ba,target,2,-0.3127593696117401,-1.3752593994140625,1,55,1,H0,False,
base_0056,test,ab,source,7,-0.09447170048952103,-2.8757216930389404,1,60,1,H0,False,
base_0056,test,ab,target,5,-0.36608263850212097,-1.2410826683044434,1,58,1,H0,False,
base_0056,test,ba,source,5,-0.09730691462755203,-2.816056966781616,1,58,1,H0,False,
base_0056,test,ba,target,7,-0.194783553481102,-1.8197835683822632,1,60,1,H0,False,
base_0057,test,ab,source,3,-0.32581615447998047,-1.5133161544799805,1,56,1,H0,False,
base_0057,test,ab,target,6,-0.2709536850452423,-1.52095365524292,1,59,1,H0,False,
base_0057,test,ba,source,6,-0.24218405783176422,-1.742184042930603,1,59,1,H0,False,
base_0057,test,ba,target,3,-0.45526599884033203,-1.049015998840332,1,56,1,H0,False,
base_0058,test,ab,source,3,-0.2296077013015747,-1.9171077013015747,1,56,1,H0,False,
base_0058,test,ab,target,5,-0.34070149064064026,-1.3094514608383179,1,58,1,H0,False,
base_0058,test,ba,source,5,-0.1983572244644165,-1.9483572244644165,1,58,1,H0,False,
base_0058,test,ba,target,3,-0.388679176568985,-1.1699291467666626,1,56,1,H0,False,
base_0059,calib,ab,source,2,-0.15315645933151245,-2.5594065189361572,1,55,1,H0,False,
base_0059,calib,ab,target,7,-0.46091267466545105,-1.0546627044677734,1,60,1,H0,False,
base_0059,calib,ba,source,7,-0.2119341343641281,-2.1181840896606445,1,60,1,H0,False,
base_0059,calib,ba,target,2,-0.33671990036964417,-1.3367198705673218,1,55,1,H0,False,
base_0060,test,ab,source,5,-0.16459262371063232,-2.195842742919922,1,58,1,H0,False,
base_0060,test,ab,target,7,-0.22757212817668915,-1.6650720834732056,1,60,1,H0,False,
base_0060,test,ba,source,7,-0.18452979624271393,-2.1220297813415527,1,60,1,H0,False,
base_0060,test,ba,target,5,-0.41477078199386597,-1.1335208415985107,1,58,1,H0,False,
base_0061,test,ab,source,7,-0.09049253165721893,-3.3404924869537354,1,60,1,H0,False,
base_0061,test,ab,target,2,-0.4277655780315399,-1.1465156078338623,1,55,1,H0,False,
base_0061,test,ba,source,2,-0.12453687936067581,-2.9057869911193848,1,55,1,H0,False,
base_0061,test,ba,target,7,-0.49074721336364746,-1.0219972133636475,1,60,1,H0,False,
base_0062,test,ab,source,7,-0.13363710045814514,-2.3836371898651123,1,60,1,H0,False,
base_0062,test,ab,target,4,-0.3527384102344513,-1.258988380432129,1,57,1,H0,False,
base_0062,test,ba,source,4,-0.09368601441383362,-2.874936103820801,1,57,1,H0,False,
base_0062,test,ba,target,7,-0.4744942784309387,-1.005744218826294,1,60,1,H0,False,
base_0063,test,ab,source,3,-0.056166425347328186,-4.024916648864746,1,56,1,H0,False,
base_0063,test,ab,target,7,-0.7968434691429138,-0.6405934691429138,0,56,0,H0,False,
base_0063,test,ba,source,7,-0.06269710510969162,-3.593947172164917,1,60,1,H0,False,
base_0063,test,ba,target,3,-0.4790554642677307,-1.010305404663086,1,56,1,H0,False,
base_0064,calib,ab,source,3,-0.21382147073745728,-1.8388214111328125,1,56,1,H0,False,
base_0064,calib,ab,target,5,-0.3979480266571045,-1.1479480266571045,1,58,1,H0,False,
base_0064,calib,ba,source,5,-0.22838008403778076,-1.7283800840377808,1,58,1,H0,False,
base_0064,calib,ba,target,3,-0.4150080680847168,-1.1025080680847168,1,56,1,H0,False,
base_0065,calib,ab,source,5,-0.08028315007686615,-3.1740331649780273,1,58,1,H0,False,
base_0065,calib,ab,target,3,-0.2360987663269043,-1.6110987663269043,1,56,1,H0,False,
base_0065,calib,ba,source,3,-0.14661294221878052,-2.3966128826141357,1,56,1,H0,False,
base_0065,calib,ba,target,5,-0.24985331296920776,-1.5936033725738525,1,58,1,H0,False,
base_0066,calib,ab,source,6,-0.21028630435466766,-2.0540363788604736,1,59,1,H0,False,
base_0066,calib,ab,target,2,-0.3834514617919922,-1.1959514617919922,1,55,1,H0,False,
base_0066,calib,ba,source,2,-0.17143598198890686,-2.202686071395874,1,55,1,H0,False,
base_0066,calib,ba,target,6,-0.4292895793914795,-1.0855395793914795,1,59,1,H0,False,
base_0067,test,ab,source,2,-0.0609930083155632,-3.623492956161499,1,55,1,H0,False,
base_0067,test,ab,target,7,-0.6797465682029724,-0.7422465682029724,1,60,1,H0,False,
base_0067,test,ba,source,7,-0.12960289418697357,-2.5671029090881348,1,60,1,H0,False,
base_0067,test,ba,target,2,-0.252460777759552,-1.5649607181549072,1,55,1,H0,False,
base_0068,calib,ab,source,5,-0.10637156665325165,-2.7938716411590576,1,58,1,H0,False,
base_0068,calib,ab,target,7,-0.194783553481102,-1.8197835683822632,1,60,1,H0,False,
base_0068,calib,ba,source,7,-0.17779752612113953,-2.177797555923462,1,60,1,H0,False,
base_0068,calib,ba,target,5,-0.36608263850212097,-1.2410826683044434,1,58,1,H0,False,
base_0069,calib,ab,source,5,-0.33566176891326904,-1.554411768913269,1,58,1,H0,False,
base_0069,calib,ab,target,2,-0.4360988140106201,-1.0923488140106201,1,55,1,H0,False,
base_0069,calib,ba,source,2,-0.20871974527835846,-2.1462197303771973,1,55,1,H0,False,
base_0069,calib,ba,target,5,-0.6231818795204163,-0.8106818795204163,1,58,1,H0,False,
base_0070,test,ab,source,2,-0.3316567540168762,-1.6441566944122314,1,55,1,H0,False,
base_0070,test,ab,target,5,-0.279559850692749,-1.529559850692749,1,58,1,H0,False,
base_0070,test,ba,source,5,-0.15951231122016907,-2.4720122814178467,1,58,1,H0,False,
base_0070,test,ba,target,2,-0.15439145267009735,-2.0606415271759033,1,55,1,H0,False,
base_0071,test,ab,source,4,-0.42179036140441895,-1.203040361404419,1,57,1,H0,False,
base_0071,test,ab,target,5,-0.29543980956077576,-1.4204398393630981,1,58,1,H0,False,
base_0071,test,ba,source,5,-0.2791746258735657,-1.529174566268921,1,58,1,H0,False,
base_0071,test,ba,target,4,-0.5196257829666138,-0.9258757829666138,1,57,1,H0,False,
base_0072,calib,ab,source,3,-0.11381392180919647,-2.613813877105713,1,56,1,H0,False,
base_0072,calib,ab,target,7,-0.48887449502944946,-0.9888744950294495,1,60,1,H0,False,
base_0072,calib,ba,source,7,-0.09184529632329941,-2.8105952739715576,1,60,1,H0,False,
base_0072,calib,ba,target,3,-0.5129514932632446,-0.9504514932632446,1,56,1,H0,False,
base_0073,test,ab,source,2,-0.1493520438671112,-2.5868520736694336,1,55,1,H0,False,
base_0073,test,ab,target,6,-0.3695620000362396,-1.244562029838562,1,59,1,H0,False,
base_0073,test,ba,source,6,-0.16636022925376892,-2.4788601398468018,1,59,1,H0,False,
base_0073,test,ba,target,2,-0.4856383204460144,-1.0168883800506592,1,55,1,H0,False,
base_0074,calib,ab,source,7,-0.09351015090942383,-2.874760150909424,1,60,1,H0,False,
base_0074,calib,ab,target,4,-0.4706103801727295,-1.0331103801727295,1,57,1,H0,False,
base_0074,calib,ba,source,4,-0.12109939008951187,-2.4960994720458984,1,57,1,H0,False,
base_0074,calib,ba,target,7,-0.41311365365982056,-1.1318635940551758,1,60,1,H0,False,
base_0075,calib,ab,source,6,-0.09759456664323807,-2.6913444995880127,1,59,1,H0,False,
