model,base_id,arm,split,layer,question,style,variant,delta_contrast_prob,delta_contrast_z,contrast_prob_inner_member,contrast_prob_outer_member,contrast_z_inner_member,contrast_z_outer_member,n_pairs_in_lexicon,delta_z_mechanism,delta_prob_mechanism,delta_z_control,delta_prob_control,delta_z_family_scope,delta_z_family_shadowing,delta_z_family_ordinal,delta_z_family_action
deepseek-coder-6.7b,base_0005,ab,test,0,scope/direct,scope,direct,-8.764160807778199e-06,-0.00045742821813110623,0.003855159835731918,0.0038639239965396963,0.21570729757247603,0.21616472579060714,10,-0.007148431706735031,-0.0002754403274467304,0.0011451727100397365,0.00011856117394324793,-0.003139078933934558,-0.009678900556534017,0.006585028640804051,-0.001047075905725628
deepseek-coder-6.7b,base_0005,ba,test,0,scope/direct,scope,direct,-8.761438351968798e-06,-0.0004524448276499171,0.0038686761494910044,0.003877437587842973,0.21653069238409453,0.21698313721174445,10,-0.007137316363903057,-0.00027563341678230437,0.0011570387208826422,0.00011929533806973838,-0.003152702794092731,-0.00976855148844065,0.006644753474107923,-0.0010396730170054436
deepseek-coder-6.7b,base_0006,ab,test,0,scope/direct,scope,direct,1.7563135353115822e-05,0.002371117754608215,0.0038572225870014618,0.003839659451648346,0.22174539455199943,0.21937427679739122,10,-0.0038794741782073364,-0.00013750716159537015,-0.0012721618210042975,-9.02195687929265e-05,0.0034381823832101005,0.009301797122284225,0.0005048269580020988,-0.00042891499152418466
deepseek-coder-6.7b,base_0006,ba,test,0,scope/direct,scope,direct,1.7383096652660857e-05,0.002365340516974679,0.003857928682873532,0.0038405455862208712,0.22184472879877537,0.2194793882818007,10,-0.003871617426686279,-0.00013745273582463921,-0.0012731251441600237,-9.064853143347235e-05,0.0034187548039752505,0.009316401186254361,0.0005102292477976631,-0.00043435148790070544
deepseek-coder-6.7b,base_0007,ab,calib,0,scope/direct,scope,direct,4.707023865998389e-05,0.001908676570062745,0.0036842322450057127,0.003637162006345729,0.20786005675655472,0.20595138018649198,10,0.004436701189655683,0.00027021878979007104,-0.0025840422427199096,5.7775029912151025e-05,0.003937407367148574,-0.0049127560286098965,-0.008695950355754914,0.017168871663953422
deepseek-coder-6.7b,base_0007,ba,calib,0,scope/direct,scope,direct,4.737193853732169e-05,0.0019219932406164264,0.003710074145962139,0.0036627022074248172,0.2094898490266474,0.20756785578603099,10,0.004433305335267605,0.0002696863255665697,-0.002596393295628523,5.639618862479526e-05,0.003933086860489855,-0.00490709491490221,-0.00873372409844388,0.017297926087219487
deepseek-coder-6.7b,base_0008,ab,test,0,scope/direct,scope,direct,7.461965037092871e-05,0.003939922889980241,0.004063755065607924,0.003989135415236995,0.22957010572155057,0.22563018283157033,10,0.006943458274778553,0.00030887218574511066,-0.0020930167836923893,-1.1382727553605138e-05,0.005040108795004588,0.008887883837556121,-0.0013964193006229704,0.007270083892048987
deepseek-coder-6.7b,base_0008,ba,test,0,scope/direct,scope,direct,7.457397712100355e-05,0.003933522572249187,0.004076813247848296,0.0040022392707272925,0.2304587974074572,0.226525274835208,10,0.00694915344602098,0.0003088835862034237,-0.0020875536823223304,-1.091543745541045e-05,0.00502664731787386,0.008900951856269088,-0.0014153806673505125,0.007286913298389389
deepseek-coder-6.7b,base_0009,ab,calib,0,scope/direct,scope,direct,-1.0760788665922782e-05,-0.00043908635249673145,0.004054861071796992,0.004065621860462915,0.22750787919072607,0.2279469655432228,10,0.005410149806238339,0.00026572529433829123,-0.0027021337106426235,4.269482673595164e-05,0.003307329998877829,0.006734396639975285,-0.011241056749442332,0.004684295043936457
deepseek-coder-6.7b,base_0009,ba,calib,0,scope/direct,scope,direct,-1.079200374945466e-05,-0.0004369839571775058,0.004078865487069427,0.004089657490818882,0.22884312870678114,0.22928011266395865,10,0.005416970936645493,0.000265654893800421,-0.0027059116775128636,4.143615696612234e-05,0.0032928271457038872,0.006722029618396283,-0.011239917907336212,0.004728287974510997
deepseek-coder-6.7b,base_0010,ab,calib,0,scope/direct,scope,direct,-1.38984539669873e-05,-0.0004895442583517928,0.003930822117751517,0.003944720571718505,0.220916629417641,0.2214061736759928,10,0.002946021132661508,0.0001242774799754794,0.0017728231262349307,3.5027817366405437e-06,-0.0030708254740052163,-0.005117270565353119,-0.0011328033558956063,0.007951769972771791
deepseek-coder-6.7b,base_0010,ba,calib,0,scope/direct,scope,direct,-1.4428285282454267e-05,-0.0005138209139089744,0.003939676892511838,0.003954105177794293,0.221472147884407,0.22198596879831597,10,0.0029640710559465525,0.00012458596900228333,0.0017765295770027843,3.0985669774942406e-06,-0.0031461914088545505,-0.00513064566459015,-0.001154813030012673,0.008020820625478639
deepseek-coder-6.7b,base_0011,ab,calib,0,scope/direct,scope,direct,-8.421827113964941e-05,-0.005080348769065546,0.0036355297526020486,0.003719748023741698,0.2049788317611342,0.21005918053019976,10,-0.00017856096601517508,-5.198717965904445e-05,-0.0014497686105274079,-8.992537264876344e-05,0.0020461496268802254,-0.008223068008458151,-0.01334323664282483,-0.005367654130621638
deepseek-coder-6.7b,base_0011,ba,calib,0,scope/direct,scope,direct,-8.4014662226288e-05,-0.005075595721251658,0.0036484161862632217,0.0037324308484895097,0.20571939843988504,0.2107949941611367,10,-0.0001890229228859406,-5.242595452112971e-05,-0.0014584825339297896,-9.054666364689931e-05,0.0021072987398815194,-0.008277113472314315,-0.01334566975746419,-0.005435514713668099
deepseek-coder-6.7b,base_0012,ab,test,0,scope/direct,scope,direct,-1.0916918038207657e-05,-0.0011462911026257627,0.003939073166824812,0.00394999008486302,0.2200919064750818,0.22123819757770757,10,-0.007058877176268194,-0.00018110996651898945,0.0015340569816031501,0.00028556873929530785,-0.009803647035872389,-0.0053737788724328855,0.005385631607031964,0.008484280584284368
deepseek-coder-6.7b,base_0012,ba,test,0,scope/direct,scope,direct,-1.065325125663985e-05,-0.0011307294488502595,0.003916191676991844,0.003926844928248484,0.2188290773744494,0.21995980682329966,10,-0.0070651057441019505,-0.00018112584387584233,0.001514439766205055,0.0002850663171995245,-0.00979280782906522,-0.005359328828293347,0.0054233812384432145,0.008476560970361174
deepseek-coder-6.7b,base_0013,ab,test,0,scope/direct,scope,direct,2.7690669883222163e-05,0.0016369437242011176,0.003855159835731918,0.003827469165848696,0.21570729757247603,0.2140703538482749,10,-0.00409815237711508,-0.0002570695723594033,-0.0004986837660826886,-2.2208286847783497e-05,-0.004005465061691811,-0.0031249922789813728,0.0039110168618882914,0.011891619591047314
deepseek-coder-6.7b,base_0013,ba,test,0,scope/direct,scope,direct,2.8203438429567906e-05,0.0016637396534567306,0.0038686761494910044,0.0038404727110614365,0.21653069238409453,0.2148669527306378,10,-0.00411570145492258,-0.0002575580309830644,-0.0004990223138592396,-2.1190370699012426e-05,-0.004023978065362607,-0.0031568472078622456,0.004017673658639032,0.011918567513981335
deepseek-coder-6.7b,base_0014,ab,test,0,scope/direct,scope,direct,0.0001564142890004283,0.0074625618600247245,0.004082162112067321,0.003925747823066893,0.2307076943693603,0.2232451325093356,10,0.0015857418081146545,-0.0001286408721356629,0.00015335208029087447,-0.00019286980333477113,0.00805814623031522,0.001472134789781629,0.007307581298296376,0.00949907749715767
deepseek-coder-6.7b,base_0014,ba,test,0,scope/direct,scope,direct,0.00015640145484811102,0.007461799225672472,0.004084418689567222,0.003928017234719111,0.23104076636108206,0.2235789671354096,10,0.0015909909388921802,-0.0001282121271075497,0.00014250751631852293,-0.00019328052487179869,0.008046065480272074,0.001430209245054645,0.007343820984414495,0.009486029068668939
deepseek-coder-6.7b,base_0015,ab,test,0,scope/direct,scope,direct,3.74613688284009e-05,0.0020179740216072772,0.0040267778458024095,0.003989316476974009,0.2294622284894669,0.22744425446785962,10,-0.00304607214853005,-8.238635126628889e-05,-0.001505057732828695,-0.00016503587566332983,-0.001690737563438089,0.0009089936330677201,0.004116867577648509,0.006841547051905997
deepseek-coder-6.7b,base_0015,ba,test,0,scope/direct,scope,direct,3.771467621827007e-05,0.002037899455607284,0.004011725062076359,0.003974010385858089,0.22864799469746294,0.22661009524185566,10,-0.0030477266879480594,-8.237196288423797e-05,-0.0015086992674932837,-0.00016538226121878222,-0.0017105452198972436,0.0009280613445222657,0.0041545070284284,0.006914796502927242
deepseek-coder-6.7b,base_0016,ab,test,0,scope/direct,scope,direct,-3.88763868960848e-05,-0.0015871356831748673,0.003831444591321141,0.003870320978217226,0.2175034753606223,0.21909061104379718,10,0.0016419718254375734,8.600929875411147e-05,0.0021577295766195,0.00027270605568513006,-0.0023528545447363772,0.0058398920681984184,-0.002025675244469967,-0.0031114024937956425
deepseek-coder-6.7b,base_0016,ba,test,0,scope/direct,scope,direct,-3.905874695769862e-05,-0.0015926796224629558,0.0038232988508132074,0.003862357597770906,0.2170453710912597,0.21863805071372266,10,0.0016542900184355308,8.675729697586992e-05,0.0021449562061464506,0.00027240326947222237,-0.002388734035240937,0.005845974151178407,-0.0020020525613167655,-0.003105838275446804
deepseek-coder-6.7b,base_0017,ab,test,0,scope/direct,scope,direct,-4.0661176878731276e-05,-0.0004916903221905133,0.003925510980826885,0.003966172157705616,0.22657961639309893,0.22707130671528944,10,-0.004729982670400712,-9.719741657254755e-06,0.003697938798493467,0.0003993960450765228,-0.0029361473095021705,0.0019023905216880993,0.0006333768244890514,0.0015125825104741197
deepseek-coder-6.7b,base_0017,ba,test,0,scope/direct,scope,direct,-4.082506243090894e-05,-0.0004966896388579889,0.003942731505594148,0.003983556568025057,0.22772476442516681,0.2282214540640248,10,-0.004727714058726475,-9.618220594876867e-06,0.003704436082641195,0.0003999063769559671,-0.0029498611398039616,0.0019194095133151096,0.0006184392433522166,0.0015289104636322104
deepseek-coder-6.7b,base_0018,ab,test,0,scope/direct,scope,direct,5.462724494455229e-06,0.0005269201995788952,0.003961286446752844,0.003955823722258389,0.22386101724996793,0.22333409705038904,10,-0.003135862088608865,-0.00022519766267008016,-0.0022030424821512075,-0.00019026767152129282,0.008331986255609387,0.00033399531725436526,0.0013641118879400003,-0.016242537003861385
deepseek-coder-6.7b,base_0018,ba,test,0,scope/direct,scope,direct,5.36781969483896e-06,0.0005205597759061764,0.0039653634525352865,0.003959995632840448,0.22409061846658,0.2235700586906738,10,-0.0031340162539508537,-0.00022500430405643325,-0.0021998708987661705,-0.00019006637194053438,0.008330210798513565,0.0003225612335727851,0.0013611062365825324,-0.01626056268915657
deepseek-coder-6.7b,base_0019,ab,test,0,scope/direct,scope,direct,-6.324829431410273e-05,-0.006129625029585889,0.00394948630010733,0.004012734594421433,0.21949827403272762,0.2256278990623135,10,0.002603158781222964,0.0001158464949191423,-0.0018678292099534115,6.040334879247721e-06,-0.008885965338475577,0.0013964596367996296,-0.014525343807882285,0.008213591422445182
deepseek-coder-6.7b,base_0019,ba,test,0,scope/direct,scope,direct,-6.316755086717418e-05,-0.00611893787421583,0.003923973451372097,0.003987141002239271,0.21784660427047767,0.2239655421446935,10,0.0026333045550388096,0.0001164740736425687,-0.0018715827681959499,5.294898903655592e-06,-0.008883469940291815,0.0013384641336642022,-0.014485325984574396,0.008231007419533698
deepseek-coder-6.7b,base_0020,ab,test,0,scope/direct,scope,direct,2.721873921915363e-05,0.00036821455675659087,0.003891948524684434,0.0038647297854652804,0.21784003222058068,0.2174718176638241,10,-0.008923937873827826,-0.0002776975131161129,-0.0006373841047938324,-3.4544334349257116e-06,-0.007486496510179012,-0.011183096790944272,0.007247071204322442,0.011535007393129723
deepseek-coder-6.7b,base_0020,ba,test,0,scope/direct,scope,direct,2.6936703586520616e-05,0.00035067096951330035,0.003916991888879728,0.0038900551852932078,0.21942565671934194,0.21907498574982864,10,-0.008913713516104177,-0.0002767565340052332,-0.0006289870594805019,-2.483181045940565e-06,-0.007523194788135621,-0.011206330116286065,0.0072573796603303715,0.011516839991485117
deepseek-coder-6.7b,base_0021,ab,test,0,scope/direct,scope,direct,0.00012997072764271006,0.007577764850040664,0.004106062606933761,0.003976091879291051,0.2330106696456951,0.22543290479565445,10,-0.001359371658600031,3.245872605583651e-05,-0.000283397228699729,5.123872194347538e-05,0.0036273169266030237,0.0015986624747906658,0.01755354629374084,0.003504539718990396
deepseek-coder-6.7b,base_0021,ba,test,0,scope/direct,scope,direct,0.0001297845697463898,0.00756196180729965,0.004119985769139217,0.003990201199392827,0.2338477401550608,0.22628577834776115,10,-0.001350390920607982,3.28014347434776e-05,-0.00026579835760198235,5.16056997453124e-05,0.0035817728734537525,0.0015924844785491082,0.017575478395019974,0.0034868034577860973
deepseek-coder-6.7b,base_0022,ab,test,0,scope/direct,scope,direct,-2.5758445266976793e-05,-0.0009948345623412846,0.003981382763962926,0.004007141209229903,0.2276092065708341,0.2286040411331754,10,-0.0038999186402706915,-0.00018570777245026935,0.004936029291861526,0.00022786459394757964,-0.005591420245364357,-0.000709732419058709,0.00914863492563922,-0.007159418499907588
deepseek-coder-6.7b,base_0022,ba,test,0,scope/direct,scope,direct,-2.5814906587227904e-05,-0.0010039551156063864,0.003979691187643068,0.004005506094230296,0.2273226204563815,0.22832657557198788,10,-0.0038864133869571864,-0.00018493912086204635,0.004933266259723838,0.00022847153285224285,-0.005589218792353669,-0.0007488565330931451,0.009121063868854086,-0.007148505530058941
deepseek-coder-6.7b,base_0023,ab,test,0,scope/direct,scope,direct,6.150608599646279e-06,0.0008446992318881796,0.003922265170978177,0.003916114562378531,0.2225668975348642,0.22172219830297601,10,-0.0070852745970823175,-0.0002802020126277775,0.003586078073651817,5.995397714016822e-05,-0.008254528993769352,0.00012678520586782704,0.013787545657421907,-1.215694208711593e-05
deepseek-coder-6.7b,base_0023,ba,test,0,scope/direct,scope,direct,6.184599476197206e-06,0.0008405300183205455,0.003914523967519075,0.003908339368042878,0.22210827297484265,0.2212677429565221,10,-0.007084631160826528,-0.00028036627673374333,0.0035735175837680985,5.88580089784063e-05,-0.008219148180136294,7.233245855110815e-05,0.013771735114405437,-5.2822449008393946e-05
deepseek-coder-6.7b,base_0024,ab,test,0,scope/direct,scope,direct,3.735033191525766e-05,0.003950178439583174,0.004054185450676956,0.004016835118761698,0.23236649220400588,0.2284163137644227,10,-0.0014428536819658508,-0.00016317884290970464,0.0008053994141179688,-0.00016389329596671644,0.013434095962530361,-0.005913820784292131,0.007704447143632794,-0.015717060050448067
deepseek-coder-6.7b,base_0024,ba,test,0,scope/direct,scope,direct,3.74459800923585e-05,0.0039480254161874395,0.004045620748655068,0.00400817476856271,0.23182345094992993,0.2278754255337425,10,-0.0014566972248394512,-0.00016289691277668978,0.0008052458670258452,-0.0001632932010980112,0.013425713095075755,-0.005815621014721328,0.00768101555389857,-0.015725011932701274
deepseek-coder-6.7b,base_0025,ab,test,0,scope/direct,scope,direct,3.107695305506336e-05,0.0016525215749858824,0.003993083760547168,0.003962006807492105,0.22401615136906408,0.2223636297940782,10,0.006270573923796783,0.00021759253605505057,0.002936445492442221,7.894389333748704e-05,-0.00789656604937046,0.002591580530201948,0.010522385861987098,0.006976370915588975
deepseek-coder-6.7b,base_0025,ba,test,0,scope/direct,scope,direct,3.0850625827187617e-05,0.0016348135471196679,0.003981044846904487,0.0039501942210772995,0.22330789120354588,0.22167307765642622,10,0.006268127334434674,0.00021726250600349363,0.0029175973216289345,7.73870231769978e-05,-0.007898280323255565,0.0024915623669271997,0.01052141564093297,0.006942723737246456
deepseek-coder-6.7b,base_0026,ab,calib,0,scope/direct,scope,direct,0.00017401098275349886,0.009455188839031653,0.00423063514177513,0.004056624159021631,0.2404374503748513,0.23098226153581966,10,0.0011863038487699726,0.00010355057520471935,-0.0009346218290842646,0.00011724367374903698,0.004095350574782979,0.023037108108494082,0.00931421831129999,0.013595361524395083
deepseek-coder-6.7b,base_0026,ba,calib,0,scope/direct,scope,direct,0.0001742144119898023,0.00946685398092284,0.00424432596115893,0.004070111549169128,0.2413773205988199,0.23191046661789705,10,0.001186467626126847,0.00010361638874087581,-0.0009291951634369214,0.00011769446863831696,0.004107717499546578,0.023057301760548606,0.009317748800342585,0.013613560824732612
deepseek-coder-6.7b,base_0027,ab,test,0,scope/direct,scope,direct,6.927803238916674e-06,0.0009938033734504248,0.0038660687845113104,0.0038591409812723937,0.215989845441987,0.21499604206853656,10,-0.008801407837301708,-0.00025437841589815227,0.0021244775654026523,0.0002520157126927238,-0.008777691623081934,-0.005890511331345785,0.011935847024543108,0.00756588524227414
deepseek-coder-6.7b,base_0027,ba,test,0,scope/direct,scope,direct,7.228584911929403e-06,0.0010108066257833448,0.0038752692329135016,0.003868040648001572,0.21655620108858256,0.21554539446279922,10,-0.008787082145623164,-0.0002539280159851785,0.0021256996247970917,0.0002524272972574866,-0.008802898853327763,-0.00591916765571833,0.012004678455707057,0.007612396979870276
deepseek-coder-6.7b,base_0028,ab,test,0,scope/direct,scope,direct,0.00012808667125541878,0.008398000562476832,0.0038852806612735616,0.003757193990018143,0.22424911364907518,0.21585111308659835,10,0.0022078174350576196,-5.568543078833315e-05,0.0031870710256975423,4.25790804184957e-05,0.006807439077642158,0.012509278774878368,0.006420970958890715,0.012489028831324925
deepseek-coder-6.7b,base_0028,ba,test,0,scope/direct,scope,direct,0.00012811274011378937,0.008397379014649958,0.0038764762595453056,0.0037483635194315162,0.22375916721156858,0.21536178819691862,10,0.0021797467316358576,-5.6377977903179256e-05,0.003177261995900282,4.229702237777753e-05,0.006821240094201586,0.01260994827847954,0.006392078122559634,0.012451323561767175
deepseek-coder-6.7b,base_0029,ab,calib,0,scope/direct,scope,direct,-0.00012875394934918488,-0.0067054045345251445,0.003802246309256678,0.003931000258605863,0.2150383908084684,0.22174379534299354,10,0.0019279318316312666,3.43455205079838e-05,0.0036427444899044467,0.0001069041512121846,-0.005641931124590901,-0.014456864966992736,-0.0015653157061572744,-0.012666754380711492
deepseek-coder-6.7b,base_0029,ba,calib,0,scope/direct,scope,direct,-0.00012869121195244887,-0.006705525984394806,0.0038010434346611027,0.003929734646613552,0.21492515861192138,0.22163068459631619,10,0.0019235107252658136,3.4244308176301e-05,0.0036424256119888068,0.00010706397808884355,-0.005644593794170654,-0.014440188054006028,-0.0015582133959886795,-0.012681028212646689
deepseek-coder-6.7b,base_0030,ab,test,0,scope/direct,scope,direct,3.8689978244584033e-05,0.0028654109448301157,0.004181696265046629,0.004143006286802045,0.2410129389152303,0.23814752797040017,10,-0.00017073436923111806,-8.122945778004341e-05,0.00032672816817939064,-0.00013414225187697638,0.011417049853171306,-0.008547037550287018,0.003913671935285375,-0.010104034109976248
deepseek-coder-6.7b,base_0030,ba,test,0,scope/direct,scope,direct,3.8786819304539866e-05,0.002869853359524638,0.00417969867322953,0.00414091185392499,0.24069558323355053,0.2378257298740259,10,-0.00017213456673001912,-8.103263373319264e-05,0.0003262488958943844,-0.0001339713293129019,0.011384630665207833,-0.008490026692317285,0.003916752399130419,-0.010050109785329941
deepseek-coder-6.7b,base_0031,ab,calib,0,scope/direct,scope,direct,3.9359346718087496e-05,0.0014069084029002255,0.0038666769702460912,0.0038273176235280038,0.2143166653362656,0.21290975693336536,10,0.001579909694439463,-0.0002126328279457696,0.001864147307326423,-0.00035119846849552194,0.00019896092808707223,-0.01585599126990904,0.0004990078190120015,0.013816104064763315
deepseek-coder-6.7b,base_0031,ba,calib,0,scope/direct,scope,direct,3.929074372322622e-05,0.0014039664590482226,0.0038778700990788756,0.0038385793553556494,0.21497558071940764,0.21357161426035942,10,0.0015705681734832241,-0.0002126451272156213,0.0018785966186381203,-0.00034994040915112355,0.00023921585444870025,-0.015856177172628105,0.00046653755852175526,0.013769682834874897
deepseek-coder-6.7b,base_0032,ab,test,0,scope/direct,scope,direct,-8.98081537402673e-05,-0.005748358360407019,0.003763222617728844,0.003853030771469111,0.2139003958145387,0.21964875417494573,10,0.00413175865244299,0.00030943624617991473,-0.0029708865894610094,0.00016995047275110984,-0.011046309530245095,0.0137775756060078,-0.014489434661132653,0.008196191447150114
deepseek-coder-6.7b,base_0032,ba,test,0,scope/direct,scope,direct,-9.011799944128734e-05,-0.0057670918751212,0.003750339799512885,0.003840457798954172,0.21313905439576714,0.21890614627088834,10,0.004132499114034325,0.0003100104434546479,-0.002964600108883003,0.00017091279395692327,-0.011028140118045628,0.013697224199857305,-0.014504119026954051,0.008128387300987597
deepseek-coder-6.7b,base_0033,ab,test,0,scope/direct,scope,direct,-2.597446267325887e-05,-0.0023693730661121792,0.0037824421870058175,0.0038084166496790764,0.2148614803704874,0.2172308534365996,10,0.010476156394596316,0.0003836507230838967,-0.0034681265630882112,-0.00021717101002678902,-0.0035335888944851533,0.004700216978147334,-0.009820856059992148,0.007601488059323758
deepseek-coder-6.7b,base_0033,ba,test,0,scope/direct,scope,direct,-2.623692763877722e-05,-0.0023791471354235594,0.0037731679659001316,0.003799404893538909,0.21428047750150736,0.21665962463693092,10,0.01046252732852523,0.0003839769950921461,-0.00345569105240088,-0.00021497295008794464,-0.003508240651136474,0.004672848862694881,-0.00983120721433493,0.00753113201531018
deepseek-coder-6.7b,base_0034,ab,calib,0,scope/direct,scope,direct,0.00012793225873295594,0.005729483110695599,0.003956914587367924,0.003828982328634968,0.2224084546980855,0.2166789715873899,10,-0.0012586412297892924,0.00011884085806071086,-0.00027384027302425253,0.0003002037528678659,-0.003543720023682393,-0.0083913891117251,0.00794363466079136,0.028015098165517976
deepseek-coder-6.7b,base_0034,ba,calib,0,scope/direct,scope,direct,0.00012755654719384668,0.005709407380226933,0.0039461539503920715,0.0038185974031982248,0.2218335305631523,0.21612412318292537,10,-0.0012521187214826054,0.00011936392608030569,-0.00028145944866745103,0.00030127966588396364,-0.0035449072324072947,-0.008426262824860503,0.007937728550301615,0.027943389952927028
deepseek-coder-6.7b,base_0035,ab,test,0,scope/direct,scope,direct,7.55233106674788e-05,0.0034503536595979767,0.0038853954403308896,0.003809872129663411,0.21832591526569506,0.21487556160609708,10,-0.005745470937058475,-0.00015265446422484553,0.0020967143855021254,0.0002226984733512264,-0.008389274757715469,-0.003442476972670208,0.015955544146511937,0.01181824007998819
deepseek-coder-6.7b,base_0035,ba,test,0,scope/direct,scope,direct,7.547268514535715e-05,0.0034464923180125284,0.00388935277252285,0.003813880087377493,0.21856490746598067,0.21511841514796815,10,-0.005747347150721207,-0.00015288538194381616,0.0020984274885572267,0.0002228044785688606,-0.008389941464875345,-0.003459109791692616,0.015952578055345813,0.011813032332641069
deepseek-coder-6.7b,base_0036,ab,test,0,scope/direct,scope,direct,3.456591185192759e-05,0.0025986536608618716,0.003982824641391533,0.0039482587295396054,0.22439235074638014,0.22179369708551827,10,0.0028187514482360897,-8.243376380035828e-05,-0.0020379551701577726,-0.0003238844087808711,0.0052542748615302375,0.0022330810637226917,-0.0018184704119367043,0.00409588366729309
deepseek-coder-6.7b,base_0036,ba,test,0,scope/direct,scope,direct,3.3942059025023064e-05,0.002561897734260854,0.003957639509527204,0.003923697450502181,0.22279707772522156,0.2202351799909607,10,0.00283214271126102,-8.232531546715268e-05,-0.0020247651360422976,-0.0003242927029862982,0.005265982399370367,0.0021859939447687327,-0.001921582232514615,0.004066900248951122
deepseek-coder-6.7b,base_0037,ab,calib,0,scope/direct,scope,direct,0.00010761074799291864,0.006452495568133543,0.003882433417620075,0.0037748226696271564,0.22408640356273404,0.2176339079946005,10,-0.0018857167471312405,0.00017697256258674895,-7.2049886076288325e-06,0.00041286290873713844,0.006013636712738815,0.0037162260738382927,0.0036131078182489174,0.012957429650897537
deepseek-coder-6.7b,base_0037,ba,calib,0,scope/direct,scope,direct,0.00010759487016900188,0.0064588980421034226,0.00388664460345111,0.0037790497332821082,0.22433994453950756,0.21788104649740414,10,-0.0018806202279882573,0.00017683598648779442,-1.625942629869732e-05,0.000412083067216957,0.006030106223004941,0.003716570226964984,0.0036270674385685178,0.012935391493172299
