model,base_id,donor_id,split,contrast,contrast_kind,contrast_order,binding_changes,expect,layer,target_condition,rho_from,rho_to,delta_frac_inner_def_name,delta_frac_inner_def_value,delta_frac_outer_def_name,delta_frac_outer_def_value,delta_frac_use_site,delta_frac_return_kw,delta_frac_signature,delta_frac_question_var,delta_frac_question,delta_frac_other,delta_frac_outer_def,delta_frac_inner_def,delta_frac_inner_def_identical,delta_frac_both_defs,delta_frac_question_all,binding_shift,binding_shift_identical
deepseek-coder-6.7b,base_0000,base_0336,test,flip_ab_mismatched,mismatched,90,1,no_shift,7,outer,1.000000155054171,1.000000036986664,0.00568214213890424,0.0059924673080570205,-0.008797070375027582,0.0006734507259011314,-0.0022070699493210704,0.0012650214597246402,-0.0017060891011142602,0.00288809456748192,-0.003316032455038087,-0.0004750323870751083,-0.008123619649126446,0.01167460944696126,0.0059924673080570205,0.0035509897978348026,-0.00042793788755612905,0.019798229096087708,0.014116086957183466
deepseek-coder-6.7b,base_0000,base_0336,test,flip_ab_mismatched,mismatched,90,1,no_shift,11,outer,1.0000001619968952,1.000000035874283,0.007347779299285399,0.006321717872343262,-0.006707142298675028,-1.8745341695495165e-05,-0.001111842759822717,-0.0015256725135851428,-0.007689774167113039,0.005100995268297646,-0.005597204669576694,0.003879763187929819,-0.00672588764037052,0.013669497171628658,0.006321717872343262,0.006943609531258138,-0.0004962094012790352,0.02039538481199918,0.013047605512713781
deepseek-coder-6.7b,base_0000,base_0336,test,flip_ab_mismatched,mismatched,90,1,no_shift,15,outer,1.0000002203869847,0.9999999931403181,0.0038305918628995924,0.005243123650254927,-0.003535564774451244,-0.0008496984568717432,-0.007445208677410548,-0.0015841061648177585,-0.00500753330282061,0.005994448437261347,-0.006176328801619668,0.009530048980908895,-0.004385263231322989,0.009073715513154518,0.005243123650254927,0.004688452281831526,-0.00018188036435828892,0.013458978744477507,0.009628386881577916
deepseek-coder-6.7b,base_0000,base_0336,test,flip_ab_mismatched,mismatched,90,1,no_shift,19,outer,1.0000001219427177,1.0000000325371405,0.0020773716573729384,0.0070008291669025665,-0.004660084433366685,-0.0011460340122794973,-0.002081615773784861,-0.0007909633016845684,-0.005986957068610757,0.006250469484376699,-0.009417066825093467,0.008753961700590437,-0.005806118445646186,0.009078200824275504,0.0070008291669025665,0.003272082378629311,-0.0031665973407167813,0.01488431926992169,0.012806947612548752
deepseek-coder-6.7b,base_0000,base_0336,test,flip_ab_mismatched,mismatched,90,1,no_shift,23,outer,1.0000001314667109,1.000000026048252,0.00021403342225524615,0.006696294692180059,-0.003782374300441097,-0.00029009520016522704,-0.00407084163697502,-0.0006137269026331707,-0.00654877014669775,0.004217195701351923,-0.003293971356013503,0.00747215030867969,-0.004072469500606326,0.006910328114435305,0.006696294692180059,0.0028378586138289724,0.0009232243453383138,0.010982797615041631,0.010768764192786384
deepseek-coder-6.7b,base_0000,base_0336,test,flip_ab_mismatched,mismatched,90,1,no_shift,27,outer,1.0000001671594334,0.999999997497143,0.0005510746348168258,0.00027060661488883554,-0.0039034610181239563,-0.00011732895832690078,-0.001035664416903005,0.0003336753008233175,-0.0046049207284394045,0.0010277204376595832,0.0024176259932902067,0.005060502478024101,-0.004020789976450856,0.0008216812497056614,0.00027060661488883554,-0.0031991087267451944,0.003445346430949736,0.004842471226156518,0.004291396591339692
deepseek-coder-6.7b,base_0000,base_0336,test,flip_ab_mismatched,mismatched,90,1,no_shift,0,margin,1.0000009199910898,1.000006675818461,-0.009635503503074521,-0.037696093452838496,0.05006314931222783,-0.03360011370954644,0.04072187226773688,0.011194115048542003,-0.28119400361647867,-0.11234105627573941,0.37890410244813394,-0.0064107126915919355,0.016463035602681364,-0.04733159695591302,-0.037696093452838496,-0.030868561353231627,0.2665630461723945,-0.06379463255859438,-0.05415912905551986
deepseek-coder-6.7b,base_0000,base_0336,test,flip_ab_mismatched,mismatched,90,1,no_shift,3,margin,1.0000011279742158,1.0000041275435199,-0.010483061940137293,-0.05173507864704918,0.12881216118277944,-0.04891049867292596,0.03175865278205979,0.04721630288675726,-0.28172602734660135,-0.17294704106644593,0.4003912164300282,-0.04237362603916134,0.07990166250985348,-0.06221814058718648,-0.05173507864704918,0.017683521922667034,0.22744417536358225,-0.14211980309703995,-0.13163674115690266
deepseek-coder-6.7b,base_0000,base_0336,test,flip_ab_mismatched,mismatched,90,1,no_shift,7,margin,1.0000020735987982,1.0000002170997868,-0.03413027819284074,-0.014738839376749056,0.13254737371938585,-0.04267827001765208,-0.006785111536718064,-0.003566414552985916,-0.41507783289674277,-0.2326078330238726,1.044991594680254,-0.42795624530108833,0.08986910370173379,-0.048869117569589796,-0.014738839376749056,0.040999986132144006,0.8123837616563814,-0.13873822127132357,-0.10460794307848284
deepseek-coder-6.7b,base_0000,base_0336,test,flip_ab_mismatched,mismatched,90,1,no_shift,11,margin,1.0000017354377375,0.9999950384755891,-0.09141371498950471,-0.006735616550112083,0.23602101024199268,-0.014057765597825867,-0.2252163711484268,-0.10191546396605937,-0.3610917482122373,-0.22327705052177169,1.1558283565996799,-0.36814833281788434,0.22196324464416683,-0.0981493315396168,-0.006735616550112083,0.12381391310455006,0.9325513060779083,-0.32011257618378364,-0.22869886119427893
deepseek-coder-6.7b,base_0000,base_0336,test,flip_ab_mismatched,mismatched,90,1,no_shift,15,margin,1.0000021447694376,0.9999965952399206,-0.05058758865069701,-0.15249967778241807,0.26749207339024117,0.01695262763837536,-0.3387030307306721,-0.014553658220955952,-0.22712398563902086,-0.2648961132115332,0.9006068310651871,-0.13669302738802533,0.2844447010286165,-0.2030872664331151,-0.15249967778241807,0.0813574345955014,0.6357107178536539,-0.4875319674617316,-0.4369443788110346
deepseek-coder-6.7b,base_0000,base_0336,test,flip_ab_mismatched,mismatched,90,1,no_shift,19,margin,1.0000010663533085,1.0000007254309944,-0.04888550593493816,-0.10927644982495971,0.1346223805291295,-0.003965530305775126,-0.01656689393655997,0.076488751776265,-0.12089250007970113,-0.18060506407484167,0.29268906590064003,-0.023608594971564978,0.13065685022335438,-0.15816195575989786,-0.10927644982495971,-0.027505105536543492,0.11208400182579836,-0.28881880598325227,-0.2399333000483141
deepseek-coder-6.7b,base_0000,base_0336,test,flip_ab_mismatched,mismatched,90,1,no_shift,23,margin,1.0000010711784366,0.9999985160435254,-0.09371286726928825,-0.21800005116460494,0.07382518594200282,0.007333557543890202,-0.01025320713637589,0.07933941311378619,-0.012438907129579338,-0.10366229187301686,0.41859776911290225,-0.14103115627462584,0.08115874348589303,-0.3117129184338932,-0.21800005116460494,-0.23055417494800018,0.31493547723988535,-0.39287166191978623,-0.299158794650498
deepseek-coder-6.7b,base_0000,base_0336,test,flip_ab_mismatched,mismatched,90,1,no_shift,27,margin,1.0000013043929605,0.999995949235672,-0.0686750131224941,-0.1178682195928139,-0.060581262032960055,-0.02637639134527897,-0.01891435028677004,0.03848378763124229,-0.037604315393273885,0.0005080500035163458,0.4386359997433602,-0.1476136407618245,-0.08695765337823903,-0.18654323271530804,-0.1178682195928139,-0.273500886093547,0.4391440497468766,-0.099585579337069,-0.030910566214574872
deepseek-coder-6.7b,base_0001,base_0152,test,flip_ab_mismatched,mismatched,90,1,no_shift,0,inner,0.9999999917749162,1.0000001261868292,-0.0008328876893719168,0.0032801541679314187,0.0019772702615111215,-0.003955596604979294,-0.008687801045063592,-0.0009782271280473808,0.010120815419136073,-0.0006263622694212823,-0.009402305346036977,0.009105074646254985,-0.001978326343468173,0.0024472664785595015,0.0032801541679314187,0.0004689401350913558,-0.010028667615458231,0.004425592822027674,0.005258480511399592
deepseek-coder-6.7b,base_0001,base_0152,test,flip_ab_mismatched,mismatched,90,1,no_shift,3,inner,1.0000000219547942,1.000000091897192,-0.0012887731505769413,0.004105606742394339,0.0011982583500516064,-0.0048220344191303,-0.009217613797457681,0.0005087342174210406,0.008241712524853052,-8.230565643794867e-05,-0.009746730752148158,0.011103215883428719,-0.0036237760690786547,0.0028168335918173975,0.004105606742394339,-0.0008069424772612632,-0.009829036408586123,0.006440609660896052,0.007729382811472994
deepseek-coder-6.7b,base_0001,base_0152,test,flip_ab_mismatched,mismatched,90,1,no_shift,7,inner,0.9999999964321866,1.0000001866397972,-0.00013122853054481267,0.0030835991583534313,-0.004666448397362882,-0.0021550599666218364,-0.0025131658457547513,-3.9979431290216964e-05,0.0024099639377740886,0.0011861074995695477,-0.010083848921384364,0.012910250704872145,-0.006821508363984707,0.0029523706278086186,0.0030835991583534313,-0.003869137736176087,-0.00889774142181482,0.009773878991793326,0.009905107522338138
deepseek-coder-6.7b,base_0001,base_0152,test,flip_ab_mismatched,mismatched,90,1,no_shift,11,inner,0.9999999806318705,1.000000271037638,-0.001198270579538742,0.004513772124466375,-0.004753003546656892,-0.0016310775107262923,0.005162021956390355,0.0004936146528418785,-0.0039076913002169325,0.00021301261502258521,-0.008558659515963796,0.00966657151014938,-0.0063840810573831674,0.0033155015449276327,0.004513772124466375,-0.0030685795124555104,-0.008345646900941195,0.0096995826023108,0.010897853181849541
deepseek-coder-6.7b,base_0001,base_0152,test,flip_ab_mismatched,mismatched,90,1,no_shift,15,inner,1.0000000077472517,1.0000002496247002,0.002164014396557758,0.0019140266547630468,-0.001990842998536524,-0.0011433422374577363,0.001111601073190709,-0.0011536785277421937,-0.002991979615208362,0.0034758553910726707,-0.010629972183742176,0.009244559924551338,-0.0031341852359942635,0.0040780410513208045,0.0019140266547630468,0.0009438558153265497,-0.007154116792669529,0.007212226287315068,0.00504821189075731
deepseek-coder-6.7b,base_0001,base_0152,test,flip_ab_mismatched,mismatched,90,1,no_shift,19,inner,0.9999999782873072,1.0000002015902718,0.0019720332662050326,0.0038018184527479,-0.0031868070617192337,-0.0008626074213283321,-0.00484151506961364,0.0006474827097706698,-0.0031027817142589773,0.004326741710274691,-0.006766716223929992,0.00801257465481646,-0.004049414483047568,0.005773851718952933,0.0038018184527479,0.00172443723590536,-0.0024399745136552964,0.0098232662020005,0.007851232935795469
deepseek-coder-6.7b,base_0001,base_0152,test,flip_ab_mismatched,mismatched,90,1,no_shift,23,inner,0.9999999526755046,1.0000001279953543,0.0012888925029690855,0.0028470307303035585,-0.003868962048843013,-0.0016142410855477063,-0.005275607001243846,0.0014423508182369615,-0.0025336313639275285,0.0032418817584949785,-0.0038270728880872573,0.008299533897494653,-0.00548320313439072,0.004135923233272644,0.0028470307303035585,-0.0013472799011180758,-0.0005851911295922108,0.009619126367663364,0.008330233864694277
deepseek-coder-6.7b,base_0001,base_0152,test,flip_ab_mismatched,mismatched,90,1,no_shift,27,inner,0.9999999872578095,1.000000134650727,-0.00034706737364396424,0.001493504564283547,-0.004423590961879685,-0.0001035365381173224,6.937576345767207e-05,0.0010951899253836632,-0.002976582813908571,0.00035006881812563694,-0.0015419021729371485,0.006384688182153736,-0.004527127499997008,0.0011464371906395841,0.001493504564283547,-0.0033806903093574273,-0.0011918333548115445,0.005673564690636592,0.0060206320642805546
deepseek-coder-6.7b,base_0001,base_0152,test,flip_ab_mismatched,mismatched,90,1,no_shift,0,outer,1.000000005938161,1.0000001877745825,-0.0007635422382953558,0.0033255657309864887,-0.0036636804789212385,-0.00243969913610454,-0.007953561293918072,0.0005148358935494748,0.005792731562791812,-6.429376210233349e-05,0.0002992097595472809,0.004952615798887727,-0.006103379615025772,0.0025620234926911328,0.0033255657309864887,-0.0035413561223345824,0.00023491599744496217,0.008665403107716905,0.009428945346012262
deepseek-coder-6.7b,base_0001,base_0152,test,flip_ab_mismatched,mismatched,90,1,no_shift,3,outer,1.00000010494392,1.000000270100331,-0.00081239437510215,0.0036091437505828133,-0.002124901908663157,-0.0033901463977493245,-0.0077706790278018354,0.0018259290736735235,0.004126948093632412,1.8031899238922858e-05,0.0009363064530124587,0.003581927595587231,-0.005515048306412473,0.0027967493754806633,0.0036091437505828133,-0.002718298930931784,0.0009543383522513937,0.008311797681893137,0.009124192056995287
deepseek-coder-6.7b,base_0001,base_0152,test,flip_ab_mismatched,mismatched,90,1,no_shift,7,outer,1.0000000780871061,1.0000002455113652,0.00038710552713640354,0.005611280522403328,-0.004150283714735886,-0.0007049485089083234,-0.003110911648923919,0.0012232491730570939,-0.0001868322283758335,0.001431608785911604,-0.0014263263018791106,0.0009262258185738226,-0.004855232223644201,0.005998386049539733,0.005611280522403328,0.0011431538258955543,5.282484032420598e-06,0.010853618273183934,0.01046651274604753
deepseek-coder-6.7b,base_0001,base_0152,test,flip_ab_mismatched,mismatched,90,1,no_shift,11,outer,1.0000000693034565,1.0000002590352965,-0.0004298282619987961,0.007871377624997893,-0.0019453320990394929,-0.0011935428313873703,-0.0017386306858018005,0.0014861097866986578,-0.0037340776010963313,0.0008272246689286535,-0.0039050631846085926,0.0027619523151472536,-0.003138874930426888,0.007441549362999095,0.007871377624997893,0.004302674432572179,-0.003077838515679887,0.010580424293425983,0.01101025255542478
deepseek-coder-6.7b,base_0001,base_0152,test,flip_ab_mismatched,mismatched,90,1,no_shift,15,outer,1.0000000739482136,1.000000238985832,0.0040376898046199546,0.002315983606883731,0.0003228440299643809,-0.000185014319663676,-0.006252840308172869,-0.0004349952863547642,-0.0011271417718016728,0.002543689159913657,-0.012402846548243307,0.011182796670473033,0.00013782971030071312,0.006353673411503686,0.002315983606883731,0.006491503121804396,-0.009859157388329653,0.006215843701202973,0.002178153896583018
deepseek-coder-6.7b,base_0001,base_0152,test,flip_ab_mismatched,mismatched,90,1,no_shift,19,outer,1.000000073902226,1.0000002005892163,0.0029130885954512416,0.0025423324328849245,-0.0020326987821117776,9.282444851553724e-05,-0.0024963751629012544,0.0013860123770517326,-0.0005474778928209884,0.003929476998670103,-0.017825407398968318,0.012038351071219366,-0.001939874333596242,0.005455421028336167,0.0025423324328849245,0.0035155466947399266,-0.01389593040029824,0.007395295361932409,0.004482206766481167
deepseek-coder-6.7b,base_0001,base_0152,test,flip_ab_mismatched,mismatched,90,1,no_shift,23,outer,1.0000000616005176,1.0000001936144618,0.0016594931390927744,0.0004341158268667865,-0.0028868854042774957,-0.0007322410979160756,-0.0007496701231022185,0.0018715545027795082,-0.0014421121303807988,0.0049550633698468224,-0.013272059939313907,0.010162873870348775,-0.0036191265021935717,0.002093608965959559,0.0004341158268667865,-0.0015255175362340126,-0.00831699656946705,0.005712735468153131,0.004053242329060358
deepseek-coder-6.7b,base_0001,base_0152,test,flip_ab_mismatched,mismatched,90,1,no_shift,27,outer,1.0000000687975916,1.0000001588825476,-0.0005044051263220443,0.0011194901964226482,-0.0043715614058462285,-7.056013280572248e-05,0.0005806282310059998,0.001471228025795648,-0.0016878329241040851,0.0007350568882185035,-0.00524894237466722,0.007976988707258457,-0.0044421215386519506,0.0006150850701006037,0.0011194901964226482,-0.003827036468551346,-0.00451388548644871,0.005057206608752554,0.005561611735074599
deepseek-coder-6.7b,base_0001,base_0152,test,flip_ab_mismatched,mismatched,90,1,no_shift,0,margin,1.0000001367003035,1.0000032830824213,0.04975392121783734,0.01098342475205662,0.13010868525957947,0.02170252918372624,0.06091882197077165,0.020275893451283028,-0.3108393253256745,-0.008921428554712533,0.04001322645805527,-0.013992602030802881,0.1518112144433057,0.060737345969893955,0.01098342475205662,0.21254856041319964,0.031091797903342766,-0.09107386847341174,-0.14082778969124907
deepseek-coder-6.7b,base_0001,base_0152,test,flip_ab_mismatched,mismatched,90,1,no_shift,3,margin,1.000000871140919,1.0000092263220557,0.06763314733525502,0.0019460400392184909,0.17176334414485472,-0.0035707934790697934,0.06876201141307564,0.049062837290987676,-0.308804746648376,-0.03328193122978785,0.04950106930469744,-0.06300262298971876,0.16819255066578498,0.06957918737447351,0.0019460400392184909,0.23777173804025847,0.0162191380749096,-0.09861336329131147,-0.16624651062656648
deepseek-coder-6.7b,base_0001,base_0152,test,flip_ab_mismatched,mismatched,90,1,no_shift,7,margin,1.0000008319660476,1.0000032043078313,0.08182095732289543,0.11096146577987004,0.17288988001669292,0.004549901352764556,-0.015097841793932594,-0.012647796878714883,-0.3611536841785354,-0.08236274557411633,0.553407711671263,-0.4523654753763935,0.17743978136945748,0.1927824231027655,0.11096146577987004,0.37022220447222304,0.47104496609714663,0.015342641733308016,-0.06647831558958744
deepseek-coder-6.7b,base_0001,base_0152,test,flip_ab_mismatched,mismatched,90,1,no_shift,11,margin,1.0000008879637627,0.9999996558156468,0.12491022225849452,0.11431897001435944,0.3081420269392169,0.007010523750210452,-0.2761159061845494,-0.08257371159114625,-0.28406815816071934,-0.12034421957348558,0.45812147010969584,-0.24940244971019168,0.31515255068942727,0.23922919227285394,0.11431897001435944,0.5543817429622813,0.3377772505362102,-0.07592335841657333,-0.20083358067506785
deepseek-coder-6.7b,base_0001,base_0152,test,flip_ab_mismatched,mismatched,90,1,no_shift,15,margin,1.0000006851485095,0.9999997042923163,0.16717154829258984,-0.00413723402307564,0.3085336943866233,0.027623331005127923,-0.3204213408177157,-0.004534013748699624,-0.21325391621117906,-0.20013064421074053,0.2116838257492354,0.02746376872163911,0.33615702539175124,0.1630343142695142,-0.00413723402307564,0.49919133966126555,0.011553181538494828,-0.17312271112223704,-0.3402942594148269
deepseek-coder-6.7b,base_0001,base_0152,test,flip_ab_mismatched,mismatched,90,1,no_shift,19,margin,1.0000009566668413,1.0000001502776743,0.15372343113315828,-0.03538618896430906,0.1576503406699239,0.011318687278993893,0.0028293775703051097,0.043778970858888384,-0.12245978413425197,-0.169571487218019,-0.13636519930793045,0.09448104572407179,0.16896902794891777,0.11833724216884921,-0.03538618896430906,0.28730627011776705,-0.3059366865259494,-0.050631785780068564,-0.20435521691322683
deepseek-coder-6.7b,base_0001,base_0152,test,flip_ab_mismatched,mismatched,90,1,no_shift,23,margin,1.000001067250563,1.0000034915320957,0.06847269045982901,-0.07176624209717833,0.10493133485393841,0.010601024873500817,0.08352935820098578,0.04434750864686759,-0.017124920730582898,-0.04419275267235872,-0.1505693221807245,-0.028226255072745655,0.11553235972743922,-0.003293551637349318,-0.07176624209717833,0.1122388080900899,-0.19476207485308317,-0.11882591136478854,-0.18729860182461755
deepseek-coder-6.7b,base_0001,base_0152,test,flip_ab_mismatched,mismatched,90,1,no_shift,27,margin,1.0000008216135294,1.0000013767374039,-0.003744752363844154,-0.03692269512988081,-0.02206681912220879,-0.019120921111501953,-0.004583559202684349,0.027703337245512098,-0.04608778215258044,-0.009367636811617005,0.19296787380284575,-0.07877649003016578,-0.04118774023371074,-0.04066744749372497,-0.03692269512988081,-0.0818551877274357,0.18360023699122874,0.0005202927399857657,0.004265045103829926
deepseek-coder-6.7b,base_0002,base_0128,calib,flip_ab_mismatched,mismatched,90,1,no_shift,0,inner,0.9999998168542431,1.00000015799577,0.004637971908119498,0.0019262384894615534,0.00510665307756103,-0.0017790466899111493,-0.0062109311518531215,0.00015585290794611385,0.0067822347635990805,-0.0035541461894437413,-0.014690948705505857,0.0076264627315536515,0.003327606387649895,0.006564210397581051,0.0019262384894615534,0.009891816785230934,-0.018245094894949576,0.0032366040099311563,-0.0014013678981883418
deepseek-coder-6.7b,base_0002,base_0128,calib,flip_ab_mismatched,mismatched,90,1,no_shift,3,inner,0.9999998506556974,1.000000133952418,0.006416232713418138,0.0021299560104114934,0.004982505018945149,-0.001012803882662591,-0.01120060165858101,0.000930391686033206,0.005835845327609198,-0.002281157106124152,-0.015800979613869837,0.010000894801541038,0.003969701136282533,0.008546188723829631,0.0021299560104114934,0.01251588986011215,-0.018082136719994035,0.004576487587547098,-0.0018397451258710396
deepseek-coder-6.7b,base_0002,base_0128,calib,flip_ab_mismatched,mismatched,90,1,no_shift,7,inner,0.9999998404183863,1.0000001398799376,0.004442039118355991,-0.0012076642488533318,-0.005615152015695346,-0.0002967902634076337,-0.0009263701397087144,-0.0010018901647688696,0.0039052984326221583,-0.00032721807558257036,-0.008938663234897004,0.009966710053486594,-0.005911942279102994,0.003234374869502659,-0.0012076642488533318,-0.0026775674096003177,-0.009265881310479618,0.009146317148605653,0.004704278030249662
deepseek-coder-6.7b,base_0002,base_0128,calib,flip_ab_mismatched,mismatched,90,1,no_shift,11,inner,0.9999998777020971,1.000000173016914,0.0003347501428564404,-0.002134597063855103,-0.004904861516287509,0.0010641079153014556,0.00628404175595206,-0.0013795522009939073,0.0009552569521386681,0.0034102490640429035,-0.012584476286086166,0.008955376551748079,-0.0038407536009860688,-0.0017998469209986618,-0.002134597063855103,-0.005640600521984757,-0.009174227222043196,0.002040906679987407,0.001706156537130966
deepseek-coder-6.7b,base_0002,base_0128,calib,flip_ab_mismatched,mismatched,90,1,no_shift,15,inner,0.999999950148746,1.0000001753022225,0.006246359209238951,-0.0018174139407015088,-0.0031921463788698035,0.0012077702851304047,-0.002102347174404797,-0.0031264421114466003,-0.0016190792508862517,0.0057073775833326075,-0.0033496638825467606,0.0020458108146302334,-0.001984376093739401,0.004428945268537442,-0.0018174139407015088,0.002444569174798017,0.0023577137007858573,0.0064133213622768435,0.00016696215303789235
deepseek-coder-6.7b,base_0002,base_0128,calib,flip_ab_mismatched,mismatched,90,1,no_shift,19,inner,0.9999999198819134,1.000000167303642,0.004073408874664029,-0.002728562270052844,-0.0036299013835119215,0.0006223921216672485,-0.004034169713730126,-0.002740770372544812,-0.003589902995732863,0.005198926398398937,0.007162216615376971,-0.00033338985280594036,-0.0030075092618446764,0.001344846604611186,-0.002728562270052844,-0.001662662657233492,0.012361143013775888,0.004352355866455862,0.0002789469917918322
deepseek-coder-6.7b,base_0002,base_0128,calib,flip_ab_mismatched,mismatched,90,1,no_shift,23,inner,0.9999998692975527,1.0000001697793932,0.0008050816782117992,-0.0021093521911885035,-0.003634886161220926,0.0004328343925616104,-0.004578192674483898,-0.0016858565340683567,-0.0031273835563790445,0.00433215499362708,0.0132097786750498,-0.003643878140269133,-0.003202051768659314,-0.001304270512976706,-0.0021093521911885035,-0.00450632228163602,0.017541933668676846,0.0018977812556826082,0.0010926995774708107
deepseek-coder-6.7b,base_0002,base_0128,calib,flip_ab_mismatched,mismatched,90,1,no_shift,27,inner,1.000000001989861,1.000000114455878,6.398809366353923e-05,6.000453285682182e-05,-0.001491731572126787,-0.00028256544524569733,-0.0017900741972651586,-0.00023890380583501498,-0.0040785455207923114,-0.002240903345141071,0.01297588389764659,-0.0029770401717437237,-0.0017742970173724847,0.00012399262652036148,6.000453285682182e-05,-0.0016503043908521232,0.010734980552505546,0.0018982896438928462,0.0018343015502293065
