model,lens,layer,site,condition,condition_kind,condition_order,cosine_to_clean
deepseek-coder-1.3b,clens,7,last_token,rename_cumulative,cumulative,21,0.6063327717959381
deepseek-coder-1.3b,clens,7,last_token,rename_opaque,cumulative,22,0.5655738065515005
deepseek-coder-1.3b,clens,7,last_token,rename_opaque_encode,cumulative,23,0.6001840731963213
deepseek-coder-1.3b,clens,7,last_token,rename_opaque_encode_flatten,cumulative,24,-0.30093907819034077
deepseek-coder-1.3b,clens,11,last_token,clean_heldout,clean,-1,1.0
deepseek-coder-1.3b,clens,11,last_token,normalize,baseline,0,0.527958494564184
deepseek-coder-1.3b,clens,11,last_token,rename_only,atomic,11,0.45060995793747033
deepseek-coder-1.3b,clens,11,last_token,opaque_only,atomic,12,0.4749039342509794
deepseek-coder-1.3b,clens,11,last_token,encode_only,atomic,13,0.5336336406099259
deepseek-coder-1.3b,clens,11,last_token,flatten_only,atomic,14,0.22569784276409688
deepseek-coder-1.3b,clens,11,last_token,rename_cumulative,cumulative,21,0.3951390883926636
deepseek-coder-1.3b,clens,11,last_token,rename_opaque,cumulative,22,0.36390487735870647
deepseek-coder-1.3b,clens,11,last_token,rename_opaque_encode,cumulative,23,0.33821440546341935
deepseek-coder-1.3b,clens,11,last_token,rename_opaque_encode_flatten,cumulative,24,0.2709915027971374
deepseek-coder-1.3b,clens,15,last_token,clean_heldout,clean,-1,1.0
deepseek-coder-1.3b,clens,15,last_token,normalize,baseline,0,0.5712163017372207
deepseek-coder-1.3b,clens,15,last_token,rename_only,atomic,11,0.5890955704766524
deepseek-coder-1.3b,clens,15,last_token,opaque_only,atomic,12,0.514447552788476
deepseek-coder-1.3b,clens,15,last_token,encode_only,atomic,13,0.5619318918629286
deepseek-coder-1.3b,clens,15,last_token,flatten_only,atomic,14,0.07935224019048172
deepseek-coder-1.3b,clens,15,last_token,rename_cumulative,cumulative,21,0.509562734112006
deepseek-coder-1.3b,clens,15,last_token,rename_opaque,cumulative,22,0.5260421654991656
deepseek-coder-1.3b,clens,15,last_token,rename_opaque_encode,cumulative,23,0.5181614366307555
deepseek-coder-1.3b,clens,15,last_token,rename_opaque_encode_flatten,cumulative,24,0.09402965438346642
deepseek-coder-1.3b,clens,19,last_token,clean_heldout,clean,-1,1.0
deepseek-coder-1.3b,clens,19,last_token,normalize,baseline,0,0.507945707874345
deepseek-coder-1.3b,clens,19,last_token,rename_only,atomic,11,0.4433713771419681
deepseek-coder-1.3b,clens,19,last_token,opaque_only,atomic,12,0.471491108995697
deepseek-coder-1.3b,clens,19,last_token,encode_only,atomic,13,0.5532161575195785
deepseek-coder-1.3b,clens,19,last_token,flatten_only,atomic,14,0.03365970965947117
deepseek-coder-1.3b,clens,19,last_token,rename_cumulative,cumulative,21,0.3519299832911184
deepseek-coder-1.3b,clens,19,last_token,rename_opaque,cumulative,22,0.378125438424477
deepseek-coder-1.3b,clens,19,last_token,rename_opaque_encode,cumulative,23,0.44518319407582174
deepseek-coder-1.3b,clens,19,last_token,rename_opaque_encode_flatten,cumulative,24,0.1309487994459156
deepseek-coder-1.3b,clens,23,last_token,clean_heldout,clean,-1,0.9999999999999999
deepseek-coder-1.3b,clens,23,last_token,normalize,baseline,0,0.3491454812652627
deepseek-coder-1.3b,clens,23,last_token,rename_only,atomic,11,0.22998165459960954
deepseek-coder-1.3b,clens,23,last_token,opaque_only,atomic,12,0.3595540548798082
deepseek-coder-1.3b,clens,23,last_token,encode_only,atomic,13,0.41016177237240153
deepseek-coder-1.3b,clens,23,last_token,flatten_only,atomic,14,-0.2547563878309163
deepseek-coder-1.3b,clens,23,last_token,rename_cumulative,cumulative,21,0.12271952330241677
deepseek-coder-1.3b,clens,23,last_token,rename_opaque,cumulative,22,0.27609288098242674
deepseek-coder-1.3b,clens,23,last_token,rename_opaque_encode,cumulative,23,0.4702162843409667
deepseek-coder-1.3b,clens,23,last_token,rename_opaque_encode_flatten,cumulative,24,0.12051156472464893
deepseek-coder-1.3b,clens,-1,sink_arg,clean_heldout,clean,-1,0.9999999999999999
deepseek-coder-1.3b,clens,-1,sink_arg,normalize,baseline,0,0.9999999999999999
deepseek-coder-1.3b,clens,-1,sink_arg,rename_only,atomic,11,0.2633414447991955
deepseek-coder-1.3b,clens,-1,sink_arg,opaque_only,atomic,12,0.9999999999999999
deepseek-coder-1.3b,clens,-1,sink_arg,encode_only,atomic,13,0.9999999999999999
deepseek-coder-1.3b,clens,-1,sink_arg,flatten_only,atomic,14,0.9999999999999999
deepseek-coder-1.3b,clens,-1,sink_arg,rename_cumulative,cumulative,21,0.023367171220139427
deepseek-coder-1.3b,clens,-1,sink_arg,rename_opaque,cumulative,22,0.015891769785113054
deepseek-coder-1.3b,clens,-1,sink_arg,rename_opaque_encode,cumulative,23,-0.20978472572679938
deepseek-coder-1.3b,clens,-1,sink_arg,rename_opaque_encode_flatten,cumulative,24,-0.24786737280145846
deepseek-coder-1.3b,clens,0,sink_arg,clean_heldout,clean,-1,0.9999999999999998
deepseek-coder-1.3b,clens,0,sink_arg,normalize,baseline,0,0.9995871046309766
deepseek-coder-1.3b,clens,0,sink_arg,rename_only,atomic,11,0.3092009903211948
deepseek-coder-1.3b,clens,0,sink_arg,opaque_only,atomic,12,0.9923375275002956
deepseek-coder-1.3b,clens,0,sink_arg,encode_only,atomic,13,0.9941104186362196
deepseek-coder-1.3b,clens,0,sink_arg,flatten_only,atomic,14,0.9895641323244728
deepseek-coder-1.3b,clens,0,sink_arg,rename_cumulative,cumulative,21,-0.04047052574027614
deepseek-coder-1.3b,clens,0,sink_arg,rename_opaque,cumulative,22,0.22421248167451946
deepseek-coder-1.3b,clens,0,sink_arg,rename_opaque_encode,cumulative,23,0.12018789388715855
deepseek-coder-1.3b,clens,0,sink_arg,rename_opaque_encode_flatten,cumulative,24,-0.20524987457586344
deepseek-coder-1.3b,clens,3,sink_arg,clean_heldout,clean,-1,1.0000000000000002
deepseek-coder-1.3b,clens,3,sink_arg,normalize,baseline,0,0.9967345501742157
deepseek-coder-1.3b,clens,3,sink_arg,rename_only,atomic,11,0.42320998446296904
deepseek-coder-1.3b,clens,3,sink_arg,opaque_only,atomic,12,0.9846542928162444
deepseek-coder-1.3b,clens,3,sink_arg,encode_only,atomic,13,0.9902435000975641
deepseek-coder-1.3b,clens,3,sink_arg,flatten_only,atomic,14,0.8101386999110239
deepseek-coder-1.3b,clens,3,sink_arg,rename_cumulative,cumulative,21,0.14590450658977938
deepseek-coder-1.3b,clens,3,sink_arg,rename_opaque,cumulative,22,0.3446165473696852
deepseek-coder-1.3b,clens,3,sink_arg,rename_opaque_encode,cumulative,23,-0.17651090269772618
deepseek-coder-1.3b,clens,3,sink_arg,rename_opaque_encode_flatten,cumulative,24,-0.3206311333381527
deepseek-coder-1.3b,clens,7,sink_arg,clean_heldout,clean,-1,1.0
deepseek-coder-1.3b,clens,7,sink_arg,normalize,baseline,0,0.9981839771088509
deepseek-coder-1.3b,clens,7,sink_arg,rename_only,atomic,11,0.8706490586291633
deepseek-coder-1.3b,clens,7,sink_arg,opaque_only,atomic,12,0.9883798653433901
deepseek-coder-1.3b,clens,7,sink_arg,encode_only,atomic,13,0.9926787455042017
deepseek-coder-1.3b,clens,7,sink_arg,flatten_only,atomic,14,0.7403431666931182
deepseek-coder-1.3b,clens,7,sink_arg,rename_cumulative,cumulative,21,0.9111810481464035
deepseek-coder-1.3b,clens,7,sink_arg,rename_opaque,cumulative,22,0.8872764383886733
deepseek-coder-1.3b,clens,7,sink_arg,rename_opaque_encode,cumulative,23,0.8543211186259942
deepseek-coder-1.3b,clens,7,sink_arg,rename_opaque_encode_flatten,cumulative,24,0.4978769726444378
deepseek-coder-1.3b,clens,11,sink_arg,clean_heldout,clean,-1,0.9999999999999999
deepseek-coder-1.3b,clens,11,sink_arg,normalize,baseline,0,0.9994433545418997
deepseek-coder-1.3b,clens,11,sink_arg,rename_only,atomic,11,0.9581161953822799
deepseek-coder-1.3b,clens,11,sink_arg,opaque_only,atomic,12,0.992648493441008
deepseek-coder-1.3b,clens,11,sink_arg,encode_only,atomic,13,0.9952088104237006
deepseek-coder-1.3b,clens,11,sink_arg,flatten_only,atomic,14,0.878779991273181
deepseek-coder-1.3b,clens,11,sink_arg,rename_cumulative,cumulative,21,0.9581183777085613
deepseek-coder-1.3b,clens,11,sink_arg,rename_opaque,cumulative,22,0.9596727068842248
deepseek-coder-1.3b,clens,11,sink_arg,rename_opaque_encode,cumulative,23,0.9488466435832735
deepseek-coder-1.3b,clens,11,sink_arg,rename_opaque_encode_flatten,cumulative,24,0.7847071356820607
deepseek-coder-1.3b,clens,15,sink_arg,clean_heldout,clean,-1,1.0
deepseek-coder-1.3b,clens,15,sink_arg,normalize,baseline,0,0.9996406788760863
deepseek-coder-1.3b,clens,15,sink_arg,rename_only,atomic,11,0.961371469386041
deepseek-coder-1.3b,clens,15,sink_arg,opaque_only,atomic,12,0.9939877898291867
deepseek-coder-1.3b,clens,15,sink_arg,encode_only,atomic,13,0.9948612944288615
deepseek-coder-1.3b,clens,15,sink_arg,flatten_only,atomic,14,0.8866250114199394
deepseek-coder-1.3b,clens,15,sink_arg,rename_cumulative,cumulative,21,0.9658957677772004
deepseek-coder-1.3b,clens,15,sink_arg,rename_opaque,cumulative,22,0.959673902845934
deepseek-coder-1.3b,clens,15,sink_arg,rename_opaque_encode,cumulative,23,0.9599000094416491
deepseek-coder-1.3b,clens,15,sink_arg,rename_opaque_encode_flatten,cumulative,24,0.8377031781125058
deepseek-coder-1.3b,clens,19,sink_arg,clean_heldout,clean,-1,1.0000000000000004
deepseek-coder-1.3b,clens,19,sink_arg,normalize,baseline,0,0.9995437504698764
deepseek-coder-1.3b,clens,19,sink_arg,rename_only,atomic,11,0.9405656237611132
deepseek-coder-1.3b,clens,19,sink_arg,opaque_only,atomic,12,0.9936709660240396
deepseek-coder-1.3b,clens,19,sink_arg,encode_only,atomic,13,0.9920377210257771
deepseek-coder-1.3b,clens,19,sink_arg,flatten_only,atomic,14,0.8427404970346382
deepseek-coder-1.3b,clens,19,sink_arg,rename_cumulative,cumulative,21,0.9464655060215412
deepseek-coder-1.3b,clens,19,sink_arg,rename_opaque,cumulative,22,0.9377283102697892
deepseek-coder-1.3b,clens,19,sink_arg,rename_opaque_encode,cumulative,23,0.9372523048495509
deepseek-coder-1.3b,clens,19,sink_arg,rename_opaque_encode_flatten,cumulative,24,0.7969071824918127
deepseek-coder-1.3b,clens,23,sink_arg,clean_heldout,clean,-1,1.0000000000000004
deepseek-coder-1.3b,clens,23,sink_arg,normalize,baseline,0,0.9992190537556495
deepseek-coder-1.3b,clens,23,sink_arg,rename_only,atomic,11,0.910543526109865
deepseek-coder-1.3b,clens,23,sink_arg,opaque_only,atomic,12,0.9917148308808564
deepseek-coder-1.3b,clens,23,sink_arg,encode_only,atomic,13,0.9888827289921507
deepseek-coder-1.3b,clens,23,sink_arg,flatten_only,atomic,14,0.7561043195215313
deepseek-coder-1.3b,clens,23,sink_arg,rename_cumulative,cumulative,21,0.9130519001853497
deepseek-coder-1.3b,clens,23,sink_arg,rename_opaque,cumulative,22,0.8954105543124385
deepseek-coder-1.3b,clens,23,sink_arg,rename_opaque_encode,cumulative,23,0.8917950548967022
deepseek-coder-1.3b,clens,23,sink_arg,rename_opaque_encode_flatten,cumulative,24,0.6001657937574982
deepseek-coder-1.3b,logit,-1,last_token,clean_heldout,clean,-1,
deepseek-coder-1.3b,logit,-1,last_token,normalize,baseline,0,
deepseek-coder-1.3b,logit,-1,last_token,rename_only,atomic,11,
deepseek-coder-1.3b,logit,-1,last_token,opaque_only,atomic,12,
deepseek-coder-1.3b,logit,-1,last_token,encode_only,atomic,13,
deepseek-coder-1.3b,logit,-1,last_token,flatten_only,atomic,14,
deepseek-coder-1.3b,logit,-1,last_token,rename_cumulative,cumulative,21,
deepseek-coder-1.3b,logit,-1,last_token,rename_opaque,cumulative,22,
deepseek-coder-1.3b,logit,-1,last_token,rename_opaque_encode,cumulative,23,
deepseek-coder-1.3b,logit,-1,last_token,rename_opaque_encode_flatten,cumulative,24,
deepseek-coder-1.3b,logit,0,last_token,clean_heldout,clean,-1,1.0
deepseek-coder-1.3b,logit,0,last_token,normalize,baseline,0,0.3843800740262125
deepseek-coder-1.3b,logit,0,last_token,rename_only,atomic,11,0.12562916320808476
deepseek-coder-1.3b,logit,0,last_token,opaque_only,atomic,12,0.20618018204063157
deepseek-coder-1.3b,logit,0,last_token,encode_only,atomic,13,0.38131566477221923
deepseek-coder-1.3b,logit,0,last_token,flatten_only,atomic,14,0.025521184411094598
deepseek-coder-1.3b,logit,0,last_token,rename_cumulative,cumulative,21,-0.24682626930569368
deepseek-coder-1.3b,logit,0,last_token,rename_opaque,cumulative,22,0.008366545779211665
deepseek-coder-1.3b,logit,0,last_token,rename_opaque_encode,cumulative,23,-0.163270967705177
deepseek-coder-1.3b,logit,0,last_token,rename_opaque_encode_flatten,cumulative,24,0.0943754343196647
deepseek-coder-1.3b,logit,3,last_token,clean_heldout,clean,-1,1.0000000000000004
deepseek-coder-1.3b,logit,3,last_token,normalize,baseline,0,0.35799170512243345
deepseek-coder-1.3b,logit,3,last_token,rename_only,atomic,11,0.17125278791798734
deepseek-coder-1.3b,logit,3,last_token,opaque_only,atomic,12,0.3593077291442943
deepseek-coder-1.3b,logit,3,last_token,encode_only,atomic,13,0.36401369790241145
deepseek-coder-1.3b,logit,3,last_token,flatten_only,atomic,14,-0.04509595052327647
deepseek-coder-1.3b,logit,3,last_token,rename_cumulative,cumulative,21,0.12820461912080394
deepseek-coder-1.3b,logit,3,last_token,rename_opaque,cumulative,22,0.06059326973158482
deepseek-coder-1.3b,logit,3,last_token,rename_opaque_encode,cumulative,23,0.176126160073216
deepseek-coder-1.3b,logit,3,last_token,rename_opaque_encode_flatten,cumulative,24,0.047865298475230716
deepseek-coder-1.3b,logit,7,last_token,clean_heldout,clean,-1,1.0000000000000002
deepseek-coder-1.3b,logit,7,last_token,normalize,baseline,0,0.7746429951049897
deepseek-coder-1.3b,logit,7,last_token,rename_only,atomic,11,0.6748703667440082
deepseek-coder-1.3b,logit,7,last_token,opaque_only,atomic,12,0.7602836808360891
deepseek-coder-1.3b,logit,7,last_token,encode_only,atomic,13,0.7761957283705985
deepseek-coder-1.3b,logit,7,last_token,flatten_only,atomic,14,-0.07769931324122213
deepseek-coder-1.3b,logit,7,last_token,rename_cumulative,cumulative,21,0.6663495723231111
deepseek-coder-1.3b,logit,7,last_token,rename_opaque,cumulative,22,0.6568573660740644
deepseek-coder-1.3b,logit,7,last_token,rename_opaque_encode,cumulative,23,0.6774034576930946
deepseek-coder-1.3b,logit,7,last_token,rename_opaque_encode_flatten,cumulative,24,-0.1428623691945136
deepseek-coder-1.3b,logit,11,last_token,clean_heldout,clean,-1,1.0
deepseek-coder-1.3b,logit,11,last_token,normalize,baseline,0,0.6597688284850227
deepseek-coder-1.3b,logit,11,last_token,rename_only,atomic,11,0.5918947001620962
deepseek-coder-1.3b,logit,11,last_token,opaque_only,atomic,12,0.6308698278834083
deepseek-coder-1.3b,logit,11,last_token,encode_only,atomic,13,0.6669925783758436
deepseek-coder-1.3b,logit,11,last_token,flatten_only,atomic,14,0.4216858989408769
deepseek-coder-1.3b,logit,11,last_token,rename_cumulative,cumulative,21,0.5656211759903232
deepseek-coder-1.3b,logit,11,last_token,rename_opaque,cumulative,22,0.5355083994438634
deepseek-coder-1.3b,logit,11,last_token,rename_opaque_encode,cumulative,23,0.4746574179444065
deepseek-coder-1.3b,logit,11,last_token,rename_opaque_encode_flatten,cumulative,24,0.22596052576806433
deepseek-coder-1.3b,logit,15,last_token,clean_heldout,clean,-1,1.0
deepseek-coder-1.3b,logit,15,last_token,normalize,baseline,0,0.6394863169427106
deepseek-coder-1.3b,logit,15,last_token,rename_only,atomic,11,0.6020954537074458
deepseek-coder-1.3b,logit,15,last_token,opaque_only,atomic,12,0.5681587701164899
deepseek-coder-1.3b,logit,15,last_token,encode_only,atomic,13,0.6469252063380797
deepseek-coder-1.3b,logit,15,last_token,flatten_only,atomic,14,0.303987110870631
deepseek-coder-1.3b,logit,15,last_token,rename_cumulative,cumulative,21,0.5497354202796716
deepseek-coder-1.3b,logit,15,last_token,rename_opaque,cumulative,22,0.5445277812405583
deepseek-coder-1.3b,logit,15,last_token,rename_opaque_encode,cumulative,23,0.5310247413792913
deepseek-coder-1.3b,logit,15,last_token,rename_opaque_encode_flatten,cumulative,24,0.14659778074532862
deepseek-coder-1.3b,logit,19,last_token,clean_heldout,clean,-1,1.0000000000000002
deepseek-coder-1.3b,logit,19,last_token,normalize,baseline,0,0.5595434304718377
deepseek-coder-1.3b,logit,19,last_token,rename_only,atomic,11,0.48260661475547867
deepseek-coder-1.3b,logit,19,last_token,opaque_only,atomic,12,0.49466662006229395
deepseek-coder-1.3b,logit,19,last_token,encode_only,atomic,13,0.5808924008620963
deepseek-coder-1.3b,logit,19,last_token,flatten_only,atomic,14,0.20646280777182024
deepseek-coder-1.3b,logit,19,last_token,rename_cumulative,cumulative,21,0.4422735348414496
deepseek-coder-1.3b,logit,19,last_token,rename_opaque,cumulative,22,0.4072373677791623
deepseek-coder-1.3b,logit,19,last_token,rename_opaque_encode,cumulative,23,0.44320259300616355
deepseek-coder-1.3b,logit,19,last_token,rename_opaque_encode_flatten,cumulative,24,0.15084191434704222
deepseek-coder-1.3b,logit,23,last_token,clean_heldout,clean,-1,0.9999999999999998
deepseek-coder-1.3b,logit,23,last_token,normalize,baseline,0,0.3491816550677486
deepseek-coder-1.3b,logit,23,last_token,rename_only,atomic,11,0.23008567966835458
deepseek-coder-1.3b,logit,23,last_token,opaque_only,atomic,12,0.3595537847401334
deepseek-coder-1.3b,logit,23,last_token,encode_only,atomic,13,0.41018418409012497
deepseek-coder-1.3b,logit,23,last_token,flatten_only,atomic,14,-0.25464511715414007
deepseek-coder-1.3b,logit,23,last_token,rename_cumulative,cumulative,21,0.12277601940285496
deepseek-coder-1.3b,logit,23,last_token,rename_opaque,cumulative,22,0.2761489085557851
deepseek-coder-1.3b,logit,23,last_token,rename_opaque_encode,cumulative,23,0.47014449846170053
deepseek-coder-1.3b,logit,23,last_token,rename_opaque_encode_flatten,cumulative,24,0.12048396867164615
deepseek-coder-1.3b,logit,-1,sink_arg,clean_heldout,clean,-1,0.9999999999999998
deepseek-coder-1.3b,logit,-1,sink_arg,normalize,baseline,0,0.9999999999999998
deepseek-coder-1.3b,logit,-1,sink_arg,rename_only,atomic,11,0.06512356865221536
deepseek-coder-1.3b,logit,-1,sink_arg,opaque_only,atomic,12,0.9999999999999998
deepseek-coder-1.3b,logit,-1,sink_arg,encode_only,atomic,13,0.9999999999999998
deepseek-coder-1.3b,logit,-1,sink_arg,flatten_only,atomic,14,0.9999999999999998
deepseek-coder-1.3b,logit,-1,sink_arg,rename_cumulative,cumulative,21,-0.03591768077426077
deepseek-coder-1.3b,logit,-1,sink_arg,rename_opaque,cumulative,22,0.04224556626912188
deepseek-coder-1.3b,logit,-1,sink_arg,rename_opaque_encode,cumulative,23,0.06320184579381125
deepseek-coder-1.3b,logit,-1,sink_arg,rename_opaque_encode_flatten,cumulative,24,-0.13444287349157166
deepseek-coder-1.3b,logit,0,sink_arg,clean_heldout,clean,-1,0.9999999999999998
deepseek-coder-1.3b,logit,0,sink_arg,normalize,baseline,0,0.9995789640945549
deepseek-coder-1.3b,logit,0,sink_arg,rename_only,atomic,11,0.09883691650988423
deepseek-coder-1.3b,logit,0,sink_arg,opaque_only,atomic,12,0.992848244564735
deepseek-coder-1.3b,logit,0,sink_arg,encode_only,atomic,13,0.9919864320405035
deepseek-coder-1.3b,logit,0,sink_arg,flatten_only,atomic,14,0.9867697229087566
deepseek-coder-1.3b,logit,0,sink_arg,rename_cumulative,cumulative,21,-0.0750384002637621
deepseek-coder-1.3b,logit,0,sink_arg,rename_opaque,cumulative,22,0.07063270892701333
deepseek-coder-1.3b,logit,0,sink_arg,rename_opaque_encode,cumulative,23,0.049414117037457635
deepseek-coder-1.3b,logit,0,sink_arg,rename_opaque_encode_flatten,cumulative,24,-0.12374985549477734
deepseek-coder-1.3b,logit,3,sink_arg,clean_heldout,clean,-1,0.9999999999999999
deepseek-coder-1.3b,logit,3,sink_arg,normalize,baseline,0,0.9959616603610332
deepseek-coder-1.3b,logit,3,sink_arg,rename_only,atomic,11,0.4212414676317676
deepseek-coder-1.3b,logit,3,sink_arg,opaque_only,atomic,12,0.9825782886713033
deepseek-coder-1.3b,logit,3,sink_arg,encode_only,atomic,13,0.991243444424799
deepseek-coder-1.3b,logit,3,sink_arg,flatten_only,atomic,14,0.7500439662595461
deepseek-coder-1.3b,logit,3,sink_arg,rename_cumulative,cumulative,21,0.2853444050456294
deepseek-coder-1.3b,logit,3,sink_arg,rename_opaque,cumulative,22,0.39061350405592316
deepseek-coder-1.3b,logit,3,sink_arg,rename_opaque_encode,cumulative,23,0.15481014376025043
deepseek-coder-1.3b,logit,3,sink_arg,rename_opaque_encode_flatten,cumulative,24,0.08877662524879149
deepseek-coder-1.3b,logit,7,sink_arg,clean_heldout,clean,-1,1.0000000000000004
deepseek-coder-1.3b,logit,7,sink_arg,normalize,baseline,0,0.9994533336772177
deepseek-coder-1.3b,logit,7,sink_arg,rename_only,atomic,11,0.9537189154711746
deepseek-coder-1.3b,logit,7,sink_arg,opaque_only,atomic,12,0.9930180210707867
deepseek-coder-1.3b,logit,7,sink_arg,encode_only,atomic,13,0.9954320033906863
deepseek-coder-1.3b,logit,7,sink_arg,flatten_only,atomic,14,0.8344523462088306
deepseek-coder-1.3b,logit,7,sink_arg,rename_cumulative,cumulative,21,0.961848573905645
deepseek-coder-1.3b,logit,7,sink_arg,rename_opaque,cumulative,22,0.9545919141591097
deepseek-coder-1.3b,logit,7,sink_arg,rename_opaque_encode,cumulative,23,0.9462020405404721
deepseek-coder-1.3b,logit,7,sink_arg,rename_opaque_encode_flatten,cumulative,24,0.7751483495038947
deepseek-coder-1.3b,logit,11,sink_arg,clean_heldout,clean,-1,0.9999999999999998
deepseek-coder-1.3b,logit,11,sink_arg,normalize,baseline,0,0.9997861039755794
deepseek-coder-1.3b,logit,11,sink_arg,rename_only,atomic,11,0.9709970653337281
deepseek-coder-1.3b,logit,11,sink_arg,opaque_only,atomic,12,0.9961103970148302
deepseek-coder-1.3b,logit,11,sink_arg,encode_only,atomic,13,0.9973949747674755
deepseek-coder-1.3b,logit,11,sink_arg,flatten_only,atomic,14,0.9158924326449921
deepseek-coder-1.3b,logit,11,sink_arg,rename_cumulative,cumulative,21,0.9745929916615212
deepseek-coder-1.3b,logit,11,sink_arg,rename_opaque,cumulative,22,0.9750905186339288
deepseek-coder-1.3b,logit,11,sink_arg,rename_opaque_encode,cumulative,23,0.9724056383111557
deepseek-coder-1.3b,logit,11,sink_arg,rename_opaque_encode_flatten,cumulative,24,0.8774881791716815
deepseek-coder-1.3b,logit,15,sink_arg,clean_heldout,clean,-1,1.0
deepseek-coder-1.3b,logit,15,sink_arg,normalize,baseline,0,0.9997543385129264
deepseek-coder-1.3b,logit,15,sink_arg,rename_only,atomic,11,0.9723372837747325
deepseek-coder-1.3b,logit,15,sink_arg,opaque_only,atomic,12,0.9960797551061658
deepseek-coder-1.3b,logit,15,sink_arg,encode_only,atomic,13,0.9969985520689086
deepseek-coder-1.3b,logit,15,sink_arg,flatten_only,atomic,14,0.922469547282841
deepseek-coder-1.3b,logit,15,sink_arg,rename_cumulative,cumulative,21,0.9744923062236103
deepseek-coder-1.3b,logit,15,sink_arg,rename_opaque,cumulative,22,0.9737439436778942
deepseek-coder-1.3b,logit,15,sink_arg,rename_opaque_encode,cumulative,23,0.9716264269138275
deepseek-coder-1.3b,logit,15,sink_arg,rename_opaque_encode_flatten,cumulative,24,0.9003317181545842
deepseek-coder-1.3b,logit,19,sink_arg,clean_heldout,clean,-1,1.0
deepseek-coder-1.3b,logit,19,sink_arg,normalize,baseline,0,0.9996250597520735
deepseek-coder-1.3b,logit,19,sink_arg,rename_only,atomic,11,0.945033748353454
deepseek-coder-1.3b,logit,19,sink_arg,opaque_only,atomic,12,0.9945009333130731
deepseek-coder-1.3b,logit,19,sink_arg,encode_only,atomic,13,0.9937188863208618
deepseek-coder-1.3b,logit,19,sink_arg,flatten_only,atomic,14,0.8542816683821854
deepseek-coder-1.3b,logit,19,sink_arg,rename_cumulative,cumulative,21,0.9521202989574803
deepseek-coder-1.3b,logit,19,sink_arg,rename_opaque,cumulative,22,0.9404544123795971
deepseek-coder-1.3b,logit,19,sink_arg,rename_opaque_encode,cumulative,23,0.935711130379732
