model,program_id,base_id,condition,condition_kind,condition_order,prompt_style,role,label,family,structure,model_margin,model_says_tainted,correct,n_prompt_tokens
deepseek-coder-6.7b,command_exec_direct_11_unsafe,command_exec_direct_11,clean_heldout,clean,-1,sink,unsafe,1,command_exec,direct,0.8359375,1,1,79
deepseek-coder-6.7b,command_exec_direct_11_unsafe,command_exec_direct_11,clean_heldout,clean,-1,e6,unsafe,1,command_exec,direct,-0.171875,0,0,71
deepseek-coder-6.7b,command_exec_direct_11_safe,command_exec_direct_11,clean_heldout,clean,-1,sink,safe,0,command_exec,direct,0.78125,1,0,79
deepseek-coder-6.7b,command_exec_direct_11_safe,command_exec_direct_11,clean_heldout,clean,-1,e6,safe,0,command_exec,direct,-0.109375,0,1,71
deepseek-coder-6.7b,command_exec_direct_12_unsafe,command_exec_direct_12,clean_heldout,clean,-1,sink,unsafe,1,command_exec,direct,0.9218751192092896,1,1,73
deepseek-coder-6.7b,command_exec_direct_12_unsafe,command_exec_direct_12,clean_heldout,clean,-1,e6,unsafe,1,command_exec,direct,-0.171875,0,0,66
deepseek-coder-6.7b,command_exec_direct_12_safe,command_exec_direct_12,clean_heldout,clean,-1,sink,safe,0,command_exec,direct,0.8593751192092896,1,0,73
deepseek-coder-6.7b,command_exec_direct_12_safe,command_exec_direct_12,clean_heldout,clean,-1,e6,safe,0,command_exec,direct,-0.0234375,0,1,66
deepseek-coder-6.7b,command_exec_direct_13_unsafe,command_exec_direct_13,clean_heldout,clean,-1,sink,unsafe,1,command_exec,direct,0.6875,1,1,79
deepseek-coder-6.7b,command_exec_direct_13_unsafe,command_exec_direct_13,clean_heldout,clean,-1,e6,unsafe,1,command_exec,direct,-0.171875,0,0,71
deepseek-coder-6.7b,command_exec_direct_13_safe,command_exec_direct_13,clean_heldout,clean,-1,sink,safe,0,command_exec,direct,0.609375,1,0,79
deepseek-coder-6.7b,command_exec_direct_13_safe,command_exec_direct_13,clean_heldout,clean,-1,e6,safe,0,command_exec,direct,-0.171875,0,1,71
deepseek-coder-6.7b,command_exec_assign_chain_00_unsafe,command_exec_assign_chain_00,clean_heldout,clean,-1,sink,unsafe,1,command_exec,assign_chain,1.046875,1,1,107
deepseek-coder-6.7b,command_exec_assign_chain_00_unsafe,command_exec_assign_chain_00,clean_heldout,clean,-1,e6,unsafe,1,command_exec,assign_chain,-0.1171875,0,0,100
deepseek-coder-6.7b,command_exec_assign_chain_00_safe,command_exec_assign_chain_00,clean_heldout,clean,-1,sink,safe,0,command_exec,assign_chain,1.0,1,0,108
deepseek-coder-6.7b,command_exec_assign_chain_00_safe,command_exec_assign_chain_00,clean_heldout,clean,-1,e6,safe,0,command_exec,assign_chain,-0.0859375,0,1,101
deepseek-coder-6.7b,command_exec_assign_chain_02_unsafe,command_exec_assign_chain_02,clean_heldout,clean,-1,sink,unsafe,1,command_exec,assign_chain,0.9140625,1,1,107
deepseek-coder-6.7b,command_exec_assign_chain_02_unsafe,command_exec_assign_chain_02,clean_heldout,clean,-1,e6,unsafe,1,command_exec,assign_chain,0.1640625,1,1,100
deepseek-coder-6.7b,command_exec_assign_chain_02_safe,command_exec_assign_chain_02,clean_heldout,clean,-1,sink,safe,0,command_exec,assign_chain,0.875,1,0,107
deepseek-coder-6.7b,command_exec_assign_chain_02_safe,command_exec_assign_chain_02,clean_heldout,clean,-1,e6,safe,0,command_exec,assign_chain,0.203125,1,0,100
deepseek-coder-6.7b,command_exec_assign_chain_03_unsafe,command_exec_assign_chain_03,clean_heldout,clean,-1,sink,unsafe,1,command_exec,assign_chain,0.9999998807907104,1,1,113
deepseek-coder-6.7b,command_exec_assign_chain_03_unsafe,command_exec_assign_chain_03,clean_heldout,clean,-1,e6,unsafe,1,command_exec,assign_chain,0.125,1,1,105
deepseek-coder-6.7b,command_exec_assign_chain_03_safe,command_exec_assign_chain_03,clean_heldout,clean,-1,sink,safe,0,command_exec,assign_chain,0.96875,1,0,113
deepseek-coder-6.7b,command_exec_assign_chain_03_safe,command_exec_assign_chain_03,clean_heldout,clean,-1,e6,safe,0,command_exec,assign_chain,0.15625,1,0,105
deepseek-coder-6.7b,command_exec_assign_chain_06_unsafe,command_exec_assign_chain_06,clean_heldout,clean,-1,sink,unsafe,1,command_exec,assign_chain,1.1640625596046448,1,1,107
deepseek-coder-6.7b,command_exec_assign_chain_06_unsafe,command_exec_assign_chain_06,clean_heldout,clean,-1,e6,unsafe,1,command_exec,assign_chain,0.1875,1,1,100
deepseek-coder-6.7b,command_exec_assign_chain_06_safe,command_exec_assign_chain_06,clean_heldout,clean,-1,sink,safe,0,command_exec,assign_chain,1.125,1,0,108
deepseek-coder-6.7b,command_exec_assign_chain_06_safe,command_exec_assign_chain_06,clean_heldout,clean,-1,e6,safe,0,command_exec,assign_chain,0.2109375,1,0,101
deepseek-coder-6.7b,command_exec_assign_chain_08_unsafe,command_exec_assign_chain_08,clean_heldout,clean,-1,sink,unsafe,1,command_exec,assign_chain,1.125,1,1,108
deepseek-coder-6.7b,command_exec_assign_chain_08_unsafe,command_exec_assign_chain_08,clean_heldout,clean,-1,e6,unsafe,1,command_exec,assign_chain,0.21875,1,1,101
deepseek-coder-6.7b,command_exec_assign_chain_08_safe,command_exec_assign_chain_08,clean_heldout,clean,-1,sink,safe,0,command_exec,assign_chain,1.078125,1,0,107
deepseek-coder-6.7b,command_exec_assign_chain_08_safe,command_exec_assign_chain_08,clean_heldout,clean,-1,e6,safe,0,command_exec,assign_chain,0.203125,1,0,100
deepseek-coder-6.7b,command_exec_assign_chain_11_unsafe,command_exec_assign_chain_11,clean_heldout,clean,-1,sink,unsafe,1,command_exec,assign_chain,0.828125,1,1,113
deepseek-coder-6.7b,command_exec_assign_chain_11_unsafe,command_exec_assign_chain_11,clean_heldout,clean,-1,e6,unsafe,1,command_exec,assign_chain,0.109375,1,1,105
deepseek-coder-6.7b,command_exec_assign_chain_11_safe,command_exec_assign_chain_11,clean_heldout,clean,-1,sink,safe,0,command_exec,assign_chain,0.796875,1,0,113
deepseek-coder-6.7b,command_exec_assign_chain_11_safe,command_exec_assign_chain_11,clean_heldout,clean,-1,e6,safe,0,command_exec,assign_chain,0.140625,1,0,105
deepseek-coder-6.7b,command_exec_branch_merge_00_unsafe,command_exec_branch_merge_00,clean_heldout,clean,-1,sink,unsafe,1,command_exec,branch_merge,0.828125,1,1,125
deepseek-coder-6.7b,command_exec_branch_merge_00_unsafe,command_exec_branch_merge_00,clean_heldout,clean,-1,e6,unsafe,1,command_exec,branch_merge,0.140625,1,1,118
deepseek-coder-6.7b,command_exec_branch_merge_00_safe,command_exec_branch_merge_00,clean_heldout,clean,-1,sink,safe,0,command_exec,branch_merge,0.828125,1,0,124
deepseek-coder-6.7b,command_exec_branch_merge_00_safe,command_exec_branch_merge_00,clean_heldout,clean,-1,e6,safe,0,command_exec,branch_merge,0.125,1,0,117
deepseek-coder-6.7b,command_exec_branch_merge_01_unsafe,command_exec_branch_merge_01,clean_heldout,clean,-1,sink,unsafe,1,command_exec,branch_merge,0.703125,1,1,131
deepseek-coder-6.7b,command_exec_branch_merge_01_unsafe,command_exec_branch_merge_01,clean_heldout,clean,-1,e6,unsafe,1,command_exec,branch_merge,-0.015625,0,0,123
deepseek-coder-6.7b,command_exec_branch_merge_01_safe,command_exec_branch_merge_01,clean_heldout,clean,-1,sink,safe,0,command_exec,branch_merge,0.703125,1,0,130
deepseek-coder-6.7b,command_exec_branch_merge_01_safe,command_exec_branch_merge_01,clean_heldout,clean,-1,e6,safe,0,command_exec,branch_merge,0.0625,1,0,122
deepseek-coder-6.7b,command_exec_branch_merge_07_unsafe,command_exec_branch_merge_07,clean_heldout,clean,-1,sink,unsafe,1,command_exec,branch_merge,0.7578125,1,1,130
deepseek-coder-6.7b,command_exec_branch_merge_07_unsafe,command_exec_branch_merge_07,clean_heldout,clean,-1,e6,unsafe,1,command_exec,branch_merge,-0.0546875,0,0,122
deepseek-coder-6.7b,command_exec_branch_merge_07_safe,command_exec_branch_merge_07,clean_heldout,clean,-1,sink,safe,0,command_exec,branch_merge,0.671875,1,0,130
deepseek-coder-6.7b,command_exec_branch_merge_07_safe,command_exec_branch_merge_07,clean_heldout,clean,-1,e6,safe,0,command_exec,branch_merge,-0.03125,0,1,122
deepseek-coder-6.7b,command_exec_branch_merge_11_unsafe,command_exec_branch_merge_11,clean_heldout,clean,-1,sink,unsafe,1,command_exec,branch_merge,0.7265625,1,1,131
deepseek-coder-6.7b,command_exec_branch_merge_11_unsafe,command_exec_branch_merge_11,clean_heldout,clean,-1,e6,unsafe,1,command_exec,branch_merge,-0.1484375,0,0,123
deepseek-coder-6.7b,command_exec_branch_merge_11_safe,command_exec_branch_merge_11,clean_heldout,clean,-1,sink,safe,0,command_exec,branch_merge,0.671875,1,0,130
deepseek-coder-6.7b,command_exec_branch_merge_11_safe,command_exec_branch_merge_11,clean_heldout,clean,-1,e6,safe,0,command_exec,branch_merge,-0.1328125,0,1,122
deepseek-coder-6.7b,command_exec_branch_merge_12_unsafe,command_exec_branch_merge_12,clean_heldout,clean,-1,sink,unsafe,1,command_exec,branch_merge,0.90625,1,1,125
deepseek-coder-6.7b,command_exec_branch_merge_12_unsafe,command_exec_branch_merge_12,clean_heldout,clean,-1,e6,unsafe,1,command_exec,branch_merge,0.03125,1,1,118
deepseek-coder-6.7b,command_exec_branch_merge_12_safe,command_exec_branch_merge_12,clean_heldout,clean,-1,sink,safe,0,command_exec,branch_merge,0.890625,1,0,124
deepseek-coder-6.7b,command_exec_branch_merge_12_safe,command_exec_branch_merge_12,clean_heldout,clean,-1,e6,safe,0,command_exec,branch_merge,0.078125,1,0,117
deepseek-coder-6.7b,command_exec_branch_merge_14_unsafe,command_exec_branch_merge_14,clean_heldout,clean,-1,sink,unsafe,1,command_exec,branch_merge,0.859375,1,1,124
deepseek-coder-6.7b,command_exec_branch_merge_14_unsafe,command_exec_branch_merge_14,clean_heldout,clean,-1,e6,unsafe,1,command_exec,branch_merge,-0.0625,0,0,117
deepseek-coder-6.7b,command_exec_branch_merge_14_safe,command_exec_branch_merge_14,clean_heldout,clean,-1,sink,safe,0,command_exec,branch_merge,0.8203125,1,0,124
deepseek-coder-6.7b,command_exec_branch_merge_14_safe,command_exec_branch_merge_14,clean_heldout,clean,-1,e6,safe,0,command_exec,branch_merge,-0.0078125,0,1,117
deepseek-coder-6.7b,command_exec_helper_03_unsafe,command_exec_helper_03,clean_heldout,clean,-1,sink,unsafe,1,command_exec,helper,0.7656251192092896,1,1,113
deepseek-coder-6.7b,command_exec_helper_03_unsafe,command_exec_helper_03,clean_heldout,clean,-1,e6,unsafe,1,command_exec,helper,-0.171875,0,0,105
deepseek-coder-6.7b,command_exec_helper_03_safe,command_exec_helper_03,clean_heldout,clean,-1,sink,safe,0,command_exec,helper,0.734375,1,0,113
deepseek-coder-6.7b,command_exec_helper_03_safe,command_exec_helper_03,clean_heldout,clean,-1,e6,safe,0,command_exec,helper,-0.140625,0,1,105
deepseek-coder-6.7b,command_exec_helper_04_unsafe,command_exec_helper_04,clean_heldout,clean,-1,sink,unsafe,1,command_exec,helper,0.859375,1,1,107
deepseek-coder-6.7b,command_exec_helper_04_unsafe,command_exec_helper_04,clean_heldout,clean,-1,e6,unsafe,1,command_exec,helper,-0.171875,0,0,100
deepseek-coder-6.7b,command_exec_helper_04_safe,command_exec_helper_04,clean_heldout,clean,-1,sink,safe,0,command_exec,helper,0.8593751192092896,1,0,107
deepseek-coder-6.7b,command_exec_helper_04_safe,command_exec_helper_04,clean_heldout,clean,-1,e6,safe,0,command_exec,helper,-0.125,0,1,100
deepseek-coder-6.7b,command_exec_helper_08_unsafe,command_exec_helper_08,clean_heldout,clean,-1,sink,unsafe,1,command_exec,helper,0.71875,1,1,109
deepseek-coder-6.7b,command_exec_helper_08_unsafe,command_exec_helper_08,clean_heldout,clean,-1,e6,unsafe,1,command_exec,helper,-0.046875,0,0,102
deepseek-coder-6.7b,command_exec_helper_08_safe,command_exec_helper_08,clean_heldout,clean,-1,sink,safe,0,command_exec,helper,0.8125,1,0,108
deepseek-coder-6.7b,command_exec_helper_08_safe,command_exec_helper_08,clean_heldout,clean,-1,e6,safe,0,command_exec,helper,0.046875,1,0,101
deepseek-coder-6.7b,command_exec_helper_12_unsafe,command_exec_helper_12,clean_heldout,clean,-1,sink,unsafe,1,command_exec,helper,0.8125,1,1,108
deepseek-coder-6.7b,command_exec_helper_12_unsafe,command_exec_helper_12,clean_heldout,clean,-1,e6,unsafe,1,command_exec,helper,-0.125,0,0,101
deepseek-coder-6.7b,command_exec_helper_12_safe,command_exec_helper_12,clean_heldout,clean,-1,sink,safe,0,command_exec,helper,0.8437501192092896,1,0,109
deepseek-coder-6.7b,command_exec_helper_12_safe,command_exec_helper_12,clean_heldout,clean,-1,e6,safe,0,command_exec,helper,-0.078125,0,1,102
deepseek-coder-6.7b,command_exec_helper_14_unsafe,command_exec_helper_14,clean_heldout,clean,-1,sink,unsafe,1,command_exec,helper,0.890625,1,1,109
deepseek-coder-6.7b,command_exec_helper_14_unsafe,command_exec_helper_14,clean_heldout,clean,-1,e6,unsafe,1,command_exec,helper,0.171875,1,1,102
deepseek-coder-6.7b,command_exec_helper_14_safe,command_exec_helper_14,clean_heldout,clean,-1,sink,safe,0,command_exec,helper,0.859375,1,0,108
deepseek-coder-6.7b,command_exec_helper_14_safe,command_exec_helper_14,clean_heldout,clean,-1,e6,safe,0,command_exec,helper,0.171875,1,0,101
deepseek-coder-6.7b,command_exec_helper_15_unsafe,command_exec_helper_15,clean_heldout,clean,-1,sink,unsafe,1,command_exec,helper,0.6875,1,1,115
deepseek-coder-6.7b,command_exec_helper_15_unsafe,command_exec_helper_15,clean_heldout,clean,-1,e6,unsafe,1,command_exec,helper,-0.015625,0,0,107
deepseek-coder-6.7b,command_exec_helper_15_safe,command_exec_helper_15,clean_heldout,clean,-1,sink,safe,0,command_exec,helper,0.640625,1,0,114
deepseek-coder-6.7b,command_exec_helper_15_safe,command_exec_helper_15,clean_heldout,clean,-1,e6,safe,0,command_exec,helper,0.0,0,1,106
deepseek-coder-6.7b,sql_exec_direct_03_unsafe,sql_exec_direct_03,clean_heldout,clean,-1,sink,unsafe,1,sql_exec,direct,0.59375,1,1,78
deepseek-coder-6.7b,sql_exec_direct_03_unsafe,sql_exec_direct_03,clean_heldout,clean,-1,e6,unsafe,1,sql_exec,direct,0.578125,1,1,71
deepseek-coder-6.7b,sql_exec_direct_03_safe,sql_exec_direct_03,clean_heldout,clean,-1,sink,safe,0,sql_exec,direct,0.53125,1,0,79
deepseek-coder-6.7b,sql_exec_direct_03_safe,sql_exec_direct_03,clean_heldout,clean,-1,e6,safe,0,sql_exec,direct,0.453125,1,0,72
deepseek-coder-6.7b,sql_exec_direct_06_unsafe,sql_exec_direct_06,clean_heldout,clean,-1,sink,unsafe,1,sql_exec,direct,0.453125,1,1,78
deepseek-coder-6.7b,sql_exec_direct_06_unsafe,sql_exec_direct_06,clean_heldout,clean,-1,e6,unsafe,1,sql_exec,direct,0.515625,1,1,71
deepseek-coder-6.7b,sql_exec_direct_06_safe,sql_exec_direct_06,clean_heldout,clean,-1,sink,safe,0,sql_exec,direct,0.40625,1,0,79
deepseek-coder-6.7b,sql_exec_direct_06_safe,sql_exec_direct_06,clean_heldout,clean,-1,e6,safe,0,sql_exec,direct,0.53125,1,0,72
deepseek-coder-6.7b,sql_exec_direct_09_unsafe,sql_exec_direct_09,clean_heldout,clean,-1,sink,unsafe,1,sql_exec,direct,0.5625,1,1,79
deepseek-coder-6.7b,sql_exec_direct_09_unsafe,sql_exec_direct_09,clean_heldout,clean,-1,e6,unsafe,1,sql_exec,direct,0.609375,1,1,72
deepseek-coder-6.7b,sql_exec_direct_09_safe,sql_exec_direct_09,clean_heldout,clean,-1,sink,safe,0,sql_exec,direct,0.53125,1,0,78
deepseek-coder-6.7b,sql_exec_direct_09_safe,sql_exec_direct_09,clean_heldout,clean,-1,e6,safe,0,sql_exec,direct,0.609375,1,0,71
deepseek-coder-6.7b,sql_exec_direct_12_unsafe,sql_exec_direct_12,clean_heldout,clean,-1,sink,unsafe,1,sql_exec,direct,0.375,1,1,78
deepseek-coder-6.7b,sql_exec_direct_12_unsafe,sql_exec_direct_12,clean_heldout,clean,-1,e6,unsafe,1,sql_exec,direct,0.484375,1,1,71
deepseek-coder-6.7b,sql_exec_direct_12_safe,sql_exec_direct_12,clean_heldout,clean,-1,sink,safe,0,sql_exec,direct,0.34375,1,0,78
deepseek-coder-6.7b,sql_exec_direct_12_safe,sql_exec_direct_12,clean_heldout,clean,-1,e6,safe,0,sql_exec,direct,0.453125,1,0,71
deepseek-coder-6.7b,sql_exec_direct_15_unsafe,sql_exec_direct_15,clean_heldout,clean,-1,sink,unsafe,1,sql_exec,direct,0.484375,1,1,79
deepseek-coder-6.7b,sql_exec_direct_15_unsafe,sql_exec_direct_15,clean_heldout,clean,-1,e6,unsafe,1,sql_exec,direct,0.59375,1,1,72
deepseek-coder-6.7b,sql_exec_direct_15_safe,sql_exec_direct_15,clean_heldout,clean,-1,sink,safe,0,sql_exec,direct,0.53125,1,0,78
deepseek-coder-6.7b,sql_exec_direct_15_safe,sql_exec_direct_15,clean_heldout,clean,-1,e6,safe,0,sql_exec,direct,0.5625,1,0,71
deepseek-coder-6.7b,sql_exec_direct_18_unsafe,sql_exec_direct_18,clean_heldout,clean,-1,sink,unsafe,1,sql_exec,direct,0.453125,1,1,78
deepseek-coder-6.7b,sql_exec_direct_18_unsafe,sql_exec_direct_18,clean_heldout,clean,-1,e6,unsafe,1,sql_exec,direct,0.546875,1,1,71
deepseek-coder-6.7b,sql_exec_direct_18_safe,sql_exec_direct_18,clean_heldout,clean,-1,sink,safe,0,sql_exec,direct,0.4375,1,0,79
deepseek-coder-6.7b,sql_exec_direct_18_safe,sql_exec_direct_18,clean_heldout,clean,-1,e6,safe,0,sql_exec,direct,0.546875,1,0,72
deepseek-coder-6.7b,sql_exec_assign_chain_02_unsafe,sql_exec_assign_chain_02,clean_heldout,clean,-1,sink,unsafe,1,sql_exec,assign_chain,0.546875,1,1,112
deepseek-coder-6.7b,sql_exec_assign_chain_02_unsafe,sql_exec_assign_chain_02,clean_heldout,clean,-1,e6,unsafe,1,sql_exec,assign_chain,0.65625,1,1,105
deepseek-coder-6.7b,sql_exec_assign_chain_02_safe,sql_exec_assign_chain_02,clean_heldout,clean,-1,sink,safe,0,sql_exec,assign_chain,0.5625,1,0,112
deepseek-coder-6.7b,sql_exec_assign_chain_02_safe,sql_exec_assign_chain_02,clean_heldout,clean,-1,e6,safe,0,sql_exec,assign_chain,0.71875,1,0,105
deepseek-coder-6.7b,sql_exec_assign_chain_09_unsafe,sql_exec_assign_chain_09,clean_heldout,clean,-1,sink,unsafe,1,sql_exec,assign_chain,0.484375,1,1,112
deepseek-coder-6.7b,sql_exec_assign_chain_09_unsafe,sql_exec_assign_chain_09,clean_heldout,clean,-1,e6,unsafe,1,sql_exec,assign_chain,0.546875,1,1,105
deepseek-coder-6.7b,sql_exec_assign_chain_09_safe,sql_exec_assign_chain_09,clean_heldout,clean,-1,sink,safe,0,sql_exec,assign_chain,0.40625,1,0,112
deepseek-coder-6.7b,sql_exec_assign_chain_09_safe,sql_exec_assign_chain_09,clean_heldout,clean,-1,e6,safe,0,sql_exec,assign_chain,0.46875,1,0,105
deepseek-coder-6.7b,sql_exec_assign_chain_10_unsafe,sql_exec_assign_chain_10,clean_heldout,clean,-1,sink,unsafe,1,sql_exec,assign_chain,0.546875,1,1,112
deepseek-coder-6.7b,sql_exec_assign_chain_10_unsafe,sql_exec_assign_chain_10,clean_heldout,clean,-1,e6,unsafe,1,sql_exec,assign_chain,0.59375,1,1,105
deepseek-coder-6.7b,sql_exec_assign_chain_10_safe,sql_exec_assign_chain_10,clean_heldout,clean,-1,sink,safe,0,sql_exec,assign_chain,0.5,1,0,113
deepseek-coder-6.7b,sql_exec_assign_chain_10_safe,sql_exec_assign_chain_10,clean_heldout,clean,-1,e6,safe,0,sql_exec,assign_chain,0.59375,1,0,106
deepseek-coder-6.7b,sql_exec_assign_chain_13_unsafe,sql_exec_assign_chain_13,clean_heldout,clean,-1,sink,unsafe,1,sql_exec,assign_chain,0.5625,1,1,112
deepseek-coder-6.7b,sql_exec_assign_chain_13_unsafe,sql_exec_assign_chain_13,clean_heldout,clean,-1,e6,unsafe,1,sql_exec,assign_chain,0.671875,1,1,105
deepseek-coder-6.7b,sql_exec_assign_chain_13_safe,sql_exec_assign_chain_13,clean_heldout,clean,-1,sink,safe,0,sql_exec,assign_chain,0.515625,1,0,112
deepseek-coder-6.7b,sql_exec_assign_chain_13_safe,sql_exec_assign_chain_13,clean_heldout,clean,-1,e6,safe,0,sql_exec,assign_chain,0.65625,1,0,105
deepseek-coder-6.7b,sql_exec_assign_chain_15_unsafe,sql_exec_assign_chain_15,clean_heldout,clean,-1,sink,unsafe,1,sql_exec,assign_chain,0.546875,1,1,112
deepseek-coder-6.7b,sql_exec_assign_chain_15_unsafe,sql_exec_assign_chain_15,clean_heldout,clean,-1,e6,unsafe,1,sql_exec,assign_chain,0.578125,1,1,105
deepseek-coder-6.7b,sql_exec_assign_chain_15_safe,sql_exec_assign_chain_15,clean_heldout,clean,-1,sink,safe,0,sql_exec,assign_chain,0.546875,1,0,112
deepseek-coder-6.7b,sql_exec_assign_chain_15_safe,sql_exec_assign_chain_15,clean_heldout,clean,-1,e6,safe,0,sql_exec,assign_chain,0.59375,1,0,105
deepseek-coder-6.7b,sql_exec_assign_chain_18_unsafe,sql_exec_assign_chain_18,clean_heldout,clean,-1,sink,unsafe,1,sql_exec,assign_chain,0.453125,1,1,112
deepseek-coder-6.7b,sql_exec_assign_chain_18_unsafe,sql_exec_assign_chain_18,clean_heldout,clean,-1,e6,unsafe,1,sql_exec,assign_chain,0.609375,1,1,105
deepseek-coder-6.7b,sql_exec_assign_chain_18_safe,sql_exec_assign_chain_18,clean_heldout,clean,-1,sink,safe,0,sql_exec,assign_chain,0.46875,1,0,112
deepseek-coder-6.7b,sql_exec_assign_chain_18_safe,sql_exec_assign_chain_18,clean_heldout,clean,-1,e6,safe,0,sql_exec,assign_chain,0.640625,1,0,105
deepseek-coder-6.7b,sql_exec_branch_merge_05_unsafe,sql_exec_branch_merge_05,clean_heldout,clean,-1,sink,unsafe,1,sql_exec,branch_merge,0.484375,1,1,135
deepseek-coder-6.7b,sql_exec_branch_merge_05_unsafe,sql_exec_branch_merge_05,clean_heldout,clean,-1,e6,unsafe,1,sql_exec,branch_merge,0.71875,1,1,128
deepseek-coder-6.7b,sql_exec_branch_merge_05_safe,sql_exec_branch_merge_05,clean_heldout,clean,-1,sink,safe,0,sql_exec,branch_merge,0.5,1,0,134
deepseek-coder-6.7b,sql_exec_branch_merge_05_safe,sql_exec_branch_merge_05,clean_heldout,clean,-1,e6,safe,0,sql_exec,branch_merge,0.734375,1,0,127
deepseek-coder-6.7b,sql_exec_branch_merge_12_unsafe,sql_exec_branch_merge_12,clean_heldout,clean,-1,sink,unsafe,1,sql_exec,branch_merge,0.453125,1,1,134
deepseek-coder-6.7b,sql_exec_branch_merge_12_unsafe,sql_exec_branch_merge_12,clean_heldout,clean,-1,e6,unsafe,1,sql_exec,branch_merge,0.671875,1,1,127
deepseek-coder-6.7b,sql_exec_branch_merge_12_safe,sql_exec_branch_merge_12,clean_heldout,clean,-1,sink,safe,0,sql_exec,branch_merge,0.4375,1,0,134
deepseek-coder-6.7b,sql_exec_branch_merge_12_safe,sql_exec_branch_merge_12,clean_heldout,clean,-1,e6,safe,0,sql_exec,branch_merge,0.671875,1,0,127
deepseek-coder-6.7b,sql_exec_branch_merge_13_unsafe,sql_exec_branch_merge_13,clean_heldout,clean,-1,sink,unsafe,1,sql_exec,branch_merge,0.640625,1,1,135
deepseek-coder-6.7b,sql_exec_branch_merge_13_unsafe,sql_exec_branch_merge_13,clean_heldout,clean,-1,e6,unsafe,1,sql_exec,branch_merge,0.796875,1,1,128
deepseek-coder-6.7b,sql_exec_branch_merge_13_safe,sql_exec_branch_merge_13,clean_heldout,clean,-1,sink,safe,0,sql_exec,branch_merge,0.625,1,0,134
deepseek-coder-6.7b,sql_exec_branch_merge_13_safe,sql_exec_branch_merge_13,clean_heldout,clean,-1,e6,safe,0,sql_exec,branch_merge,0.796875,1,0,127
deepseek-coder-6.7b,sql_exec_branch_merge_14_unsafe,sql_exec_branch_merge_14,clean_heldout,clean,-1,sink,unsafe,1,sql_exec,branch_merge,0.5,1,1,134
deepseek-coder-6.7b,sql_exec_branch_merge_14_unsafe,sql_exec_branch_merge_14,clean_heldout,clean,-1,e6,unsafe,1,sql_exec,branch_merge,0.703125,1,1,127
deepseek-coder-6.7b,sql_exec_branch_merge_14_safe,sql_exec_branch_merge_14,clean_heldout,clean,-1,sink,safe,0,sql_exec,branch_merge,0.53125,1,0,134
deepseek-coder-6.7b,sql_exec_branch_merge_14_safe,sql_exec_branch_merge_14,clean_heldout,clean,-1,e6,safe,0,sql_exec,branch_merge,0.734375,1,0,127
deepseek-coder-6.7b,sql_exec_branch_merge_15_unsafe,sql_exec_branch_merge_15,clean_heldout,clean,-1,sink,unsafe,1,sql_exec,branch_merge,0.484375,1,1,134
deepseek-coder-6.7b,sql_exec_branch_merge_15_unsafe,sql_exec_branch_merge_15,clean_heldout,clean,-1,e6,unsafe,1,sql_exec,branch_merge,0.6875,1,1,127
deepseek-coder-6.7b,sql_exec_branch_merge_15_safe,sql_exec_branch_merge_15,clean_heldout,clean,-1,sink,safe,0,sql_exec,branch_merge,0.484375,1,0,134
