model,site,features,layer,arm,breakdown,cell,accuracy,auc,control_accuracy,selectivity,n,n_groups,pos_frac,converged
deepseek-coder-1.3b,sink_arg,hidden,-1,embedding,family,sql_exec,0.5,,,,67,168,0.5,True
deepseek-coder-1.3b,sink_arg,hidden,-1,embedding,structure,assign_chain,0.5,,,,67,168,0.5,True
deepseek-coder-1.3b,sink_arg,hidden,-1,embedding,structure,branch_merge,0.5,,,,67,168,0.5,True
deepseek-coder-1.3b,sink_arg,hidden,-1,embedding,structure,direct,0.42857142857142855,,,,67,168,0.5,True
deepseek-coder-1.3b,sink_arg,hidden,-1,embedding,structure,helper,0.5,,,,67,168,0.5,True
deepseek-coder-1.3b,sink_arg,hidden,0,hidden_state,all,all,0.47335115864527627,0.46627377899790606,0.5884135472370766,-0.11506238859180035,67,168,0.5,True
deepseek-coder-1.3b,sink_arg,hidden,0,hidden_state,family,command_exec,0.5178571428571429,,,,67,168,0.5,True
deepseek-coder-1.3b,sink_arg,hidden,0,hidden_state,family,dynamic_exec,0.4375,,,,67,168,0.5,True
deepseek-coder-1.3b,sink_arg,hidden,0,hidden_state,family,sql_exec,0.4642857142857143,,,,67,168,0.5,True
deepseek-coder-1.3b,sink_arg,hidden,0,hidden_state,structure,assign_chain,0.39285714285714285,,,,67,168,0.5,True
deepseek-coder-1.3b,sink_arg,hidden,0,hidden_state,structure,branch_merge,0.5952380952380952,,,,67,168,0.5,True
deepseek-coder-1.3b,sink_arg,hidden,0,hidden_state,structure,direct,0.4642857142857143,,,,67,168,0.5,True
deepseek-coder-1.3b,sink_arg,hidden,0,hidden_state,structure,helper,0.44047619047619047,,,,67,168,0.5,True
deepseek-coder-1.3b,sink_arg,hidden,3,hidden_state,all,all,0.7767379679144385,0.887985707976271,0.5716577540106951,0.20508021390374342,67,168,0.5,True
deepseek-coder-1.3b,sink_arg,hidden,3,hidden_state,family,command_exec,0.7232142857142857,,,,67,168,0.5,True
deepseek-coder-1.3b,sink_arg,hidden,3,hidden_state,family,dynamic_exec,0.8125,,,,67,168,0.5,True
deepseek-coder-1.3b,sink_arg,hidden,3,hidden_state,family,sql_exec,0.7946428571428571,,,,67,168,0.5,True
deepseek-coder-1.3b,sink_arg,hidden,3,hidden_state,structure,assign_chain,0.5238095238095238,,,,67,168,0.5,True
deepseek-coder-1.3b,sink_arg,hidden,3,hidden_state,structure,branch_merge,0.9285714285714286,,,,67,168,0.5,True
deepseek-coder-1.3b,sink_arg,hidden,3,hidden_state,structure,direct,1.0,,,,67,168,0.5,True
deepseek-coder-1.3b,sink_arg,hidden,3,hidden_state,structure,helper,0.6547619047619048,,,,67,168,0.5,True
deepseek-coder-1.3b,sink_arg,hidden,7,hidden_state,all,all,0.9910873440285204,0.9994809688581314,0.588680926916221,0.4024064171122994,67,168,0.5,True
deepseek-coder-1.3b,sink_arg,hidden,7,hidden_state,family,command_exec,1.0,,,,67,168,0.5,True
deepseek-coder-1.3b,sink_arg,hidden,7,hidden_state,family,dynamic_exec,0.9732142857142857,,,,67,168,0.5,True
deepseek-coder-1.3b,sink_arg,hidden,7,hidden_state,family,sql_exec,1.0,,,,67,168,0.5,True
deepseek-coder-1.3b,sink_arg,hidden,7,hidden_state,structure,assign_chain,0.9761904761904762,,,,67,168,0.5,True
deepseek-coder-1.3b,sink_arg,hidden,7,hidden_state,structure,branch_merge,1.0,,,,67,168,0.5,True
deepseek-coder-1.3b,sink_arg,hidden,7,hidden_state,structure,direct,1.0,,,,67,168,0.5,True
deepseek-coder-1.3b,sink_arg,hidden,7,hidden_state,structure,helper,0.9880952380952381,,,,67,168,0.5,True
deepseek-coder-1.3b,sink_arg,hidden,11,hidden_state,all,all,1.0,1.0,0.6125668449197861,0.3874331550802139,67,168,0.5,True
deepseek-coder-1.3b,sink_arg,hidden,11,hidden_state,family,command_exec,1.0,,,,67,168,0.5,True
deepseek-coder-1.3b,sink_arg,hidden,11,hidden_state,family,dynamic_exec,1.0,,,,67,168,0.5,True
deepseek-coder-1.3b,sink_arg,hidden,11,hidden_state,family,sql_exec,1.0,,,,67,168,0.5,True
deepseek-coder-1.3b,sink_arg,hidden,11,hidden_state,structure,assign_chain,1.0,,,,67,168,0.5,True
deepseek-coder-1.3b,sink_arg,hidden,11,hidden_state,structure,branch_merge,1.0,,,,67,168,0.5,True
deepseek-coder-1.3b,sink_arg,hidden,11,hidden_state,structure,direct,1.0,,,,67,168,0.5,True
deepseek-coder-1.3b,sink_arg,hidden,11,hidden_state,structure,helper,1.0,,,,67,168,0.5,True
deepseek-coder-1.3b,sink_arg,hidden,15,hidden_state,all,all,0.9941176470588236,1.0,0.5652406417112299,0.42887700534759365,67,168,0.5,True
deepseek-coder-1.3b,sink_arg,hidden,15,hidden_state,family,command_exec,1.0,,,,67,168,0.5,True
deepseek-coder-1.3b,sink_arg,hidden,15,hidden_state,family,dynamic_exec,0.9821428571428571,,,,67,168,0.5,True
deepseek-coder-1.3b,sink_arg,hidden,15,hidden_state,family,sql_exec,1.0,,,,67,168,0.5,True
deepseek-coder-1.3b,sink_arg,hidden,15,hidden_state,structure,assign_chain,0.9880952380952381,,,,67,168,0.5,True
deepseek-coder-1.3b,sink_arg,hidden,15,hidden_state,structure,branch_merge,1.0,,,,67,168,0.5,True
deepseek-coder-1.3b,sink_arg,hidden,15,hidden_state,structure,direct,1.0,,,,67,168,0.5,True
deepseek-coder-1.3b,sink_arg,hidden,15,hidden_state,structure,helper,0.9880952380952381,,,,67,168,0.5,True
deepseek-coder-1.3b,sink_arg,hidden,19,hidden_state,all,all,0.9911764705882353,0.9998269896193772,0.55873440285205,0.4324420677361853,67,168,0.5,True
deepseek-coder-1.3b,sink_arg,hidden,19,hidden_state,family,command_exec,1.0,,,,67,168,0.5,True
deepseek-coder-1.3b,sink_arg,hidden,19,hidden_state,family,dynamic_exec,0.9732142857142857,,,,67,168,0.5,True
deepseek-coder-1.3b,sink_arg,hidden,19,hidden_state,family,sql_exec,1.0,,,,67,168,0.5,True
deepseek-coder-1.3b,sink_arg,hidden,19,hidden_state,structure,assign_chain,0.9880952380952381,,,,67,168,0.5,True
deepseek-coder-1.3b,sink_arg,hidden,19,hidden_state,structure,branch_merge,1.0,,,,67,168,0.5,True
deepseek-coder-1.3b,sink_arg,hidden,19,hidden_state,structure,direct,1.0,,,,67,168,0.5,True
deepseek-coder-1.3b,sink_arg,hidden,19,hidden_state,structure,helper,0.9761904761904762,,,,67,168,0.5,True
deepseek-coder-1.3b,sink_arg,hidden,23,hidden_state,all,all,0.9882352941176471,1.0,0.5557040998217468,0.43253119429590026,67,168,0.5,True
deepseek-coder-1.3b,sink_arg,hidden,23,hidden_state,family,command_exec,1.0,,,,67,168,0.5,True
deepseek-coder-1.3b,sink_arg,hidden,23,hidden_state,family,dynamic_exec,0.9732142857142857,,,,67,168,0.5,True
deepseek-coder-1.3b,sink_arg,hidden,23,hidden_state,family,sql_exec,0.9910714285714286,,,,67,168,0.5,True
deepseek-coder-1.3b,sink_arg,hidden,23,hidden_state,structure,assign_chain,0.9761904761904762,,,,67,168,0.5,True
deepseek-coder-1.3b,sink_arg,hidden,23,hidden_state,structure,branch_merge,1.0,,,,67,168,0.5,True
deepseek-coder-1.3b,sink_arg,hidden,23,hidden_state,structure,direct,1.0,,,,67,168,0.5,True
deepseek-coder-1.3b,sink_arg,hidden,23,hidden_state,structure,helper,0.9761904761904762,,,,67,168,0.5,True
deepseek-coder-1.3b,last_token,surface,-1,local_surface,all,all,0.49696969696969695,0.49408841481820415,0.517825311942959,-0.02085561497326205,67,168,0.5,True
deepseek-coder-1.3b,last_token,surface,-1,local_surface,family,command_exec,0.49107142857142855,,,,67,168,0.5,True
deepseek-coder-1.3b,last_token,surface,-1,local_surface,family,dynamic_exec,0.4732142857142857,,,,67,168,0.5,True
deepseek-coder-1.3b,last_token,surface,-1,local_surface,family,sql_exec,0.5267857142857143,,,,67,168,0.5,True
deepseek-coder-1.3b,last_token,surface,-1,local_surface,structure,assign_chain,0.5,,,,67,168,0.5,True
deepseek-coder-1.3b,last_token,surface,-1,local_surface,structure,branch_merge,0.5,,,,67,168,0.5,True
deepseek-coder-1.3b,last_token,surface,-1,local_surface,structure,direct,0.4880952380952381,,,,67,168,0.5,True
deepseek-coder-1.3b,last_token,surface,-1,local_surface,structure,helper,0.5,,,,67,168,0.5,True
deepseek-coder-1.3b,last_token,whole_program_lexical,-1,whole_program_lexical,all,all,0.4642857142857143,0.0,0.5238095238095238,-0.059523809523809534,336,168,0.5,True
deepseek-coder-1.3b,last_token,whole_program_lexical,-1,whole_program_lexical,family,command_exec,0.44642857142857145,,,,336,168,0.5,True
deepseek-coder-1.3b,last_token,whole_program_lexical,-1,whole_program_lexical,family,dynamic_exec,0.44642857142857145,,,,336,168,0.5,True
deepseek-coder-1.3b,last_token,whole_program_lexical,-1,whole_program_lexical,family,sql_exec,0.5,,,,336,168,0.5,True
deepseek-coder-1.3b,last_token,whole_program_lexical,-1,whole_program_lexical,structure,assign_chain,0.40476190476190477,,,,336,168,0.5,True
deepseek-coder-1.3b,last_token,whole_program_lexical,-1,whole_program_lexical,structure,branch_merge,0.4880952380952381,,,,336,168,0.5,True
deepseek-coder-1.3b,last_token,whole_program_lexical,-1,whole_program_lexical,structure,direct,0.42857142857142855,,,,336,168,0.5,True
deepseek-coder-1.3b,last_token,whole_program_lexical,-1,whole_program_lexical,structure,helper,0.5357142857142857,,,,336,168,0.5,True
deepseek-coder-1.3b,last_token,hidden,-1,embedding,all,all,0.5,0.5,0.5,0.0,67,168,0.5,True
deepseek-coder-1.3b,last_token,hidden,-1,embedding,family,command_exec,0.5,,,,67,168,0.5,True
deepseek-coder-1.3b,last_token,hidden,-1,embedding,family,dynamic_exec,0.5,,,,67,168,0.5,True
deepseek-coder-1.3b,last_token,hidden,-1,embedding,family,sql_exec,0.5,,,,67,168,0.5,True
deepseek-coder-1.3b,last_token,hidden,-1,embedding,structure,assign_chain,0.5,,,,67,168,0.5,True
deepseek-coder-1.3b,last_token,hidden,-1,embedding,structure,branch_merge,0.5,,,,67,168,0.5,True
deepseek-coder-1.3b,last_token,hidden,-1,embedding,structure,direct,0.5,,,,67,168,0.5,True
deepseek-coder-1.3b,last_token,hidden,-1,embedding,structure,helper,0.5,,,,67,168,0.5,True
deepseek-coder-1.3b,last_token,hidden,0,hidden_state,all,all,0.47058823529411764,0.47359073592165757,0.5737967914438503,-0.10320855614973268,67,168,0.5,True
deepseek-coder-1.3b,last_token,hidden,0,hidden_state,family,command_exec,0.5178571428571429,,,,67,168,0.5,True
deepseek-coder-1.3b,last_token,hidden,0,hidden_state,family,dynamic_exec,0.4375,,,,67,168,0.5,True
deepseek-coder-1.3b,last_token,hidden,0,hidden_state,family,sql_exec,0.45535714285714285,,,,67,168,0.5,True
deepseek-coder-1.3b,last_token,hidden,0,hidden_state,structure,assign_chain,0.4523809523809524,,,,67,168,0.5,True
deepseek-coder-1.3b,last_token,hidden,0,hidden_state,structure,branch_merge,0.5238095238095238,,,,67,168,0.5,True
deepseek-coder-1.3b,last_token,hidden,0,hidden_state,structure,direct,0.4523809523809524,,,,67,168,0.5,True
deepseek-coder-1.3b,last_token,hidden,0,hidden_state,structure,helper,0.4523809523809524,,,,67,168,0.5,True
deepseek-coder-1.3b,last_token,hidden,3,hidden_state,all,all,0.4672905525846702,0.5144848929686929,0.5955436720142602,-0.12825311942958995,67,168,0.5,True
deepseek-coder-1.3b,last_token,hidden,3,hidden_state,family,command_exec,0.41964285714285715,,,,67,168,0.5,True
deepseek-coder-1.3b,last_token,hidden,3,hidden_state,family,dynamic_exec,0.5178571428571429,,,,67,168,0.5,True
deepseek-coder-1.3b,last_token,hidden,3,hidden_state,family,sql_exec,0.4642857142857143,,,,67,168,0.5,True
deepseek-coder-1.3b,last_token,hidden,3,hidden_state,structure,assign_chain,0.38095238095238093,,,,67,168,0.5,True
deepseek-coder-1.3b,last_token,hidden,3,hidden_state,structure,branch_merge,0.5119047619047619,,,,67,168,0.5,True
deepseek-coder-1.3b,last_token,hidden,3,hidden_state,structure,direct,0.5357142857142857,,,,67,168,0.5,True
deepseek-coder-1.3b,last_token,hidden,3,hidden_state,structure,helper,0.44047619047619047,,,,67,168,0.5,True
deepseek-coder-1.3b,last_token,hidden,7,hidden_state,all,all,0.9880570409982175,0.9998163452708908,0.5828877005347594,0.4051693404634581,67,168,0.5,True
deepseek-coder-1.3b,last_token,hidden,7,hidden_state,family,command_exec,1.0,,,,67,168,0.5,True
deepseek-coder-1.3b,last_token,hidden,7,hidden_state,family,dynamic_exec,0.9910714285714286,,,,67,168,0.5,True
deepseek-coder-1.3b,last_token,hidden,7,hidden_state,family,sql_exec,0.9732142857142857,,,,67,168,0.5,True
deepseek-coder-1.3b,last_token,hidden,7,hidden_state,structure,assign_chain,0.9642857142857143,,,,67,168,0.5,True
deepseek-coder-1.3b,last_token,hidden,7,hidden_state,structure,branch_merge,1.0,,,,67,168,0.5,True
deepseek-coder-1.3b,last_token,hidden,7,hidden_state,structure,direct,1.0,,,,67,168,0.5,True
deepseek-coder-1.3b,last_token,hidden,7,hidden_state,structure,helper,0.9880952380952381,,,,67,168,0.5,True
deepseek-coder-1.3b,last_token,hidden,11,hidden_state,all,all,1.0,1.0,0.5622994652406417,0.43770053475935833,67,168,0.5,True
deepseek-coder-1.3b,last_token,hidden,11,hidden_state,family,command_exec,1.0,,,,67,168,0.5,True
deepseek-coder-1.3b,last_token,hidden,11,hidden_state,family,dynamic_exec,1.0,,,,67,168,0.5,True
deepseek-coder-1.3b,last_token,hidden,11,hidden_state,family,sql_exec,1.0,,,,67,168,0.5,True
deepseek-coder-1.3b,last_token,hidden,11,hidden_state,structure,assign_chain,1.0,,,,67,168,0.5,True
deepseek-coder-1.3b,last_token,hidden,11,hidden_state,structure,branch_merge,1.0,,,,67,168,0.5,True
deepseek-coder-1.3b,last_token,hidden,11,hidden_state,structure,direct,1.0,,,,67,168,0.5,True
deepseek-coder-1.3b,last_token,hidden,11,hidden_state,structure,helper,1.0,,,,67,168,0.5,True
deepseek-coder-1.3b,last_token,hidden,15,hidden_state,all,all,1.0,1.0,0.5565953654188948,0.44340463458110524,67,168,0.5,True
deepseek-coder-1.3b,last_token,hidden,15,hidden_state,family,command_exec,1.0,,,,67,168,0.5,True
deepseek-coder-1.3b,last_token,hidden,15,hidden_state,family,dynamic_exec,1.0,,,,67,168,0.5,True
deepseek-coder-1.3b,last_token,hidden,15,hidden_state,family,sql_exec,1.0,,,,67,168,0.5,True
deepseek-coder-1.3b,last_token,hidden,15,hidden_state,structure,assign_chain,1.0,,,,67,168,0.5,True
deepseek-coder-1.3b,last_token,hidden,15,hidden_state,structure,branch_merge,1.0,,,,67,168,0.5,True
deepseek-coder-1.3b,last_token,hidden,15,hidden_state,structure,direct,1.0,,,,67,168,0.5,True
deepseek-coder-1.3b,last_token,hidden,15,hidden_state,structure,helper,1.0,,,,67,168,0.5,True
deepseek-coder-1.3b,last_token,hidden,19,hidden_state,all,all,1.0,1.0,0.5472370766488412,0.45276292335115875,67,168,0.5,True
deepseek-coder-1.3b,last_token,hidden,19,hidden_state,family,command_exec,1.0,,,,67,168,0.5,True
deepseek-coder-1.3b,last_token,hidden,19,hidden_state,family,dynamic_exec,1.0,,,,67,168,0.5,True
deepseek-coder-1.3b,last_token,hidden,19,hidden_state,family,sql_exec,1.0,,,,67,168,0.5,True
deepseek-coder-1.3b,last_token,hidden,19,hidden_state,structure,assign_chain,1.0,,,,67,168,0.5,True
deepseek-coder-1.3b,last_token,hidden,19,hidden_state,structure,branch_merge,1.0,,,,67,168,0.5,True
deepseek-coder-1.3b,last_token,hidden,19,hidden_state,structure,direct,1.0,,,,67,168,0.5,True
deepseek-coder-1.3b,last_token,hidden,19,hidden_state,structure,helper,1.0,,,,67,168,0.5,True
deepseek-coder-1.3b,last_token,hidden,23,hidden_state,all,all,0.9940285204991088,0.9998269896193772,0.5236185383244207,0.4704099821746881,67,168,0.5,True
deepseek-coder-1.3b,last_token,hidden,23,hidden_state,family,command_exec,1.0,,,,67,168,0.5,True
deepseek-coder-1.3b,last_token,hidden,23,hidden_state,family,dynamic_exec,0.9910714285714286,,,,67,168,0.5,True
deepseek-coder-1.3b,last_token,hidden,23,hidden_state,family,sql_exec,0.9910714285714286,,,,67,168,0.5,True
deepseek-coder-1.3b,last_token,hidden,23,hidden_state,structure,assign_chain,0.9761904761904762,,,,67,168,0.5,True
deepseek-coder-1.3b,last_token,hidden,23,hidden_state,structure,branch_merge,1.0,,,,67,168,0.5,True
deepseek-coder-1.3b,last_token,hidden,23,hidden_state,structure,direct,1.0,,,,67,168,0.5,True
deepseek-coder-1.3b,last_token,hidden,23,hidden_state,structure,helper,1.0,,,,67,168,0.5,True
