lens,layer,read,family,concept,n,median_rank,mean_rank,pass@1,pass@5,pass@10,pass@50,pass@100
j-lens,12,answer,binding_concept,binding,224,19402.5,19487.977678571428,0.0,0.0,0.0,0.0,0.0
j-lens,13,answer,binding_concept,binding,224,19264.0,19088.84375,0.0,0.0,0.0,0.0,0.0
j-lens,14,answer,binding_concept,binding,224,23409.0,23150.70535714286,0.0,0.0,0.0,0.0,0.0
j-lens,15,answer,binding_concept,binding,224,29298.0,28186.397321428572,0.0,0.0,0.0,0.0,0.0
j-lens,16,answer,binding_concept,binding,224,28313.0,26733.285714285714,0.0,0.0,0.0,0.0,0.0
j-lens,17,answer,binding_concept,binding,224,28652.5,27157.410714285714,0.0,0.0,0.0,0.0,0.0
j-lens,18,answer,binding_concept,binding,224,20829.5,20103.727678571428,0.0,0.0,0.0,0.0,0.0
j-lens,19,answer,binding_concept,binding,224,7329.0,7839.450892857143,0.0,0.0,0.0,0.0,0.0
j-lens,20,answer,binding_concept,binding,224,2704.0,3241.8035714285716,0.0,0.0,0.0,0.0,0.0
j-lens,21,answer,binding_concept,binding,224,3720.0,4135.276785714285,0.0,0.0,0.0,0.0,0.0
j-lens,22,answer,binding_concept,binding,224,7467.0,8409.973214285714,0.0,0.0,0.0,0.0,0.0
j-lens,23,answer,binding_concept,binding,224,5533.5,6022.049107142857,0.0,0.0,0.0,0.0,0.0
j-lens,24,answer,binding_concept,binding,224,3423.0,3930.4776785714284,0.0,0.0,0.0,0.0,0.0
j-lens,25,answer,binding_concept,binding,224,1691.5,2265.151785714286,0.0,0.0,0.0,0.0,0.0
j-lens,26,answer,binding_concept,binding,224,2129.5,2698.4598214285716,0.0,0.0,0.0,0.0,0.0
j-lens,27,answer,binding_concept,binding,224,4981.5,5596.232142857143,0.0,0.0,0.0,0.0,0.0
j-lens,28,answer,binding_concept,binding,224,4038.0,4308.754464285715,0.0,0.0,0.0,0.0,0.0
j-lens,29,answer,binding_concept,binding,224,5226.0,5330.790178571428,0.0,0.0,0.0,0.0,0.0
j-lens,30,answer,binding_concept,binding,224,4783.0,4925.017857142857,0.0,0.0,0.0,0.0,0.0
j-lens,0,answer,binding_concept,bound,224,11229.5,11255.21875,0.0,0.0,0.0,0.0,0.0
j-lens,1,answer,binding_concept,bound,224,1276.0,1330.5625,0.0,0.0,0.0,0.0,0.0
j-lens,2,answer,binding_concept,bound,224,3862.0,3926.4241071428573,0.0,0.0,0.0,0.0,0.0
j-lens,3,answer,binding_concept,bound,224,2752.5,2757.464285714286,0.0,0.0,0.0,0.0,0.0
j-lens,4,answer,binding_concept,bound,224,4545.0,4673.316964285715,0.0,0.0,0.0,0.0,0.0
j-lens,5,answer,binding_concept,bound,224,10595.5,10489.433035714286,0.0,0.0,0.0,0.0,0.0
j-lens,6,answer,binding_concept,bound,224,7040.5,6853.129464285715,0.0,0.0,0.0,0.0,0.0
j-lens,7,answer,binding_concept,bound,224,11870.0,12359.53125,0.0,0.0,0.0,0.0,0.0
j-lens,8,answer,binding_concept,bound,224,11157.0,11636.53125,0.0,0.0,0.0,0.0,0.0
j-lens,9,answer,binding_concept,bound,224,23583.0,23680.98214285714,0.0,0.0,0.0,0.0,0.0
j-lens,10,answer,binding_concept,bound,224,3278.0,3494.5223214285716,0.0,0.0,0.0,0.0,0.0
j-lens,11,answer,binding_concept,bound,224,5121.5,5215.910714285715,0.0,0.0,0.0,0.0,0.0
j-lens,12,answer,binding_concept,bound,224,12349.0,12978.857142857143,0.0,0.0,0.0,0.0,0.0
j-lens,13,answer,binding_concept,bound,224,10117.0,10075.205357142857,0.0,0.0,0.0,0.0,0.0
j-lens,14,answer,binding_concept,bound,224,6344.5,6583.535714285715,0.0,0.0,0.0,0.0,0.0
j-lens,15,answer,binding_concept,bound,224,11066.5,11442.267857142857,0.0,0.0,0.0,0.0,0.0
j-lens,16,answer,binding_concept,bound,224,16349.0,16829.15625,0.0,0.0,0.0,0.0,0.0
j-lens,17,answer,binding_concept,bound,224,12674.0,12706.892857142857,0.0,0.0,0.0,0.0,0.0
j-lens,18,answer,binding_concept,bound,224,5526.5,6542.102678571428,0.0,0.0,0.0,0.0,0.0
j-lens,19,answer,binding_concept,bound,224,3744.5,4771.236607142857,0.0,0.0,0.0,0.0,0.0
j-lens,20,answer,binding_concept,bound,224,1356.0,2028.017857142857,0.0,0.0,0.0,0.0,0.0
j-lens,21,answer,binding_concept,bound,224,887.0,1189.9642857142858,0.0,0.0,0.0,0.0,0.0
j-lens,22,answer,binding_concept,bound,224,2959.5,3842.6383928571427,0.0,0.0,0.0,0.0,0.0
j-lens,23,answer,binding_concept,bound,224,3295.5,4065.8973214285716,0.0,0.0,0.0,0.0,0.0
j-lens,24,answer,binding_concept,bound,224,2843.5,3512.8928571428573,0.0,0.0,0.0,0.0,0.0
j-lens,25,answer,binding_concept,bound,224,2109.5,2752.941964285714,0.0,0.0,0.0,0.0,0.0
j-lens,26,answer,binding_concept,bound,224,2010.0,2656.8839285714284,0.0,0.0,0.0,0.0,0.0
j-lens,27,answer,binding_concept,bound,224,2006.0,2677.214285714286,0.0,0.0,0.0,0.0,0.0
j-lens,28,answer,binding_concept,bound,224,1673.0,2245.0714285714284,0.0,0.0,0.0,0.0,0.0
j-lens,29,answer,binding_concept,bound,224,1615.5,1892.4151785714287,0.0,0.0,0.0,0.0,0.0
j-lens,30,answer,binding_concept,bound,224,1901.5,2004.107142857143,0.0,0.0,0.0,0.0,0.0
j-lens,0,answer,binding_concept,definition,224,2021.0,2046.767857142857,0.0,0.0,0.0,0.0,0.0
j-lens,1,answer,binding_concept,definition,224,1042.5,1012.8035714285714,0.0,0.0,0.0,0.0,0.0
j-lens,2,answer,binding_concept,definition,224,907.5,897.7008928571429,0.0,0.0,0.0,0.0,0.0
j-lens,3,answer,binding_concept,definition,224,339.0,337.6830357142857,0.0,0.0,0.0,0.0,0.0
j-lens,4,answer,binding_concept,definition,224,693.5,702.5669642857143,0.0,0.0,0.0,0.0,0.0
j-lens,5,answer,binding_concept,definition,224,978.5,960.0401785714286,0.0,0.0,0.0,0.0,0.0
j-lens,6,answer,binding_concept,definition,224,1069.5,1185.4330357142858,0.0,0.0,0.0,0.0,0.0
j-lens,7,answer,binding_concept,definition,224,673.5,786.0357142857143,0.0,0.0,0.0,0.0,0.0
j-lens,8,answer,binding_concept,definition,224,3250.5,3511.6473214285716,0.0,0.0,0.0,0.0,0.0
j-lens,9,answer,binding_concept,definition,224,2809.5,2891.1116071428573,0.0,0.0,0.0,0.0,0.0
j-lens,10,answer,binding_concept,definition,224,3474.0,3532.066964285714,0.0,0.0,0.0,0.0,0.0
j-lens,11,answer,binding_concept,definition,224,2914.5,3079.5,0.0,0.0,0.0,0.0,0.0
j-lens,12,answer,binding_concept,definition,224,2362.5,2723.4196428571427,0.0,0.0,0.0,0.0,0.0
j-lens,13,answer,binding_concept,definition,224,4230.0,4792.75,0.0,0.0,0.0,0.0,0.0
j-lens,14,answer,binding_concept,definition,224,2355.0,2423.223214285714,0.0,0.0,0.0,0.0,0.0
j-lens,15,answer,binding_concept,definition,224,2992.5,2882.5223214285716,0.0,0.0,0.0,0.0,0.0
j-lens,16,answer,binding_concept,definition,224,1361.5,1405.0848214285713,0.0,0.0,0.0,0.0,0.0
j-lens,17,answer,binding_concept,definition,224,622.5,811.7455357142857,0.0,0.0,0.0,0.0,0.03571428571428571
j-lens,18,answer,binding_concept,definition,224,871.0,1083.5982142857142,0.0,0.0,0.0,0.0,0.013392857142857142
j-lens,19,answer,binding_concept,definition,224,1054.0,1475.96875,0.0,0.0,0.0,0.0,0.0
j-lens,20,answer,binding_concept,definition,224,1306.5,1867.575892857143,0.0,0.0,0.0,0.0,0.0
j-lens,21,answer,binding_concept,definition,224,1254.5,1929.8348214285713,0.0,0.0,0.0,0.0,0.0
j-lens,22,answer,binding_concept,definition,224,1601.5,2656.191964285714,0.0,0.0,0.0,0.0,0.0
j-lens,23,answer,binding_concept,definition,224,1271.5,2068.6875,0.0,0.0,0.0,0.0,0.0
j-lens,24,answer,binding_concept,definition,224,1088.5,1695.392857142857,0.0,0.0,0.0,0.0,0.0
j-lens,25,answer,binding_concept,definition,224,1236.5,1569.1964285714287,0.0,0.0,0.0,0.0,0.0
j-lens,26,answer,binding_concept,definition,224,1671.5,2079.0133928571427,0.0,0.0,0.0,0.0,0.0
j-lens,27,answer,binding_concept,definition,224,1301.0,1601.9598214285713,0.0,0.0,0.0,0.0,0.0
j-lens,28,answer,binding_concept,definition,224,859.5,1000.1741071428571,0.0,0.0,0.0,0.0,0.0
j-lens,29,answer,binding_concept,definition,224,409.5,425.30357142857144,0.0,0.0,0.0,0.0,0.0
j-lens,30,answer,binding_concept,definition,224,376.0,373.96875,0.0,0.0,0.0,0.0,0.0
j-lens,0,answer,binding_concept,global,224,10623.5,10719.455357142857,0.0,0.0,0.0,0.0,0.0
j-lens,1,answer,binding_concept,global,224,4558.0,4632.861607142857,0.0,0.0,0.0,0.0,0.0
j-lens,2,answer,binding_concept,global,224,11865.0,11828.5,0.0,0.0,0.0,0.0,0.0
j-lens,3,answer,binding_concept,global,224,9162.0,9134.705357142857,0.0,0.0,0.0,0.0,0.0
j-lens,4,answer,binding_concept,global,224,10498.5,9875.38392857143,0.0,0.0,0.0,0.0,0.0
j-lens,5,answer,binding_concept,global,224,2710.5,2539.4241071428573,0.0,0.0,0.0,0.0,0.0
j-lens,6,answer,binding_concept,global,224,5408.5,5405.098214285715,0.0,0.0,0.0,0.0,0.0
j-lens,7,answer,binding_concept,global,224,4164.5,4059.660714285714,0.0,0.0,0.0,0.0,0.0
j-lens,8,answer,binding_concept,global,224,17058.0,16090.830357142857,0.0,0.0,0.0,0.0,0.0
j-lens,9,answer,binding_concept,global,224,1553.5,1698.5714285714287,0.0,0.0,0.0,0.0,0.0
j-lens,10,answer,binding_concept,global,224,1509.5,1568.9464285714287,0.0,0.0,0.0,0.0,0.0
j-lens,11,answer,binding_concept,global,224,227.0,256.23660714285717,0.0,0.0,0.0,0.0,0.004464285714285714
j-lens,12,answer,binding_concept,global,224,193.5,230.4375,0.0,0.0,0.0,0.0,0.07142857142857142
j-lens,13,answer,binding_concept,global,224,44.5,74.78125,0.0,0.004464285714285714,0.05357142857142857,0.5446428571428571,0.7589285714285714
j-lens,14,answer,binding_concept,global,224,174.5,252.48660714285714,0.0,0.0,0.0,0.08928571428571429,0.22767857142857142
j-lens,15,answer,binding_concept,global,224,185.5,260.5625,0.0,0.0,0.004464285714285714,0.18303571428571427,0.35714285714285715
j-lens,16,answer,binding_concept,global,224,348.5,675.1071428571429,0.0,0.0,0.0,0.03125,0.12946428571428573
j-lens,17,answer,binding_concept,global,224,736.0,1301.6517857142858,0.0,0.0,0.0,0.004464285714285714,0.03125
j-lens,18,answer,binding_concept,global,224,667.0,1493.3526785714287,0.0,0.0,0.0,0.0,0.03125
j-lens,19,answer,binding_concept,global,224,842.5,2292.7276785714284,0.0,0.0,0.0,0.0,0.04017857142857143
j-lens,20,answer,binding_concept,global,224,113.0,355.50892857142856,0.0,0.03571428571428571,0.07589285714285714,0.3705357142857143,0.47767857142857145
j-lens,21,answer,binding_concept,global,224,52.0,105.25446428571429,0.0,0.017857142857142856,0.08035714285714286,0.47767857142857145,0.6964285714285714
j-lens,22,answer,binding_concept,global,224,81.5,163.96428571428572,0.0,0.0,0.013392857142857142,0.35714285714285715,0.5580357142857143
j-lens,23,answer,binding_concept,global,224,30.0,56.9375,0.0,0.07589285714285714,0.13839285714285715,0.65625,0.84375
j-lens,24,answer,binding_concept,global,224,25.0,51.60267857142857,0.0,0.013392857142857142,0.16517857142857142,0.7142857142857143,0.8883928571428571
j-lens,25,answer,binding_concept,global,224,15.0,24.53125,0.0,0.05803571428571429,0.29464285714285715,0.8794642857142857,0.96875
j-lens,26,answer,binding_concept,global,224,15.0,22.191964285714285,0.0,0.013392857142857142,0.29017857142857145,0.90625,0.9821428571428571
j-lens,27,answer,binding_concept,global,224,21.0,30.200892857142858,0.0,0.022321428571428572,0.15178571428571427,0.8571428571428571,0.9419642857142857
j-lens,28,answer,binding_concept,global,224,29.0,40.392857142857146,0.0,0.0,0.008928571428571428,0.7321428571428571,0.9241071428571429
j-lens,29,answer,binding_concept,global,224,46.0,60.96875,0.0,0.0,0.0,0.5357142857142857,0.8258928571428571
j-lens,30,answer,binding_concept,global,224,70.5,84.25,0.0,0.0,0.0,0.30357142857142855,0.6919642857142857
j-lens,0,answer,binding_concept,inner,224,14520.5,14527.53125,0.0,0.0,0.0,0.0,0.0
j-lens,1,answer,binding_concept,inner,224,14658.0,14659.11607142857,0.0,0.0,0.0,0.0,0.0
j-lens,2,answer,binding_concept,inner,224,2797.0,2753.3839285714284,0.0,0.0,0.0,0.0,0.0
j-lens,3,answer,binding_concept,inner,224,1529.5,1524.4955357142858,0.0,0.0,0.0,0.0,0.0
j-lens,4,answer,binding_concept,inner,224,13702.5,13440.629464285714,0.0,0.0,0.0,0.0,0.0
j-lens,5,answer,binding_concept,inner,224,7583.5,7508.142857142857,0.0,0.0,0.0,0.0,0.0
j-lens,6,answer,binding_concept,inner,224,9703.5,10116.66517857143,0.0,0.0,0.0,0.0,0.0
j-lens,7,answer,binding_concept,inner,224,11185.5,11112.794642857143,0.0,0.0,0.0,0.0,0.0
j-lens,8,answer,binding_concept,inner,224,15345.0,15351.33482142857,0.0,0.0,0.0,0.0,0.0
j-lens,9,answer,binding_concept,inner,224,9853.5,10332.026785714286,0.0,0.0,0.0,0.0,0.0
j-lens,10,answer,binding_concept,inner,224,9598.5,9859.174107142857,0.0,0.0,0.0,0.0,0.0
j-lens,11,answer,binding_concept,inner,224,4853.5,5074.540178571428,0.0,0.0,0.0,0.0,0.0
j-lens,12,answer,binding_concept,inner,224,4372.5,4550.232142857143,0.0,0.0,0.0,0.0,0.0
j-lens,13,answer,binding_concept,inner,224,4215.5,4911.09375,0.0,0.0,0.0,0.0,0.0
j-lens,14,answer,binding_concept,inner,224,5022.0,6210.78125,0.0,0.0,0.0,0.0,0.0
j-lens,15,answer,binding_concept,inner,224,9341.5,10371.267857142857,0.0,0.0,0.0,0.0,0.0
j-lens,16,answer,binding_concept,inner,224,8056.5,10051.888392857143,0.0,0.0,0.0,0.0,0.0
j-lens,17,answer,binding_concept,inner,224,13694.0,14162.65625,0.0,0.0,0.0,0.0,0.0
j-lens,18,answer,binding_concept,inner,224,17161.5,16356.29017857143,0.0,0.0,0.0,0.0,0.0
j-lens,19,answer,binding_concept,inner,224,12968.0,13089.285714285714,0.0,0.0,0.0,0.0,0.0
j-lens,20,answer,binding_concept,inner,224,11951.0,13184.892857142857,0.0,0.0,0.0,0.0,0.0
j-lens,21,answer,binding_concept,inner,224,10441.5,11750.79017857143,0.0,0.0,0.0,0.0,0.0
j-lens,22,answer,binding_concept,inner,224,10948.5,12269.955357142857,0.0,0.0,0.0,0.0,0.0
j-lens,23,answer,binding_concept,inner,224,10456.0,11605.401785714286,0.0,0.0,0.0,0.0,0.0
j-lens,24,answer,binding_concept,inner,224,8817.5,9479.455357142857,0.0,0.0,0.0,0.0,0.0
j-lens,25,answer,binding_concept,inner,224,4572.0,5167.910714285715,0.0,0.0,0.0,0.0,0.0
j-lens,26,answer,binding_concept,inner,224,7270.0,8224.129464285714,0.0,0.0,0.0,0.0,0.0
j-lens,27,answer,binding_concept,inner,224,5564.0,5763.026785714285,0.0,0.0,0.0,0.0,0.0
j-lens,28,answer,binding_concept,inner,224,3202.0,3510.629464285714,0.0,0.0,0.0,0.0,0.0
j-lens,29,answer,binding_concept,inner,224,1362.5,1458.6205357142858,0.0,0.0,0.0,0.0,0.0
j-lens,30,answer,binding_concept,inner,224,1230.0,1283.388392857143,0.0,0.0,0.0,0.0,0.0
j-lens,0,answer,binding_concept,local,224,23263.0,23305.125,0.0,0.0,0.0,0.0,0.0
j-lens,1,answer,binding_concept,local,224,2865.0,2866.0714285714284,0.0,0.0,0.0,0.0,0.0
j-lens,2,answer,binding_concept,local,224,7636.0,7387.383928571428,0.0,0.0,0.0,0.0,0.0
j-lens,3,answer,binding_concept,local,224,2061.5,2061.8035714285716,0.0,0.0,0.0,0.0,0.0
j-lens,4,answer,binding_concept,local,224,5511.0,5318.392857142857,0.0,0.0,0.0,0.0,0.0
j-lens,5,answer,binding_concept,local,224,1252.0,1288.5625,0.0,0.0,0.0,0.0,0.0
j-lens,6,answer,binding_concept,local,224,904.0,959.4732142857143,0.0,0.0,0.0,0.0,0.0
j-lens,7,answer,binding_concept,local,224,1170.5,1216.4642857142858,0.0,0.0,0.0,0.0,0.0
j-lens,8,answer,binding_concept,local,224,478.5,543.375,0.0,0.0,0.0,0.0,0.0
j-lens,9,answer,binding_concept,local,224,3589.5,3771.1875,0.0,0.0,0.0,0.0,0.0
j-lens,10,answer,binding_concept,local,224,1173.5,1234.169642857143,0.0,0.0,0.0,0.0,0.0
j-lens,11,answer,binding_concept,local,224,1170.0,1264.3973214285713,0.0,0.0,0.0,0.0,0.0
j-lens,12,answer,binding_concept,local,224,1716.5,2059.026785714286,0.0,0.0,0.0,0.0,0.0
j-lens,13,answer,binding_concept,local,224,678.5,774.5758928571429,0.0,0.0,0.0,0.0,0.017857142857142856
j-lens,14,answer,binding_concept,local,224,1442.5,1816.607142857143,0.0,0.0,0.0,0.008928571428571428,0.022321428571428572
j-lens,15,answer,binding_concept,local,224,584.0,698.2232142857143,0.0,0.0,0.0,0.022321428571428572,0.049107142857142856
j-lens,16,answer,binding_concept,local,224,242.5,348.89285714285717,0.0,0.0,0.0,0.04017857142857143,0.15178571428571427
j-lens,17,answer,binding_concept,local,224,299.0,419.82589285714283,0.0,0.0,0.0,0.022321428571428572,0.10267857142857142
j-lens,18,answer,binding_concept,local,224,526.0,682.1428571428571,0.0,0.0,0.0,0.008928571428571428,0.022321428571428572
j-lens,19,answer,binding_concept,local,224,786.5,1032.174107142857,0.0,0.0,0.0,0.0,0.004464285714285714
j-lens,20,answer,binding_concept,local,224,117.5,171.33035714285714,0.0,0.0,0.0,0.14732142857142858,0.4017857142857143
j-lens,21,answer,binding_concept,local,224,115.0,155.55803571428572,0.0,0.0,0.0,0.11607142857142858,0.3794642857142857
j-lens,22,answer,binding_concept,local,224,259.5,363.5580357142857,0.0,0.0,0.0,0.04017857142857143,0.16517857142857142
j-lens,23,answer,binding_concept,local,224,371.0,491.20089285714283,0.0,0.0,0.0,0.004464285714285714,0.044642857142857144
j-lens,24,answer,binding_concept,local,224,252.0,312.7232142857143,0.0,0.0,0.0,0.04017857142857143,0.10267857142857142
j-lens,25,answer,binding_concept,local,224,135.5,185.91071428571428,0.0,0.0,0.0,0.08035714285714286,0.3392857142857143
j-lens,26,answer,binding_concept,local,224,136.0,176.59375,0.0,0.0,0.0,0.07589285714285714,0.33482142857142855
j-lens,27,answer,binding_concept,local,224,107.0,139.20535714285714,0.0,0.0,0.0,0.16071428571428573,0.4642857142857143
j-lens,28,answer,binding_concept,local,224,133.5,156.75,0.0,0.0,0.0,0.0625,0.33035714285714285
j-lens,29,answer,binding_concept,local,224,157.5,169.03571428571428,0.0,0.0,0.0,0.04017857142857143,0.20535714285714285
j-lens,30,answer,binding_concept,local,224,171.0,173.25446428571428,0.0,0.0,0.0,0.017857142857142856,0.12053571428571429
j-lens,0,answer,binding_concept,outer,224,13252.5,13342.763392857143,0.0,0.0,0.0,0.0,0.0
j-lens,1,answer,binding_concept,outer,224,10065.5,9981.410714285714,0.0,0.0,0.0,0.0,0.0
j-lens,2,answer,binding_concept,outer,224,4076.5,4062.401785714286,0.0,0.0,0.0,0.0,0.0
j-lens,3,answer,binding_concept,outer,224,1225.0,1258.669642857143,0.0,0.0,0.0,0.0,0.0
j-lens,4,answer,binding_concept,outer,224,2621.5,2689.0401785714284,0.0,0.0,0.0,0.0,0.0
j-lens,5,answer,binding_concept,outer,224,10124.5,10215.736607142857,0.0,0.0,0.0,0.0,0.0
j-lens,6,answer,binding_concept,outer,224,3826.0,3910.2098214285716,0.0,0.0,0.0,0.0,0.0
j-lens,7,answer,binding_concept,outer,224,4591.0,4735.647321428572,0.0,0.0,0.0,0.0,0.0
j-lens,8,answer,binding_concept,outer,224,4412.5,4506.263392857143,0.0,0.0,0.0,0.0,0.0
j-lens,9,answer,binding_concept,outer,224,5226.0,5371.723214285715,0.0,0.0,0.0,0.0,0.0
j-lens,10,answer,binding_concept,outer,224,5675.0,5982.290178571428,0.0,0.0,0.0,0.0,0.0
j-lens,11,answer,binding_concept,outer,224,3286.0,3451.089285714286,0.0,0.0,0.0,0.0,0.0
j-lens,12,answer,binding_concept,outer,224,3440.5,3756.0803571428573,0.0,0.0,0.0,0.0,0.0
j-lens,13,answer,binding_concept,outer,224,4808.5,5154.620535714285,0.0,0.0,0.0,0.0,0.0
j-lens,14,answer,binding_concept,outer,224,5412.0,5824.683035714285,0.0,0.0,0.0,0.0,0.0
j-lens,15,answer,binding_concept,outer,224,6870.5,7124.25,0.0,0.0,0.0,0.0,0.0
j-lens,16,answer,binding_concept,outer,224,6980.0,7501.116071428572,0.0,0.0,0.0,0.0,0.0
j-lens,17,answer,binding_concept,outer,224,12201.0,12493.77232142857,0.0,0.0,0.0,0.0,0.0
j-lens,18,answer,binding_concept,outer,224,7463.5,7766.084821428572,0.0,0.0,0.0,0.0,0.0
j-lens,19,answer,binding_concept,outer,224,6985.0,7478.848214285715,0.0,0.0,0.0,0.0,0.0
j-lens,20,answer,binding_concept,outer,224,5748.0,6503.540178571428,0.0,0.0,0.0,0.0,0.0
j-lens,21,answer,binding_concept,outer,224,4443.0,5277.142857142857,0.0,0.0,0.0,0.0,0.0
j-lens,22,answer,binding_concept,outer,224,7039.0,7629.526785714285,0.0,0.0,0.0,0.0,0.0
j-lens,23,answer,binding_concept,outer,224,4448.5,5416.366071428572,0.0,0.0,0.0,0.0,0.0
j-lens,24,answer,binding_concept,outer,224,4240.5,4948.138392857143,0.0,0.0,0.0,0.0,0.0
j-lens,25,answer,binding_concept,outer,224,3855.0,4218.459821428572,0.0,0.0,0.0,0.0,0.0
j-lens,26,answer,binding_concept,outer,224,6636.0,6750.334821428572,0.0,0.0,0.0,0.0,0.0
j-lens,27,answer,binding_concept,outer,224,4973.0,5074.629464285715,0.0,0.0,0.0,0.0,0.0
j-lens,28,answer,binding_concept,outer,224,4070.5,3992.9598214285716,0.0,0.0,0.0,0.0,0.0
j-lens,29,answer,binding_concept,outer,224,2171.0,2238.6116071428573,0.0,0.0,0.0,0.0,0.0
j-lens,30,answer,binding_concept,outer,224,1833.0,1814.767857142857,0.0,0.0,0.0,0.0,0.0
j-lens,0,answer,binding_concept,scope,224,14252.5,14144.308035714286,0.0,0.0,0.0,0.0,0.0
j-lens,1,answer,binding_concept,scope,224,2360.0,2337.8973214285716,0.0,0.0,0.0,0.0,0.0
j-lens,2,answer,binding_concept,scope,224,5031.5,5206.160714285715,0.0,0.0,0.0,0.0,0.0
j-lens,3,answer,binding_concept,scope,224,1360.0,1331.5848214285713,0.0,0.0,0.0,0.0,0.0
