lens,layer,family,read,n,median_rank,mean_margin,pass@1,pass@10,pass@25
j-lens,24,binding,answer,20,1.5,6.546875,0.2,1.0,1.0
j-lens,25,binding,answer,20,0.0,7.0234375,0.85,1.0,1.0
j-lens,26,binding,answer,20,0.0,7.9046875,0.9,1.0,1.0
j-lens,27,binding,answer,20,0.0,7.8,1.0,1.0,1.0
j-lens,28,binding,answer,20,0.0,9.31875,1.0,1.0,1.0
j-lens,29,binding,answer,20,0.0,9.00625,1.0,1.0,1.0
j-lens,30,binding,answer,20,0.0,8.3375,1.0,1.0,1.0
j-lens,0,binding,use,20,19684.5,-0.00078125,0.0,0.0,0.0
j-lens,1,binding,use,20,5866.0,0.000390625,0.0,0.0,0.0
j-lens,2,binding,use,20,2661.0,-0.02626953125,0.0,0.0,0.0
j-lens,3,binding,use,20,754.5,0.01484375,0.0,0.0,0.0
j-lens,4,binding,use,20,1413.0,0.01484375,0.0,0.0,0.0
j-lens,5,binding,use,20,104.5,-0.06796875,0.0,0.0,0.1
j-lens,6,binding,use,20,331.5,0.005078125,0.0,0.0,0.0
j-lens,7,binding,use,20,247.5,-0.09296875,0.0,0.0,0.0
j-lens,8,binding,use,20,1300.5,-0.083642578125,0.0,0.0,0.0
j-lens,9,binding,use,20,671.0,0.00185546875,0.0,0.0,0.0
j-lens,10,binding,use,20,359.5,0.050390625,0.0,0.0,0.0
j-lens,11,binding,use,20,508.5,-0.0041015625,0.0,0.0,0.0
j-lens,12,binding,use,20,481.0,-0.085546875,0.0,0.0,0.0
j-lens,13,binding,use,20,529.0,-0.016015625,0.0,0.0,0.0
j-lens,14,binding,use,20,1383.5,0.02265625,0.0,0.0,0.0
j-lens,15,binding,use,20,1064.0,0.01328125,0.0,0.0,0.0
j-lens,16,binding,use,20,2586.5,-0.0388671875,0.0,0.0,0.0
j-lens,17,binding,use,20,1883.0,-0.02109375,0.0,0.0,0.0
j-lens,18,binding,use,20,1681.0,0.024609375,0.0,0.0,0.0
j-lens,19,binding,use,20,1294.0,0.0328125,0.0,0.0,0.0
j-lens,20,binding,use,20,1089.5,0.1296875,0.0,0.0,0.0
j-lens,21,binding,use,20,1471.5,0.0986328125,0.0,0.0,0.0
j-lens,22,binding,use,20,2353.0,0.07705078125,0.0,0.0,0.0
j-lens,23,binding,use,20,2760.0,0.05556488037109375,0.0,0.0,0.0
j-lens,24,binding,use,20,1435.5,0.07109375,0.0,0.0,0.0
j-lens,25,binding,use,20,886.0,0.092578125,0.0,0.0,0.0
j-lens,26,binding,use,20,472.5,0.138671875,0.0,0.0,0.0
j-lens,27,binding,use,20,218.0,0.123046875,0.0,0.0,0.0
j-lens,28,binding,use,20,209.0,0.1109375,0.0,0.0,0.0
j-lens,29,binding,use,20,107.0,-0.14453125,0.0,0.0,0.0
j-lens,30,binding,use,20,73.0,-0.1890625,0.0,0.0,0.0
j-lens,0,call,answer,10,29196.5,-3.021484375,0.0,0.0,0.0
j-lens,1,call,answer,10,8546.0,1.1383056640625,0.0,0.0,0.0
j-lens,2,call,answer,10,820.5,4.667236328125,0.0,0.0,0.0
j-lens,3,call,answer,10,2396.5,1.517608642578125,0.0,0.0,0.0
j-lens,4,call,answer,10,12655.5,0.2554931640625,0.0,0.0,0.0
j-lens,5,call,answer,10,119.0,10.30859375,0.0,0.0,0.2
j-lens,6,call,answer,10,593.0,4.2705078125,0.0,0.0,0.0
j-lens,7,call,answer,10,328.0,5.021484375,0.0,0.0,0.0
j-lens,8,call,answer,10,1857.0,2.3753662109375,0.0,0.0,0.0
j-lens,9,call,answer,10,349.0,4.79522705078125,0.0,0.0,0.0
j-lens,10,call,answer,10,749.0,3.5677490234375,0.0,0.0,0.0
j-lens,11,call,answer,10,131.5,3.829833984375,0.0,0.0,0.0
j-lens,12,call,answer,10,177.5,2.6807861328125,0.0,0.0,0.0
j-lens,13,call,answer,10,316.5,1.69189453125,0.0,0.0,0.0
j-lens,14,call,answer,10,935.0,1.9765625,0.0,0.0,0.0
j-lens,15,call,answer,10,333.0,1.17431640625,0.0,0.0,0.0
j-lens,16,call,answer,10,654.5,0.033203125,0.0,0.0,0.0
j-lens,17,call,answer,10,100.5,2.293212890625,0.0,0.0,0.0
j-lens,18,call,answer,10,54.5,2.4278564453125,0.0,0.0,0.2
j-lens,19,call,answer,10,75.5,2.212646484375,0.0,0.1,0.1
j-lens,20,call,answer,10,58.0,3.458984375,0.0,0.1,0.2
j-lens,21,call,answer,10,16.5,5.94677734375,0.0,0.3,0.6
j-lens,22,call,answer,10,13.0,6.2841796875,0.0,0.3,0.9
j-lens,23,call,answer,10,9.0,6.05126953125,0.0,0.6,0.9
j-lens,24,call,answer,10,3.0,7.456787109375,0.0,0.9,0.9
j-lens,25,call,answer,10,0.0,10.7860107421875,0.8,1.0,1.0
j-lens,26,call,answer,10,0.0,9.46484375,0.9,1.0,1.0
j-lens,27,call,answer,10,0.0,11.451171875,0.9,1.0,1.0
j-lens,28,call,answer,10,0.0,16.72265625,1.0,1.0,1.0
j-lens,29,call,answer,10,0.0,20.9609375,1.0,1.0,1.0
j-lens,30,call,answer,10,0.0,25.984375,1.0,1.0,1.0
j-lens,0,call,use,10,22288.0,-4.4560546875,0.0,0.0,0.0
j-lens,1,call,use,10,6835.5,-0.7641754150390625,0.0,0.0,0.0
j-lens,2,call,use,10,500.0,3.502685546875,0.0,0.0,0.0
j-lens,3,call,use,10,418.5,3.9080810546875,0.0,0.0,0.0
j-lens,4,call,use,10,2365.0,0.96240234375,0.0,0.0,0.0
j-lens,5,call,use,10,67.0,10.474609375,0.0,0.0,0.2
j-lens,6,call,use,10,522.5,4.5927734375,0.0,0.0,0.0
j-lens,7,call,use,10,251.5,4.38671875,0.0,0.0,0.0
j-lens,8,call,use,10,1181.5,2.52227783203125,0.0,0.0,0.0
j-lens,9,call,use,10,526.0,3.6995849609375,0.0,0.0,0.0
j-lens,10,call,use,10,432.5,3.388671875,0.0,0.0,0.0
j-lens,11,call,use,10,389.5,2.19146728515625,0.0,0.0,0.0
j-lens,12,call,use,10,156.5,2.980560302734375,0.0,0.0,0.0
j-lens,13,call,use,10,595.0,2.117919921875,0.0,0.0,0.0
j-lens,14,call,use,10,502.0,2.5999908447265625,0.0,0.0,0.0
j-lens,15,call,use,10,376.5,3.059326171875,0.0,0.0,0.0
j-lens,16,call,use,10,1015.5,2.2596435546875,0.0,0.0,0.0
j-lens,17,call,use,10,791.0,3.0872802734375,0.0,0.0,0.0
j-lens,18,call,use,10,1084.0,2.3824462890625,0.0,0.0,0.0
j-lens,19,call,use,10,684.5,2.7557945251464844,0.0,0.0,0.0
j-lens,20,call,use,10,616.5,2.8006591796875,0.0,0.0,0.0
j-lens,21,call,use,10,547.5,2.78564453125,0.0,0.0,0.0
j-lens,22,call,use,10,743.0,2.882080078125,0.0,0.0,0.0
j-lens,23,call,use,10,1256.5,1.6507568359375,0.0,0.0,0.0
j-lens,24,call,use,10,1140.0,1.47662353515625,0.0,0.0,0.0
j-lens,25,call,use,10,762.5,1.810302734375,0.0,0.0,0.0
j-lens,26,call,use,10,510.0,0.866455078125,0.0,0.0,0.0
j-lens,27,call,use,10,231.0,1.7409439086914062,0.0,0.0,0.0
j-lens,28,call,use,10,200.5,2.3330078125,0.0,0.0,0.0
j-lens,29,call,use,10,90.0,5.943359375,0.0,0.0,0.0
j-lens,30,call,use,10,70.5,11.16650390625,0.0,0.0,0.0
j-lens,0,defuse,answer,10,29949.0,-0.9296875,0.0,0.0,0.0
j-lens,1,defuse,answer,10,8789.5,-0.52734375,0.0,0.0,0.0
j-lens,2,defuse,answer,10,917.5,0.47515869140625,0.0,0.0,0.0
j-lens,3,defuse,answer,10,2105.5,-0.0802001953125,0.0,0.0,0.0
j-lens,4,defuse,answer,10,11409.5,-1.2666015625,0.0,0.0,0.0
j-lens,5,defuse,answer,10,135.5,0.8046875,0.0,0.0,0.2
j-lens,6,defuse,answer,10,1154.5,-0.30859375,0.0,0.0,0.0
j-lens,7,defuse,answer,10,576.0,-0.203125,0.0,0.0,0.0
j-lens,8,defuse,answer,10,1501.0,0.259765625,0.0,0.0,0.0
j-lens,9,defuse,answer,10,396.5,0.4296875,0.0,0.0,0.0
j-lens,10,defuse,answer,10,1782.5,0.5546875,0.0,0.0,0.0
j-lens,11,defuse,answer,10,747.0,0.5390625,0.0,0.0,0.0
j-lens,12,defuse,answer,10,968.5,0.1171875,0.0,0.0,0.0
j-lens,13,defuse,answer,10,851.0,0.8203125,0.0,0.0,0.0
j-lens,14,defuse,answer,10,1686.0,0.8359375,0.0,0.0,0.0
j-lens,15,defuse,answer,10,1546.5,1.5390625,0.0,0.0,0.0
j-lens,16,defuse,answer,10,1263.0,1.484375,0.0,0.0,0.0
j-lens,17,defuse,answer,10,217.0,2.9609375,0.0,0.0,0.0
j-lens,18,defuse,answer,10,41.5,5.265625,0.0,0.1,0.2
j-lens,19,defuse,answer,10,43.0,5.421875,0.0,0.1,0.3
j-lens,20,defuse,answer,10,73.5,5.2890625,0.0,0.2,0.3
j-lens,21,defuse,answer,10,26.0,6.78125,0.0,0.3,0.4
j-lens,22,defuse,answer,10,89.0,3.9296875,0.0,0.0,0.2
j-lens,23,defuse,answer,10,103.0,-0.03515625,0.0,0.0,0.1
j-lens,24,defuse,answer,10,70.5,-0.59765625,0.0,0.1,0.3
j-lens,25,defuse,answer,10,24.0,-3.4375,0.1,0.3,0.5
j-lens,26,defuse,answer,10,1.5,-3.609375,0.2,0.7,0.8
j-lens,27,defuse,answer,10,0.5,-4.5,0.5,1.0,1.0
j-lens,28,defuse,answer,10,0.5,-3.625,0.5,1.0,1.0
j-lens,29,defuse,answer,10,0.5,-1.5,0.5,1.0,1.0
j-lens,30,defuse,answer,10,1.0,0.4375,0.2,1.0,1.0
j-lens,0,defuse,use,10,23114.5,-0.010955810546875,0.0,0.0,0.0
j-lens,1,defuse,use,10,6097.5,0.576171875,0.0,0.0,0.0
j-lens,2,defuse,use,10,1281.5,1.48046875,0.0,0.0,0.0
j-lens,3,defuse,use,10,1043.0,1.2890625,0.0,0.0,0.0
j-lens,4,defuse,use,10,1515.0,0.84375,0.0,0.0,0.0
j-lens,5,defuse,use,10,102.5,2.625,0.0,0.0,0.2
j-lens,6,defuse,use,10,240.5,0.9609375,0.0,0.0,0.0
j-lens,7,defuse,use,10,118.0,1.09375,0.0,0.0,0.0
j-lens,8,defuse,use,10,317.0,1.453125,0.0,0.0,0.0
j-lens,9,defuse,use,10,418.0,1.9921875,0.0,0.0,0.0
j-lens,10,defuse,use,10,1166.5,1.01953125,0.0,0.0,0.0
j-lens,11,defuse,use,10,734.0,1.1328125,0.0,0.0,0.0
j-lens,12,defuse,use,10,443.5,1.78515625,0.0,0.0,0.0
j-lens,13,defuse,use,10,923.0,1.60546875,0.0,0.0,0.0
j-lens,14,defuse,use,10,2022.0,1.35546875,0.0,0.0,0.0
j-lens,15,defuse,use,10,2238.0,1.2890625,0.0,0.0,0.0
j-lens,16,defuse,use,10,2956.5,1.06640625,0.0,0.0,0.0
j-lens,17,defuse,use,10,2692.5,1.12109375,0.0,0.0,0.0
j-lens,18,defuse,use,10,3158.5,1.7060546875,0.0,0.0,0.0
j-lens,19,defuse,use,10,2060.0,1.44140625,0.0,0.0,0.0
j-lens,20,defuse,use,10,2383.5,1.455078125,0.0,0.0,0.0
j-lens,21,defuse,use,10,4199.0,1.712890625,0.0,0.0,0.0
j-lens,22,defuse,use,10,8783.0,1.41015625,0.0,0.0,0.0
j-lens,23,defuse,use,10,8916.5,1.2476806640625,0.0,0.0,0.0
j-lens,24,defuse,use,10,8670.5,1.7392578125,0.0,0.0,0.0
j-lens,25,defuse,use,10,4797.5,1.8665771484375,0.0,0.0,0.0
j-lens,26,defuse,use,10,3515.5,2.14208984375,0.0,0.0,0.0
j-lens,27,defuse,use,10,621.0,2.17578125,0.0,0.0,0.0
j-lens,28,defuse,use,10,409.5,2.908203125,0.0,0.0,0.0
j-lens,29,defuse,use,10,138.0,3.453125,0.0,0.0,0.0
j-lens,30,defuse,use,10,83.0,4.3125,0.0,0.0,0.0
j-lens,0,loopvar,use,10,14735.0,0.9703125,0.0,0.0,0.0
j-lens,1,loopvar,use,10,7623.0,0.404296875,0.0,0.0,0.0
j-lens,2,loopvar,use,10,103.0,3.77109375,0.0,0.0,0.0
j-lens,3,loopvar,use,10,7021.0,-0.9625,0.0,0.0,0.0
j-lens,4,loopvar,use,10,1980.0,2.768359375,0.0,0.0,0.0
j-lens,5,loopvar,use,10,1291.0,-0.88985595703125,0.0,0.0,0.0
j-lens,6,loopvar,use,10,2799.0,0.028125,0.0,0.0,0.0
j-lens,7,loopvar,use,10,603.0,1.0453125,0.0,0.0,0.0
j-lens,8,loopvar,use,10,547.0,0.6671875,0.0,0.0,0.0
j-lens,9,loopvar,use,10,1377.0,-0.640625,0.0,0.0,0.0
j-lens,10,loopvar,use,10,20.0,4.0953125,0.0,0.0,0.7
j-lens,11,loopvar,use,10,10.5,4.4421875,0.0,0.5,1.0
j-lens,12,loopvar,use,10,32.0,4.41484375,0.0,0.0,0.2
j-lens,13,loopvar,use,10,17.0,5.54765625,0.0,0.0,1.0
j-lens,14,loopvar,use,10,9.0,5.7671875,0.0,0.6,1.0
j-lens,15,loopvar,use,10,15.0,3.44375,0.0,0.0,0.6
j-lens,16,loopvar,use,10,10.5,7.865625,0.0,0.5,1.0
j-lens,17,loopvar,use,10,4.5,11.25625,0.0,1.0,1.0
j-lens,18,loopvar,use,10,4.0,12.14375,0.0,1.0,1.0
j-lens,19,loopvar,use,10,6.5,8.896875,0.0,1.0,1.0
j-lens,20,loopvar,use,10,5.0,11.8875,0.0,1.0,1.0
j-lens,21,loopvar,use,10,0.0,13.0125,1.0,1.0,1.0
j-lens,22,loopvar,use,10,0.0,15.21875,1.0,1.0,1.0
j-lens,23,loopvar,use,10,0.0,16.69375,1.0,1.0,1.0
j-lens,24,loopvar,use,10,0.0,27.2625,1.0,1.0,1.0
j-lens,25,loopvar,use,10,0.0,27.203125,1.0,1.0,1.0
j-lens,26,loopvar,use,10,0.0,29.871875,1.0,1.0,1.0
j-lens,27,loopvar,use,10,0.0,27.4375,1.0,1.0,1.0
j-lens,28,loopvar,use,10,0.0,28.6125,1.0,1.0,1.0
j-lens,29,loopvar,use,10,0.0,25.628125,1.0,1.0,1.0
j-lens,30,loopvar,use,10,0.0,23.078125,1.0,1.0,1.0
j-lens,0,scopeword,use,20,8917.0,0.00546875,0.0,0.0,0.0
j-lens,1,scopeword,use,20,12606.0,0.09765625,0.0,0.0,0.0
j-lens,2,scopeword,use,20,7972.0,0.08840789794921874,0.0,0.0,0.0
j-lens,3,scopeword,use,20,5194.0,-0.05163726806640625,0.0,0.0,0.0
j-lens,4,scopeword,use,20,5361.5,0.0919921875,0.0,0.0,0.0
j-lens,5,scopeword,use,20,2369.5,0.187109375,0.0,0.0,0.0
j-lens,6,scopeword,use,20,2913.0,0.7978515625,0.0,0.0,0.0
j-lens,7,scopeword,use,20,3541.0,-0.1390625,0.0,0.0,0.0
j-lens,8,scopeword,use,20,2708.5,0.6374267578125,0.0,0.0,0.0
j-lens,9,scopeword,use,20,808.5,1.226318359375,0.0,0.0,0.0
j-lens,10,scopeword,use,20,1165.0,-0.548779296875,0.0,0.0,0.0
j-lens,11,scopeword,use,20,187.5,0.53392333984375,0.0,0.0,0.1
j-lens,12,scopeword,use,20,13.0,1.15703125,0.0,0.35,0.8
j-lens,13,scopeword,use,20,2.5,1.009375,0.0,0.65,0.9
j-lens,14,scopeword,use,20,3.0,1.0578125,0.0,0.85,0.95
j-lens,15,scopeword,use,20,5.5,0.7921875,0.0,0.65,0.95
j-lens,16,scopeword,use,20,7.5,1.46875,0.0,0.6,1.0
j-lens,17,scopeword,use,20,4.5,0.9546875,0.0,0.7,0.85
j-lens,18,scopeword,use,20,8.0,0.7671875,0.1,0.55,0.7
j-lens,19,scopeword,use,20,10.0,3.0578125,0.15,0.5,0.6
j-lens,20,scopeword,use,20,3.0,4.571875,0.45,0.6,0.9
j-lens,21,scopeword,use,20,4.5,3.3296875,0.25,0.6,0.85
j-lens,22,scopeword,use,20,16.5,3.13125,0.05,0.5,0.5
j-lens,23,scopeword,use,20,37.5,2.590625,0.05,0.5,0.5
j-lens,24,scopeword,use,20,23.0,2.5125,0.05,0.5,0.5
j-lens,25,scopeword,use,20,24.0,2.2703125,0.0,0.5,0.5
j-lens,26,scopeword,use,20,47.5,2.175,0.0,0.3,0.5
