model,item_id,family,pair_id,arm,read,lens,layer,position,target_in_prompt,rank,distractor_rank,margin,n_target_ids
deepseek-coder-6.7b,binding-0-outer,binding,binding-0,outer,use,j-lens,19,30,True,648,4815,2.453125,1
deepseek-coder-6.7b,binding-0-outer,binding,binding-0,outer,use,j-lens,20,30,True,804,4923,2.5859375,1
deepseek-coder-6.7b,binding-0-outer,binding,binding-0,outer,use,j-lens,21,30,True,932,7283,2.85546875,1
deepseek-coder-6.7b,binding-0-outer,binding,binding-0,outer,use,j-lens,22,30,True,1533,7904,2.4296875,1
deepseek-coder-6.7b,binding-0-outer,binding,binding-0,outer,use,j-lens,23,30,True,1820,8449,2.287353515625,1
deepseek-coder-6.7b,binding-0-outer,binding,binding-0,outer,use,j-lens,24,30,True,1106,5296,2.14453125,1
deepseek-coder-6.7b,binding-0-outer,binding,binding-0,outer,use,j-lens,25,30,True,584,2423,1.9921875,1
deepseek-coder-6.7b,binding-0-outer,binding,binding-0,outer,use,j-lens,26,30,True,304,1367,2.375,1
deepseek-coder-6.7b,binding-0-outer,binding,binding-0,outer,use,j-lens,27,30,True,122,443,2.828125,1
deepseek-coder-6.7b,binding-0-outer,binding,binding-0,outer,use,j-lens,28,30,True,83,244,2.796875,1
deepseek-coder-6.7b,binding-0-outer,binding,binding-0,outer,use,j-lens,29,30,True,52,86,2.3125,1
deepseek-coder-6.7b,binding-0-outer,binding,binding-0,outer,use,j-lens,30,30,True,35,60,3.125,1
deepseek-coder-6.7b,binding-0-outer,binding,binding-0,outer,use,r-lens,0,30,True,58,200,3.78125,1
deepseek-coder-6.7b,binding-0-outer,binding,binding-0,outer,use,r-lens,1,30,True,68,235,3.25,1
deepseek-coder-6.7b,binding-0-outer,binding,binding-0,outer,use,r-lens,2,30,True,82,268,2.96875,1
deepseek-coder-6.7b,binding-0-outer,binding,binding-0,outer,use,r-lens,3,30,True,78,304,5.03125,1
deepseek-coder-6.7b,binding-0-outer,binding,binding-0,outer,use,r-lens,4,30,True,60,225,4.90625,1
deepseek-coder-6.7b,binding-0-outer,binding,binding-0,outer,use,r-lens,5,30,True,59,195,4.46875,1
deepseek-coder-6.7b,binding-0-outer,binding,binding-0,outer,use,r-lens,6,30,True,57,155,3.1875,1
deepseek-coder-6.7b,binding-0-outer,binding,binding-0,outer,use,r-lens,7,30,True,53,124,2.25,1
deepseek-coder-6.7b,binding-0-outer,binding,binding-0,outer,use,r-lens,8,30,True,128,190,1.0625,1
deepseek-coder-6.7b,binding-0-outer,binding,binding-0,outer,use,r-lens,9,30,True,140,393,2.15625,1
deepseek-coder-6.7b,binding-0-outer,binding,binding-0,outer,use,r-lens,10,30,True,84,375,4.140625,1
deepseek-coder-6.7b,binding-0-outer,binding,binding-0,outer,use,r-lens,11,30,True,58,300,3.375,1
deepseek-coder-6.7b,binding-0-outer,binding,binding-0,outer,use,r-lens,12,30,True,67,357,2.828125,1
deepseek-coder-6.7b,binding-0-outer,binding,binding-0,outer,use,r-lens,13,30,True,31,225,3.0625,1
deepseek-coder-6.7b,binding-0-outer,binding,binding-0,outer,use,r-lens,14,30,True,53,451,3.0625,1
deepseek-coder-6.7b,binding-0-outer,binding,binding-0,outer,use,r-lens,15,30,True,47,370,2.421875,1
deepseek-coder-6.7b,binding-0-outer,binding,binding-0,outer,use,r-lens,16,30,True,92,516,2.203125,1
deepseek-coder-6.7b,binding-0-outer,binding,binding-0,outer,use,r-lens,17,30,True,56,315,2.140625,1
deepseek-coder-6.7b,binding-0-outer,binding,binding-0,outer,use,r-lens,18,30,True,56,299,2.59375,1
deepseek-coder-6.7b,binding-0-outer,binding,binding-0,outer,use,r-lens,19,30,True,50,373,3.0625,1
deepseek-coder-6.7b,binding-0-outer,binding,binding-0,outer,use,r-lens,20,30,True,122,713,3.171875,1
deepseek-coder-6.7b,binding-0-outer,binding,binding-0,outer,use,r-lens,21,30,True,78,639,3.578125,1
deepseek-coder-6.7b,binding-0-outer,binding,binding-0,outer,use,r-lens,22,30,True,138,842,3.09375,1
deepseek-coder-6.7b,binding-0-outer,binding,binding-0,outer,use,r-lens,23,30,True,184,1029,3.0078125,1
deepseek-coder-6.7b,binding-0-outer,binding,binding-0,outer,use,r-lens,24,30,True,145,714,2.9609375,1
deepseek-coder-6.7b,binding-0-outer,binding,binding-0,outer,use,r-lens,25,30,True,122,498,2.84375,1
deepseek-coder-6.7b,binding-0-outer,binding,binding-0,outer,use,r-lens,26,30,True,121,449,2.9375,1
deepseek-coder-6.7b,binding-0-outer,binding,binding-0,outer,use,r-lens,27,30,True,71,268,3.46875,1
deepseek-coder-6.7b,binding-0-outer,binding,binding-0,outer,use,r-lens,28,30,True,67,176,3.21875,1
deepseek-coder-6.7b,binding-0-outer,binding,binding-0,outer,use,r-lens,29,30,True,43,84,2.75,1
deepseek-coder-6.7b,binding-0-outer,binding,binding-0,outer,use,r-lens,30,30,True,35,60,3.125,1
deepseek-coder-6.7b,binding-0-outer,binding,binding-0,outer,use,logit-lens,0,30,True,28679,25942,-0.8515625,1
deepseek-coder-6.7b,binding-0-outer,binding,binding-0,outer,use,logit-lens,1,30,True,26965,20970,-1.36083984375,1
deepseek-coder-6.7b,binding-0-outer,binding,binding-0,outer,use,logit-lens,2,30,True,24965,15315,-1.84765625,1
deepseek-coder-6.7b,binding-0-outer,binding,binding-0,outer,use,logit-lens,3,30,True,28843,22236,-1.7421875,1
deepseek-coder-6.7b,binding-0-outer,binding,binding-0,outer,use,logit-lens,4,30,True,23286,18196,-0.91015625,1
deepseek-coder-6.7b,binding-0-outer,binding,binding-0,outer,use,logit-lens,5,30,True,4981,2764,-0.8984375,1
deepseek-coder-6.7b,binding-0-outer,binding,binding-0,outer,use,logit-lens,6,30,True,12579,9191,-0.744140625,1
deepseek-coder-6.7b,binding-0-outer,binding,binding-0,outer,use,logit-lens,7,30,True,742,524,-0.359375,1
deepseek-coder-6.7b,binding-0-outer,binding,binding-0,outer,use,logit-lens,8,30,True,939,870,-0.09375,1
deepseek-coder-6.7b,binding-0-outer,binding,binding-0,outer,use,logit-lens,9,30,True,737,1420,0.78125,1
deepseek-coder-6.7b,binding-0-outer,binding,binding-0,outer,use,logit-lens,10,30,True,4260,8862,1.328125,1
deepseek-coder-6.7b,binding-0-outer,binding,binding-0,outer,use,logit-lens,11,30,True,420,2667,2.359375,1
deepseek-coder-6.7b,binding-0-outer,binding,binding-0,outer,use,logit-lens,12,30,True,2019,6857,1.8359375,1
deepseek-coder-6.7b,binding-0-outer,binding,binding-0,outer,use,logit-lens,13,30,True,657,1972,1.390625,1
deepseek-coder-6.7b,binding-0-outer,binding,binding-0,outer,use,logit-lens,14,30,True,999,2999,1.421875,1
deepseek-coder-6.7b,binding-0-outer,binding,binding-0,outer,use,logit-lens,15,30,True,202,1271,2.03125,1
deepseek-coder-6.7b,binding-0-outer,binding,binding-0,outer,use,logit-lens,16,30,True,465,2384,2.0625,1
deepseek-coder-6.7b,binding-0-outer,binding,binding-0,outer,use,logit-lens,17,30,True,231,1731,2.4375,1
deepseek-coder-6.7b,binding-0-outer,binding,binding-0,outer,use,logit-lens,18,30,True,101,824,2.984375,1
deepseek-coder-6.7b,binding-0-outer,binding,binding-0,outer,use,logit-lens,19,30,True,112,1350,3.5,1
deepseek-coder-6.7b,binding-0-outer,binding,binding-0,outer,use,logit-lens,20,30,True,122,1530,3.6171875,1
deepseek-coder-6.7b,binding-0-outer,binding,binding-0,outer,use,logit-lens,21,30,True,162,2314,3.953125,1
deepseek-coder-6.7b,binding-0-outer,binding,binding-0,outer,use,logit-lens,22,30,True,137,1556,3.81640625,1
deepseek-coder-6.7b,binding-0-outer,binding,binding-0,outer,use,logit-lens,23,30,True,134,1077,3.65625,1
deepseek-coder-6.7b,binding-0-outer,binding,binding-0,outer,use,logit-lens,24,30,True,75,380,3.453125,1
deepseek-coder-6.7b,binding-0-outer,binding,binding-0,outer,use,logit-lens,25,30,True,71,298,3.15625,1
deepseek-coder-6.7b,binding-0-outer,binding,binding-0,outer,use,logit-lens,26,30,True,86,320,3.1484375,1
deepseek-coder-6.7b,binding-0-outer,binding,binding-0,outer,use,logit-lens,27,30,True,48,157,3.96875,1
deepseek-coder-6.7b,binding-0-outer,binding,binding-0,outer,use,logit-lens,28,30,True,47,129,3.53125,1
deepseek-coder-6.7b,binding-0-outer,binding,binding-0,outer,use,logit-lens,29,30,True,44,73,2.3125,1
deepseek-coder-6.7b,binding-0-outer,binding,binding-0,outer,use,logit-lens,30,30,True,35,60,3.125,1
deepseek-coder-6.7b,binding-0-inner,binding,binding-0,inner,use,j-lens,0,30,True,19887,20882,0.25390625,1
deepseek-coder-6.7b,binding-0-inner,binding,binding-0,inner,use,j-lens,1,30,True,6353,4358,-0.78125,1
deepseek-coder-6.7b,binding-0-inner,binding,binding-0,inner,use,j-lens,2,30,True,2834,729,-2.3515625,1
deepseek-coder-6.7b,binding-0-inner,binding,binding-0,inner,use,j-lens,3,30,True,821,195,-2.546875,1
deepseek-coder-6.7b,binding-0-inner,binding,binding-0,inner,use,j-lens,4,30,True,1295,889,-0.65625,1
deepseek-coder-6.7b,binding-0-inner,binding,binding-0,inner,use,j-lens,5,30,True,90,13,-3.875,1
deepseek-coder-6.7b,binding-0-inner,binding,binding-0,inner,use,j-lens,6,30,True,164,97,-0.625,1
deepseek-coder-6.7b,binding-0-inner,binding,binding-0,inner,use,j-lens,7,30,True,129,81,-0.4375,1
deepseek-coder-6.7b,binding-0-inner,binding,binding-0,inner,use,j-lens,8,30,True,1593,1833,0.2109375,1
deepseek-coder-6.7b,binding-0-inner,binding,binding-0,inner,use,j-lens,9,30,True,1187,369,-1.484375,1
deepseek-coder-6.7b,binding-0-inner,binding,binding-0,inner,use,j-lens,10,30,True,366,134,-1.234375,1
deepseek-coder-6.7b,binding-0-inner,binding,binding-0,inner,use,j-lens,11,30,True,469,161,-1.578125,1
deepseek-coder-6.7b,binding-0-inner,binding,binding-0,inner,use,j-lens,12,30,True,506,85,-2.375,1
deepseek-coder-6.7b,binding-0-inner,binding,binding-0,inner,use,j-lens,13,30,True,581,128,-1.546875,1
deepseek-coder-6.7b,binding-0-inner,binding,binding-0,inner,use,j-lens,14,30,True,1198,322,-1.578125,1
deepseek-coder-6.7b,binding-0-inner,binding,binding-0,inner,use,j-lens,15,30,True,819,244,-1.4375,1
deepseek-coder-6.7b,binding-0-inner,binding,binding-0,inner,use,j-lens,16,30,True,2330,512,-1.8359375,1
deepseek-coder-6.7b,binding-0-inner,binding,binding-0,inner,use,j-lens,17,30,True,1232,386,-1.28125,1
deepseek-coder-6.7b,binding-0-inner,binding,binding-0,inner,use,j-lens,18,30,True,1737,327,-1.96875,1
deepseek-coder-6.7b,binding-0-inner,binding,binding-0,inner,use,j-lens,19,30,True,1313,241,-2.015625,1
deepseek-coder-6.7b,binding-0-inner,binding,binding-0,inner,use,j-lens,20,30,True,1049,222,-2.1875,1
deepseek-coder-6.7b,binding-0-inner,binding,binding-0,inner,use,j-lens,21,30,True,1435,297,-2.0625,1
deepseek-coder-6.7b,binding-0-inner,binding,binding-0,inner,use,j-lens,22,30,True,2317,660,-1.671875,1
deepseek-coder-6.7b,binding-0-inner,binding,binding-0,inner,use,j-lens,23,30,True,2473,753,-1.6796875,1
deepseek-coder-6.7b,binding-0-inner,binding,binding-0,inner,use,j-lens,24,30,True,1208,472,-1.34375,1
deepseek-coder-6.7b,binding-0-inner,binding,binding-0,inner,use,j-lens,25,30,True,633,322,-1.03125,1
deepseek-coder-6.7b,binding-0-inner,binding,binding-0,inner,use,j-lens,26,30,True,327,202,-0.96875,1
deepseek-coder-6.7b,binding-0-inner,binding,binding-0,inner,use,j-lens,27,30,True,151,89,-1.625,1
deepseek-coder-6.7b,binding-0-inner,binding,binding-0,inner,use,j-lens,28,30,True,113,68,-1.5625,1
deepseek-coder-6.7b,binding-0-inner,binding,binding-0,inner,use,j-lens,29,30,True,76,49,-1.78125,1
deepseek-coder-6.7b,binding-0-inner,binding,binding-0,inner,use,j-lens,30,30,True,61,34,-2.9375,1
deepseek-coder-6.7b,binding-0-inner,binding,binding-0,inner,use,r-lens,0,30,True,206,59,-3.84375,1
deepseek-coder-6.7b,binding-0-inner,binding,binding-0,inner,use,r-lens,1,30,True,239,66,-3.5,1
deepseek-coder-6.7b,binding-0-inner,binding,binding-0,inner,use,r-lens,2,30,True,256,70,-3.71875,1
deepseek-coder-6.7b,binding-0-inner,binding,binding-0,inner,use,r-lens,3,30,True,288,74,-5.125,1
deepseek-coder-6.7b,binding-0-inner,binding,binding-0,inner,use,r-lens,4,30,True,213,55,-5.0,1
deepseek-coder-6.7b,binding-0-inner,binding,binding-0,inner,use,r-lens,5,30,True,198,46,-5.125,1
deepseek-coder-6.7b,binding-0-inner,binding,binding-0,inner,use,r-lens,6,30,True,152,45,-3.84375,1
deepseek-coder-6.7b,binding-0-inner,binding,binding-0,inner,use,r-lens,7,30,True,126,44,-2.71875,1
deepseek-coder-6.7b,binding-0-inner,binding,binding-0,inner,use,r-lens,8,30,True,181,78,-2.0625,1
deepseek-coder-6.7b,binding-0-inner,binding,binding-0,inner,use,r-lens,9,30,True,375,98,-2.546875,1
deepseek-coder-6.7b,binding-0-inner,binding,binding-0,inner,use,r-lens,10,30,True,316,71,-3.875,1
deepseek-coder-6.7b,binding-0-inner,binding,binding-0,inner,use,r-lens,11,30,True,229,39,-3.5,1
deepseek-coder-6.7b,binding-0-inner,binding,binding-0,inner,use,r-lens,12,30,True,204,28,-3.28125,1
deepseek-coder-6.7b,binding-0-inner,binding,binding-0,inner,use,r-lens,13,30,True,114,20,-2.5625,1
deepseek-coder-6.7b,binding-0-inner,binding,binding-0,inner,use,r-lens,14,30,True,161,24,-2.703125,1
deepseek-coder-6.7b,binding-0-inner,binding,binding-0,inner,use,r-lens,15,30,True,82,17,-1.90625,1
deepseek-coder-6.7b,binding-0-inner,binding,binding-0,inner,use,r-lens,16,30,True,212,24,-2.375,1
deepseek-coder-6.7b,binding-0-inner,binding,binding-0,inner,use,r-lens,17,30,True,60,13,-1.8125,1
deepseek-coder-6.7b,binding-0-inner,binding,binding-0,inner,use,r-lens,18,30,True,98,24,-2.375,1
deepseek-coder-6.7b,binding-0-inner,binding,binding-0,inner,use,r-lens,19,30,True,83,11,-2.5625,1
deepseek-coder-6.7b,binding-0-inner,binding,binding-0,inner,use,r-lens,20,30,True,122,22,-2.71875,1
deepseek-coder-6.7b,binding-0-inner,binding,binding-0,inner,use,r-lens,21,30,True,115,23,-2.75,1
deepseek-coder-6.7b,binding-0-inner,binding,binding-0,inner,use,r-lens,22,30,True,160,48,-2.265625,1
deepseek-coder-6.7b,binding-0-inner,binding,binding-0,inner,use,r-lens,23,30,True,218,58,-2.375,1
deepseek-coder-6.7b,binding-0-inner,binding,binding-0,inner,use,r-lens,24,30,True,141,53,-2.0625,1
deepseek-coder-6.7b,binding-0-inner,binding,binding-0,inner,use,r-lens,25,30,True,109,50,-1.84375,1
deepseek-coder-6.7b,binding-0-inner,binding,binding-0,inner,use,r-lens,26,30,True,122,73,-1.3125,1
deepseek-coder-6.7b,binding-0-inner,binding,binding-0,inner,use,r-lens,27,30,True,86,46,-2.28125,1
deepseek-coder-6.7b,binding-0-inner,binding,binding-0,inner,use,r-lens,28,30,True,85,53,-2.03125,1
deepseek-coder-6.7b,binding-0-inner,binding,binding-0,inner,use,r-lens,29,30,True,73,43,-2.25,1
deepseek-coder-6.7b,binding-0-inner,binding,binding-0,inner,use,r-lens,30,30,True,61,34,-2.9375,1
deepseek-coder-6.7b,binding-0-inner,binding,binding-0,inner,use,logit-lens,0,30,True,25499,28108,0.765625,1
deepseek-coder-6.7b,binding-0-inner,binding,binding-0,inner,use,logit-lens,1,30,True,21784,26350,1.041015625,1
deepseek-coder-6.7b,binding-0-inner,binding,binding-0,inner,use,logit-lens,2,30,True,12720,20487,1.35546875,1
deepseek-coder-6.7b,binding-0-inner,binding,binding-0,inner,use,logit-lens,3,30,True,21790,27775,1.484375,1
deepseek-coder-6.7b,binding-0-inner,binding,binding-0,inner,use,logit-lens,4,30,True,20372,24405,0.796875,1
deepseek-coder-6.7b,binding-0-inner,binding,binding-0,inner,use,logit-lens,5,30,True,6635,9833,0.765625,1
deepseek-coder-6.7b,binding-0-inner,binding,binding-0,inner,use,logit-lens,6,30,True,16955,18368,0.2421875,1
deepseek-coder-6.7b,binding-0-inner,binding,binding-0,inner,use,logit-lens,7,30,True,2470,2293,-0.1171875,1
deepseek-coder-6.7b,binding-0-inner,binding,binding-0,inner,use,logit-lens,8,30,True,8961,6814,-0.568359375,1
deepseek-coder-6.7b,binding-0-inner,binding,binding-0,inner,use,logit-lens,9,30,True,6482,3575,-1.0234375,1
deepseek-coder-6.7b,binding-0-inner,binding,binding-0,inner,use,logit-lens,10,30,True,8925,5425,-0.95703125,1
deepseek-coder-6.7b,binding-0-inner,binding,binding-0,inner,use,logit-lens,11,30,True,5691,2490,-1.34375,1
deepseek-coder-6.7b,binding-0-inner,binding,binding-0,inner,use,logit-lens,12,30,True,2412,759,-1.46875,1
deepseek-coder-6.7b,binding-0-inner,binding,binding-0,inner,use,logit-lens,13,30,True,562,468,-0.234375,1
deepseek-coder-6.7b,binding-0-inner,binding,binding-0,inner,use,logit-lens,14,30,True,1584,913,-0.703125,1
deepseek-coder-6.7b,binding-0-inner,binding,binding-0,inner,use,logit-lens,15,30,True,231,125,-0.71875,1
deepseek-coder-6.7b,binding-0-inner,binding,binding-0,inner,use,logit-lens,16,30,True,325,76,-1.8125,1
deepseek-coder-6.7b,binding-0-inner,binding,binding-0,inner,use,logit-lens,17,30,True,102,39,-1.1875,1
deepseek-coder-6.7b,binding-0-inner,binding,binding-0,inner,use,logit-lens,18,30,True,74,22,-1.34375,1
deepseek-coder-6.7b,binding-0-inner,binding,binding-0,inner,use,logit-lens,19,30,True,66,9,-2.1875,1
deepseek-coder-6.7b,binding-0-inner,binding,binding-0,inner,use,logit-lens,20,30,True,56,11,-2.21875,1
deepseek-coder-6.7b,binding-0-inner,binding,binding-0,inner,use,logit-lens,21,30,True,82,16,-2.40625,1
deepseek-coder-6.7b,binding-0-inner,binding,binding-0,inner,use,logit-lens,22,30,True,84,16,-2.53125,1
deepseek-coder-6.7b,binding-0-inner,binding,binding-0,inner,use,logit-lens,23,30,True,74,19,-2.625,1
deepseek-coder-6.7b,binding-0-inner,binding,binding-0,inner,use,logit-lens,24,30,True,43,18,-2.21875,1
deepseek-coder-6.7b,binding-0-inner,binding,binding-0,inner,use,logit-lens,25,30,True,45,22,-2.03125,1
deepseek-coder-6.7b,binding-0-inner,binding,binding-0,inner,use,logit-lens,26,30,True,57,39,-1.625,1
deepseek-coder-6.7b,binding-0-inner,binding,binding-0,inner,use,logit-lens,27,30,True,62,35,-2.59375,1
deepseek-coder-6.7b,binding-0-inner,binding,binding-0,inner,use,logit-lens,28,30,True,78,44,-2.375,1
deepseek-coder-6.7b,binding-0-inner,binding,binding-0,inner,use,logit-lens,29,30,True,68,42,-1.96875,1
deepseek-coder-6.7b,binding-0-inner,binding,binding-0,inner,use,logit-lens,30,30,True,61,34,-2.9375,1
deepseek-coder-6.7b,scopeword-0-outer,scopeword,scopeword-0,outer,use,j-lens,0,30,False,13478,5572,-2.34375,6
deepseek-coder-6.7b,scopeword-0-outer,scopeword,scopeword-0,outer,use,j-lens,1,30,False,20229,5976,-3.8046875,6
deepseek-coder-6.7b,scopeword-0-outer,scopeword,scopeword-0,outer,use,j-lens,2,30,False,9992,7763,-0.6727294921875,6
deepseek-coder-6.7b,scopeword-0-outer,scopeword,scopeword-0,outer,use,j-lens,3,30,False,8821,3017,-2.5302734375,6
deepseek-coder-6.7b,scopeword-0-outer,scopeword,scopeword-0,outer,use,j-lens,4,30,False,9131,2224,-2.9453125,6
deepseek-coder-6.7b,scopeword-0-outer,scopeword,scopeword-0,outer,use,j-lens,5,30,False,6600,656,-5.328125,6
deepseek-coder-6.7b,scopeword-0-outer,scopeword,scopeword-0,outer,use,j-lens,6,30,False,11806,272,-7.046875,6
deepseek-coder-6.7b,scopeword-0-outer,scopeword,scopeword-0,outer,use,j-lens,7,30,False,12043,311,-7.109375,6
deepseek-coder-6.7b,scopeword-0-outer,scopeword,scopeword-0,outer,use,j-lens,8,30,False,9265,143,-7.0390625,6
deepseek-coder-6.7b,scopeword-0-outer,scopeword,scopeword-0,outer,use,j-lens,9,30,False,2455,230,-3.8583984375,6
deepseek-coder-6.7b,scopeword-0-outer,scopeword,scopeword-0,outer,use,j-lens,10,30,False,6180,150,-5.90625,6
deepseek-coder-6.7b,scopeword-0-outer,scopeword,scopeword-0,outer,use,j-lens,11,30,False,1424,80,-3.7265625,6
deepseek-coder-6.7b,scopeword-0-outer,scopeword,scopeword-0,outer,use,j-lens,12,30,False,32,20,-0.40625,6
deepseek-coder-6.7b,scopeword-0-outer,scopeword,scopeword-0,outer,use,j-lens,13,30,False,12,3,-1.34375,6
deepseek-coder-6.7b,scopeword-0-outer,scopeword,scopeword-0,outer,use,j-lens,14,30,False,3,9,0.6875,6
deepseek-coder-6.7b,scopeword-0-outer,scopeword,scopeword-0,outer,use,j-lens,15,30,False,4,18,1.21875,6
deepseek-coder-6.7b,scopeword-0-outer,scopeword,scopeword-0,outer,use,j-lens,16,30,False,4,28,2.59375,6
deepseek-coder-6.7b,scopeword-0-outer,scopeword,scopeword-0,outer,use,j-lens,17,30,False,2,20,1.28125,6
deepseek-coder-6.7b,scopeword-0-outer,scopeword,scopeword-0,outer,use,j-lens,18,30,False,8,64,2.53125,6
deepseek-coder-6.7b,scopeword-0-outer,scopeword,scopeword-0,outer,use,j-lens,19,30,False,2,83,6.84375,6
deepseek-coder-6.7b,scopeword-0-outer,scopeword,scopeword-0,outer,use,j-lens,20,30,False,0,22,8.75,6
deepseek-coder-6.7b,scopeword-0-outer,scopeword,scopeword-0,outer,use,j-lens,21,30,False,1,19,6.75,6
deepseek-coder-6.7b,scopeword-0-outer,scopeword,scopeword-0,outer,use,j-lens,22,30,False,3,44,6.3125,6
deepseek-coder-6.7b,scopeword-0-outer,scopeword,scopeword-0,outer,use,j-lens,23,30,False,3,83,7.09375,6
deepseek-coder-6.7b,scopeword-0-outer,scopeword,scopeword-0,outer,use,j-lens,24,30,False,3,38,7.5625,6
deepseek-coder-6.7b,scopeword-0-outer,scopeword,scopeword-0,outer,use,j-lens,25,30,False,4,56,6.21875,6
deepseek-coder-6.7b,scopeword-0-outer,scopeword,scopeword-0,outer,use,j-lens,26,30,False,7,77,6.4375,6
deepseek-coder-6.7b,scopeword-0-outer,scopeword,scopeword-0,outer,use,j-lens,27,30,False,16,65,5.03125,6
deepseek-coder-6.7b,scopeword-0-outer,scopeword,scopeword-0,outer,use,j-lens,28,30,False,19,68,5.0625,6
deepseek-coder-6.7b,scopeword-0-outer,scopeword,scopeword-0,outer,use,j-lens,29,30,False,43,117,4.25,6
deepseek-coder-6.7b,scopeword-0-outer,scopeword,scopeword-0,outer,use,j-lens,30,30,False,98,221,3.5625,6
deepseek-coder-6.7b,scopeword-0-outer,scopeword,scopeword-0,outer,use,r-lens,0,30,False,1289,338,-5.16796875,6
deepseek-coder-6.7b,scopeword-0-outer,scopeword,scopeword-0,outer,use,r-lens,1,30,False,1987,460,-5.03125,6
deepseek-coder-6.7b,scopeword-0-outer,scopeword,scopeword-0,outer,use,r-lens,2,30,False,2854,783,-4.1875,6
deepseek-coder-6.7b,scopeword-0-outer,scopeword,scopeword-0,outer,use,r-lens,3,30,False,1608,298,-6.984375,6
deepseek-coder-6.7b,scopeword-0-outer,scopeword,scopeword-0,outer,use,r-lens,4,30,False,1378,270,-6.953125,6
deepseek-coder-6.7b,scopeword-0-outer,scopeword,scopeword-0,outer,use,r-lens,5,30,False,1205,265,-6.15625,6
deepseek-coder-6.7b,scopeword-0-outer,scopeword,scopeword-0,outer,use,r-lens,6,30,False,1235,195,-6.984375,6
deepseek-coder-6.7b,scopeword-0-outer,scopeword,scopeword-0,outer,use,r-lens,7,30,False,1052,172,-6.0166015625,6
deepseek-coder-6.7b,scopeword-0-outer,scopeword,scopeword-0,outer,use,r-lens,8,30,False,735,152,-3.8671875,6
deepseek-coder-6.7b,scopeword-0-outer,scopeword,scopeword-0,outer,use,r-lens,9,30,False,441,264,-1.03125,6
deepseek-coder-6.7b,scopeword-0-outer,scopeword,scopeword-0,outer,use,r-lens,10,30,False,501,137,-3.59375,6
deepseek-coder-6.7b,scopeword-0-outer,scopeword,scopeword-0,outer,use,r-lens,11,30,False,275,91,-2.375,6
deepseek-coder-6.7b,scopeword-0-outer,scopeword,scopeword-0,outer,use,r-lens,12,30,False,21,55,1.03125,6
deepseek-coder-6.7b,scopeword-0-outer,scopeword,scopeword-0,outer,use,r-lens,13,30,False,22,9,-0.5,6
deepseek-coder-6.7b,scopeword-0-outer,scopeword,scopeword-0,outer,use,r-lens,14,30,False,7,16,1.125,6
deepseek-coder-6.7b,scopeword-0-outer,scopeword,scopeword-0,outer,use,r-lens,15,30,False,4,30,2.65625,6
deepseek-coder-6.7b,scopeword-0-outer,scopeword,scopeword-0,outer,use,r-lens,16,30,False,5,35,3.15625,6
deepseek-coder-6.7b,scopeword-0-outer,scopeword,scopeword-0,outer,use,r-lens,17,30,False,9,28,1.375,6
deepseek-coder-6.7b,scopeword-0-outer,scopeword,scopeword-0,outer,use,r-lens,18,30,False,12,86,2.78125,6
