example_id,layer,t,step_index,truth,model_says,model_correct,probe_says,probe_correct,random_says,random_correct
synthetic_taint_1_770841,23,3,2,1,1,True,1,True,1,True
synthetic_taint_1_770841,23,4,3,1,1,True,1,True,0,False
synthetic_taint_1_770841,23,5,4,1,1,True,1,True,0,False
synthetic_taint_1_770841,23,6,5,1,1,True,1,True,0,False
synthetic_taint_1_770841,23,7,6,0,0,True,0,True,1,False
synthetic_taint_1_770841,23,8,7,0,1,False,0,True,1,False
synthetic_taint_1_770841,27,2,1,1,1,True,1,True,0,False
synthetic_taint_1_770841,27,3,2,1,1,True,1,True,1,True
synthetic_taint_1_770841,27,4,3,1,1,True,1,True,1,True
synthetic_taint_1_770841,27,5,4,1,1,True,1,True,1,True
synthetic_taint_1_770841,27,6,5,1,1,True,1,True,1,True
synthetic_taint_1_770841,27,7,6,0,0,True,0,True,0,True
synthetic_taint_1_770841,27,8,7,0,1,False,0,True,0,True
synthetic_taint_1_770841,31,2,1,1,1,True,1,True,1,True
synthetic_taint_1_770841,31,3,2,1,1,True,1,True,1,True
synthetic_taint_1_770841,31,4,3,1,1,True,1,True,1,True
synthetic_taint_1_770841,31,5,4,1,1,True,1,True,1,True
synthetic_taint_1_770841,31,6,5,1,1,True,1,True,1,True
synthetic_taint_1_770841,31,7,6,0,0,True,0,True,1,False
synthetic_taint_1_770841,31,8,7,0,1,False,0,True,1,False
synthetic_taint_0_968660,-1,2,1,1,1,True,1,True,1,True
synthetic_taint_0_968660,-1,3,2,1,1,True,1,True,1,True
synthetic_taint_0_968660,-1,4,3,1,1,True,1,True,0,False
synthetic_taint_0_968660,0,2,1,1,1,True,1,True,0,False
synthetic_taint_0_968660,0,3,2,1,1,True,1,True,0,False
synthetic_taint_0_968660,0,4,3,1,1,True,1,True,1,True
synthetic_taint_0_968660,3,2,1,1,1,True,0,False,1,True
synthetic_taint_0_968660,3,3,2,1,1,True,0,False,1,True
synthetic_taint_0_968660,3,4,3,1,1,True,0,False,0,False
synthetic_taint_0_968660,7,2,1,1,1,True,1,True,1,True
synthetic_taint_0_968660,7,3,2,1,1,True,1,True,1,True
synthetic_taint_0_968660,7,4,3,1,1,True,1,True,1,True
synthetic_taint_0_968660,11,2,1,1,1,True,1,True,0,False
synthetic_taint_0_968660,11,3,2,1,1,True,1,True,1,True
synthetic_taint_0_968660,11,4,3,1,1,True,1,True,1,True
synthetic_taint_0_968660,15,2,1,1,1,True,1,True,1,True
synthetic_taint_0_968660,15,3,2,1,1,True,1,True,1,True
synthetic_taint_0_968660,15,4,3,1,1,True,1,True,1,True
synthetic_taint_0_968660,19,2,1,1,1,True,1,True,0,False
synthetic_taint_0_968660,19,3,2,1,1,True,1,True,1,True
synthetic_taint_0_968660,19,4,3,1,1,True,1,True,0,False
synthetic_taint_0_968660,23,2,1,1,1,True,1,True,0,False
synthetic_taint_0_968660,23,3,2,1,1,True,1,True,1,True
synthetic_taint_0_968660,23,4,3,1,1,True,1,True,0,False
synthetic_taint_0_968660,27,2,1,1,1,True,1,True,0,False
synthetic_taint_0_968660,27,3,2,1,1,True,1,True,1,True
synthetic_taint_0_968660,27,4,3,1,1,True,1,True,0,False
synthetic_taint_0_968660,31,2,1,1,1,True,1,True,1,True
synthetic_taint_0_968660,31,3,2,1,1,True,1,True,1,True
synthetic_taint_0_968660,31,4,3,1,1,True,1,True,1,True
synthetic_taint_0_270176,-1,2,1,1,1,True,1,True,1,True
synthetic_taint_0_270176,-1,3,2,1,1,True,1,True,1,True
synthetic_taint_0_270176,-1,4,3,1,1,True,1,True,0,False
synthetic_taint_0_270176,0,2,1,1,1,True,1,True,1,True
synthetic_taint_0_270176,0,3,2,1,1,True,1,True,1,True
synthetic_taint_0_270176,0,4,3,1,1,True,0,False,1,True
synthetic_taint_0_270176,3,2,1,1,1,True,1,True,1,True
synthetic_taint_0_270176,3,3,2,1,1,True,1,True,0,False
synthetic_taint_0_270176,3,4,3,1,1,True,0,False,0,False
synthetic_taint_0_270176,7,2,1,1,1,True,1,True,1,True
synthetic_taint_0_270176,7,3,2,1,1,True,1,True,1,True
synthetic_taint_0_270176,7,4,3,1,1,True,1,True,1,True
synthetic_taint_0_270176,11,2,1,1,1,True,1,True,1,True
synthetic_taint_0_270176,11,3,2,1,1,True,1,True,1,True
synthetic_taint_0_270176,11,4,3,1,1,True,1,True,1,True
synthetic_taint_0_270176,15,2,1,1,1,True,1,True,1,True
synthetic_taint_0_270176,15,3,2,1,1,True,1,True,1,True
synthetic_taint_0_270176,15,4,3,1,1,True,1,True,1,True
synthetic_taint_0_270176,19,2,1,1,1,True,1,True,0,False
synthetic_taint_0_270176,19,3,2,1,1,True,1,True,0,False
synthetic_taint_0_270176,19,4,3,1,1,True,1,True,0,False
synthetic_taint_0_270176,23,2,1,1,1,True,1,True,0,False
synthetic_taint_0_270176,23,3,2,1,1,True,1,True,1,True
synthetic_taint_0_270176,23,4,3,1,1,True,1,True,0,False
synthetic_taint_0_270176,27,2,1,1,1,True,1,True,0,False
synthetic_taint_0_270176,27,3,2,1,1,True,1,True,0,False
synthetic_taint_0_270176,27,4,3,1,1,True,1,True,0,False
synthetic_taint_0_270176,31,2,1,1,1,True,0,False,1,True
synthetic_taint_0_270176,31,3,2,1,1,True,1,True,1,True
synthetic_taint_0_270176,31,4,3,1,1,True,1,True,1,True
synthetic_taint_0_620785,-1,2,1,1,1,True,1,True,1,True
synthetic_taint_0_620785,-1,3,2,1,1,True,1,True,1,True
synthetic_taint_0_620785,-1,4,3,1,1,True,1,True,0,False
synthetic_taint_0_620785,0,2,1,1,1,True,1,True,1,True
synthetic_taint_0_620785,0,3,2,1,1,True,1,True,1,True
synthetic_taint_0_620785,0,4,3,1,1,True,1,True,1,True
synthetic_taint_0_620785,3,2,1,1,1,True,1,True,1,True
synthetic_taint_0_620785,3,3,2,1,1,True,1,True,0,False
synthetic_taint_0_620785,3,4,3,1,1,True,0,False,0,False
synthetic_taint_0_620785,7,2,1,1,1,True,1,True,1,True
synthetic_taint_0_620785,7,3,2,1,1,True,1,True,1,True
synthetic_taint_0_620785,7,4,3,1,1,True,1,True,1,True
synthetic_taint_0_620785,11,2,1,1,1,True,1,True,1,True
synthetic_taint_0_620785,11,3,2,1,1,True,1,True,1,True
synthetic_taint_0_620785,11,4,3,1,1,True,0,False,1,True
synthetic_taint_0_620785,15,2,1,1,1,True,1,True,1,True
synthetic_taint_0_620785,15,3,2,1,1,True,1,True,1,True
synthetic_taint_0_620785,15,4,3,1,1,True,1,True,1,True
synthetic_taint_0_620785,19,2,1,1,1,True,1,True,0,False
synthetic_taint_0_620785,19,3,2,1,1,True,1,True,0,False
synthetic_taint_0_620785,19,4,3,1,1,True,1,True,0,False
synthetic_taint_0_620785,23,2,1,1,1,True,1,True,0,False
synthetic_taint_0_620785,23,3,2,1,1,True,1,True,1,True
synthetic_taint_0_620785,23,4,3,1,1,True,1,True,0,False
synthetic_taint_0_620785,27,2,1,1,1,True,1,True,0,False
synthetic_taint_0_620785,27,3,2,1,1,True,1,True,0,False
synthetic_taint_0_620785,27,4,3,1,1,True,1,True,0,False
synthetic_taint_0_620785,31,2,1,1,1,True,0,False,1,True
synthetic_taint_0_620785,31,3,2,1,1,True,1,True,1,True
synthetic_taint_0_620785,31,4,3,1,1,True,1,True,1,True
synthetic_taint_0_205943,-1,2,1,1,1,True,1,True,0,False
synthetic_taint_0_205943,-1,3,2,1,1,True,1,True,0,False
synthetic_taint_0_205943,-1,4,3,1,1,True,1,True,0,False
synthetic_taint_0_205943,-1,5,4,1,1,True,1,True,0,False
synthetic_taint_0_205943,-1,6,5,1,1,True,1,True,0,False
synthetic_taint_0_205943,0,2,1,1,1,True,1,True,1,True
synthetic_taint_0_205943,0,3,2,1,1,True,1,True,1,True
synthetic_taint_0_205943,0,4,3,1,1,True,1,True,1,True
synthetic_taint_0_205943,0,5,4,1,1,True,1,True,1,True
synthetic_taint_0_205943,0,6,5,1,1,True,1,True,1,True
synthetic_taint_0_205943,3,2,1,1,1,True,1,True,1,True
synthetic_taint_0_205943,3,3,2,1,1,True,0,False,0,False
synthetic_taint_0_205943,3,4,3,1,1,True,0,False,1,True
synthetic_taint_0_205943,3,5,4,1,1,True,0,False,0,False
synthetic_taint_0_205943,3,6,5,1,1,True,0,False,0,False
synthetic_taint_0_205943,7,2,1,1,1,True,1,True,1,True
synthetic_taint_0_205943,7,3,2,1,1,True,1,True,1,True
synthetic_taint_0_205943,7,4,3,1,1,True,1,True,1,True
synthetic_taint_0_205943,7,5,4,1,1,True,1,True,1,True
synthetic_taint_0_205943,7,6,5,1,1,True,1,True,1,True
synthetic_taint_0_205943,11,2,1,1,1,True,1,True,1,True
synthetic_taint_0_205943,11,3,2,1,1,True,1,True,1,True
synthetic_taint_0_205943,11,4,3,1,1,True,1,True,1,True
synthetic_taint_0_205943,11,5,4,1,1,True,1,True,1,True
synthetic_taint_0_205943,11,6,5,1,1,True,1,True,1,True
synthetic_taint_0_205943,15,2,1,1,1,True,1,True,1,True
synthetic_taint_0_205943,15,3,2,1,1,True,1,True,1,True
synthetic_taint_0_205943,15,4,3,1,1,True,1,True,1,True
synthetic_taint_0_205943,15,5,4,1,1,True,1,True,1,True
synthetic_taint_0_205943,15,6,5,1,1,True,1,True,1,True
synthetic_taint_0_205943,19,2,1,1,1,True,1,True,0,False
synthetic_taint_0_205943,19,3,2,1,1,True,1,True,0,False
synthetic_taint_0_205943,19,4,3,1,1,True,1,True,0,False
synthetic_taint_0_205943,19,5,4,1,1,True,1,True,1,True
synthetic_taint_0_205943,19,6,5,1,1,True,1,True,0,False
synthetic_taint_0_205943,23,2,1,1,1,True,1,True,0,False
synthetic_taint_0_205943,23,3,2,1,1,True,1,True,1,True
synthetic_taint_0_205943,23,4,3,1,1,True,1,True,1,True
synthetic_taint_0_205943,23,5,4,1,1,True,1,True,0,False
synthetic_taint_0_205943,23,6,5,1,1,True,1,True,0,False
synthetic_taint_0_205943,27,2,1,1,1,True,1,True,0,False
synthetic_taint_0_205943,27,3,2,1,1,True,1,True,0,False
synthetic_taint_0_205943,27,4,3,1,1,True,1,True,0,False
synthetic_taint_0_205943,27,5,4,1,1,True,1,True,0,False
synthetic_taint_0_205943,27,6,5,1,1,True,1,True,0,False
synthetic_taint_0_205943,31,2,1,1,1,True,0,False,1,True
synthetic_taint_0_205943,31,3,2,1,1,True,1,True,1,True
synthetic_taint_0_205943,31,4,3,1,1,True,1,True,1,True
synthetic_taint_0_205943,31,5,4,1,1,True,1,True,1,True
synthetic_taint_0_205943,31,6,5,1,1,True,1,True,1,True
synthetic_taint_0_907065,-1,2,1,1,1,True,1,True,0,False
synthetic_taint_0_907065,-1,3,2,1,1,True,1,True,0,False
synthetic_taint_0_907065,-1,4,3,1,1,True,1,True,0,False
synthetic_taint_0_907065,-1,5,4,1,1,True,1,True,0,False
synthetic_taint_0_907065,-1,6,5,1,1,True,1,True,1,True
synthetic_taint_0_907065,-1,7,6,1,1,True,1,True,1,True
synthetic_taint_0_907065,0,2,1,1,1,True,1,True,1,True
synthetic_taint_0_907065,0,3,2,1,1,True,1,True,1,True
synthetic_taint_0_907065,0,4,3,1,1,True,1,True,1,True
synthetic_taint_0_907065,0,5,4,1,1,True,1,True,1,True
synthetic_taint_0_907065,0,6,5,1,1,True,1,True,1,True
synthetic_taint_0_907065,0,7,6,1,1,True,1,True,1,True
synthetic_taint_0_907065,3,2,1,1,1,True,1,True,1,True
synthetic_taint_0_907065,3,3,2,1,1,True,1,True,0,False
synthetic_taint_0_907065,3,4,3,1,1,True,0,False,0,False
synthetic_taint_0_907065,3,5,4,1,1,True,0,False,0,False
synthetic_taint_0_907065,3,6,5,1,1,True,0,False,0,False
synthetic_taint_0_907065,3,7,6,1,1,True,0,False,0,False
synthetic_taint_0_907065,7,2,1,1,1,True,1,True,1,True
synthetic_taint_0_907065,7,3,2,1,1,True,1,True,1,True
synthetic_taint_0_907065,7,4,3,1,1,True,1,True,1,True
synthetic_taint_0_907065,7,5,4,1,1,True,1,True,0,False
synthetic_taint_0_907065,7,6,5,1,1,True,1,True,0,False
synthetic_taint_0_907065,7,7,6,1,1,True,1,True,0,False
synthetic_taint_0_907065,11,2,1,1,1,True,1,True,1,True
synthetic_taint_0_907065,11,3,2,1,1,True,1,True,1,True
synthetic_taint_0_907065,11,4,3,1,1,True,1,True,1,True
synthetic_taint_0_907065,11,5,4,1,1,True,1,True,1,True
synthetic_taint_0_907065,11,6,5,1,1,True,1,True,0,False
synthetic_taint_0_907065,11,7,6,1,1,True,1,True,1,True
synthetic_taint_0_907065,15,2,1,1,1,True,1,True,1,True
synthetic_taint_0_907065,15,3,2,1,1,True,1,True,1,True
synthetic_taint_0_907065,15,4,3,1,1,True,1,True,1,True
synthetic_taint_0_907065,15,5,4,1,1,True,1,True,1,True
synthetic_taint_0_907065,15,6,5,1,1,True,1,True,1,True
synthetic_taint_0_907065,15,7,6,1,1,True,1,True,1,True
synthetic_taint_0_907065,19,2,1,1,1,True,1,True,0,False
synthetic_taint_0_907065,19,3,2,1,1,True,1,True,0,False
synthetic_taint_0_907065,19,4,3,1,1,True,1,True,0,False
synthetic_taint_0_907065,19,5,4,1,1,True,1,True,0,False
synthetic_taint_0_907065,19,6,5,1,1,True,1,True,0,False
synthetic_taint_0_907065,19,7,6,1,1,True,1,True,0,False
synthetic_taint_0_907065,23,2,1,1,1,True,1,True,0,False
synthetic_taint_0_907065,23,3,2,1,1,True,1,True,1,True
synthetic_taint_0_907065,23,4,3,1,1,True,1,True,1,True
synthetic_taint_0_907065,23,5,4,1,1,True,1,True,0,False
synthetic_taint_0_907065,23,6,5,1,1,True,1,True,0,False
synthetic_taint_0_907065,23,7,6,1,1,True,1,True,0,False
synthetic_taint_0_907065,27,2,1,1,1,True,1,True,0,False
synthetic_taint_0_907065,27,3,2,1,1,True,1,True,0,False
synthetic_taint_0_907065,27,4,3,1,1,True,1,True,1,True
synthetic_taint_0_907065,27,5,4,1,1,True,1,True,1,True
synthetic_taint_0_907065,27,6,5,1,1,True,1,True,1,True
synthetic_taint_0_907065,27,7,6,1,1,True,1,True,1,True
synthetic_taint_0_907065,31,2,1,1,1,True,0,False,1,True
synthetic_taint_0_907065,31,3,2,1,1,True,1,True,1,True
synthetic_taint_0_907065,31,4,3,1,1,True,1,True,1,True
synthetic_taint_0_907065,31,5,4,1,1,True,1,True,1,True
synthetic_taint_0_907065,31,6,5,1,1,True,1,True,1,True
synthetic_taint_0_907065,31,7,6,1,1,True,1,True,1,True
synthetic_taint_1_123646,-1,2,1,1,1,True,1,True,0,False
synthetic_taint_1_123646,-1,3,2,1,1,True,1,True,0,False
synthetic_taint_1_123646,-1,4,3,1,1,True,1,True,0,False
synthetic_taint_1_123646,-1,5,4,0,0,True,1,False,0,True
synthetic_taint_1_123646,-1,6,5,0,1,False,1,False,0,True
synthetic_taint_1_123646,0,2,1,1,1,True,1,True,1,True
synthetic_taint_1_123646,0,3,2,1,1,True,1,True,1,True
synthetic_taint_1_123646,0,4,3,1,1,True,1,True,1,True
synthetic_taint_1_123646,0,5,4,0,0,True,0,True,0,True
synthetic_taint_1_123646,0,6,5,0,1,False,0,True,0,True
synthetic_taint_1_123646,3,2,1,1,1,True,1,True,1,True
synthetic_taint_1_123646,3,3,2,1,1,True,1,True,1,True
synthetic_taint_1_123646,3,4,3,1,1,True,1,True,1,True
synthetic_taint_1_123646,3,5,4,0,0,True,0,True,1,False
synthetic_taint_1_123646,3,6,5,0,1,False,0,True,0,True
synthetic_taint_1_123646,7,2,1,1,1,True,1,True,1,True
synthetic_taint_1_123646,7,3,2,1,1,True,1,True,1,True
synthetic_taint_1_123646,7,4,3,1,1,True,1,True,1,True
synthetic_taint_1_123646,7,5,4,0,0,True,0,True,0,True
synthetic_taint_1_123646,7,6,5,0,1,False,0,True,0,True
synthetic_taint_1_123646,11,2,1,1,1,True,1,True,1,True
synthetic_taint_1_123646,11,3,2,1,1,True,1,True,1,True
synthetic_taint_1_123646,11,4,3,1,1,True,1,True,1,True
synthetic_taint_1_123646,11,5,4,0,0,True,0,True,0,True
synthetic_taint_1_123646,11,6,5,0,1,False,0,True,0,True
synthetic_taint_1_123646,15,2,1,1,1,True,1,True,1,True
synthetic_taint_1_123646,15,3,2,1,1,True,1,True,1,True
synthetic_taint_1_123646,15,4,3,1,1,True,1,True,1,True
synthetic_taint_1_123646,15,5,4,0,0,True,0,True,1,False
synthetic_taint_1_123646,15,6,5,0,1,False,0,True,1,False
synthetic_taint_1_123646,19,2,1,1,1,True,1,True,0,False
synthetic_taint_1_123646,19,3,2,1,1,True,1,True,0,False
synthetic_taint_1_123646,19,4,3,1,1,True,1,True,0,False
synthetic_taint_1_123646,19,5,4,0,0,True,0,True,0,True
synthetic_taint_1_123646,19,6,5,0,1,False,0,True,0,True
synthetic_taint_1_123646,23,2,1,1,1,True,1,True,0,False
synthetic_taint_1_123646,23,3,2,1,1,True,1,True,1,True
synthetic_taint_1_123646,23,4,3,1,1,True,1,True,1,True
synthetic_taint_1_123646,23,5,4,0,0,True,0,True,0,True
synthetic_taint_1_123646,23,6,5,0,1,False,0,True,0,True
synthetic_taint_1_123646,27,2,1,1,1,True,1,True,0,False
synthetic_taint_1_123646,27,3,2,1,1,True,1,True,0,False
synthetic_taint_1_123646,27,4,3,1,1,True,1,True,0,False
synthetic_taint_1_123646,27,5,4,0,0,True,0,True,0,True
synthetic_taint_1_123646,27,6,5,0,1,False,0,True,0,True
synthetic_taint_1_123646,31,2,1,1,1,True,0,False,1,True
synthetic_taint_1_123646,31,3,2,1,1,True,1,True,1,True
synthetic_taint_1_123646,31,4,3,1,1,True,1,True,1,True
synthetic_taint_1_123646,31,5,4,0,0,True,0,True,1,False
synthetic_taint_1_123646,31,6,5,0,1,False,0,True,1,False
synthetic_taint_0_298774,-1,2,1,1,1,True,1,True,0,False
synthetic_taint_0_298774,-1,3,2,1,1,True,1,True,0,False
synthetic_taint_0_298774,-1,4,3,1,1,True,1,True,0,False
synthetic_taint_0_298774,-1,5,4,1,1,True,1,True,0,False
synthetic_taint_0_298774,-1,6,5,1,1,True,1,True,1,True
synthetic_taint_0_298774,-1,7,6,1,1,True,1,True,1,True
synthetic_taint_0_298774,0,2,1,1,1,True,1,True,1,True
synthetic_taint_0_298774,0,3,2,1,1,True,1,True,1,True
synthetic_taint_0_298774,0,4,3,1,1,True,1,True,1,True
synthetic_taint_0_298774,0,5,4,1,1,True,1,True,1,True
synthetic_taint_0_298774,0,6,5,1,1,True,1,True,1,True
synthetic_taint_0_298774,0,7,6,1,1,True,1,True,1,True
synthetic_taint_0_298774,3,2,1,1,1,True,1,True,1,True
synthetic_taint_0_298774,3,3,2,1,1,True,1,True,0,False
synthetic_taint_0_298774,3,4,3,1,1,True,0,False,0,False
synthetic_taint_0_298774,3,5,4,1,1,True,0,False,0,False
synthetic_taint_0_298774,3,6,5,1,1,True,0,False,0,False
synthetic_taint_0_298774,3,7,6,1,1,True,0,False,0,False
synthetic_taint_0_298774,7,2,1,1,1,True,1,True,1,True
synthetic_taint_0_298774,7,3,2,1,1,True,1,True,1,True
synthetic_taint_0_298774,7,4,3,1,1,True,1,True,1,True
synthetic_taint_0_298774,7,5,4,1,1,True,1,True,0,False
synthetic_taint_0_298774,7,6,5,1,1,True,1,True,0,False
synthetic_taint_0_298774,7,7,6,1,1,True,0,False,1,True
synthetic_taint_0_298774,11,2,1,1,1,True,1,True,1,True
synthetic_taint_0_298774,11,3,2,1,1,True,1,True,1,True
synthetic_taint_0_298774,11,4,3,1,1,True,1,True,1,True
synthetic_taint_0_298774,11,5,4,1,1,True,1,True,1,True
synthetic_taint_0_298774,11,6,5,1,1,True,1,True,0,False
synthetic_taint_0_298774,11,7,6,1,1,True,1,True,1,True
synthetic_taint_0_298774,15,2,1,1,1,True,1,True,1,True
synthetic_taint_0_298774,15,3,2,1,1,True,1,True,1,True
synthetic_taint_0_298774,15,4,3,1,1,True,1,True,1,True
synthetic_taint_0_298774,15,5,4,1,1,True,1,True,1,True
synthetic_taint_0_298774,15,6,5,1,1,True,1,True,1,True
synthetic_taint_0_298774,15,7,6,1,1,True,1,True,1,True
synthetic_taint_0_298774,19,2,1,1,1,True,1,True,0,False
synthetic_taint_0_298774,19,3,2,1,1,True,1,True,0,False
synthetic_taint_0_298774,19,4,3,1,1,True,1,True,0,False
synthetic_taint_0_298774,19,5,4,1,1,True,1,True,0,False
synthetic_taint_0_298774,19,6,5,1,1,True,1,True,0,False
synthetic_taint_0_298774,19,7,6,1,1,True,1,True,0,False
synthetic_taint_0_298774,23,2,1,1,1,True,1,True,0,False
synthetic_taint_0_298774,23,3,2,1,1,True,1,True,1,True
synthetic_taint_0_298774,23,4,3,1,1,True,1,True,1,True
synthetic_taint_0_298774,23,5,4,1,1,True,1,True,0,False
synthetic_taint_0_298774,23,6,5,1,1,True,1,True,0,False
synthetic_taint_0_298774,23,7,6,1,1,True,1,True,1,True
synthetic_taint_0_298774,27,2,1,1,1,True,1,True,0,False
synthetic_taint_0_298774,27,3,2,1,1,True,1,True,0,False
synthetic_taint_0_298774,27,4,3,1,1,True,1,True,1,True
synthetic_taint_0_298774,27,5,4,1,1,True,1,True,1,True
synthetic_taint_0_298774,27,6,5,1,1,True,1,True,1,True
synthetic_taint_0_298774,27,7,6,1,1,True,1,True,0,False
synthetic_taint_0_298774,31,2,1,1,1,True,0,False,1,True
synthetic_taint_0_298774,31,3,2,1,1,True,1,True,1,True
synthetic_taint_0_298774,31,4,3,1,1,True,1,True,1,True
synthetic_taint_0_298774,31,5,4,1,1,True,1,True,1,True
synthetic_taint_0_298774,31,6,5,1,1,True,1,True,1,True
synthetic_taint_0_298774,31,7,6,1,1,True,1,True,1,True
synthetic_taint_0_629939,-1,2,1,1,1,True,1,True,0,False
synthetic_taint_0_629939,-1,3,2,1,1,True,1,True,0,False
synthetic_taint_0_629939,-1,4,3,1,1,True,1,True,0,False
synthetic_taint_0_629939,-1,5,4,1,1,True,1,True,0,False
synthetic_taint_0_629939,-1,6,5,1,1,True,1,True,0,False
synthetic_taint_0_629939,0,2,1,1,1,True,1,True,1,True
synthetic_taint_0_629939,0,3,2,1,1,True,1,True,1,True
synthetic_taint_0_629939,0,4,3,1,1,True,1,True,1,True
synthetic_taint_0_629939,0,5,4,1,1,True,1,True,1,True
synthetic_taint_0_629939,0,6,5,1,1,True,1,True,1,True
synthetic_taint_0_629939,3,2,1,1,1,True,1,True,1,True
synthetic_taint_0_629939,3,3,2,1,1,True,1,True,1,True
synthetic_taint_0_629939,3,4,3,1,1,True,1,True,1,True
synthetic_taint_0_629939,3,5,4,1,1,True,0,False,1,True
synthetic_taint_0_629939,3,6,5,1,1,True,0,False,0,False
synthetic_taint_0_629939,7,2,1,1,1,True,1,True,1,True
synthetic_taint_0_629939,7,3,2,1,1,True,1,True,1,True
synthetic_taint_0_629939,7,4,3,1,1,True,1,True,1,True
synthetic_taint_0_629939,7,5,4,1,1,True,1,True,0,False
synthetic_taint_0_629939,7,6,5,1,1,True,1,True,0,False
synthetic_taint_0_629939,11,2,1,1,1,True,1,True,1,True
synthetic_taint_0_629939,11,3,2,1,1,True,1,True,1,True
synthetic_taint_0_629939,11,4,3,1,1,True,1,True,1,True
synthetic_taint_0_629939,11,5,4,1,1,True,1,True,1,True
synthetic_taint_0_629939,11,6,5,1,1,True,0,False,1,True
synthetic_taint_0_629939,15,2,1,1,1,True,1,True,1,True
synthetic_taint_0_629939,15,3,2,1,1,True,1,True,1,True
synthetic_taint_0_629939,15,4,3,1,1,True,1,True,1,True
synthetic_taint_0_629939,15,5,4,1,1,True,1,True,1,True
synthetic_taint_0_629939,15,6,5,1,1,True,1,True,1,True
synthetic_taint_0_629939,19,2,1,1,1,True,1,True,0,False
synthetic_taint_0_629939,19,3,2,1,1,True,1,True,0,False
synthetic_taint_0_629939,19,4,3,1,1,True,1,True,0,False
synthetic_taint_0_629939,19,5,4,1,1,True,1,True,0,False
synthetic_taint_0_629939,19,6,5,1,1,True,0,False,0,False
synthetic_taint_0_629939,23,2,1,1,1,True,1,True,0,False
synthetic_taint_0_629939,23,3,2,1,1,True,1,True,1,True
synthetic_taint_0_629939,23,4,3,1,1,True,1,True,1,True
synthetic_taint_0_629939,23,5,4,1,1,True,1,True,0,False
synthetic_taint_0_629939,23,6,5,1,1,True,0,False,0,False
