model,item_id,family,pair_id,arm,read,lens,layer,position,target_in_prompt,rank,distractor_rank,margin,n_target_ids
starcoder2-3b,binding-0-outer,binding,binding-0,outer,use,r-lens,0,27,True,36519,32040,-0.595703125,1
starcoder2-3b,binding-0-outer,binding,binding-0,outer,use,r-lens,1,27,True,34670,30788,-0.4814453125,1
starcoder2-3b,binding-0-outer,binding,binding-0,outer,use,r-lens,2,27,True,875,1230,0.375,1
starcoder2-3b,binding-0-outer,binding,binding-0,outer,use,r-lens,3,27,True,29888,20281,-1.1845703125,1
starcoder2-3b,binding-0-outer,binding,binding-0,outer,use,r-lens,4,27,True,5699,17717,1.953125,1
starcoder2-3b,binding-0-outer,binding,binding-0,outer,use,r-lens,5,27,True,32852,27550,-0.662109375,1
starcoder2-3b,binding-0-outer,binding,binding-0,outer,use,r-lens,6,27,True,4217,17758,2.3984375,1
starcoder2-3b,binding-0-outer,binding,binding-0,outer,use,r-lens,7,27,True,8068,5305,-0.64794921875,1
starcoder2-3b,binding-0-outer,binding,binding-0,outer,use,r-lens,8,27,True,5419,14413,1.6171875,1
starcoder2-3b,binding-0-outer,binding,binding-0,outer,use,r-lens,9,27,True,22871,14674,-1.04345703125,1
starcoder2-3b,binding-0-outer,binding,binding-0,outer,use,r-lens,10,27,True,5207,13494,1.5390625,1
starcoder2-3b,binding-0-outer,binding,binding-0,outer,use,r-lens,11,27,True,9206,8620,-0.111328125,1
starcoder2-3b,binding-0-outer,binding,binding-0,outer,use,r-lens,12,27,True,28125,20928,-0.8701171875,1
starcoder2-3b,binding-0-outer,binding,binding-0,outer,use,r-lens,13,27,True,4553,6065,0.3515625,1
starcoder2-3b,binding-0-outer,binding,binding-0,outer,use,r-lens,14,27,True,133,883,1.84375,1
starcoder2-3b,binding-0-outer,binding,binding-0,outer,use,r-lens,15,27,True,280,1390,1.29296875,1
starcoder2-3b,binding-0-outer,binding,binding-0,outer,use,r-lens,16,27,True,271,1711,1.60546875,1
starcoder2-3b,binding-0-outer,binding,binding-0,outer,use,r-lens,17,27,True,165,956,1.40234375,1
starcoder2-3b,binding-0-outer,binding,binding-0,outer,use,r-lens,18,27,True,125,1215,1.599609375,1
starcoder2-3b,binding-0-outer,binding,binding-0,outer,use,r-lens,19,27,True,7573,17419,1.14453125,1
starcoder2-3b,binding-0-outer,binding,binding-0,outer,use,r-lens,20,27,True,13147,18587,0.53125,1
starcoder2-3b,binding-0-outer,binding,binding-0,outer,use,r-lens,21,27,True,10036,19026,1.0078125,1
starcoder2-3b,binding-0-outer,binding,binding-0,outer,use,r-lens,22,27,True,10704,12077,0.1640625,1
starcoder2-3b,binding-0-outer,binding,binding-0,outer,use,r-lens,23,27,True,11231,13142,0.21875,1
starcoder2-3b,binding-0-outer,binding,binding-0,outer,use,r-lens,24,27,True,11092,13127,0.234375,1
starcoder2-3b,binding-0-outer,binding,binding-0,outer,use,r-lens,25,27,True,3090,3090,0.0,1
starcoder2-3b,binding-0-outer,binding,binding-0,outer,use,r-lens,26,27,True,2812,2242,-0.2283935546875,1
starcoder2-3b,binding-0-outer,binding,binding-0,outer,use,r-lens,27,27,True,2873,5594,0.65625,1
starcoder2-3b,binding-0-outer,binding,binding-0,outer,use,r-lens,28,27,True,178,929,1.375,1
starcoder2-3b,binding-0-outer,binding,binding-0,outer,use,logit-lens,0,27,True,104,360,0.9375,1
starcoder2-3b,binding-0-outer,binding,binding-0,outer,use,logit-lens,1,27,True,10003,8180,-0.2890625,1
starcoder2-3b,binding-0-outer,binding,binding-0,outer,use,logit-lens,2,27,True,9130,9577,0.0703125,1
starcoder2-3b,binding-0-outer,binding,binding-0,outer,use,logit-lens,3,27,True,2229,2822,0.25,1
starcoder2-3b,binding-0-outer,binding,binding-0,outer,use,logit-lens,4,27,True,4436,3898,-0.15625,1
starcoder2-3b,binding-0-outer,binding,binding-0,outer,use,logit-lens,5,27,True,4177,1865,-0.890625,1
starcoder2-3b,binding-0-outer,binding,binding-0,outer,use,logit-lens,6,27,True,4249,5243,0.25,1
starcoder2-3b,binding-0-outer,binding,binding-0,outer,use,logit-lens,7,27,True,3595,12507,1.798828125,1
starcoder2-3b,binding-0-outer,binding,binding-0,outer,use,logit-lens,8,27,True,434,5506,2.6015625,1
starcoder2-3b,binding-0-outer,binding,binding-0,outer,use,logit-lens,9,27,True,186,2583,2.46875,1
starcoder2-3b,binding-0-outer,binding,binding-0,outer,use,logit-lens,10,27,True,644,3917,1.90625,1
starcoder2-3b,binding-0-outer,binding,binding-0,outer,use,logit-lens,11,27,True,1392,7934,2.0,1
starcoder2-3b,binding-0-outer,binding,binding-0,outer,use,logit-lens,12,27,True,8968,22174,1.69140625,1
starcoder2-3b,binding-0-outer,binding,binding-0,outer,use,logit-lens,13,27,True,1135,5712,1.71875,1
starcoder2-3b,binding-0-outer,binding,binding-0,outer,use,logit-lens,14,27,True,915,2430,0.921875,1
starcoder2-3b,binding-0-outer,binding,binding-0,outer,use,logit-lens,15,27,True,1506,3994,1.03125,1
starcoder2-3b,binding-0-outer,binding,binding-0,outer,use,logit-lens,16,27,True,2288,6160,1.109375,1
starcoder2-3b,binding-0-outer,binding,binding-0,outer,use,logit-lens,17,27,True,5103,8518,0.640625,1
starcoder2-3b,binding-0-outer,binding,binding-0,outer,use,logit-lens,18,27,True,5924,9569,0.61328125,1
starcoder2-3b,binding-0-outer,binding,binding-0,outer,use,logit-lens,19,27,True,6544,13353,0.977813720703125,1
starcoder2-3b,binding-0-outer,binding,binding-0,outer,use,logit-lens,20,27,True,10968,22296,1.3154296875,1
starcoder2-3b,binding-0-outer,binding,binding-0,outer,use,logit-lens,21,27,True,20367,36675,1.796875,1
starcoder2-3b,binding-0-outer,binding,binding-0,outer,use,logit-lens,22,27,True,15605,24138,0.9375,1
starcoder2-3b,binding-0-outer,binding,binding-0,outer,use,logit-lens,23,27,True,9535,13501,0.533203125,1
starcoder2-3b,binding-0-outer,binding,binding-0,outer,use,logit-lens,24,27,True,10172,12895,0.37109375,1
starcoder2-3b,binding-0-outer,binding,binding-0,outer,use,logit-lens,25,27,True,16769,9356,-0.92578125,1
starcoder2-3b,binding-0-outer,binding,binding-0,outer,use,logit-lens,26,27,True,7676,6560,-0.2001953125,1
starcoder2-3b,binding-0-outer,binding,binding-0,outer,use,logit-lens,27,27,True,4309,5422,0.244140625,1
starcoder2-3b,binding-0-outer,binding,binding-0,outer,use,logit-lens,28,27,True,178,929,1.375,1
starcoder2-3b,binding-0-inner,binding,binding-0,inner,use,j-lens,0,27,True,13620,7114,-1.02734375,1
starcoder2-3b,binding-0-inner,binding,binding-0,inner,use,j-lens,1,27,True,3124,1223,-0.90625,1
starcoder2-3b,binding-0-inner,binding,binding-0,inner,use,j-lens,2,27,True,2730,622,-1.4375,1
starcoder2-3b,binding-0-inner,binding,binding-0,inner,use,j-lens,3,27,True,1132,149,-2.046875,1
starcoder2-3b,binding-0-inner,binding,binding-0,inner,use,j-lens,4,27,True,692,43,-2.609375,1
starcoder2-3b,binding-0-inner,binding,binding-0,inner,use,j-lens,5,27,True,1913,413,-1.625,1
starcoder2-3b,binding-0-inner,binding,binding-0,inner,use,j-lens,6,27,True,1861,439,-1.390625,1
starcoder2-3b,binding-0-inner,binding,binding-0,inner,use,j-lens,7,27,True,1714,328,-1.578125,1
starcoder2-3b,binding-0-inner,binding,binding-0,inner,use,j-lens,8,27,True,1831,128,-2.34375,1
starcoder2-3b,binding-0-inner,binding,binding-0,inner,use,j-lens,9,27,True,3752,352,-2.234375,1
starcoder2-3b,binding-0-inner,binding,binding-0,inner,use,j-lens,10,27,True,2083,213,-2.125,1
starcoder2-3b,binding-0-inner,binding,binding-0,inner,use,j-lens,11,27,True,2355,241,-2.0,1
starcoder2-3b,binding-0-inner,binding,binding-0,inner,use,j-lens,12,27,True,2096,368,-1.625,1
starcoder2-3b,binding-0-inner,binding,binding-0,inner,use,j-lens,13,27,True,917,94,-2.0625,1
starcoder2-3b,binding-0-inner,binding,binding-0,inner,use,j-lens,14,27,True,1298,165,-1.921875,1
starcoder2-3b,binding-0-inner,binding,binding-0,inner,use,j-lens,15,27,True,2082,114,-2.46875,1
starcoder2-3b,binding-0-inner,binding,binding-0,inner,use,j-lens,16,27,True,1391,138,-1.890625,1
starcoder2-3b,binding-0-inner,binding,binding-0,inner,use,j-lens,17,27,True,1371,39,-2.62109375,1
starcoder2-3b,binding-0-inner,binding,binding-0,inner,use,j-lens,18,27,True,3692,117,-2.644256591796875,1
starcoder2-3b,binding-0-inner,binding,binding-0,inner,use,j-lens,19,27,True,7726,360,-3.16796875,1
starcoder2-3b,binding-0-inner,binding,binding-0,inner,use,j-lens,20,27,True,6628,283,-3.096435546875,1
starcoder2-3b,binding-0-inner,binding,binding-0,inner,use,j-lens,21,27,True,3048,106,-3.408203125,1
starcoder2-3b,binding-0-inner,binding,binding-0,inner,use,j-lens,22,27,True,1601,62,-3.39453125,1
starcoder2-3b,binding-0-inner,binding,binding-0,inner,use,j-lens,23,27,True,1536,92,-2.75,1
starcoder2-3b,binding-0-inner,binding,binding-0,inner,use,j-lens,24,27,True,920,95,-2.453125,1
starcoder2-3b,binding-0-inner,binding,binding-0,inner,use,j-lens,25,27,True,684,201,-1.2109375,1
starcoder2-3b,binding-0-inner,binding,binding-0,inner,use,j-lens,26,27,True,504,252,-0.734375,1
starcoder2-3b,binding-0-inner,binding,binding-0,inner,use,j-lens,27,27,True,7231,5106,-0.40625,1
starcoder2-3b,binding-0-inner,binding,binding-0,inner,use,j-lens,28,27,True,578,232,-0.875,1
starcoder2-3b,binding-0-inner,binding,binding-0,inner,use,r-lens,0,27,True,31693,36324,0.611328125,1
starcoder2-3b,binding-0-inner,binding,binding-0,inner,use,r-lens,1,27,True,31141,35703,0.58349609375,1
starcoder2-3b,binding-0-inner,binding,binding-0,inner,use,r-lens,2,27,True,15639,24189,1.076171875,1
starcoder2-3b,binding-0-inner,binding,binding-0,inner,use,r-lens,3,27,True,26500,34418,0.986328125,1
starcoder2-3b,binding-0-inner,binding,binding-0,inner,use,r-lens,4,27,True,18090,5824,-1.9765625,1
starcoder2-3b,binding-0-inner,binding,binding-0,inner,use,r-lens,5,27,True,27107,30437,0.4228515625,1
starcoder2-3b,binding-0-inner,binding,binding-0,inner,use,r-lens,6,27,True,41226,21640,-2.703125,1
starcoder2-3b,binding-0-inner,binding,binding-0,inner,use,r-lens,7,27,True,2382,1535,-0.50390625,1
starcoder2-3b,binding-0-inner,binding,binding-0,inner,use,r-lens,8,27,True,17560,7450,-1.5703125,1
starcoder2-3b,binding-0-inner,binding,binding-0,inner,use,r-lens,9,27,True,15977,24345,1.04443359375,1
starcoder2-3b,binding-0-inner,binding,binding-0,inner,use,r-lens,10,27,True,14264,6000,-1.4609375,1
starcoder2-3b,binding-0-inner,binding,binding-0,inner,use,r-lens,11,27,True,11467,15393,0.580078125,1
starcoder2-3b,binding-0-inner,binding,binding-0,inner,use,r-lens,12,27,True,19853,26243,0.7666015625,1
starcoder2-3b,binding-0-inner,binding,binding-0,inner,use,r-lens,13,27,True,9948,12252,0.3349609375,1
starcoder2-3b,binding-0-inner,binding,binding-0,inner,use,r-lens,14,27,True,1426,224,-1.84375,1
starcoder2-3b,binding-0-inner,binding,binding-0,inner,use,r-lens,15,27,True,1878,425,-1.18359375,1
starcoder2-3b,binding-0-inner,binding,binding-0,inner,use,r-lens,16,27,True,1916,256,-1.7109375,1
starcoder2-3b,binding-0-inner,binding,binding-0,inner,use,r-lens,17,27,True,1119,143,-1.58984375,1
starcoder2-3b,binding-0-inner,binding,binding-0,inner,use,r-lens,18,27,True,2030,130,-2.0244140625,1
starcoder2-3b,binding-0-inner,binding,binding-0,inner,use,r-lens,19,27,True,6987,2126,-1.35546875,1
starcoder2-3b,binding-0-inner,binding,binding-0,inner,use,r-lens,20,27,True,6699,2362,-1.138671875,1
starcoder2-3b,binding-0-inner,binding,binding-0,inner,use,r-lens,21,27,True,5483,1198,-1.560546875,1
starcoder2-3b,binding-0-inner,binding,binding-0,inner,use,r-lens,22,27,True,2527,440,-1.57861328125,1
starcoder2-3b,binding-0-inner,binding,binding-0,inner,use,r-lens,23,27,True,2478,482,-1.5283203125,1
starcoder2-3b,binding-0-inner,binding,binding-0,inner,use,r-lens,24,27,True,1775,439,-1.30078125,1
starcoder2-3b,binding-0-inner,binding,binding-0,inner,use,r-lens,25,27,True,350,198,-0.75,1
starcoder2-3b,binding-0-inner,binding,binding-0,inner,use,r-lens,26,27,True,232,231,-0.015625,1
starcoder2-3b,binding-0-inner,binding,binding-0,inner,use,r-lens,27,27,True,2346,1406,-0.46875,1
starcoder2-3b,binding-0-inner,binding,binding-0,inner,use,r-lens,28,27,True,578,232,-0.875,1
starcoder2-3b,binding-0-inner,binding,binding-0,inner,use,logit-lens,0,27,True,277,124,-0.75,1
starcoder2-3b,binding-0-inner,binding,binding-0,inner,use,logit-lens,1,27,True,9160,12417,0.453125,1
starcoder2-3b,binding-0-inner,binding,binding-0,inner,use,logit-lens,2,27,True,7909,9054,0.203125,1
starcoder2-3b,binding-0-inner,binding,binding-0,inner,use,logit-lens,3,27,True,2469,3118,0.265625,1
starcoder2-3b,binding-0-inner,binding,binding-0,inner,use,logit-lens,4,27,True,1386,7800,2.078125,1
starcoder2-3b,binding-0-inner,binding,binding-0,inner,use,logit-lens,5,27,True,580,3846,1.890625,1
starcoder2-3b,binding-0-inner,binding,binding-0,inner,use,logit-lens,6,27,True,5048,14984,1.6953125,1
starcoder2-3b,binding-0-inner,binding,binding-0,inner,use,logit-lens,7,27,True,18984,20411,0.171875,1
starcoder2-3b,binding-0-inner,binding,binding-0,inner,use,logit-lens,8,27,True,12742,5774,-1.2421875,1
starcoder2-3b,binding-0-inner,binding,binding-0,inner,use,logit-lens,9,27,True,7747,1192,-2.1875,1
starcoder2-3b,binding-0-inner,binding,binding-0,inner,use,logit-lens,10,27,True,9602,1192,-2.59375,1
starcoder2-3b,binding-0-inner,binding,binding-0,inner,use,logit-lens,11,27,True,17489,11795,-0.7421875,1
starcoder2-3b,binding-0-inner,binding,binding-0,inner,use,logit-lens,12,27,True,7354,10079,0.46875,1
starcoder2-3b,binding-0-inner,binding,binding-0,inner,use,logit-lens,13,27,True,1523,483,-1.0625,1
starcoder2-3b,binding-0-inner,binding,binding-0,inner,use,logit-lens,14,27,True,1935,254,-1.828125,1
starcoder2-3b,binding-0-inner,binding,binding-0,inner,use,logit-lens,15,27,True,3707,366,-2.140625,1
starcoder2-3b,binding-0-inner,binding,binding-0,inner,use,logit-lens,16,27,True,5718,1666,-1.375,1
starcoder2-3b,binding-0-inner,binding,binding-0,inner,use,logit-lens,17,27,True,6824,904,-2.109375,1
starcoder2-3b,binding-0-inner,binding,binding-0,inner,use,logit-lens,18,27,True,6819,502,-2.515625,1
starcoder2-3b,binding-0-inner,binding,binding-0,inner,use,logit-lens,19,27,True,6454,216,-3.296875,1
starcoder2-3b,binding-0-inner,binding,binding-0,inner,use,logit-lens,20,27,True,6961,138,-3.7734375,1
starcoder2-3b,binding-0-inner,binding,binding-0,inner,use,logit-lens,21,27,True,8670,218,-3.841796875,1
starcoder2-3b,binding-0-inner,binding,binding-0,inner,use,logit-lens,22,27,True,3445,41,-4.46484375,1
starcoder2-3b,binding-0-inner,binding,binding-0,inner,use,logit-lens,23,27,True,1171,51,-3.015625,1
starcoder2-3b,binding-0-inner,binding,binding-0,inner,use,logit-lens,24,27,True,686,57,-2.46875,1
starcoder2-3b,binding-0-inner,binding,binding-0,inner,use,logit-lens,25,27,True,768,286,-1.0,1
starcoder2-3b,binding-0-inner,binding,binding-0,inner,use,logit-lens,26,27,True,422,205,-0.734375,1
starcoder2-3b,binding-0-inner,binding,binding-0,inner,use,logit-lens,27,27,True,401,182,-0.90625,1
starcoder2-3b,binding-0-inner,binding,binding-0,inner,use,logit-lens,28,27,True,578,232,-0.875,1
starcoder2-3b,scopeword-0-outer,scopeword,scopeword-0,outer,use,j-lens,0,27,False,2947,2457,-0.21875,6
starcoder2-3b,scopeword-0-outer,scopeword,scopeword-0,outer,use,j-lens,1,27,False,2696,6002,0.890625,6
starcoder2-3b,scopeword-0-outer,scopeword,scopeword-0,outer,use,j-lens,2,27,False,2455,6090,1.0625,6
starcoder2-3b,scopeword-0-outer,scopeword,scopeword-0,outer,use,j-lens,3,27,False,2457,6314,1.12890625,6
starcoder2-3b,scopeword-0-outer,scopeword,scopeword-0,outer,use,j-lens,4,27,False,4582,9154,0.9248046875,6
starcoder2-3b,scopeword-0-outer,scopeword,scopeword-0,outer,use,j-lens,5,27,False,3875,11446,1.46875,6
starcoder2-3b,scopeword-0-outer,scopeword,scopeword-0,outer,use,j-lens,6,27,False,6835,8863,0.349609375,6
starcoder2-3b,scopeword-0-outer,scopeword,scopeword-0,outer,use,j-lens,7,27,False,6044,5807,-0.046875,6
starcoder2-3b,scopeword-0-outer,scopeword,scopeword-0,outer,use,j-lens,8,27,False,5012,4577,-0.109375,6
starcoder2-3b,scopeword-0-outer,scopeword,scopeword-0,outer,use,j-lens,9,27,False,3556,6416,0.6875,6
starcoder2-3b,scopeword-0-outer,scopeword,scopeword-0,outer,use,j-lens,10,27,False,1460,907,-0.40625,6
starcoder2-3b,scopeword-0-outer,scopeword,scopeword-0,outer,use,j-lens,11,27,False,202,2452,2.140625,6
starcoder2-3b,scopeword-0-outer,scopeword,scopeword-0,outer,use,j-lens,12,27,False,1505,2375,0.421875,6
starcoder2-3b,scopeword-0-outer,scopeword,scopeword-0,outer,use,j-lens,13,27,False,174,1217,1.65625,6
starcoder2-3b,scopeword-0-outer,scopeword,scopeword-0,outer,use,j-lens,14,27,False,106,2129,2.5625,6
starcoder2-3b,scopeword-0-outer,scopeword,scopeword-0,outer,use,j-lens,15,27,False,129,382,0.90625,6
starcoder2-3b,scopeword-0-outer,scopeword,scopeword-0,outer,use,j-lens,16,27,False,68,280,1.25,6
starcoder2-3b,scopeword-0-outer,scopeword,scopeword-0,outer,use,j-lens,17,27,False,51,70,0.3125,6
starcoder2-3b,scopeword-0-outer,scopeword,scopeword-0,outer,use,j-lens,18,27,False,73,114,0.28125,6
starcoder2-3b,scopeword-0-outer,scopeword,scopeword-0,outer,use,j-lens,19,27,False,177,171,-0.03125,6
starcoder2-3b,scopeword-0-outer,scopeword,scopeword-0,outer,use,j-lens,20,27,False,294,245,-0.1875,6
starcoder2-3b,scopeword-0-outer,scopeword,scopeword-0,outer,use,j-lens,21,27,False,12,106,2.84375,6
starcoder2-3b,scopeword-0-outer,scopeword,scopeword-0,outer,use,j-lens,22,27,False,97,308,1.453125,6
starcoder2-3b,scopeword-0-outer,scopeword,scopeword-0,outer,use,j-lens,23,27,False,126,168,0.40625,6
starcoder2-3b,scopeword-0-outer,scopeword,scopeword-0,outer,use,j-lens,24,27,False,157,162,0.03125,6
starcoder2-3b,scopeword-0-outer,scopeword,scopeword-0,outer,use,j-lens,25,27,False,271,342,0.1640625,6
starcoder2-3b,scopeword-0-outer,scopeword,scopeword-0,outer,use,j-lens,26,27,False,336,994,1.0078125,6
starcoder2-3b,scopeword-0-outer,scopeword,scopeword-0,outer,use,j-lens,27,27,False,185,337,0.46875,6
starcoder2-3b,scopeword-0-outer,scopeword,scopeword-0,outer,use,j-lens,28,27,False,153,120,-0.21875,6
starcoder2-3b,scopeword-0-outer,scopeword,scopeword-0,outer,use,r-lens,0,27,False,25595,24509,-0.12890625,6
starcoder2-3b,scopeword-0-outer,scopeword,scopeword-0,outer,use,r-lens,1,27,False,29185,19397,-1.1484375,6
starcoder2-3b,scopeword-0-outer,scopeword,scopeword-0,outer,use,r-lens,2,27,False,5738,2647,-1.04296875,6
starcoder2-3b,scopeword-0-outer,scopeword,scopeword-0,outer,use,r-lens,3,27,False,16024,13188,-0.396484375,6
starcoder2-3b,scopeword-0-outer,scopeword,scopeword-0,outer,use,r-lens,4,27,False,869,2268,1.0625,6
starcoder2-3b,scopeword-0-outer,scopeword,scopeword-0,outer,use,r-lens,5,27,False,19366,15994,-0.43359375,6
starcoder2-3b,scopeword-0-outer,scopeword,scopeword-0,outer,use,r-lens,6,27,False,8890,2532,-1.71875,6
starcoder2-3b,scopeword-0-outer,scopeword,scopeword-0,outer,use,r-lens,7,27,False,5824,1495,-1.6829833984375,6
starcoder2-3b,scopeword-0-outer,scopeword,scopeword-0,outer,use,r-lens,8,27,False,758,4348,1.90625,6
starcoder2-3b,scopeword-0-outer,scopeword,scopeword-0,outer,use,r-lens,9,27,False,10306,6722,-0.6953125,6
starcoder2-3b,scopeword-0-outer,scopeword,scopeword-0,outer,use,r-lens,10,27,False,563,4332,2.171875,6
starcoder2-3b,scopeword-0-outer,scopeword,scopeword-0,outer,use,r-lens,11,27,False,4354,1082,-1.625,6
starcoder2-3b,scopeword-0-outer,scopeword,scopeword-0,outer,use,r-lens,12,27,False,19207,17347,-0.224609375,6
starcoder2-3b,scopeword-0-outer,scopeword,scopeword-0,outer,use,r-lens,13,27,False,3065,2064,-0.3984375,6
starcoder2-3b,scopeword-0-outer,scopeword,scopeword-0,outer,use,r-lens,14,27,False,177,253,0.34375,6
starcoder2-3b,scopeword-0-outer,scopeword,scopeword-0,outer,use,r-lens,15,27,False,319,161,-0.5390625,6
starcoder2-3b,scopeword-0-outer,scopeword,scopeword-0,outer,use,r-lens,16,27,False,271,120,-0.640625,6
starcoder2-3b,scopeword-0-outer,scopeword,scopeword-0,outer,use,r-lens,17,27,False,282,107,-0.78125,6
starcoder2-3b,scopeword-0-outer,scopeword,scopeword-0,outer,use,r-lens,18,27,False,121,65,-0.4375,6
starcoder2-3b,scopeword-0-outer,scopeword,scopeword-0,outer,use,r-lens,19,27,False,132,56,-0.609375,6
starcoder2-3b,scopeword-0-outer,scopeword,scopeword-0,outer,use,r-lens,20,27,False,275,357,0.203125,6
starcoder2-3b,scopeword-0-outer,scopeword,scopeword-0,outer,use,r-lens,21,27,False,7,37,1.71875,6
starcoder2-3b,scopeword-0-outer,scopeword,scopeword-0,outer,use,r-lens,22,27,False,51,172,1.0625,6
starcoder2-3b,scopeword-0-outer,scopeword,scopeword-0,outer,use,r-lens,23,27,False,67,166,0.984375,6
starcoder2-3b,scopeword-0-outer,scopeword,scopeword-0,outer,use,r-lens,24,27,False,120,294,0.984375,6
starcoder2-3b,scopeword-0-outer,scopeword,scopeword-0,outer,use,r-lens,25,27,False,172,459,1.03125,6
starcoder2-3b,scopeword-0-outer,scopeword,scopeword-0,outer,use,r-lens,26,27,False,156,1591,2.3203125,6
starcoder2-3b,scopeword-0-outer,scopeword,scopeword-0,outer,use,r-lens,27,27,False,153,200,0.21875,6
starcoder2-3b,scopeword-0-outer,scopeword,scopeword-0,outer,use,r-lens,28,27,False,153,120,-0.21875,6
starcoder2-3b,scopeword-0-outer,scopeword,scopeword-0,outer,use,logit-lens,0,27,False,1413,10240,2.484375,6
starcoder2-3b,scopeword-0-outer,scopeword,scopeword-0,outer,use,logit-lens,1,27,False,3877,21018,2.5625,6
starcoder2-3b,scopeword-0-outer,scopeword,scopeword-0,outer,use,logit-lens,2,27,False,9475,17550,1.0703125,6
starcoder2-3b,scopeword-0-outer,scopeword,scopeword-0,outer,use,logit-lens,3,27,False,15434,18082,0.2998046875,6
starcoder2-3b,scopeword-0-outer,scopeword,scopeword-0,outer,use,logit-lens,4,27,False,24770,22008,-0.310546875,6
starcoder2-3b,scopeword-0-outer,scopeword,scopeword-0,outer,use,logit-lens,5,27,False,9268,6565,-0.4765625,6
starcoder2-3b,scopeword-0-outer,scopeword,scopeword-0,outer,use,logit-lens,6,27,False,15724,13320,-0.314453125,6
starcoder2-3b,scopeword-0-outer,scopeword,scopeword-0,outer,use,logit-lens,7,27,False,7902,2815,-1.34375,6
starcoder2-3b,scopeword-0-outer,scopeword,scopeword-0,outer,use,logit-lens,8,27,False,5324,1596,-1.3828125,6
starcoder2-3b,scopeword-0-outer,scopeword,scopeword-0,outer,use,logit-lens,9,27,False,8682,1040,-2.4765625,6
starcoder2-3b,scopeword-0-outer,scopeword,scopeword-0,outer,use,logit-lens,10,27,False,5946,542,-2.578125,6
starcoder2-3b,scopeword-0-outer,scopeword,scopeword-0,outer,use,logit-lens,11,27,False,1643,649,-0.953125,6
starcoder2-3b,scopeword-0-outer,scopeword,scopeword-0,outer,use,logit-lens,12,27,False,1876,749,-0.9375,6
starcoder2-3b,scopeword-0-outer,scopeword,scopeword-0,outer,use,logit-lens,13,27,False,161,1135,1.8125,6
