model,lens,layer,relative_depth,prompt_style,condition,condition_kind,condition_order,base_id,family,structure,orientation,taint_delta_contrast_z,taint_delta_contrast_prob,taint_contrast_z_unsafe,taint_contrast_z_safe,model_delta_margin,model_margin_unsafe,model_margin_safe,model_correct_unsafe,model_correct_safe,security_delta_contrast_z,security_delta_contrast_prob
deepseek-coder-1.3b,clens,-1,,e6,rename_cumulative,cumulative,21,command_exec_assign_chain_00,command_exec,assign_chain,unsafe_minus_safe,0.0,0.0,-0.8252614772621331,-0.8252614772621331,-5.960464477539063e-08,-0.34375,-0.3437499403953552,0,1,0.0,0.0
deepseek-coder-1.3b,clens,-1,,sink,rename_cumulative,cumulative,21,command_exec_assign_chain_00,command_exec,assign_chain,unsafe_minus_safe,0.0,0.0,-0.8252614772621331,-0.8252614772621331,0.007812559604644775,-0.6249999403953552,-0.6328125,0,1,0.0,0.0
deepseek-coder-1.3b,clens,-1,,e6,rename_only,atomic,11,command_exec_assign_chain_00,command_exec,assign_chain,unsafe_minus_safe,0.0,0.0,-0.8252614772621331,-0.8252614772621331,-0.03125,-0.28125,-0.25,0,1,0.0,0.0
deepseek-coder-1.3b,clens,-1,,sink,rename_only,atomic,11,command_exec_assign_chain_00,command_exec,assign_chain,unsafe_minus_safe,0.0,0.0,-0.8252614772621331,-0.8252614772621331,-0.01171875,-0.51171875,-0.5,0,1,0.0,0.0
deepseek-coder-1.3b,clens,-1,,e6,rename_opaque,cumulative,22,command_exec_assign_chain_00,command_exec,assign_chain,unsafe_minus_safe,0.0,0.0,-0.8252614772621331,-0.8252614772621331,0.046875,-0.46875,-0.515625,0,1,0.0,0.0
deepseek-coder-1.3b,clens,-1,,sink,rename_opaque,cumulative,22,command_exec_assign_chain_00,command_exec,assign_chain,unsafe_minus_safe,0.0,0.0,-0.8252614772621331,-0.8252614772621331,-0.027343690395355225,-0.71875,-0.6914063096046448,0,1,0.0,0.0
deepseek-coder-1.3b,clens,-1,,e6,rename_opaque_encode,cumulative,23,command_exec_assign_chain_00,command_exec,assign_chain,unsafe_minus_safe,0.0,0.0,-0.8252614772621331,-0.8252614772621331,-0.015625,-0.0859375,-0.0703125,0,1,0.0,0.0
deepseek-coder-1.3b,clens,-1,,sink,rename_opaque_encode,cumulative,23,command_exec_assign_chain_00,command_exec,assign_chain,unsafe_minus_safe,0.0,0.0,-0.8252614772621331,-0.8252614772621331,0.027343809604644775,-0.2812499403953552,-0.30859375,0,1,0.0,0.0
deepseek-coder-1.3b,clens,-1,,e6,rename_opaque_encode_flatten,cumulative,24,command_exec_assign_chain_00,command_exec,assign_chain,unsafe_minus_safe,0.0,0.0,-0.8252614772621331,-0.8252614772621331,0.064453125,-0.279296875,-0.34375,0,1,0.0,0.0
deepseek-coder-1.3b,clens,-1,,sink,rename_opaque_encode_flatten,cumulative,24,command_exec_assign_chain_00,command_exec,assign_chain,unsafe_minus_safe,0.0,0.0,-0.8252614772621331,-0.8252614772621331,0.04949951171875,-0.62353515625,-0.67303466796875,0,1,0.0,0.0
deepseek-coder-1.3b,clens,-1,,e6,clean_heldout,clean,-1,command_exec_assign_chain_02,command_exec,assign_chain,unsafe_minus_safe,0.0,0.0,-0.8252614772621331,-0.8252614772621331,0.015625059604644775,-0.2812499403953552,-0.296875,0,1,0.0,0.0
deepseek-coder-1.3b,clens,-1,,sink,clean_heldout,clean,-1,command_exec_assign_chain_02,command_exec,assign_chain,unsafe_minus_safe,0.0,0.0,-0.8252614772621331,-0.8252614772621331,0.015625,-0.46875,-0.484375,0,1,0.0,0.0
deepseek-coder-1.3b,clens,-1,,e6,encode_only,atomic,13,command_exec_assign_chain_02,command_exec,assign_chain,unsafe_minus_safe,0.0,0.0,-0.8252614772621331,-0.8252614772621331,0.03125,-0.21875,-0.25,0,1,0.0,0.0
deepseek-coder-1.3b,clens,-1,,sink,encode_only,atomic,13,command_exec_assign_chain_02,command_exec,assign_chain,unsafe_minus_safe,0.0,0.0,-0.8252614772621331,-0.8252614772621331,0.0078125,-0.4765625,-0.484375,0,1,0.0,0.0
deepseek-coder-1.3b,clens,-1,,e6,flatten_only,atomic,14,command_exec_assign_chain_02,command_exec,assign_chain,unsafe_minus_safe,0.0,0.0,-0.8252614772621331,-0.8252614772621331,-5.960464477539063e-08,-0.2890625,-0.2890624403953552,0,1,0.0,0.0
deepseek-coder-1.3b,clens,-1,,sink,flatten_only,atomic,14,command_exec_assign_chain_02,command_exec,assign_chain,unsafe_minus_safe,0.0,0.0,-0.8252614772621331,-0.8252614772621331,-0.00390625,-0.67578125,-0.671875,0,1,0.0,0.0
deepseek-coder-1.3b,clens,-1,,e6,normalize,baseline,0,command_exec_assign_chain_02,command_exec,assign_chain,unsafe_minus_safe,0.0,0.0,-0.8252614772621331,-0.8252614772621331,0.046875,-0.296875,-0.34375,0,1,0.0,0.0
deepseek-coder-1.3b,clens,-1,,sink,normalize,baseline,0,command_exec_assign_chain_02,command_exec,assign_chain,unsafe_minus_safe,0.0,0.0,-0.8252614772621331,-0.8252614772621331,0.015625,-0.53125,-0.546875,0,1,0.0,0.0
deepseek-coder-1.3b,clens,-1,,e6,opaque_only,atomic,12,command_exec_assign_chain_02,command_exec,assign_chain,unsafe_minus_safe,0.0,0.0,-0.8252614772621331,-0.8252614772621331,0.07812511920928955,-0.24999994039535522,-0.3281250596046448,0,1,0.0,0.0
deepseek-coder-1.3b,clens,-1,,sink,opaque_only,atomic,12,command_exec_assign_chain_02,command_exec,assign_chain,unsafe_minus_safe,0.0,0.0,-0.8252614772621331,-0.8252614772621331,0.0390625,-0.5859375,-0.625,0,1,0.0,0.0
deepseek-coder-1.3b,clens,-1,,e6,rename_cumulative,cumulative,21,command_exec_assign_chain_02,command_exec,assign_chain,unsafe_minus_safe,0.0,0.0,-0.8252614772621331,-0.8252614772621331,0.0859375,-0.328125,-0.4140625,0,1,0.0,0.0
deepseek-coder-1.3b,clens,-1,,sink,rename_cumulative,cumulative,21,command_exec_assign_chain_02,command_exec,assign_chain,unsafe_minus_safe,0.0,0.0,-0.8252614772621331,-0.8252614772621331,0.0859375,-0.6484375,-0.734375,0,1,0.0,0.0
deepseek-coder-1.3b,clens,-1,,e6,rename_only,atomic,11,command_exec_assign_chain_02,command_exec,assign_chain,unsafe_minus_safe,0.0,0.0,-0.8252614772621331,-0.8252614772621331,0.023437559604644775,-0.3203124403953552,-0.34375,0,1,0.0,0.0
deepseek-coder-1.3b,clens,-1,,sink,rename_only,atomic,11,command_exec_assign_chain_02,command_exec,assign_chain,unsafe_minus_safe,0.0,0.0,-0.8252614772621331,-0.8252614772621331,0.0234375,-0.7539063096046448,-0.7773438096046448,0,1,0.0,0.0
deepseek-coder-1.3b,clens,-1,,e6,rename_opaque,cumulative,22,command_exec_assign_chain_02,command_exec,assign_chain,unsafe_minus_safe,0.0,0.0,-0.8252614772621331,-0.8252614772621331,0.0234375,-0.3515625596046448,-0.3750000596046448,0,1,0.0,0.0
deepseek-coder-1.3b,clens,-1,,sink,rename_opaque,cumulative,22,command_exec_assign_chain_02,command_exec,assign_chain,unsafe_minus_safe,0.0,0.0,-0.8252614772621331,-0.8252614772621331,-0.013671875,-0.669921875,-0.65625,0,1,0.0,0.0
deepseek-coder-1.3b,clens,-1,,e6,rename_opaque_encode,cumulative,23,command_exec_assign_chain_02,command_exec,assign_chain,unsafe_minus_safe,0.0,0.0,-0.8252614772621331,-0.8252614772621331,-0.046875,-0.265625,-0.21875,0,1,0.0,0.0
deepseek-coder-1.3b,clens,-1,,sink,rename_opaque_encode,cumulative,23,command_exec_assign_chain_02,command_exec,assign_chain,unsafe_minus_safe,0.0,0.0,-0.8252614772621331,-0.8252614772621331,-0.035156190395355225,-0.4765625,-0.4414063096046448,0,1,0.0,0.0
deepseek-coder-1.3b,clens,-1,,e6,rename_opaque_encode_flatten,cumulative,24,command_exec_assign_chain_02,command_exec,assign_chain,unsafe_minus_safe,0.0,0.0,-0.8252614772621331,-0.8252614772621331,0.00390625,-0.3789063096046448,-0.3828125596046448,0,1,0.0,0.0
deepseek-coder-1.3b,clens,-1,,sink,rename_opaque_encode_flatten,cumulative,24,command_exec_assign_chain_02,command_exec,assign_chain,unsafe_minus_safe,0.0,0.0,-0.8252614772621331,-0.8252614772621331,0.0,-0.4921875,-0.4921875,0,1,0.0,0.0
deepseek-coder-1.3b,clens,-1,,e6,clean_heldout,clean,-1,command_exec_assign_chain_03,command_exec,assign_chain,unsafe_minus_safe,0.0,0.0,-0.8252614772621331,-0.8252614772621331,-0.015625,-0.15625,-0.140625,0,1,0.0,0.0
deepseek-coder-1.3b,clens,-1,,sink,clean_heldout,clean,-1,command_exec_assign_chain_03,command_exec,assign_chain,unsafe_minus_safe,0.0,0.0,-0.8252614772621331,-0.8252614772621331,-0.015625,-0.390625,-0.375,0,1,0.0,0.0
deepseek-coder-1.3b,clens,-1,,e6,encode_only,atomic,13,command_exec_assign_chain_03,command_exec,assign_chain,unsafe_minus_safe,0.0,0.0,-0.8252614772621331,-0.8252614772621331,0.0,-0.15625,-0.15625,0,1,0.0,0.0
deepseek-coder-1.3b,clens,-1,,sink,encode_only,atomic,13,command_exec_assign_chain_03,command_exec,assign_chain,unsafe_minus_safe,0.0,0.0,-0.8252614772621331,-0.8252614772621331,-0.015625,-0.265625,-0.25,0,1,0.0,0.0
deepseek-coder-1.3b,clens,-1,,e6,flatten_only,atomic,14,command_exec_assign_chain_03,command_exec,assign_chain,unsafe_minus_safe,0.0,0.0,-0.8252614772621331,-0.8252614772621331,5.960464477539063e-08,-0.265625,-0.2656250596046448,0,1,0.0,0.0
deepseek-coder-1.3b,clens,-1,,sink,flatten_only,atomic,14,command_exec_assign_chain_03,command_exec,assign_chain,unsafe_minus_safe,0.0,0.0,-0.8252614772621331,-0.8252614772621331,-0.015625,-0.5,-0.484375,0,1,0.0,0.0
deepseek-coder-1.3b,clens,-1,,e6,normalize,baseline,0,command_exec_assign_chain_03,command_exec,assign_chain,unsafe_minus_safe,0.0,0.0,-0.8252614772621331,-0.8252614772621331,-0.03125,-0.1875,-0.15625,0,1,0.0,0.0
deepseek-coder-1.3b,clens,-1,,sink,normalize,baseline,0,command_exec_assign_chain_03,command_exec,assign_chain,unsafe_minus_safe,0.0,0.0,-0.8252614772621331,-0.8252614772621331,-0.015625,-0.375,-0.359375,0,1,0.0,0.0
deepseek-coder-1.3b,clens,-1,,e6,opaque_only,atomic,12,command_exec_assign_chain_03,command_exec,assign_chain,unsafe_minus_safe,0.0,0.0,-0.8252614772621331,-0.8252614772621331,-5.960464477539063e-08,-0.3906250596046448,-0.390625,0,1,0.0,0.0
deepseek-coder-1.3b,clens,-1,,sink,opaque_only,atomic,12,command_exec_assign_chain_03,command_exec,assign_chain,unsafe_minus_safe,0.0,0.0,-0.8252614772621331,-0.8252614772621331,0.0,-0.59375,-0.59375,0,1,0.0,0.0
deepseek-coder-1.3b,clens,-1,,e6,rename_cumulative,cumulative,21,command_exec_assign_chain_03,command_exec,assign_chain,unsafe_minus_safe,0.0,0.0,-0.8252614772621331,-0.8252614772621331,-0.015624940395355225,-0.2656249403953552,-0.25,0,1,0.0,0.0
deepseek-coder-1.3b,clens,-1,,sink,rename_cumulative,cumulative,21,command_exec_assign_chain_03,command_exec,assign_chain,unsafe_minus_safe,0.0,0.0,-0.8252614772621331,-0.8252614772621331,5.960464477539063e-08,-0.3359374403953552,-0.3359375,0,1,0.0,0.0
deepseek-coder-1.3b,clens,-1,,e6,rename_only,atomic,11,command_exec_assign_chain_03,command_exec,assign_chain,unsafe_minus_safe,0.0,0.0,-0.8252614772621331,-0.8252614772621331,0.062499940395355225,-0.296875,-0.3593749403953552,0,1,0.0,0.0
deepseek-coder-1.3b,clens,-1,,sink,rename_only,atomic,11,command_exec_assign_chain_03,command_exec,assign_chain,unsafe_minus_safe,0.0,0.0,-0.8252614772621331,-0.8252614772621331,0.03125,-0.421875,-0.453125,0,1,0.0,0.0
deepseek-coder-1.3b,clens,-1,,e6,rename_opaque,cumulative,22,command_exec_assign_chain_03,command_exec,assign_chain,unsafe_minus_safe,0.0,0.0,-0.8252614772621331,-0.8252614772621331,-0.03515625,-0.47265625,-0.4375,0,1,0.0,0.0
deepseek-coder-1.3b,clens,-1,,sink,rename_opaque,cumulative,22,command_exec_assign_chain_03,command_exec,assign_chain,unsafe_minus_safe,0.0,0.0,-0.8252614772621331,-0.8252614772621331,0.007812380790710449,-0.7656250596046448,-0.7734374403953552,0,1,0.0,0.0
deepseek-coder-1.3b,clens,-1,,e6,rename_opaque_encode,cumulative,23,command_exec_assign_chain_03,command_exec,assign_chain,unsafe_minus_safe,0.0,0.0,-0.8252614772621331,-0.8252614772621331,0.0078125,-0.3359375,-0.34375,0,1,0.0,0.0
deepseek-coder-1.3b,clens,-1,,sink,rename_opaque_encode,cumulative,23,command_exec_assign_chain_03,command_exec,assign_chain,unsafe_minus_safe,0.0,0.0,-0.8252614772621331,-0.8252614772621331,0.0,-0.34375,-0.34375,0,1,0.0,0.0
deepseek-coder-1.3b,clens,-1,,e6,rename_opaque_encode_flatten,cumulative,24,command_exec_assign_chain_03,command_exec,assign_chain,unsafe_minus_safe,0.0,0.0,-0.8252614772621331,-0.8252614772621331,0.027832090854644775,-0.20556634664535522,-0.2333984375,0,1,0.0,0.0
deepseek-coder-1.3b,clens,-1,,sink,rename_opaque_encode_flatten,cumulative,24,command_exec_assign_chain_03,command_exec,assign_chain,unsafe_minus_safe,0.0,0.0,-0.8252614772621331,-0.8252614772621331,0.0135498046875,-0.3048095703125,-0.318359375,0,1,0.0,0.0
deepseek-coder-1.3b,clens,-1,,e6,clean_heldout,clean,-1,command_exec_assign_chain_06,command_exec,assign_chain,unsafe_minus_safe,0.0,0.0,-0.8252614772621331,-0.8252614772621331,0.015625,-0.140625,-0.15625,0,1,0.0,0.0
deepseek-coder-1.3b,clens,-1,,sink,clean_heldout,clean,-1,command_exec_assign_chain_06,command_exec,assign_chain,unsafe_minus_safe,0.0,0.0,-0.8252614772621331,-0.8252614772621331,0.0625,-0.2421875,-0.3046875,0,1,0.0,0.0
deepseek-coder-1.3b,clens,-1,,e6,encode_only,atomic,13,command_exec_assign_chain_06,command_exec,assign_chain,unsafe_minus_safe,0.0,0.0,-0.8252614772621331,-0.8252614772621331,0.015625,-0.171875,-0.1875,0,1,0.0,0.0
deepseek-coder-1.3b,clens,-1,,sink,encode_only,atomic,13,command_exec_assign_chain_06,command_exec,assign_chain,unsafe_minus_safe,0.0,0.0,-0.8252614772621331,-0.8252614772621331,0.0546875,-0.265625,-0.3203125,0,1,0.0,0.0
deepseek-coder-1.3b,clens,-1,,e6,flatten_only,atomic,14,command_exec_assign_chain_06,command_exec,assign_chain,unsafe_minus_safe,0.0,0.0,-0.8252614772621331,-0.8252614772621331,-0.015625,-0.25,-0.234375,0,1,0.0,0.0
deepseek-coder-1.3b,clens,-1,,sink,flatten_only,atomic,14,command_exec_assign_chain_06,command_exec,assign_chain,unsafe_minus_safe,0.0,0.0,-0.8252614772621331,-0.8252614772621331,-0.02343761920928955,-0.4609375596046448,-0.4374999403953552,0,1,0.0,0.0
deepseek-coder-1.3b,clens,-1,,e6,normalize,baseline,0,command_exec_assign_chain_06,command_exec,assign_chain,unsafe_minus_safe,0.0,0.0,-0.8252614772621331,-0.8252614772621331,0.015625,-0.1875,-0.203125,0,1,0.0,0.0
deepseek-coder-1.3b,clens,-1,,sink,normalize,baseline,0,command_exec_assign_chain_06,command_exec,assign_chain,unsafe_minus_safe,0.0,0.0,-0.8252614772621331,-0.8252614772621331,0.0703125,-0.28125,-0.3515625,0,1,0.0,0.0
deepseek-coder-1.3b,clens,-1,,e6,opaque_only,atomic,12,command_exec_assign_chain_06,command_exec,assign_chain,unsafe_minus_safe,0.0,0.0,-0.8252614772621331,-0.8252614772621331,-5.960464477539063e-08,-0.203125,-0.20312494039535522,0,1,0.0,0.0
deepseek-coder-1.3b,clens,-1,,sink,opaque_only,atomic,12,command_exec_assign_chain_06,command_exec,assign_chain,unsafe_minus_safe,0.0,0.0,-0.8252614772621331,-0.8252614772621331,0.0625,-0.3984375,-0.4609375,0,1,0.0,0.0
deepseek-coder-1.3b,clens,-1,,e6,rename_cumulative,cumulative,21,command_exec_assign_chain_06,command_exec,assign_chain,unsafe_minus_safe,0.0,0.0,-0.8252614772621331,-0.8252614772621331,0.031250059604644775,-0.3515625,-0.3828125596046448,0,1,0.0,0.0
deepseek-coder-1.3b,clens,-1,,sink,rename_cumulative,cumulative,21,command_exec_assign_chain_06,command_exec,assign_chain,unsafe_minus_safe,0.0,0.0,-0.8252614772621331,-0.8252614772621331,0.02343761920928955,-0.6337890028953552,-0.6572266221046448,0,1,0.0,0.0
deepseek-coder-1.3b,clens,-1,,e6,rename_only,atomic,11,command_exec_assign_chain_06,command_exec,assign_chain,unsafe_minus_safe,0.0,0.0,-0.8252614772621331,-0.8252614772621331,-0.031249940395355225,-0.234375,-0.20312505960464478,0,1,0.0,0.0
deepseek-coder-1.3b,clens,-1,,sink,rename_only,atomic,11,command_exec_assign_chain_06,command_exec,assign_chain,unsafe_minus_safe,0.0,0.0,-0.8252614772621331,-0.8252614772621331,-0.00781261920928955,-0.6484375596046448,-0.6406249403953552,0,1,0.0,0.0
deepseek-coder-1.3b,clens,-1,,e6,rename_opaque,cumulative,22,command_exec_assign_chain_06,command_exec,assign_chain,unsafe_minus_safe,0.0,0.0,-0.8252614772621331,-0.8252614772621331,0.001953125,-0.091796875,-0.09375,0,1,0.0,0.0
deepseek-coder-1.3b,clens,-1,,sink,rename_opaque,cumulative,22,command_exec_assign_chain_06,command_exec,assign_chain,unsafe_minus_safe,0.0,0.0,-0.8252614772621331,-0.8252614772621331,0.01953125,-0.3984375,-0.41796875,0,1,0.0,0.0
deepseek-coder-1.3b,clens,-1,,e6,rename_opaque_encode,cumulative,23,command_exec_assign_chain_06,command_exec,assign_chain,unsafe_minus_safe,0.0,0.0,-0.8252614772621331,-0.8252614772621331,0.0546875,-0.15234375,-0.20703125,0,1,0.0,0.0
deepseek-coder-1.3b,clens,-1,,sink,rename_opaque_encode,cumulative,23,command_exec_assign_chain_06,command_exec,assign_chain,unsafe_minus_safe,0.0,0.0,-0.8252614772621331,-0.8252614772621331,0.019531190395355225,-0.26953125,-0.2890624403953552,0,1,0.0,0.0
deepseek-coder-1.3b,clens,-1,,e6,rename_opaque_encode_flatten,cumulative,24,command_exec_assign_chain_06,command_exec,assign_chain,unsafe_minus_safe,0.0,0.0,-0.8252614772621331,-0.8252614772621331,-0.013671934604644775,-0.16015630960464478,-0.146484375,0,1,0.0,0.0
deepseek-coder-1.3b,clens,-1,,sink,rename_opaque_encode_flatten,cumulative,24,command_exec_assign_chain_06,command_exec,assign_chain,unsafe_minus_safe,0.0,0.0,-0.8252614772621331,-0.8252614772621331,-0.020507752895355225,-0.4521483778953552,-0.431640625,0,1,0.0,0.0
deepseek-coder-1.3b,clens,-1,,e6,clean_heldout,clean,-1,command_exec_assign_chain_08,command_exec,assign_chain,unsafe_minus_safe,0.0,0.0,-0.8252614772621331,-0.8252614772621331,-5.960464477539063e-08,-0.23437505960464478,-0.234375,0,1,0.0,0.0
deepseek-coder-1.3b,clens,-1,,sink,clean_heldout,clean,-1,command_exec_assign_chain_08,command_exec,assign_chain,unsafe_minus_safe,0.0,0.0,-0.8252614772621331,-0.8252614772621331,0.0,-0.3125,-0.3125,0,1,0.0,0.0
deepseek-coder-1.3b,clens,-1,,e6,encode_only,atomic,13,command_exec_assign_chain_08,command_exec,assign_chain,unsafe_minus_safe,0.0,0.0,-0.8252614772621331,-0.8252614772621331,0.015625,-0.109375,-0.125,0,1,0.0,0.0
deepseek-coder-1.3b,clens,-1,,sink,encode_only,atomic,13,command_exec_assign_chain_08,command_exec,assign_chain,unsafe_minus_safe,0.0,0.0,-0.8252614772621331,-0.8252614772621331,-0.015625,-0.1875,-0.171875,0,1,0.0,0.0
deepseek-coder-1.3b,clens,-1,,e6,flatten_only,atomic,14,command_exec_assign_chain_08,command_exec,assign_chain,unsafe_minus_safe,0.0,0.0,-0.8252614772621331,-0.8252614772621331,5.960464477539063e-08,-0.421875,-0.4218750596046448,0,1,0.0,0.0
deepseek-coder-1.3b,clens,-1,,sink,flatten_only,atomic,14,command_exec_assign_chain_08,command_exec,assign_chain,unsafe_minus_safe,0.0,0.0,-0.8252614772621331,-0.8252614772621331,0.00390625,-0.42578125,-0.4296875,0,1,0.0,0.0
deepseek-coder-1.3b,clens,-1,,e6,normalize,baseline,0,command_exec_assign_chain_08,command_exec,assign_chain,unsafe_minus_safe,0.0,0.0,-0.8252614772621331,-0.8252614772621331,0.0,-0.28125,-0.28125,0,1,0.0,0.0
deepseek-coder-1.3b,clens,-1,,sink,normalize,baseline,0,command_exec_assign_chain_08,command_exec,assign_chain,unsafe_minus_safe,0.0,0.0,-0.8252614772621331,-0.8252614772621331,-0.03125,-0.34375,-0.3125,0,1,0.0,0.0
deepseek-coder-1.3b,clens,-1,,e6,opaque_only,atomic,12,command_exec_assign_chain_08,command_exec,assign_chain,unsafe_minus_safe,0.0,0.0,-0.8252614772621331,-0.8252614772621331,0.0,-0.265625,-0.265625,0,1,0.0,0.0
deepseek-coder-1.3b,clens,-1,,sink,opaque_only,atomic,12,command_exec_assign_chain_08,command_exec,assign_chain,unsafe_minus_safe,0.0,0.0,-0.8252614772621331,-0.8252614772621331,-0.015625,-0.515625,-0.5,0,1,0.0,0.0
deepseek-coder-1.3b,clens,-1,,e6,rename_cumulative,cumulative,21,command_exec_assign_chain_08,command_exec,assign_chain,unsafe_minus_safe,0.0,0.0,-0.8252614772621331,-0.8252614772621331,-0.07812505960464478,-0.3125,-0.23437494039535522,0,1,0.0,0.0
deepseek-coder-1.3b,clens,-1,,sink,rename_cumulative,cumulative,21,command_exec_assign_chain_08,command_exec,assign_chain,unsafe_minus_safe,0.0,0.0,-0.8252614772621331,-0.8252614772621331,-0.031250059604644775,-0.6171875,-0.5859374403953552,0,1,0.0,0.0
deepseek-coder-1.3b,clens,-1,,e6,rename_only,atomic,11,command_exec_assign_chain_08,command_exec,assign_chain,unsafe_minus_safe,0.0,0.0,-0.8252614772621331,-0.8252614772621331,-0.07812505960464478,-0.4453125596046448,-0.3671875,0,1,0.0,0.0
deepseek-coder-1.3b,clens,-1,,sink,rename_only,atomic,11,command_exec_assign_chain_08,command_exec,assign_chain,unsafe_minus_safe,0.0,0.0,-0.8252614772621331,-0.8252614772621331,-0.019531190395355225,-0.7226561903953552,-0.703125,0,1,0.0,0.0
deepseek-coder-1.3b,clens,-1,,e6,rename_opaque,cumulative,22,command_exec_assign_chain_08,command_exec,assign_chain,unsafe_minus_safe,0.0,0.0,-0.8252614772621331,-0.8252614772621331,0.0078125,-0.2734375,-0.28125,0,1,0.0,0.0
deepseek-coder-1.3b,clens,-1,,sink,rename_opaque,cumulative,22,command_exec_assign_chain_08,command_exec,assign_chain,unsafe_minus_safe,0.0,0.0,-0.8252614772621331,-0.8252614772621331,-0.015625,-0.640625,-0.625,0,1,0.0,0.0
deepseek-coder-1.3b,clens,-1,,e6,rename_opaque_encode,cumulative,23,command_exec_assign_chain_08,command_exec,assign_chain,unsafe_minus_safe,0.0,0.0,-0.8252614772621331,-0.8252614772621331,0.015625,-0.1640625,-0.1796875,0,1,0.0,0.0
deepseek-coder-1.3b,clens,-1,,sink,rename_opaque_encode,cumulative,23,command_exec_assign_chain_08,command_exec,assign_chain,unsafe_minus_safe,0.0,0.0,-0.8252614772621331,-0.8252614772621331,-0.0390625,-0.515625,-0.4765625,0,1,0.0,0.0
deepseek-coder-1.3b,clens,-1,,e6,rename_opaque_encode_flatten,cumulative,24,command_exec_assign_chain_08,command_exec,assign_chain,unsafe_minus_safe,0.0,0.0,-0.8252614772621331,-0.8252614772621331,-0.005859315395355225,-0.5478515625,-0.5419922471046448,0,1,0.0,0.0
deepseek-coder-1.3b,clens,-1,,sink,rename_opaque_encode_flatten,cumulative,24,command_exec_assign_chain_08,command_exec,assign_chain,unsafe_minus_safe,0.0,0.0,-0.8252614772621331,-0.8252614772621331,0.011718690395355225,-0.7539063096046448,-0.765625,0,1,0.0,0.0
deepseek-coder-1.3b,clens,-1,,e6,clean_heldout,clean,-1,command_exec_assign_chain_11,command_exec,assign_chain,unsafe_minus_safe,0.0,0.0,-0.8252614772621331,-0.8252614772621331,0.015625,-0.171875,-0.1875,0,1,0.0,0.0
deepseek-coder-1.3b,clens,-1,,sink,clean_heldout,clean,-1,command_exec_assign_chain_11,command_exec,assign_chain,unsafe_minus_safe,0.0,0.0,-0.8252614772621331,-0.8252614772621331,0.03125,-0.4375,-0.46875,0,1,0.0,0.0
