model,item_id,family,pair_id,arm,read,layer,direction,edit,clean_logit_diff,ablated_logit_diff,delta_logit_diff,edit_norm_ratio
deepseek-coder-6.7b,binding-0-outer-post_use,binding,binding-0,outer,post_use,5,random,erase,3.5,3.5,0.0,0.006549392360421985
deepseek-coder-6.7b,binding-0-outer-post_use,binding,binding-0,outer,post_use,5,random_matched,erase,3.5,3.5,0.0,0.09411374408217565
deepseek-coder-6.7b,binding-0-outer-post_use,binding,binding-0,outer,post_use,29,jlens,erase,3.5,3.5,0.0,0.0750856234510551
deepseek-coder-6.7b,binding-0-outer-post_use,binding,binding-0,outer,post_use,29,rlens,erase,3.5,3.5,0.0,0.07101809267107724
deepseek-coder-6.7b,binding-0-outer-post_use,binding,binding-0,outer,post_use,29,logit,erase,3.5,3.5,0.0,0.05997973939111693
deepseek-coder-6.7b,binding-0-outer-post_use,binding,binding-0,outer,post_use,29,offtarget_j,erase,3.5,3.5,0.0,0.04998150480801859
deepseek-coder-6.7b,binding-0-outer-post_use,binding,binding-0,outer,post_use,29,offtarget_r,erase,3.5,3.5,0.0,0.04574783176966443
deepseek-coder-6.7b,binding-0-outer-post_use,binding,binding-0,outer,post_use,29,random,erase,3.5,3.5,0.0,0.02709593709850295
deepseek-coder-6.7b,binding-0-outer-post_use,binding,binding-0,outer,post_use,29,random_matched,erase,3.5,3.5,0.0,0.07508563076429826
deepseek-coder-6.7b,binding-0-outer-post_use,binding,binding-0,outer,post_use,30,jlens,erase,3.5,3.5,0.0,0.06991619395486287
deepseek-coder-6.7b,binding-0-outer-post_use,binding,binding-0,outer,post_use,30,rlens,erase,3.5,3.5,0.0,0.06991619395486287
deepseek-coder-6.7b,binding-0-outer-post_use,binding,binding-0,outer,post_use,30,logit,erase,3.5,3.5,0.0,0.06991619395486287
deepseek-coder-6.7b,binding-0-outer-post_use,binding,binding-0,outer,post_use,30,offtarget_j,erase,3.5,3.5,0.0,0.04470607310515094
deepseek-coder-6.7b,binding-0-outer-post_use,binding,binding-0,outer,post_use,30,offtarget_r,erase,3.5,3.5,0.0,0.04470607310515094
deepseek-coder-6.7b,binding-0-outer-post_use,binding,binding-0,outer,post_use,30,random,erase,3.5,3.5,0.0,0.012886081219485212
deepseek-coder-6.7b,binding-0-outer-post_use,binding,binding-0,outer,post_use,30,random_matched,erase,3.5,3.5,0.0,0.06991619395486287
deepseek-coder-6.7b,binding-0-outer-call,binding,binding-0,outer,call,5,jlens,erase,3.5,3.5,0.0,0.06475432040523535
deepseek-coder-6.7b,binding-0-outer-call,binding,binding-0,outer,call,5,rlens,erase,3.5,3.5,0.0,0.1099460389482379
deepseek-coder-6.7b,binding-0-outer-call,binding,binding-0,outer,call,5,logit,erase,3.5,3.5,0.0,0.0011710490426491997
deepseek-coder-6.7b,binding-0-outer-call,binding,binding-0,outer,call,5,offtarget_j,erase,3.5,3.5,0.0,0.04150579713427772
deepseek-coder-6.7b,binding-0-outer-call,binding,binding-0,outer,call,5,offtarget_r,erase,3.5,3.5,0.0,0.0684476428403704
deepseek-coder-6.7b,binding-0-outer-call,binding,binding-0,outer,call,5,random,erase,3.5,3.5,0.0,0.0032080630738038204
deepseek-coder-6.7b,binding-0-outer-call,binding,binding-0,outer,call,5,random_matched,erase,3.5,3.375,-0.125,0.06475432741378309
deepseek-coder-6.7b,binding-0-outer-call,binding,binding-0,outer,call,29,jlens,erase,3.5,3.5,0.0,0.07730595776181282
deepseek-coder-6.7b,binding-0-outer-call,binding,binding-0,outer,call,29,rlens,erase,3.5,3.5,0.0,0.0721686479003802
deepseek-coder-6.7b,binding-0-outer-call,binding,binding-0,outer,call,29,logit,erase,3.5,3.5,0.0,0.06053184793376978
deepseek-coder-6.7b,binding-0-outer-call,binding,binding-0,outer,call,29,offtarget_j,erase,3.5,3.5,0.0,0.025123759700465584
deepseek-coder-6.7b,binding-0-outer-call,binding,binding-0,outer,call,29,offtarget_r,erase,3.5,3.5,0.0,0.022162339617074613
deepseek-coder-6.7b,binding-0-outer-call,binding,binding-0,outer,call,29,random,erase,3.5,3.5,0.0,0.006497813709804926
deepseek-coder-6.7b,binding-0-outer-call,binding,binding-0,outer,call,29,random_matched,erase,3.5,3.5,0.0,0.07730595024434478
deepseek-coder-6.7b,binding-0-outer-call,binding,binding-0,outer,call,30,jlens,erase,3.5,3.5,0.0,0.09017640330299763
deepseek-coder-6.7b,binding-0-outer-call,binding,binding-0,outer,call,30,rlens,erase,3.5,3.5,0.0,0.09017640330299763
deepseek-coder-6.7b,binding-0-outer-call,binding,binding-0,outer,call,30,logit,erase,3.5,3.5,0.0,0.09017640330299763
deepseek-coder-6.7b,binding-0-outer-call,binding,binding-0,outer,call,30,offtarget_j,erase,3.5,3.5,0.0,0.04214612719931223
deepseek-coder-6.7b,binding-0-outer-call,binding,binding-0,outer,call,30,offtarget_r,erase,3.5,3.5,0.0,0.04214612719931223
deepseek-coder-6.7b,binding-0-outer-call,binding,binding-0,outer,call,30,random,erase,3.5,3.5,0.0,0.014788155473742199
deepseek-coder-6.7b,binding-0-outer-call,binding,binding-0,outer,call,30,random_matched,erase,3.5,3.5,0.0,0.09017640330299763
deepseek-coder-6.7b,binding-0-outer-answer,binding,binding-0,outer,answer,5,jlens,erase,3.5,3.5,0.0,0.04848363855725434
deepseek-coder-6.7b,binding-0-outer-answer,binding,binding-0,outer,answer,5,rlens,erase,3.5,3.375,-0.125,0.09417645574867939
deepseek-coder-6.7b,binding-0-outer-answer,binding,binding-0,outer,answer,5,logit,erase,3.5,3.625,0.125,0.024439465778116037
deepseek-coder-6.7b,binding-0-outer-answer,binding,binding-0,outer,answer,5,offtarget_j,erase,3.5,3.5,0.0,0.04007056026951404
deepseek-coder-6.7b,binding-0-outer-answer,binding,binding-0,outer,answer,5,offtarget_r,erase,3.5,3.5,0.0,0.06877153038157464
deepseek-coder-6.7b,binding-0-outer-answer,binding,binding-0,outer,answer,5,random,erase,3.5,3.5,0.0,0.00034535115461970753
deepseek-coder-6.7b,binding-0-outer-answer,binding,binding-0,outer,answer,5,random_matched,erase,3.5,3.5,0.0,0.04848364530828331
deepseek-coder-6.7b,binding-0-outer-answer,binding,binding-0,outer,answer,29,jlens,erase,3.5,3.375,-0.125,0.21422476403426002
deepseek-coder-6.7b,binding-0-outer-answer,binding,binding-0,outer,answer,29,rlens,erase,3.5,3.5,0.0,0.2111552706638377
deepseek-coder-6.7b,binding-0-outer-answer,binding,binding-0,outer,answer,29,logit,erase,3.5,3.375,-0.125,0.2009114502139906
deepseek-coder-6.7b,binding-0-outer-answer,binding,binding-0,outer,answer,29,offtarget_j,erase,3.5,6.625,3.125,0.15112050292933357
deepseek-coder-6.7b,binding-0-outer-answer,binding,binding-0,outer,answer,29,offtarget_r,erase,3.5,6.25,2.75,0.14981731429379938
deepseek-coder-6.7b,binding-0-outer-answer,binding,binding-0,outer,answer,29,random,erase,3.5,3.5,0.0,0.004451658893991012
deepseek-coder-6.7b,binding-0-outer-answer,binding,binding-0,outer,answer,29,random_matched,erase,3.5,3.5,0.0,0.21422474820772391
deepseek-coder-6.7b,binding-0-outer-answer,binding,binding-0,outer,answer,30,jlens,erase,3.5,2.4375,-1.0625,0.21943102330945755
deepseek-coder-6.7b,binding-0-outer-answer,binding,binding-0,outer,answer,30,rlens,erase,3.5,2.4375,-1.0625,0.21943102330945755
deepseek-coder-6.7b,binding-0-outer-answer,binding,binding-0,outer,answer,30,logit,erase,3.5,2.4375,-1.0625,0.21943102330945755
deepseek-coder-6.7b,binding-0-outer-answer,binding,binding-0,outer,answer,30,offtarget_j,erase,3.5,7.75,4.25,0.15767534415654377
deepseek-coder-6.7b,binding-0-outer-answer,binding,binding-0,outer,answer,30,offtarget_r,erase,3.5,7.75,4.25,0.15767534415654377
deepseek-coder-6.7b,binding-0-outer-answer,binding,binding-0,outer,answer,30,random,erase,3.5,3.5,0.0,0.025358845883773375
deepseek-coder-6.7b,binding-0-outer-answer,binding,binding-0,outer,answer,30,random_matched,erase,3.5,3.5,0.0,0.21943102330945755
deepseek-coder-6.7b,binding-0-inner-use,binding,binding-0,inner,use,5,jlens,erase,3.5,3.5,0.0,0.08405706014039269
deepseek-coder-6.7b,binding-0-inner-use,binding,binding-0,inner,use,5,rlens,erase,3.5,3.5,0.0,0.11640480506876157
deepseek-coder-6.7b,binding-0-inner-use,binding,binding-0,inner,use,5,logit,erase,3.5,3.5,0.0,0.008397182845881196
deepseek-coder-6.7b,binding-0-inner-use,binding,binding-0,inner,use,5,offtarget_j,erase,3.5,3.625,0.125,0.10709114547287978
deepseek-coder-6.7b,binding-0-inner-use,binding,binding-0,inner,use,5,offtarget_r,erase,3.5,3.625,0.125,0.13554351754693678
deepseek-coder-6.7b,binding-0-inner-use,binding,binding-0,inner,use,5,random,erase,3.5,3.5,0.0,0.03109659863809872
deepseek-coder-6.7b,binding-0-inner-use,binding,binding-0,inner,use,5,random_matched,erase,3.5,3.625,0.125,0.08405705374653798
deepseek-coder-6.7b,binding-0-inner-use,binding,binding-0,inner,use,29,jlens,erase,3.5,3.5,0.0,0.04813717473630668
deepseek-coder-6.7b,binding-0-inner-use,binding,binding-0,inner,use,29,rlens,erase,3.5,3.5,0.0,0.04641789665219583
deepseek-coder-6.7b,binding-0-inner-use,binding,binding-0,inner,use,29,logit,erase,3.5,3.5,0.0,0.03684430931455679
deepseek-coder-6.7b,binding-0-inner-use,binding,binding-0,inner,use,29,offtarget_j,erase,3.5,3.5,0.0,0.06313676793094652
deepseek-coder-6.7b,binding-0-inner-use,binding,binding-0,inner,use,29,offtarget_r,erase,3.5,3.5,0.0,0.06286653349772027
deepseek-coder-6.7b,binding-0-inner-use,binding,binding-0,inner,use,29,random,erase,3.5,3.5,0.0,0.0009376778167947312
deepseek-coder-6.7b,binding-0-inner-use,binding,binding-0,inner,use,29,random_matched,erase,3.5,3.5,0.0,0.04813717473630668
deepseek-coder-6.7b,binding-0-inner-use,binding,binding-0,inner,use,30,jlens,erase,3.5,3.5,0.0,0.05832315345364949
deepseek-coder-6.7b,binding-0-inner-use,binding,binding-0,inner,use,30,rlens,erase,3.5,3.5,0.0,0.05832315345364949
deepseek-coder-6.7b,binding-0-inner-use,binding,binding-0,inner,use,30,logit,erase,3.5,3.5,0.0,0.05832315345364949
deepseek-coder-6.7b,binding-0-inner-use,binding,binding-0,inner,use,30,offtarget_j,erase,3.5,3.5,0.0,0.07672331190719268
deepseek-coder-6.7b,binding-0-inner-use,binding,binding-0,inner,use,30,offtarget_r,erase,3.5,3.5,0.0,0.07672331190719268
deepseek-coder-6.7b,binding-0-inner-use,binding,binding-0,inner,use,30,random,erase,3.5,3.5,0.0,0.022119134017165455
deepseek-coder-6.7b,binding-0-inner-use,binding,binding-0,inner,use,30,random_matched,erase,3.5,3.5,0.0,0.05832315345364949
deepseek-coder-6.7b,binding-0-inner-post_use,binding,binding-0,inner,post_use,5,jlens,erase,3.5,3.75,0.25,0.08113462253168022
deepseek-coder-6.7b,binding-0-inner-post_use,binding,binding-0,inner,post_use,5,rlens,erase,3.5,3.75,0.25,0.07994536764552895
deepseek-coder-6.7b,binding-0-inner-post_use,binding,binding-0,inner,post_use,5,logit,erase,3.5,3.5,0.0,0.0061036134427354775
deepseek-coder-6.7b,binding-0-inner-post_use,binding,binding-0,inner,post_use,5,offtarget_j,erase,3.5,3.875,0.375,0.09357254529965334
deepseek-coder-6.7b,binding-0-inner-post_use,binding,binding-0,inner,post_use,5,offtarget_r,erase,3.5,3.875,0.375,0.10251631230366587
deepseek-coder-6.7b,binding-0-inner-post_use,binding,binding-0,inner,post_use,5,random,erase,3.5,3.5,0.0,0.01491958192486233
deepseek-coder-6.7b,binding-0-inner-post_use,binding,binding-0,inner,post_use,5,random_matched,erase,3.5,3.5,0.0,0.08113460463648707
deepseek-coder-6.7b,binding-0-inner-post_use,binding,binding-0,inner,post_use,29,jlens,erase,3.5,3.5,0.0,0.053867051452307795
deepseek-coder-6.7b,binding-0-inner-post_use,binding,binding-0,inner,post_use,29,rlens,erase,3.5,3.5,0.0,0.049270292021685036
deepseek-coder-6.7b,binding-0-inner-post_use,binding,binding-0,inner,post_use,29,logit,erase,3.5,3.5,0.0,0.04110935031416174
deepseek-coder-6.7b,binding-0-inner-post_use,binding,binding-0,inner,post_use,29,offtarget_j,erase,3.5,3.5,0.0,0.07698466667463696
deepseek-coder-6.7b,binding-0-inner-post_use,binding,binding-0,inner,post_use,29,offtarget_r,erase,3.5,3.5,0.0,0.07263500236800573
deepseek-coder-6.7b,binding-0-inner-post_use,binding,binding-0,inner,post_use,29,random,erase,3.5,3.5,0.0,0.015759019669303057
deepseek-coder-6.7b,binding-0-inner-post_use,binding,binding-0,inner,post_use,29,random_matched,erase,3.5,3.5,0.0,0.053867051452307795
deepseek-coder-6.7b,binding-0-inner-post_use,binding,binding-0,inner,post_use,30,jlens,erase,3.5,3.5,0.0,0.048841616354692384
deepseek-coder-6.7b,binding-0-inner-post_use,binding,binding-0,inner,post_use,30,rlens,erase,3.5,3.5,0.0,0.048841616354692384
deepseek-coder-6.7b,binding-0-inner-post_use,binding,binding-0,inner,post_use,30,logit,erase,3.5,3.5,0.0,0.048841616354692384
deepseek-coder-6.7b,binding-0-inner-post_use,binding,binding-0,inner,post_use,30,offtarget_j,erase,3.5,3.5,0.0,0.0723973923432715
deepseek-coder-6.7b,binding-0-inner-post_use,binding,binding-0,inner,post_use,30,offtarget_r,erase,3.5,3.5,0.0,0.0723973923432715
deepseek-coder-6.7b,binding-0-inner-post_use,binding,binding-0,inner,post_use,30,random,erase,3.5,3.5,0.0,0.0013081779238301957
deepseek-coder-6.7b,binding-0-inner-post_use,binding,binding-0,inner,post_use,30,random_matched,erase,3.5,3.5,0.0,0.04884160990961736
deepseek-coder-6.7b,binding-0-inner-call,binding,binding-0,inner,call,5,jlens,erase,3.5,3.5,0.0,0.04153435463467349
deepseek-coder-6.7b,binding-0-inner-call,binding,binding-0,inner,call,5,rlens,erase,3.5,3.5,0.0,0.06823357837535711
deepseek-coder-6.7b,binding-0-inner-call,binding,binding-0,inner,call,5,logit,erase,3.5,3.5,0.0,0.0025148823195311194
deepseek-coder-6.7b,binding-0-inner-call,binding,binding-0,inner,call,5,offtarget_j,erase,3.5,3.5,0.0,0.06493162089829656
deepseek-coder-6.7b,binding-0-inner-call,binding,binding-0,inner,call,5,offtarget_r,erase,3.5,3.625,0.125,0.11000365663194604
deepseek-coder-6.7b,binding-0-inner-call,binding,binding-0,inner,call,5,random,erase,3.5,3.5,0.0,0.015394435247515003
deepseek-coder-6.7b,binding-0-inner-call,binding,binding-0,inner,call,5,random_matched,erase,3.5,3.5,0.0,0.04153435814769319
deepseek-coder-6.7b,binding-0-inner-call,binding,binding-0,inner,call,29,jlens,erase,3.5,3.5,0.0,0.04383643963136595
deepseek-coder-6.7b,binding-0-inner-call,binding,binding-0,inner,call,29,rlens,erase,3.5,3.5,0.0,0.03951312232183884
deepseek-coder-6.7b,binding-0-inner-call,binding,binding-0,inner,call,29,logit,erase,3.5,3.5,0.0,0.033572466633184084
deepseek-coder-6.7b,binding-0-inner-call,binding,binding-0,inner,call,29,offtarget_j,erase,3.5,3.5,0.0,0.05594956317445391
deepseek-coder-6.7b,binding-0-inner-call,binding,binding-0,inner,call,29,offtarget_r,erase,3.5,3.5,0.0,0.053284744155941303
deepseek-coder-6.7b,binding-0-inner-call,binding,binding-0,inner,call,29,random,erase,3.5,3.5,0.0,0.0066932213613263986
deepseek-coder-6.7b,binding-0-inner-call,binding,binding-0,inner,call,29,random_matched,erase,3.5,3.5,0.0,0.04383644344776946
deepseek-coder-6.7b,binding-0-inner-call,binding,binding-0,inner,call,30,jlens,erase,3.5,3.5,0.0,0.058610341661227014
deepseek-coder-6.7b,binding-0-inner-call,binding,binding-0,inner,call,30,rlens,erase,3.5,3.5,0.0,0.058610341661227014
deepseek-coder-6.7b,binding-0-inner-call,binding,binding-0,inner,call,30,logit,erase,3.5,3.5,0.0,0.058610341661227014
deepseek-coder-6.7b,binding-0-inner-call,binding,binding-0,inner,call,30,offtarget_j,erase,3.5,3.5,0.0,0.07704867305564855
deepseek-coder-6.7b,binding-0-inner-call,binding,binding-0,inner,call,30,offtarget_r,erase,3.5,3.5,0.0,0.07704867305564855
deepseek-coder-6.7b,binding-0-inner-call,binding,binding-0,inner,call,30,random,erase,3.5,3.5,0.0,0.01916235316119058
deepseek-coder-6.7b,binding-0-inner-call,binding,binding-0,inner,call,30,random_matched,erase,3.5,3.5,0.0,0.058610335291608764
deepseek-coder-6.7b,binding-0-inner-answer,binding,binding-0,inner,answer,5,jlens,erase,3.5,3.5,0.0,0.04075564057309754
deepseek-coder-6.7b,binding-0-inner-answer,binding,binding-0,inner,answer,5,rlens,erase,3.5,3.5,0.0,0.06846964920470804
deepseek-coder-6.7b,binding-0-inner-answer,binding,binding-0,inner,answer,5,logit,erase,3.5,3.5,0.0,0.022770476692711
deepseek-coder-6.7b,binding-0-inner-answer,binding,binding-0,inner,answer,5,offtarget_j,erase,3.5,3.5,0.0,0.0496151300078381
deepseek-coder-6.7b,binding-0-inner-answer,binding,binding-0,inner,answer,5,offtarget_r,erase,3.5,3.5,0.0,0.09379679813179433
deepseek-coder-6.7b,binding-0-inner-answer,binding,binding-0,inner,answer,5,random,erase,3.5,3.5,0.0,0.026581574702890826
deepseek-coder-6.7b,binding-0-inner-answer,binding,binding-0,inner,answer,5,random_matched,erase,3.5,3.5,0.0,0.040755647311489444
deepseek-coder-6.7b,binding-0-inner-answer,binding,binding-0,inner,answer,29,jlens,erase,3.5,2.375,-1.125,0.23057260597271287
deepseek-coder-6.7b,binding-0-inner-answer,binding,binding-0,inner,answer,29,rlens,erase,3.5,2.75,-0.75,0.22361674022741057
deepseek-coder-6.7b,binding-0-inner-answer,binding,binding-0,inner,answer,29,logit,erase,3.5,2.75,-0.75,0.21462354400917483
deepseek-coder-6.7b,binding-0-inner-answer,binding,binding-0,inner,answer,29,offtarget_j,erase,3.5,6.125,2.625,0.1428543071467104
deepseek-coder-6.7b,binding-0-inner-answer,binding,binding-0,inner,answer,29,offtarget_r,erase,3.5,6.0,2.5,0.14683574523029255
deepseek-coder-6.7b,binding-0-inner-answer,binding,binding-0,inner,answer,29,random,erase,3.5,3.5,0.0,0.0023390164545787845
deepseek-coder-6.7b,binding-0-inner-answer,binding,binding-0,inner,answer,29,random_matched,erase,3.5,3.75,0.25,0.23057259031816
deepseek-coder-6.7b,binding-0-inner-answer,binding,binding-0,inner,answer,30,jlens,erase,3.5,2.0625,-1.4375,0.22320483837366684
deepseek-coder-6.7b,binding-0-inner-answer,binding,binding-0,inner,answer,30,rlens,erase,3.5,2.0625,-1.4375,0.22320483837366684
deepseek-coder-6.7b,binding-0-inner-answer,binding,binding-0,inner,answer,30,logit,erase,3.5,2.0625,-1.4375,0.22320483837366684
deepseek-coder-6.7b,binding-0-inner-answer,binding,binding-0,inner,answer,30,offtarget_j,erase,3.5,7.4375,3.9375,0.16568001190070822
deepseek-coder-6.7b,binding-0-inner-answer,binding,binding-0,inner,answer,30,offtarget_r,erase,3.5,7.4375,3.9375,0.16568001190070822
deepseek-coder-6.7b,binding-0-inner-answer,binding,binding-0,inner,answer,30,random,erase,3.5,3.5,0.0,0.0017051826475445058
deepseek-coder-6.7b,binding-0-inner-answer,binding,binding-0,inner,answer,30,random_matched,erase,3.5,3.625,0.125,0.22320482500568942
deepseek-coder-6.7b,defuse-0-use,defuse,,,use,5,jlens,erase,2.375,2.375,0.0,0.10259954884752395
deepseek-coder-6.7b,defuse-0-use,defuse,,,use,5,rlens,erase,2.375,2.25,-0.125,0.13605298889200856
deepseek-coder-6.7b,defuse-0-use,defuse,,,use,5,logit,erase,2.375,2.375,0.0,0.0014052929692641065
deepseek-coder-6.7b,defuse-0-use,defuse,,,use,5,offtarget_j,erase,2.375,2.375,0.0,0.07547334816884849
deepseek-coder-6.7b,defuse-0-use,defuse,,,use,5,offtarget_r,erase,2.375,2.375,0.0,0.11223107429895061
deepseek-coder-6.7b,defuse-0-use,defuse,,,use,5,random,erase,2.375,2.375,0.0,0.009053595160708331
deepseek-coder-6.7b,defuse-0-use,defuse,,,use,5,random_matched,erase,2.375,2.25,-0.125,0.10259955570227776
deepseek-coder-6.7b,defuse-0-use,defuse,,,use,29,jlens,erase,2.375,2.375,0.0,0.04281445134329301
deepseek-coder-6.7b,defuse-0-use,defuse,,,use,29,rlens,erase,2.375,2.375,0.0,0.044708573730974845
deepseek-coder-6.7b,defuse-0-use,defuse,,,use,29,logit,erase,2.375,2.375,0.0,0.03187484929307044
deepseek-coder-6.7b,defuse-0-use,defuse,,,use,29,offtarget_j,erase,2.375,2.375,0.0,0.01789705459606466
deepseek-coder-6.7b,defuse-0-use,defuse,,,use,29,offtarget_r,erase,2.375,2.375,0.0,0.02017077562409333
deepseek-coder-6.7b,defuse-0-use,defuse,,,use,29,random,erase,2.375,2.375,0.0,0.0006489356433318841
deepseek-coder-6.7b,defuse-0-use,defuse,,,use,29,random_matched,erase,2.375,2.375,0.0,0.042814447298555235
deepseek-coder-6.7b,defuse-0-use,defuse,,,use,30,jlens,erase,2.375,2.375,0.0,0.06715438356968302
deepseek-coder-6.7b,defuse-0-use,defuse,,,use,30,rlens,erase,2.375,2.375,0.0,0.06715438356968302
deepseek-coder-6.7b,defuse-0-use,defuse,,,use,30,logit,erase,2.375,2.375,0.0,0.06715438356968302
deepseek-coder-6.7b,defuse-0-use,defuse,,,use,30,offtarget_j,erase,2.375,2.375,0.0,0.03891068276767751
deepseek-coder-6.7b,defuse-0-use,defuse,,,use,30,offtarget_r,erase,2.375,2.375,0.0,0.03891068276767751
deepseek-coder-6.7b,defuse-0-use,defuse,,,use,30,random,erase,2.375,2.375,0.0,0.007054512038802539
deepseek-coder-6.7b,defuse-0-use,defuse,,,use,30,random_matched,erase,2.375,2.375,0.0,0.06715438356968302
deepseek-coder-6.7b,defuse-0-post_use,defuse,,,post_use,5,jlens,erase,2.375,2.625,0.25,0.09570195702889168
deepseek-coder-6.7b,defuse-0-post_use,defuse,,,post_use,5,rlens,erase,2.375,2.625,0.25,0.0962248679322497
deepseek-coder-6.7b,defuse-0-post_use,defuse,,,post_use,5,logit,erase,2.375,2.375,0.0,0.007450620292578512
deepseek-coder-6.7b,defuse-0-post_use,defuse,,,post_use,5,offtarget_j,erase,2.375,2.5,0.125,0.06852497793659125
deepseek-coder-6.7b,defuse-0-post_use,defuse,,,post_use,5,offtarget_r,erase,2.375,2.375,0.0,0.07260892850271593
deepseek-coder-6.7b,defuse-0-post_use,defuse,,,post_use,5,random,erase,2.375,2.375,0.0,0.0024328159371881032
deepseek-coder-6.7b,defuse-0-post_use,defuse,,,post_use,5,random_matched,erase,2.375,2.375,0.0,0.09570196299649114
deepseek-coder-6.7b,defuse-0-post_use,defuse,,,post_use,29,jlens,erase,2.375,2.375,0.0,0.07598882269249341
deepseek-coder-6.7b,defuse-0-post_use,defuse,,,post_use,29,rlens,erase,2.375,2.375,0.0,0.07172815600115223
deepseek-coder-6.7b,defuse-0-post_use,defuse,,,post_use,29,logit,erase,2.375,2.375,0.0,0.06105253511673192
deepseek-coder-6.7b,defuse-0-post_use,defuse,,,post_use,29,offtarget_j,erase,2.375,2.375,0.0,0.04655847869985485
deepseek-coder-6.7b,defuse-0-post_use,defuse,,,post_use,29,offtarget_r,erase,2.375,2.375,0.0,0.04332183696174372
deepseek-coder-6.7b,defuse-0-post_use,defuse,,,post_use,29,random,erase,2.375,2.375,0.0,0.013759831666809925
deepseek-coder-6.7b,defuse-0-post_use,defuse,,,post_use,29,random_matched,erase,2.375,2.375,0.0,0.07598883030181872
deepseek-coder-6.7b,defuse-0-post_use,defuse,,,post_use,30,jlens,erase,2.375,2.375,0.0,0.07320766481982947
deepseek-coder-6.7b,defuse-0-post_use,defuse,,,post_use,30,rlens,erase,2.375,2.375,0.0,0.07320766481982947
deepseek-coder-6.7b,defuse-0-post_use,defuse,,,post_use,30,logit,erase,2.375,2.375,0.0,0.07320766481982947
