dataset_id,task,example_id,pos_i,pos_j,label,stratum,distance,name_i,name_j,extra
sample_0,binding,9d2c2c268164fb2125085a165352e51a0115c1e77e3b4cb708117215e2d2c6a6,26,36,0,diff_name,10,nums,output,False
sample_0,binding,9d2c2c268164fb2125085a165352e51a0115c1e77e3b4cb708117215e2d2c6a6,21,26,0,diff_name,5,output,nums,False
sample_0,binding,9d2c2c268164fb2125085a165352e51a0115c1e77e3b4cb708117215e2d2c6a6,4,30,0,diff_name,26,nums,n,False
sample_0,binding,9d2c2c268164fb2125085a165352e51a0115c1e77e3b4cb708117215e2d2c6a6,14,21,0,diff_name,7,n,output,False
sample_0,binding,9d2c2c268164fb2125085a165352e51a0115c1e77e3b4cb708117215e2d2c6a6,8,30,0,diff_name,22,output,n,False
sample_0,binding,9d2c2c268164fb2125085a165352e51a0115c1e77e3b4cb708117215e2d2c6a6,17,30,0,diff_name,13,nums,n,False
sample_0,binding,9d2c2c268164fb2125085a165352e51a0115c1e77e3b4cb708117215e2d2c6a6,30,36,0,diff_name,6,n,output,False
sample_0,binding,9d2c2c268164fb2125085a165352e51a0115c1e77e3b4cb708117215e2d2c6a6,17,36,0,diff_name,19,nums,output,False
sample_0,binding,9d2c2c268164fb2125085a165352e51a0115c1e77e3b4cb708117215e2d2c6a6,8,26,0,diff_name,18,output,nums,False
sample_0,binding,9d2c2c268164fb2125085a165352e51a0115c1e77e3b4cb708117215e2d2c6a6,4,48,0,diff_name,44,nums,output,False
sample_0,binding,9d2c2c268164fb2125085a165352e51a0115c1e77e3b4cb708117215e2d2c6a6,32,36,0,diff_name,4,n,output,False
sample_0,binding,9d2c2c268164fb2125085a165352e51a0115c1e77e3b4cb708117215e2d2c6a6,26,30,0,diff_name,4,nums,n,False
sample_0,binding,9d2c2c268164fb2125085a165352e51a0115c1e77e3b4cb708117215e2d2c6a6,17,48,0,diff_name,31,nums,output,False
sample_0,binding,9d2c2c268164fb2125085a165352e51a0115c1e77e3b4cb708117215e2d2c6a6,1,4,0,diff_name,3,f,nums,False
sample_0,binding,9d2c2c268164fb2125085a165352e51a0115c1e77e3b4cb708117215e2d2c6a6,1,14,0,diff_name,13,f,n,False
sample_0,binding,9d2c2c268164fb2125085a165352e51a0115c1e77e3b4cb708117215e2d2c6a6,17,21,0,diff_name,4,nums,output,False
sample_0,binding,9d2c2c268164fb2125085a165352e51a0115c1e77e3b4cb708117215e2d2c6a6,1,26,0,diff_name,25,f,nums,False
sample_0,binding,9d2c2c268164fb2125085a165352e51a0115c1e77e3b4cb708117215e2d2c6a6,21,32,0,diff_name,11,output,n,False
sample_0,binding,9d2c2c268164fb2125085a165352e51a0115c1e77e3b4cb708117215e2d2c6a6,1,30,0,diff_name,29,f,n,False
sample_1,defuse_edge,a70444b0e99d3e3dd17797084c3f10a2dd22e01fc7d5d2266fa4ff4d5b9ad5e2,3,19,1,positive,16,a,a,False
sample_1,defuse_edge,a70444b0e99d3e3dd17797084c3f10a2dd22e01fc7d5d2266fa4ff4d5b9ad5e2,5,21,1,positive,16,b,b,False
sample_1,defuse_edge,a70444b0e99d3e3dd17797084c3f10a2dd22e01fc7d5d2266fa4ff4d5b9ad5e2,7,23,1,positive,16,c,c,False
sample_1,defuse_edge,a70444b0e99d3e3dd17797084c3f10a2dd22e01fc7d5d2266fa4ff4d5b9ad5e2,11,27,1,positive,16,result,result,False
sample_1,defuse_edge,a70444b0e99d3e3dd17797084c3f10a2dd22e01fc7d5d2266fa4ff4d5b9ad5e2,11,41,1,positive,30,result,result,False
sample_1,defuse_edge,a70444b0e99d3e3dd17797084c3f10a2dd22e01fc7d5d2266fa4ff4d5b9ad5e2,17,36,1,positive,19,d,d,False
sample_1,defuse_edge,a70444b0e99d3e3dd17797084c3f10a2dd22e01fc7d5d2266fa4ff4d5b9ad5e2,7,36,0,diff_name,29,c,d,False
sample_1,defuse_edge,a70444b0e99d3e3dd17797084c3f10a2dd22e01fc7d5d2266fa4ff4d5b9ad5e2,5,36,0,diff_name,31,b,d,False
sample_1,defuse_edge,a70444b0e99d3e3dd17797084c3f10a2dd22e01fc7d5d2266fa4ff4d5b9ad5e2,3,41,0,diff_name,38,a,result,False
sample_1,defuse_edge,a70444b0e99d3e3dd17797084c3f10a2dd22e01fc7d5d2266fa4ff4d5b9ad5e2,17,21,0,diff_name,4,d,b,False
sample_1,defuse_edge,a70444b0e99d3e3dd17797084c3f10a2dd22e01fc7d5d2266fa4ff4d5b9ad5e2,11,21,0,diff_name,10,result,b,False
sample_1,defuse_edge,a70444b0e99d3e3dd17797084c3f10a2dd22e01fc7d5d2266fa4ff4d5b9ad5e2,3,21,0,diff_name,18,a,b,False
sample_1,defuse_edge,a70444b0e99d3e3dd17797084c3f10a2dd22e01fc7d5d2266fa4ff4d5b9ad5e2,1,41,0,diff_name,40,f,result,False
sample_1,defuse_edge,a70444b0e99d3e3dd17797084c3f10a2dd22e01fc7d5d2266fa4ff4d5b9ad5e2,5,23,0,diff_name,18,b,c,False
sample_1,defuse_edge,a70444b0e99d3e3dd17797084c3f10a2dd22e01fc7d5d2266fa4ff4d5b9ad5e2,5,19,0,diff_name,14,b,a,False
sample_1,defuse_edge,a70444b0e99d3e3dd17797084c3f10a2dd22e01fc7d5d2266fa4ff4d5b9ad5e2,5,41,0,diff_name,36,b,result,False
sample_1,defuse_edge,a70444b0e99d3e3dd17797084c3f10a2dd22e01fc7d5d2266fa4ff4d5b9ad5e2,3,36,0,diff_name,33,a,d,False
sample_1,defuse_edge,a70444b0e99d3e3dd17797084c3f10a2dd22e01fc7d5d2266fa4ff4d5b9ad5e2,17,19,0,diff_name,2,d,a,False
sample_1,defuse_edge,a70444b0e99d3e3dd17797084c3f10a2dd22e01fc7d5d2266fa4ff4d5b9ad5e2,17,41,0,diff_name,24,d,result,False
sample_1,defuse_edge,a70444b0e99d3e3dd17797084c3f10a2dd22e01fc7d5d2266fa4ff4d5b9ad5e2,11,19,0,diff_name,8,result,a,False
sample_1,defuse_edge,a70444b0e99d3e3dd17797084c3f10a2dd22e01fc7d5d2266fa4ff4d5b9ad5e2,7,19,0,diff_name,12,c,a,False
sample_1,defuse_edge,a70444b0e99d3e3dd17797084c3f10a2dd22e01fc7d5d2266fa4ff4d5b9ad5e2,17,23,0,diff_name,6,d,c,False
sample_1,defuse_edge,a70444b0e99d3e3dd17797084c3f10a2dd22e01fc7d5d2266fa4ff4d5b9ad5e2,1,21,0,diff_name,20,f,b,False
sample_1,defuse_edge,a70444b0e99d3e3dd17797084c3f10a2dd22e01fc7d5d2266fa4ff4d5b9ad5e2,5,27,0,diff_name,22,b,result,False
sample_1,binding,a70444b0e99d3e3dd17797084c3f10a2dd22e01fc7d5d2266fa4ff4d5b9ad5e2,3,19,1,positive,16,a,a,False
sample_1,binding,a70444b0e99d3e3dd17797084c3f10a2dd22e01fc7d5d2266fa4ff4d5b9ad5e2,5,21,1,positive,16,b,b,False
sample_1,binding,a70444b0e99d3e3dd17797084c3f10a2dd22e01fc7d5d2266fa4ff4d5b9ad5e2,7,23,1,positive,16,c,c,False
sample_1,binding,a70444b0e99d3e3dd17797084c3f10a2dd22e01fc7d5d2266fa4ff4d5b9ad5e2,11,27,1,positive,16,result,result,False
sample_1,binding,a70444b0e99d3e3dd17797084c3f10a2dd22e01fc7d5d2266fa4ff4d5b9ad5e2,11,41,1,positive,30,result,result,False
sample_1,binding,a70444b0e99d3e3dd17797084c3f10a2dd22e01fc7d5d2266fa4ff4d5b9ad5e2,17,36,1,positive,19,d,d,False
sample_1,binding,a70444b0e99d3e3dd17797084c3f10a2dd22e01fc7d5d2266fa4ff4d5b9ad5e2,27,41,1,positive,14,result,result,False
sample_1,binding,a70444b0e99d3e3dd17797084c3f10a2dd22e01fc7d5d2266fa4ff4d5b9ad5e2,17,41,0,diff_name,24,d,result,False
sample_1,binding,a70444b0e99d3e3dd17797084c3f10a2dd22e01fc7d5d2266fa4ff4d5b9ad5e2,5,19,0,diff_name,14,b,a,False
sample_1,binding,a70444b0e99d3e3dd17797084c3f10a2dd22e01fc7d5d2266fa4ff4d5b9ad5e2,21,41,0,diff_name,20,b,result,False
sample_1,binding,a70444b0e99d3e3dd17797084c3f10a2dd22e01fc7d5d2266fa4ff4d5b9ad5e2,3,5,0,diff_name,2,a,b,False
sample_1,binding,a70444b0e99d3e3dd17797084c3f10a2dd22e01fc7d5d2266fa4ff4d5b9ad5e2,3,23,0,diff_name,20,a,c,False
sample_1,binding,a70444b0e99d3e3dd17797084c3f10a2dd22e01fc7d5d2266fa4ff4d5b9ad5e2,5,7,0,diff_name,2,b,c,False
sample_1,binding,a70444b0e99d3e3dd17797084c3f10a2dd22e01fc7d5d2266fa4ff4d5b9ad5e2,23,27,0,diff_name,4,c,result,False
sample_1,binding,a70444b0e99d3e3dd17797084c3f10a2dd22e01fc7d5d2266fa4ff4d5b9ad5e2,27,36,0,diff_name,9,result,d,False
sample_1,binding,a70444b0e99d3e3dd17797084c3f10a2dd22e01fc7d5d2266fa4ff4d5b9ad5e2,7,36,0,diff_name,29,c,d,False
sample_1,binding,a70444b0e99d3e3dd17797084c3f10a2dd22e01fc7d5d2266fa4ff4d5b9ad5e2,3,41,0,diff_name,38,a,result,False
sample_1,binding,a70444b0e99d3e3dd17797084c3f10a2dd22e01fc7d5d2266fa4ff4d5b9ad5e2,1,36,0,diff_name,35,f,d,False
sample_1,binding,a70444b0e99d3e3dd17797084c3f10a2dd22e01fc7d5d2266fa4ff4d5b9ad5e2,19,23,0,diff_name,4,a,c,False
sample_1,binding,a70444b0e99d3e3dd17797084c3f10a2dd22e01fc7d5d2266fa4ff4d5b9ad5e2,7,21,0,diff_name,14,c,b,False
sample_1,binding,a70444b0e99d3e3dd17797084c3f10a2dd22e01fc7d5d2266fa4ff4d5b9ad5e2,11,19,0,diff_name,8,result,a,False
sample_1,binding,a70444b0e99d3e3dd17797084c3f10a2dd22e01fc7d5d2266fa4ff4d5b9ad5e2,7,19,0,diff_name,12,c,a,False
sample_1,binding,a70444b0e99d3e3dd17797084c3f10a2dd22e01fc7d5d2266fa4ff4d5b9ad5e2,17,23,0,diff_name,6,d,c,False
sample_1,binding,a70444b0e99d3e3dd17797084c3f10a2dd22e01fc7d5d2266fa4ff4d5b9ad5e2,1,11,0,diff_name,10,f,result,False
sample_1,binding,a70444b0e99d3e3dd17797084c3f10a2dd22e01fc7d5d2266fa4ff4d5b9ad5e2,5,11,0,diff_name,6,b,result,False
sample_1,binding,a70444b0e99d3e3dd17797084c3f10a2dd22e01fc7d5d2266fa4ff4d5b9ad5e2,19,41,0,diff_name,22,a,result,False
sample_1,binding,a70444b0e99d3e3dd17797084c3f10a2dd22e01fc7d5d2266fa4ff4d5b9ad5e2,1,17,0,diff_name,16,f,d,False
sample_1,binding,a70444b0e99d3e3dd17797084c3f10a2dd22e01fc7d5d2266fa4ff4d5b9ad5e2,7,17,0,diff_name,10,c,d,False
sample_2,defuse_edge,06cdb9cc2826a4243bccf606f731896486f6b417c7fb5eafba91adde50d3c5cc,3,13,1,positive,10,text,text,False
sample_2,defuse_edge,06cdb9cc2826a4243bccf606f731896486f6b417c7fb5eafba91adde50d3c5cc,9,30,1,positive,21,new_text,new_text,False
sample_2,defuse_edge,06cdb9cc2826a4243bccf606f731896486f6b417c7fb5eafba91adde50d3c5cc,9,36,1,positive,27,new_text,new_text,False
sample_2,defuse_edge,06cdb9cc2826a4243bccf606f731896486f6b417c7fb5eafba91adde50d3c5cc,9,51,1,positive,42,new_text,new_text,False
sample_2,defuse_edge,06cdb9cc2826a4243bccf606f731896486f6b417c7fb5eafba91adde50d3c5cc,18,26,1,positive,8,i,i,False
sample_2,defuse_edge,06cdb9cc2826a4243bccf606f731896486f6b417c7fb5eafba91adde50d3c5cc,18,40,1,positive,22,i,i,False
sample_2,defuse_edge,06cdb9cc2826a4243bccf606f731896486f6b417c7fb5eafba91adde50d3c5cc,9,40,0,diff_name,31,new_text,i,False
sample_2,defuse_edge,06cdb9cc2826a4243bccf606f731896486f6b417c7fb5eafba91adde50d3c5cc,9,26,0,diff_name,17,new_text,i,False
sample_2,defuse_edge,06cdb9cc2826a4243bccf606f731896486f6b417c7fb5eafba91adde50d3c5cc,1,40,0,diff_name,39,f,i,False
sample_2,defuse_edge,06cdb9cc2826a4243bccf606f731896486f6b417c7fb5eafba91adde50d3c5cc,3,40,0,diff_name,37,text,i,False
sample_2,defuse_edge,06cdb9cc2826a4243bccf606f731896486f6b417c7fb5eafba91adde50d3c5cc,1,51,0,diff_name,50,f,new_text,False
sample_2,defuse_edge,06cdb9cc2826a4243bccf606f731896486f6b417c7fb5eafba91adde50d3c5cc,3,30,0,diff_name,27,text,new_text,False
sample_2,defuse_edge,06cdb9cc2826a4243bccf606f731896486f6b417c7fb5eafba91adde50d3c5cc,18,36,0,diff_name,18,i,new_text,False
sample_2,defuse_edge,06cdb9cc2826a4243bccf606f731896486f6b417c7fb5eafba91adde50d3c5cc,3,26,0,diff_name,23,text,i,False
sample_2,defuse_edge,06cdb9cc2826a4243bccf606f731896486f6b417c7fb5eafba91adde50d3c5cc,3,51,0,diff_name,48,text,new_text,False
sample_2,defuse_edge,06cdb9cc2826a4243bccf606f731896486f6b417c7fb5eafba91adde50d3c5cc,18,30,0,diff_name,12,i,new_text,False
sample_2,defuse_edge,06cdb9cc2826a4243bccf606f731896486f6b417c7fb5eafba91adde50d3c5cc,1,26,0,diff_name,25,f,i,False
sample_2,defuse_edge,06cdb9cc2826a4243bccf606f731896486f6b417c7fb5eafba91adde50d3c5cc,9,13,0,diff_name,4,new_text,text,False
sample_2,defuse_edge,06cdb9cc2826a4243bccf606f731896486f6b417c7fb5eafba91adde50d3c5cc,1,30,0,diff_name,29,f,new_text,False
sample_2,defuse_edge,06cdb9cc2826a4243bccf606f731896486f6b417c7fb5eafba91adde50d3c5cc,18,13,0,diff_name,5,i,text,False
sample_2,defuse_edge,06cdb9cc2826a4243bccf606f731896486f6b417c7fb5eafba91adde50d3c5cc,18,51,0,diff_name,33,i,new_text,False
sample_2,defuse_edge,06cdb9cc2826a4243bccf606f731896486f6b417c7fb5eafba91adde50d3c5cc,3,36,0,diff_name,33,text,new_text,False
sample_2,defuse_edge,06cdb9cc2826a4243bccf606f731896486f6b417c7fb5eafba91adde50d3c5cc,1,13,0,diff_name,12,f,text,False
sample_2,defuse_edge,06cdb9cc2826a4243bccf606f731896486f6b417c7fb5eafba91adde50d3c5cc,1,36,0,diff_name,35,f,new_text,False
sample_2,binding,06cdb9cc2826a4243bccf606f731896486f6b417c7fb5eafba91adde50d3c5cc,3,13,1,positive,10,text,text,False
sample_2,binding,06cdb9cc2826a4243bccf606f731896486f6b417c7fb5eafba91adde50d3c5cc,9,30,1,positive,21,new_text,new_text,False
sample_2,binding,06cdb9cc2826a4243bccf606f731896486f6b417c7fb5eafba91adde50d3c5cc,9,36,1,positive,27,new_text,new_text,False
sample_2,binding,06cdb9cc2826a4243bccf606f731896486f6b417c7fb5eafba91adde50d3c5cc,9,51,1,positive,42,new_text,new_text,False
sample_2,binding,06cdb9cc2826a4243bccf606f731896486f6b417c7fb5eafba91adde50d3c5cc,18,26,1,positive,8,i,i,False
sample_2,binding,06cdb9cc2826a4243bccf606f731896486f6b417c7fb5eafba91adde50d3c5cc,18,40,1,positive,22,i,i,False
sample_2,binding,06cdb9cc2826a4243bccf606f731896486f6b417c7fb5eafba91adde50d3c5cc,26,40,1,positive,14,i,i,False
sample_2,binding,06cdb9cc2826a4243bccf606f731896486f6b417c7fb5eafba91adde50d3c5cc,30,36,1,positive,6,new_text,new_text,False
sample_2,binding,06cdb9cc2826a4243bccf606f731896486f6b417c7fb5eafba91adde50d3c5cc,30,51,1,positive,21,new_text,new_text,False
sample_2,binding,06cdb9cc2826a4243bccf606f731896486f6b417c7fb5eafba91adde50d3c5cc,36,51,1,positive,15,new_text,new_text,False
sample_2,binding,06cdb9cc2826a4243bccf606f731896486f6b417c7fb5eafba91adde50d3c5cc,3,9,0,diff_name,6,text,new_text,False
sample_2,binding,06cdb9cc2826a4243bccf606f731896486f6b417c7fb5eafba91adde50d3c5cc,3,30,0,diff_name,27,text,new_text,False
sample_2,binding,06cdb9cc2826a4243bccf606f731896486f6b417c7fb5eafba91adde50d3c5cc,1,30,0,diff_name,29,f,new_text,False
sample_2,binding,06cdb9cc2826a4243bccf606f731896486f6b417c7fb5eafba91adde50d3c5cc,13,18,0,diff_name,5,text,i,False
sample_2,binding,06cdb9cc2826a4243bccf606f731896486f6b417c7fb5eafba91adde50d3c5cc,26,51,0,diff_name,25,i,new_text,False
sample_2,binding,06cdb9cc2826a4243bccf606f731896486f6b417c7fb5eafba91adde50d3c5cc,13,30,0,diff_name,17,text,new_text,False
sample_2,binding,06cdb9cc2826a4243bccf606f731896486f6b417c7fb5eafba91adde50d3c5cc,26,30,0,diff_name,4,i,new_text,False
sample_2,binding,06cdb9cc2826a4243bccf606f731896486f6b417c7fb5eafba91adde50d3c5cc,9,13,0,diff_name,4,new_text,text,False
sample_2,binding,06cdb9cc2826a4243bccf606f731896486f6b417c7fb5eafba91adde50d3c5cc,18,30,0,diff_name,12,i,new_text,False
sample_2,binding,06cdb9cc2826a4243bccf606f731896486f6b417c7fb5eafba91adde50d3c5cc,13,40,0,diff_name,27,text,i,False
sample_2,binding,06cdb9cc2826a4243bccf606f731896486f6b417c7fb5eafba91adde50d3c5cc,3,40,0,diff_name,37,text,i,False
sample_2,binding,06cdb9cc2826a4243bccf606f731896486f6b417c7fb5eafba91adde50d3c5cc,3,18,0,diff_name,15,text,i,False
sample_2,binding,06cdb9cc2826a4243bccf606f731896486f6b417c7fb5eafba91adde50d3c5cc,3,26,0,diff_name,23,text,i,False
sample_2,binding,06cdb9cc2826a4243bccf606f731896486f6b417c7fb5eafba91adde50d3c5cc,18,36,0,diff_name,18,i,new_text,False
sample_2,binding,06cdb9cc2826a4243bccf606f731896486f6b417c7fb5eafba91adde50d3c5cc,1,51,0,diff_name,50,f,new_text,False
sample_2,binding,06cdb9cc2826a4243bccf606f731896486f6b417c7fb5eafba91adde50d3c5cc,9,40,0,diff_name,31,new_text,i,False
sample_2,binding,06cdb9cc2826a4243bccf606f731896486f6b417c7fb5eafba91adde50d3c5cc,26,36,0,diff_name,10,i,new_text,False
sample_2,binding,06cdb9cc2826a4243bccf606f731896486f6b417c7fb5eafba91adde50d3c5cc,1,36,0,diff_name,35,f,new_text,False
sample_2,binding,06cdb9cc2826a4243bccf606f731896486f6b417c7fb5eafba91adde50d3c5cc,13,51,0,diff_name,38,text,new_text,False
sample_2,binding,06cdb9cc2826a4243bccf606f731896486f6b417c7fb5eafba91adde50d3c5cc,1,3,0,diff_name,2,f,text,False
sample_2,binding,06cdb9cc2826a4243bccf606f731896486f6b417c7fb5eafba91adde50d3c5cc,36,40,0,diff_name,4,new_text,i,False
sample_2,binding,06cdb9cc2826a4243bccf606f731896486f6b417c7fb5eafba91adde50d3c5cc,3,36,0,diff_name,33,text,new_text,False
sample_2,binding,06cdb9cc2826a4243bccf606f731896486f6b417c7fb5eafba91adde50d3c5cc,9,26,0,diff_name,17,new_text,i,False
sample_2,binding,06cdb9cc2826a4243bccf606f731896486f6b417c7fb5eafba91adde50d3c5cc,1,13,0,diff_name,12,f,text,False
sample_2,binding,06cdb9cc2826a4243bccf606f731896486f6b417c7fb5eafba91adde50d3c5cc,30,40,0,diff_name,10,new_text,i,False
