pair_id,base_id,template,op_family,split,direction,position,site_kind,site,layer,band_layers,variant,bound_value,swapped_in_value,bound_answer,target_answer,logp_clean_bound,logp_clean_other,logp_patched_bound,logp_patched_other,ld_clean,ld_patched,delta_ld,flipped_to_target,clean_argmax_id,patched_argmax_id,swap_coord_source,swap_coord_target,swap_coord_gap,swap_delta_norm,swap_delta_norm_ratio,swap_subspace_cosine,swap_degenerate,both_counterfactuals_correct
base_0000_affine,base_0000,global_shadow,affine,test,source,pre_def,single,L8,8,8,logit_value,2,4,5,7,-0.16383354365825653,-4.6482086181640625,-0.16370411217212677,-4.648078918457031,-4.484375,-4.484375,0.0,False,20,20,-0.015788087677803236,-0.14786148974505786,0.13207340206725462,0.1898312787162932,0.0032970804852833525,0.8475223950143839,False,True
base_0000_affine,base_0000,global_shadow,affine,test,source,pre_def,single,L8,8,8,gram_random,2,4,5,7,-0.16383354365825653,-4.6482086181640625,-0.1661761850118637,-4.6349263191223145,-4.484375,-4.46875,0.015625,False,20,20,-4.470178944173023,6.389439145587195,-10.859618089760218,0.5881593062309016,0.01021543227188544,0.9131318657412297,False,True
base_0000_affine,base_0000,global_shadow,affine,test,source,pre_def,single,L8,8,8,noop_same_value,2,4,5,7,-0.16383354365825653,-4.6482086181640625,-0.16383354365825653,-4.6482086181640625,-4.484375,-4.484375,0.0,False,20,20,14.325202101307806,14.32520210130781,-3.552713678800501e-15,0.0,0.0,1.0000000000000027,True,True
base_0000_affine,base_0000,global_shadow,affine,test,source,pre_def,single,L8,8,8,clens_answer,2,4,5,7,-0.16383354365825653,-4.6482086181640625,-0.16561369597911835,-4.634363651275635,-4.484375,-4.46875,0.015625,False,20,20,39.79863574042875,-13.505970387149597,53.304606127578346,2.077585892050265,0.03608450592284296,0.946671791573749,False,True
base_0000_affine,base_0000,global_shadow,affine,test,source,pre_def,single,L8,8,8,whole_state,2,4,5,7,-0.16383354365825653,-4.6482086181640625,-0.16383354365825653,-4.6482086181640625,-4.484375,-4.484375,0.0,False,20,20,,,,0.0,,,,True
base_0000_affine,base_0000,global_shadow,affine,test,source,pre_def,single,L16,16,16,clens_value,2,4,5,7,-0.16383354365825653,-4.6482086181640625,-0.16380015015602112,-4.648175239562988,-4.484375,-4.484375,0.0,False,20,20,-41.11865429790346,97.85943507852377,-138.97808937642725,8.523257737983089,0.05819036754406004,0.8745324946959456,False,True
base_0000_affine,base_0000,global_shadow,affine,test,source,pre_def,single,L16,16,16,logit_value,2,4,5,7,-0.16383354365825653,-4.6482086181640625,-0.16383343935012817,-4.6482086181640625,-4.484375,-4.484375,0.0,False,20,20,-0.07603232369163809,1.006641723381502,-1.08267404707314,1.5561452614371245,0.010624184730614718,0.8475223950143839,False,True
base_0000_affine,base_0000,global_shadow,affine,test,source,pre_def,single,L16,16,16,gram_random,2,4,5,7,-0.16383354365825653,-4.6482086181640625,-0.163833349943161,-4.648208141326904,-4.484375,-4.484375,0.0,False,20,20,-9.56012575970252,34.15414803442097,-43.71427379412349,2.6809119647377058,0.0183032424194028,0.8745324945612903,False,True
base_0000_affine,base_0000,global_shadow,affine,test,source,pre_def,single,L16,16,16,noop_same_value,2,4,5,7,-0.16383354365825653,-4.6482086181640625,-0.16383354365825653,-4.6482086181640625,-4.484375,-4.484375,0.0,False,20,20,19.334465580249166,19.334465580249166,0.0,0.0,0.0,1.0000000000000013,True,True
base_0000_affine,base_0000,global_shadow,affine,test,source,pre_def,single,L16,16,16,clens_answer,2,4,5,7,-0.16383354365825653,-4.6482086181640625,-0.16383343935012817,-4.6482086181640625,-4.484375,-4.484375,0.0,False,20,20,84.36071467789694,-33.431387144098224,117.79210182199516,5.770493847511248,0.039396574434328445,0.9070694259347466,False,True
base_0000_affine,base_0000,global_shadow,affine,test,source,pre_def,single,L16,16,16,whole_state,2,4,5,7,-0.16383354365825653,-4.6482086181640625,-0.16383354365825653,-4.6482086181640625,-4.484375,-4.484375,0.0,False,20,20,,,,0.0,,,,True
base_0000_affine,base_0000,global_shadow,affine,test,source,pre_def,single,L24,24,24,clens_value,2,4,5,7,-0.16383354365825653,-4.6482086181640625,-0.16383354365825653,-4.6482086181640625,-4.484375,-4.484375,0.0,False,20,20,-37.721634858688915,73.68487843677576,-111.40651329546468,7.734970583812511,0.025252178053832737,0.8330280470273131,False,True
base_0000_affine,base_0000,global_shadow,affine,test,source,pre_def,single,L24,24,24,logit_value,2,4,5,7,-0.16383354365825653,-4.6482086181640625,-0.16383343935012817,-4.6482086181640625,-4.484375,-4.484375,0.0,False,20,20,3.30636860731257,0.8453840651183999,2.4609845421941703,3.5372136647760226,0.011547858949109023,0.8475223950143839,False,True
base_0000_affine,base_0000,global_shadow,affine,test,source,pre_def,single,L24,24,24,gram_random,2,4,5,7,-0.16383354365825653,-4.6482086181640625,-0.16383354365825653,-4.6482086181640625,-4.484375,-4.484375,0.0,False,20,20,48.48831781951367,25.00050461506343,23.487813204450237,1.6307623254700647,0.005323911727916997,0.8330280465230789,False,True
base_0000_affine,base_0000,global_shadow,affine,test,source,pre_def,single,L24,24,24,noop_same_value,2,4,5,7,-0.16383354365825653,-4.6482086181640625,-0.16383354365825653,-4.6482086181640625,-4.484375,-4.484375,0.0,False,20,20,10.90859238358348,10.908592383583514,-3.375077994860476e-14,0.0,0.0,1.0000000000000016,True,True
base_0000_affine,base_0000,global_shadow,affine,test,source,pre_def,single,L24,24,24,clens_answer,2,4,5,7,-0.16383354365825653,-4.6482086181640625,-0.16383343935012817,-4.6482086181640625,-4.484375,-4.484375,0.0,False,20,20,109.30453337301037,-55.96974510024529,165.27427847325566,9.191308742657233,0.03000665127325271,0.8853278328762942,False,True
base_0000_affine,base_0000,global_shadow,affine,test,source,pre_def,single,L24,24,24,whole_state,2,4,5,7,-0.16383354365825653,-4.6482086181640625,-0.16383354365825653,-4.6482086181640625,-4.484375,-4.484375,0.0,False,20,20,,,,0.0,,,,True
base_0000_affine,base_0000,global_shadow,affine,test,source,pre_def,single,L31,31,31,clens_value,2,4,5,7,-0.16383354365825653,-4.6482086181640625,-0.16383354365825653,-4.6482086181640625,-4.484375,-4.484375,0.0,False,20,20,872.1965853442466,447.8855394635714,424.31104588067524,20.103098731524383,0.014403168984237652,0.8475218958564099,False,True
base_0000_affine,base_0000,global_shadow,affine,test,source,pre_def,single,L31,31,31,logit_value,2,4,5,7,-0.16383354365825653,-4.6482086181640625,-0.16383354365825653,-4.6482086181640625,-4.484375,-4.484375,0.0,False,20,20,28.743360489580986,14.770552731400143,13.972807758180844,20.08334700609676,0.014389017561968694,0.8475223950143839,False,True
base_0000_affine,base_0000,global_shadow,affine,test,source,pre_def,single,L31,31,31,gram_random,2,4,5,7,-0.16383354365825653,-4.6482086181640625,-0.16383354365825653,-4.6482086181640625,-4.484375,-4.484375,0.0,False,20,20,-181.3802286166558,-123.79630968744868,-57.58391892920713,2.728223130497738,0.0019546767043254277,0.8475218955305133,False,True
base_0000_affine,base_0000,global_shadow,affine,test,source,pre_def,single,L31,31,31,noop_same_value,2,4,5,7,-0.16383354365825653,-4.6482086181640625,-0.16383354365825653,-4.6482086181640625,-4.484375,-4.484375,0.0,False,20,20,626.0338939950727,626.0338939950725,2.2737367544323206e-13,0.0,0.0,1.0000000000000022,True,True
base_0000_affine,base_0000,global_shadow,affine,test,source,pre_def,single,L31,31,31,clens_answer,2,4,5,7,-0.16383354365825653,-4.6482086181640625,-0.16383354365825653,-4.6482086181640625,-4.484375,-4.484375,0.0,False,20,20,882.949999529277,374.57725308417514,508.3727464451018,23.733836456246348,0.017004465912885406,0.852726334341365,False,True
base_0000_affine,base_0000,global_shadow,affine,test,source,pre_def,single,L31,31,31,whole_state,2,4,5,7,-0.16383354365825653,-4.6482086181640625,-0.16383354365825653,-4.6482086181640625,-4.484375,-4.484375,0.0,False,20,20,,,,0.0,,,,True
base_0000_affine,base_0000,global_shadow,affine,test,source,pre_def,band,L8+16+24,8,8+16+24,clens_value,2,4,5,7,-0.16383354365825653,-4.6482086181640625,-0.16435304284095764,-4.648727893829346,-4.484375,-4.484375,0.0,False,20,20,28.049192696648348,0.7028871891660033,27.346305507482345,1.481081924076294,0.02572413957278338,0.9131318659667804,False,True
base_0000_affine,base_0000,global_shadow,affine,test,source,pre_def,band,L8+16+24,8,8+16+24,logit_value,2,4,5,7,-0.16383354365825653,-4.6482086181640625,-0.163833349943161,-4.648208141326904,-4.484375,-4.484375,0.0,False,20,20,-0.015788087677803236,-0.14786148974505786,0.13207340206725462,0.1898312787162932,0.0032970804852833525,0.8475223950143839,False,True
base_0000_affine,base_0000,global_shadow,affine,test,source,pre_def,band,L8+16+24,8,8+16+24,gram_random,2,4,5,7,-0.16383354365825653,-4.6482086181640625,-0.16383212804794312,-4.648207187652588,-4.484375,-4.484375,0.0,False,20,20,-4.470178944173023,6.389439145587195,-10.859618089760218,0.5881593062309016,0.01021543227188544,0.9131318657412297,False,True
base_0000_affine,base_0000,global_shadow,affine,test,source,pre_def,band,L8+16+24,8,8+16+24,noop_same_value,2,4,5,7,-0.16383354365825653,-4.6482086181640625,-0.16383354365825653,-4.6482086181640625,-4.484375,-4.484375,0.0,False,20,20,14.325202101307806,14.32520210130781,-3.552713678800501e-15,0.0,0.0,1.0000000000000027,True,True
base_0000_affine,base_0000,global_shadow,affine,test,source,pre_def,band,L8+16+24,8,8+16+24,clens_answer,2,4,5,7,-0.16383354365825653,-4.6482086181640625,-0.16383375227451324,-4.6482086181640625,-4.484375,-4.484375,0.0,False,20,20,39.79863574042875,-13.505970387149597,53.304606127578346,2.077585892050265,0.03608450592284296,0.946671791573749,False,True
base_0000_affine,base_0000,global_shadow,affine,test,source,pre_def,band,L8+16+24,8,8+16+24,whole_state,2,4,5,7,-0.16383354365825653,-4.6482086181640625,-0.16383354365825653,-4.6482086181640625,-4.484375,-4.484375,0.0,False,20,20,,,,0.0,,,,True
base_0000_affine,base_0000,global_shadow,affine,test,source,pre_def,band,L16+24+31,16,16+24+31,clens_value,2,4,5,7,-0.16383354365825653,-4.6482086181640625,-0.16379863023757935,-4.648173809051514,-4.484375,-4.484375,0.0,False,20,20,-41.11865429790346,97.85943507852377,-138.97808937642725,8.523257737983089,0.05819036754406004,0.8745324946959456,False,True
base_0000_affine,base_0000,global_shadow,affine,test,source,pre_def,band,L16+24+31,16,16+24+31,logit_value,2,4,5,7,-0.16383354365825653,-4.6482086181640625,-0.163833349943161,-4.648208141326904,-4.484375,-4.484375,0.0,False,20,20,-0.07603232369163809,1.006641723381502,-1.08267404707314,1.5561452614371245,0.010624184730614718,0.8475223950143839,False,True
base_0000_affine,base_0000,global_shadow,affine,test,source,pre_def,band,L16+24+31,16,16+24+31,gram_random,2,4,5,7,-0.16383354365825653,-4.6482086181640625,-0.16383343935012817,-4.6482086181640625,-4.484375,-4.484375,0.0,False,20,20,-9.56012575970252,34.15414803442097,-43.71427379412349,2.6809119647377058,0.0183032424194028,0.8745324945612903,False,True
base_0000_affine,base_0000,global_shadow,affine,test,source,pre_def,band,L16+24+31,16,16+24+31,noop_same_value,2,4,5,7,-0.16383354365825653,-4.6482086181640625,-0.16383354365825653,-4.6482086181640625,-4.484375,-4.484375,0.0,False,20,20,19.334465580249166,19.334465580249166,0.0,0.0,0.0,1.0000000000000013,True,True
base_0000_affine,base_0000,global_shadow,affine,test,source,pre_def,band,L16+24+31,16,16+24+31,clens_answer,2,4,5,7,-0.16383354365825653,-4.6482086181640625,-0.16391055285930634,-4.648285388946533,-4.484375,-4.484375,0.0,False,20,20,84.36071467789694,-33.431387144098224,117.79210182199516,5.770493847511248,0.039396574434328445,0.9070694259347466,False,True
base_0000_affine,base_0000,global_shadow,affine,test,source,pre_def,band,L16+24+31,16,16+24+31,whole_state,2,4,5,7,-0.16383354365825653,-4.6482086181640625,-0.16383354365825653,-4.6482086181640625,-4.484375,-4.484375,0.0,False,20,20,,,,0.0,,,,True
base_0000_affine,base_0000,global_shadow,affine,test,target,use,single,L8,8,8,clens_value,4,2,7,5,-0.11439642310142517,-4.051896572113037,-0.11520107835531235,-4.052700996398926,-3.937500238418579,-3.9375,2.384185791015625e-07,False,22,22,26.779233528161072,-9.61521144688142,36.39444497504249,1.9711311487607006,0.03306295020251811,0.9131318659667804,False,True
base_0000_affine,base_0000,global_shadow,affine,test,target,use,single,L8,8,8,logit_value,4,2,7,5,-0.11439642310142517,-4.051896572113037,-0.11570483446121216,-4.0532050132751465,-3.937500238418579,-3.937500238418579,0.0,False,22,22,-0.41816186655618537,0.6243337620837004,-1.0424956286398857,1.4983961580703538,0.025133486216314158,0.8475223950143839,False,True
base_0000_affine,base_0000,global_shadow,affine,test,target,use,single,L8,8,8,gram_random,4,2,7,5,-0.11439642310142517,-4.051896572113037,-0.115194171667099,-4.052694320678711,-3.937500238418579,-3.937500238418579,0.0,False,22,22,8.379805784898775,-5.295549245843279,13.675355030742054,0.740660238772735,0.01242353285671762,0.9131318657412297,False,True
base_0000_affine,base_0000,global_shadow,affine,test,target,use,single,L8,8,8,noop_same_value,4,2,7,5,-0.11439642310142517,-4.051896572113037,-0.11439642310142517,-4.051896572113037,-3.937500238418579,-3.937500238418579,0.0,False,22,22,9.277452078711686,9.27745207871169,-3.552713678800501e-15,0.0,0.0,1.0000000000000027,True,True
base_0000_affine,base_0000,global_shadow,affine,test,target,use,single,L8,8,8,clens_answer,4,2,7,5,-0.11439642310142517,-4.051896572113037,-0.1150294840335846,-4.052529335021973,-3.937500238418579,-3.937499761581421,4.76837158203125e-07,False,22,22,1.6209469156044687,10.82851226150753,-9.207565345903062,0.3588715732556935,0.006019565447541311,0.946671791573749,False,True
base_0000_affine,base_0000,global_shadow,affine,test,target,use,single,L8,8,8,whole_state,4,2,7,5,-0.11439642310142517,-4.051896572113037,-2.202690601348877,-0.8120657205581665,-3.937500238418579,1.3906248807907104,5.3281251192092896,True,22,20,,,,46.80415344238281,,,,True
base_0000_affine,base_0000,global_shadow,affine,test,target,use,single,L16,16,16,clens_value,4,2,7,5,-0.11439642310142517,-4.051896572113037,-0.11406570672988892,-4.067190647125244,-3.937500238418579,-3.953125,-0.015624761581420898,False,22,22,23.327098824420194,13.489476482571876,9.837622341848318,0.6033223735103095,0.00426172400971077,0.8745324946959456,False,True
base_0000_affine,base_0000,global_shadow,affine,test,target,use,single,L16,16,16,logit_value,4,2,7,5,-0.11439642310142517,-4.051896572113037,-0.1150287464261055,-4.0525288581848145,-3.937500238418579,-3.9375,2.384185791015625e-07,False,22,22,1.375690737392788,0.14340682175115593,1.232283915641632,1.7711819926365773,0.012511203222364306,0.8475223950143839,False,True
base_0000_affine,base_0000,global_shadow,affine,test,target,use,single,L16,16,16,gram_random,4,2,7,5,-0.11439642310142517,-4.051896572113037,-0.11439599841833115,-4.051896095275879,-3.937500238418579,-3.9375,2.384185791015625e-07,False,22,22,-3.914081918932524,28.64574384549607,-32.559825764428595,1.996831215193744,0.014105135010355612,0.8745324945612903,False,True
base_0000_affine,base_0000,global_shadow,affine,test,target,use,single,L16,16,16,noop_same_value,4,2,7,5,-0.11439642310142517,-4.051896572113037,-0.11439642310142517,-4.051896572113037,-3.937500238418579,-3.937500238418579,0.0,False,22,22,17.162726659547932,17.162726659547932,0.0,0.0,0.0,1.0000000000000013,True,True
