model,site,features,layer,breakdown,cell,accuracy,auc,control_accuracy,selectivity,n,n_groups,pos_frac,converged
deepseek-coder-6.7b,sink_arg,hidden,27,structure,assign_chain,1.0,,,,67,168,0.5,True
deepseek-coder-6.7b,sink_arg,hidden,27,structure,branch_merge,1.0,,,,67,168,0.5,True
deepseek-coder-6.7b,sink_arg,hidden,27,structure,direct,1.0,,,,67,168,0.5,True
deepseek-coder-6.7b,sink_arg,hidden,27,structure,helper,1.0,,,,67,168,0.5,True
deepseek-coder-6.7b,sink_arg,hidden,31,all,all,1.0,1.0,0.6007130124777184,0.39928698752228164,67,168,0.5,True
deepseek-coder-6.7b,sink_arg,hidden,31,family,command_exec,1.0,,,,67,168,0.5,True
deepseek-coder-6.7b,sink_arg,hidden,31,family,dynamic_exec,1.0,,,,67,168,0.5,True
deepseek-coder-6.7b,sink_arg,hidden,31,family,sql_exec,1.0,,,,67,168,0.5,True
deepseek-coder-6.7b,sink_arg,hidden,31,structure,assign_chain,1.0,,,,67,168,0.5,True
deepseek-coder-6.7b,sink_arg,hidden,31,structure,branch_merge,1.0,,,,67,168,0.5,True
deepseek-coder-6.7b,sink_arg,hidden,31,structure,direct,1.0,,,,67,168,0.5,True
deepseek-coder-6.7b,sink_arg,hidden,31,structure,helper,1.0,,,,67,168,0.5,True
deepseek-coder-6.7b,last_token,surface,-1,all,all,0.49696969696969695,0.49408841481820415,0.517825311942959,-0.02085561497326205,67,168,0.5,True
deepseek-coder-6.7b,last_token,surface,-1,family,command_exec,0.49107142857142855,,,,67,168,0.5,True
deepseek-coder-6.7b,last_token,surface,-1,family,dynamic_exec,0.4732142857142857,,,,67,168,0.5,True
deepseek-coder-6.7b,last_token,surface,-1,family,sql_exec,0.5267857142857143,,,,67,168,0.5,True
deepseek-coder-6.7b,last_token,surface,-1,structure,assign_chain,0.5,,,,67,168,0.5,True
deepseek-coder-6.7b,last_token,surface,-1,structure,branch_merge,0.5,,,,67,168,0.5,True
deepseek-coder-6.7b,last_token,surface,-1,structure,direct,0.4880952380952381,,,,67,168,0.5,True
deepseek-coder-6.7b,last_token,surface,-1,structure,helper,0.5,,,,67,168,0.5,True
deepseek-coder-6.7b,last_token,hidden,-1,all,all,0.5,0.5,0.5,0.0,67,168,0.5,True
deepseek-coder-6.7b,last_token,hidden,-1,family,command_exec,0.5,,,,67,168,0.5,True
deepseek-coder-6.7b,last_token,hidden,-1,family,dynamic_exec,0.5,,,,67,168,0.5,True
deepseek-coder-6.7b,last_token,hidden,-1,family,sql_exec,0.5,,,,67,168,0.5,True
deepseek-coder-6.7b,last_token,hidden,-1,structure,assign_chain,0.5,,,,67,168,0.5,True
deepseek-coder-6.7b,last_token,hidden,-1,structure,branch_merge,0.5,,,,67,168,0.5,True
deepseek-coder-6.7b,last_token,hidden,-1,structure,direct,0.5,,,,67,168,0.5,True
deepseek-coder-6.7b,last_token,hidden,-1,structure,helper,0.5,,,,67,168,0.5,True
deepseek-coder-6.7b,last_token,hidden,0,all,all,0.485204991087344,0.4901039333250721,0.6186274509803922,-0.13342245989304818,67,168,0.5,True
deepseek-coder-6.7b,last_token,hidden,0,family,command_exec,0.5446428571428571,,,,67,168,0.5,True
deepseek-coder-6.7b,last_token,hidden,0,family,dynamic_exec,0.44642857142857145,,,,67,168,0.5,True
deepseek-coder-6.7b,last_token,hidden,0,family,sql_exec,0.4642857142857143,,,,67,168,0.5,True
deepseek-coder-6.7b,last_token,hidden,0,structure,assign_chain,0.42857142857142855,,,,67,168,0.5,True
deepseek-coder-6.7b,last_token,hidden,0,structure,branch_merge,0.5476190476190477,,,,67,168,0.5,True
deepseek-coder-6.7b,last_token,hidden,0,structure,direct,0.5119047619047619,,,,67,168,0.5,True
deepseek-coder-6.7b,last_token,hidden,0,structure,helper,0.4523809523809524,,,,67,168,0.5,True
deepseek-coder-6.7b,last_token,hidden,3,all,all,0.4818181818181818,0.483534940471084,0.5719251336898395,-0.09010695187165774,67,168,0.5,True
deepseek-coder-6.7b,last_token,hidden,3,family,command_exec,0.4732142857142857,,,,67,168,0.5,True
deepseek-coder-6.7b,last_token,hidden,3,family,dynamic_exec,0.48214285714285715,,,,67,168,0.5,True
deepseek-coder-6.7b,last_token,hidden,3,family,sql_exec,0.49107142857142855,,,,67,168,0.5,True
deepseek-coder-6.7b,last_token,hidden,3,structure,assign_chain,0.36904761904761907,,,,67,168,0.5,True
deepseek-coder-6.7b,last_token,hidden,3,structure,branch_merge,0.5357142857142857,,,,67,168,0.5,True
deepseek-coder-6.7b,last_token,hidden,3,structure,direct,0.5,,,,67,168,0.5,True
deepseek-coder-6.7b,last_token,hidden,3,structure,helper,0.5238095238095238,,,,67,168,0.5,True
deepseek-coder-6.7b,last_token,hidden,7,all,all,0.9881461675579324,0.9992760254320494,0.5441176470588235,0.4440285204991089,67,168,0.5,True
deepseek-coder-6.7b,last_token,hidden,7,family,command_exec,0.9910714285714286,,,,67,168,0.5,True
deepseek-coder-6.7b,last_token,hidden,7,family,dynamic_exec,0.9910714285714286,,,,67,168,0.5,True
deepseek-coder-6.7b,last_token,hidden,7,family,sql_exec,0.9821428571428571,,,,67,168,0.5,True
deepseek-coder-6.7b,last_token,hidden,7,structure,assign_chain,0.9761904761904762,,,,67,168,0.5,True
deepseek-coder-6.7b,last_token,hidden,7,structure,branch_merge,1.0,,,,67,168,0.5,True
deepseek-coder-6.7b,last_token,hidden,7,structure,direct,1.0,,,,67,168,0.5,True
deepseek-coder-6.7b,last_token,hidden,7,structure,helper,0.9761904761904762,,,,67,168,0.5,True
deepseek-coder-6.7b,last_token,hidden,11,all,all,0.9940285204991088,0.9998163452708908,0.5649732620320856,0.4290552584670232,67,168,0.5,True
deepseek-coder-6.7b,last_token,hidden,11,family,command_exec,0.9910714285714286,,,,67,168,0.5,True
deepseek-coder-6.7b,last_token,hidden,11,family,dynamic_exec,0.9910714285714286,,,,67,168,0.5,True
deepseek-coder-6.7b,last_token,hidden,11,family,sql_exec,1.0,,,,67,168,0.5,True
deepseek-coder-6.7b,last_token,hidden,11,structure,assign_chain,0.9761904761904762,,,,67,168,0.5,True
deepseek-coder-6.7b,last_token,hidden,11,structure,branch_merge,1.0,,,,67,168,0.5,True
deepseek-coder-6.7b,last_token,hidden,11,structure,direct,1.0,,,,67,168,0.5,True
deepseek-coder-6.7b,last_token,hidden,11,structure,helper,1.0,,,,67,168,0.5,True
deepseek-coder-6.7b,last_token,hidden,15,all,all,1.0,1.0,0.5473262032085562,0.4526737967914438,67,168,0.5,True
deepseek-coder-6.7b,last_token,hidden,15,family,command_exec,1.0,,,,67,168,0.5,True
deepseek-coder-6.7b,last_token,hidden,15,family,dynamic_exec,1.0,,,,67,168,0.5,True
deepseek-coder-6.7b,last_token,hidden,15,family,sql_exec,1.0,,,,67,168,0.5,True
deepseek-coder-6.7b,last_token,hidden,15,structure,assign_chain,1.0,,,,67,168,0.5,True
deepseek-coder-6.7b,last_token,hidden,15,structure,branch_merge,1.0,,,,67,168,0.5,True
deepseek-coder-6.7b,last_token,hidden,15,structure,direct,1.0,,,,67,168,0.5,True
deepseek-coder-6.7b,last_token,hidden,15,structure,helper,1.0,,,,67,168,0.5,True
deepseek-coder-6.7b,last_token,hidden,19,all,all,1.0,1.0,0.5357397504456328,0.4642602495543672,67,168,0.5,True
deepseek-coder-6.7b,last_token,hidden,19,family,command_exec,1.0,,,,67,168,0.5,True
deepseek-coder-6.7b,last_token,hidden,19,family,dynamic_exec,1.0,,,,67,168,0.5,True
deepseek-coder-6.7b,last_token,hidden,19,family,sql_exec,1.0,,,,67,168,0.5,True
deepseek-coder-6.7b,last_token,hidden,19,structure,assign_chain,1.0,,,,67,168,0.5,True
deepseek-coder-6.7b,last_token,hidden,19,structure,branch_merge,1.0,,,,67,168,0.5,True
deepseek-coder-6.7b,last_token,hidden,19,structure,direct,1.0,,,,67,168,0.5,True
deepseek-coder-6.7b,last_token,hidden,19,structure,helper,1.0,,,,67,168,0.5,True
deepseek-coder-6.7b,last_token,hidden,23,all,all,1.0,1.0,0.538680926916221,0.46131907308377895,67,168,0.5,True
deepseek-coder-6.7b,last_token,hidden,23,family,command_exec,1.0,,,,67,168,0.5,True
deepseek-coder-6.7b,last_token,hidden,23,family,dynamic_exec,1.0,,,,67,168,0.5,True
deepseek-coder-6.7b,last_token,hidden,23,family,sql_exec,1.0,,,,67,168,0.5,True
deepseek-coder-6.7b,last_token,hidden,23,structure,assign_chain,1.0,,,,67,168,0.5,True
deepseek-coder-6.7b,last_token,hidden,23,structure,branch_merge,1.0,,,,67,168,0.5,True
deepseek-coder-6.7b,last_token,hidden,23,structure,direct,1.0,,,,67,168,0.5,True
deepseek-coder-6.7b,last_token,hidden,23,structure,helper,1.0,,,,67,168,0.5,True
deepseek-coder-6.7b,last_token,hidden,27,all,all,0.9940285204991088,1.0,0.5298573975044564,0.46417112299465246,67,168,0.5,True
deepseek-coder-6.7b,last_token,hidden,27,family,command_exec,0.9910714285714286,,,,67,168,0.5,True
deepseek-coder-6.7b,last_token,hidden,27,family,dynamic_exec,0.9910714285714286,,,,67,168,0.5,True
deepseek-coder-6.7b,last_token,hidden,27,family,sql_exec,1.0,,,,67,168,0.5,True
deepseek-coder-6.7b,last_token,hidden,27,structure,assign_chain,0.9761904761904762,,,,67,168,0.5,True
deepseek-coder-6.7b,last_token,hidden,27,structure,branch_merge,1.0,,,,67,168,0.5,True
deepseek-coder-6.7b,last_token,hidden,27,structure,direct,1.0,,,,67,168,0.5,True
deepseek-coder-6.7b,last_token,hidden,27,structure,helper,1.0,,,,67,168,0.5,True
deepseek-coder-6.7b,last_token,hidden,31,all,all,0.9969696969696968,0.9998163452708908,0.5058823529411764,0.4910873440285204,67,168,0.5,True
deepseek-coder-6.7b,last_token,hidden,31,family,command_exec,0.9910714285714286,,,,67,168,0.5,True
deepseek-coder-6.7b,last_token,hidden,31,family,dynamic_exec,1.0,,,,67,168,0.5,True
deepseek-coder-6.7b,last_token,hidden,31,family,sql_exec,1.0,,,,67,168,0.5,True
deepseek-coder-6.7b,last_token,hidden,31,structure,assign_chain,0.9880952380952381,,,,67,168,0.5,True
deepseek-coder-6.7b,last_token,hidden,31,structure,branch_merge,1.0,,,,67,168,0.5,True
deepseek-coder-6.7b,last_token,hidden,31,structure,direct,1.0,,,,67,168,0.5,True
deepseek-coder-6.7b,last_token,hidden,31,structure,helper,1.0,,,,67,168,0.5,True
