model,base_id,split,arm,binding,cell,layer,target_mode,target_token,score,rho,n_tokens,frac_inner_def_name,frac_inner_def_value,frac_outer_def_name,frac_outer_def_value,frac_use_site,frac_return_kw,frac_signature,frac_question_var,frac_question,frac_other,frac_outer_def,frac_inner_def,frac_inner_def_identical,frac_both_defs,frac_question_all,ntok_inner_def_name,ntok_inner_def_value,ntok_outer_def_name,ntok_outer_def_value,ntok_use_site,ntok_return_kw,ntok_signature,ntok_question_var,ntok_question,ntok_other
deepseek-coder-1.3b,base_0000,calib,ab,source,ab_source,11,outer,4871,-126.06446838378906,1.0000002407789104,35,0.00921007110348508,0.01049995859690204,0.14278918562277462,0.008813690151833246,0.009669164736791587,0.0023031849119394764,0.07860351859306994,0.009804991938159431,0.4674501099572627,0.26085636516669236,0.15160287577460788,0.01971002970038712,0.01049995859690204,0.17131290547499498,0.47725510189542214,1,1,1,1,1,1,3,1,18,7
deepseek-coder-1.3b,base_0000,calib,ab,source,ab_source,11,margin,-1,-2.1783294677734375,0.9999955399046652,35,0.044216509554563986,0.0146816487927206,0.49860078874186564,0.004472463207223362,-0.002764109880988239,-0.04548578291254842,-0.03570265272242112,-0.09282333994704361,0.17267856278982086,0.4421214522814674,0.503073251949089,0.05889815834728458,0.0146816487927206,0.5619714102963737,0.07985522284277724,1,1,1,1,1,1,3,1,18,7
deepseek-coder-1.3b,base_0000,calib,ab,source,ab_source,15,inner,4640,-128.2427978515625,1.0000001633700526,35,0.009332068302234988,0.01049170658318381,0.06500865754379787,0.007825642109840896,0.010201962009728099,0.003139830654368126,0.06921705615698458,0.014231579406081489,0.6080912120985197,0.2024604485053132,0.07283429965363876,0.019823774885418796,0.01049170658318381,0.09265807453905756,0.6223227915046011,1,1,1,1,1,1,3,1,18,7
deepseek-coder-1.3b,base_0000,calib,ab,source,ab_source,15,outer,4871,-126.06446838378906,1.000000183568801,35,0.008452620603525083,0.009924666030644073,0.05954688035032725,0.007870080793005269,0.010922640123273961,0.003309515935827725,0.0701051147721412,0.015638423099203668,0.6169110894750148,0.19731915238583822,0.06741696114333252,0.018377286634169154,0.009924666030644073,0.08579424777750168,0.6325495125742185,1,1,1,1,1,1,3,1,18,7
deepseek-coder-1.3b,base_0000,calib,ab,source,ab_source,15,margin,-1,-2.1783294677734375,0.9999989944263588,35,0.060227540382742945,0.043307525707661165,0.3810930922043444,0.0052538828550214,-0.03150518312330571,-0.006680210398293628,0.017823252386889792,-0.06718539855630819,0.09766651779616346,0.4999979751714395,0.38634697505936577,0.10353506609040411,0.043307525707661165,0.48988204114976985,0.030481119239855275,1,1,1,1,1,1,3,1,18,7
deepseek-coder-1.3b,base_0000,calib,ab,source,ab_source,19,inner,4640,-128.2427978515625,1.000000164183417,35,0.011123708395898874,0.003861732009234317,0.02063552558623217,-0.001151005812013952,0.009660819044395159,0.007383763067373271,0.04843620605340937,0.014974420014468404,0.7137318975756498,0.17134309824876973,0.019484519774218216,0.01498544040513319,0.003861732009234317,0.0344699601793514,0.7287063175901182,1,1,1,1,1,1,3,1,18,7
deepseek-coder-1.3b,base_0000,calib,ab,source,ab_source,19,outer,4871,-126.06446838378906,1.0000002510625459,35,0.01016925295950827,0.0034711479697700043,0.01607317926831822,-0.0009221082867502461,0.010511378869468627,0.006852077488382925,0.048083389092228646,0.017221767247926924,0.721285963863364,0.16725420259032853,0.015151070981567972,0.013640400929278275,0.0034711479697700043,0.028791471910846248,0.7385077311112909,1,1,1,1,1,1,3,1,18,7
deepseek-coder-1.3b,base_0000,calib,ab,source,ab_source,19,margin,-1,-2.1783294677734375,0.9999951363070809,35,0.06636003465630888,0.026465644788594766,0.28466802005477765,-0.01439778287839996,-0.03956285155401761,0.03815351615309718,0.06885445926351486,-0.11508425038001106,0.27656233035220196,0.4079760158510147,0.2702702371763777,0.09282567944490365,0.026465644788594766,0.3630959166212813,0.16147807997219088,1,1,1,1,1,1,3,1,18,7
deepseek-coder-1.3b,base_0000,calib,ab,target,ab_target,0,inner,4640,-109.1103515625,1.0000003814389984,35,0.005075340181201557,0.01052950596420804,0.32891468279273955,-0.008088259227544997,0.0018746783074867536,-0.001186304784047086,0.016544882822638923,0.014672937000465411,0.339624550951383,0.29203836743046724,0.32082642356519453,0.015604846145409596,0.01052950596420804,0.3364312697106041,0.3542974879518484,1,1,1,1,1,1,3,1,18,7
deepseek-coder-1.3b,base_0000,calib,ab,target,ab_target,0,outer,4871,-107.4371566772461,1.0000002987523333,35,0.004281950614997739,0.012094854776696185,0.3296190889889741,-0.004836213862829031,0.00132274745245758,-0.0019268812580319717,0.015571158005718365,0.016077957358054815,0.34081722241058315,0.28697841426571213,0.32478287512614507,0.016376805391693925,0.012094854776696185,0.341159680517839,0.356895179768638,1,1,1,1,1,1,3,1,18,7
deepseek-coder-1.3b,base_0000,calib,ab,target,ab_target,0,margin,-1,-1.6731948852539062,1.0000056908146697,35,0.056019506865883265,-0.08998276974497171,0.28368420812643347,-0.21690464424624617,0.03731459165492524,0.04636669180243401,0.07906851747990212,-0.07554452279660193,0.2630421805677192,0.6169419311051965,0.0667795638801873,-0.03396326287908845,-0.08998276974497171,0.03281630100109885,0.1874976577711173,1,1,1,1,1,1,3,1,18,7
deepseek-coder-1.3b,base_0000,calib,ab,target,ab_target,3,inner,4640,-109.1103515625,1.0000002995655006,35,0.0016813514207647522,0.012112507579724154,0.254849764832765,-0.004720416997405553,0.000489951769809651,-0.0010015277029303325,0.03643014139957055,0.014569017339108467,0.3929591294338065,0.29263038049028733,0.25012934783535945,0.013793859000488906,0.012112507579724154,0.26392320683584836,0.407528146772915,1,1,1,1,1,1,3,1,18,7
deepseek-coder-1.3b,base_0000,calib,ab,target,ab_target,3,outer,4871,-107.4371566772461,1.000000428433592,35,-9.063201260768799e-05,0.012772106620769786,0.2475267900454218,-0.0019214304842677566,-0.0008194909643713327,-0.00047748688021778576,0.03996307434478603,0.016238186250918992,0.4038368467539739,0.2829724647591859,0.24560535956115404,0.012681474608162099,0.012772106620769786,0.25828683416931614,0.4200750330048929,1,1,1,1,1,1,3,1,18,7
deepseek-coder-1.3b,base_0000,calib,ab,target,ab_target,3,margin,-1,-1.6731948852539062,0.9999920248442262,35,0.11546179830028636,-0.030240864488005507,0.7250637228750302,-0.18444553760333593,0.08457029736011747,-0.034650600187691796,-0.19042225559883438,-0.0926096284238221,-0.305507636343018,0.9127727289534929,0.5406181852716943,0.08522093381228085,-0.030240864488005507,0.625839119083975,-0.39811726476684006,1,1,1,1,1,1,3,1,18,7
deepseek-coder-1.3b,base_0000,calib,ab,target,ab_target,7,inner,4640,-109.1103515625,1.0000003593830018,35,-0.0023099784590567634,0.013276624987273895,0.1868775745889608,0.005327635106135716,-0.0009021014557965032,-0.002786046832626265,0.05214206210154006,0.019493633258962535,0.43159493514967806,0.29728602093793033,0.1922052096950965,0.010966646528217132,0.013276624987273895,0.20317185622331363,0.4510885684086406,1,1,1,1,1,1,3,1,18,7
deepseek-coder-1.3b,base_0000,calib,ab,target,ab_target,7,outer,4871,-107.4371566772461,1.000000438350394,35,-0.0023987548814966165,0.01259140168128071,0.17814720675744777,0.005771037929582887,-0.0012553706182636092,-0.0008776815804141996,0.053977908562617125,0.021262888702693786,0.44134006900731737,0.2914417327896287,0.18391824468703066,0.010192646799784093,0.01259140168128071,0.19411089148681474,0.46260295771001114,1,1,1,1,1,1,3,1,18,7
deepseek-coder-1.3b,base_0000,calib,ab,target,ab_target,7,margin,-1,-1.6731948852539062,0.9999952888247878,35,0.003390425296043482,0.05727535121677633,0.7474613444956659,-0.02314360816245571,0.02178158870588986,-0.12532367732998873,-0.06573907990552143,-0.09411164726481813,-0.19414775766583905,0.6725523494390293,0.7243177363332102,0.06066577651281981,0.05727535121677633,0.78498351284603,-0.28825940493065716,1,1,1,1,1,1,3,1,18,7
deepseek-coder-1.3b,base_0000,calib,ab,target,ab_target,11,inner,4640,-109.1103515625,1.0000002592091726,35,0.011408627666468643,0.01706916601427897,0.14957092747854184,0.00859587436803001,0.0034395216239600955,-0.0020852350928537186,0.06949991284016459,0.010417813851624243,0.4435320323451793,0.28855161811377866,0.15816680184657184,0.028477793680747612,0.01706916601427897,0.18664459552731943,0.45394984619680356,1,1,1,1,1,1,3,1,18,7
deepseek-coder-1.3b,base_0000,calib,ab,target,ab_target,11,outer,4871,-107.4371566772461,1.0000003859924527,35,0.01119564631537147,0.01645547378806836,0.14114124957933896,0.008689834908428866,0.0038609114901836054,-0.0005819956196927383,0.07223473131805183,0.01209429222355655,0.45074932172513027,0.2841609202640154,0.14983108448776783,0.027651120103439827,0.01645547378806836,0.17748220459120767,0.46284361394868684,1,1,1,1,1,1,3,1,18,7
deepseek-coder-1.3b,base_0000,calib,ab,target,ab_target,11,margin,-1,-1.6731948852539062,0.9999921183552651,35,0.025084327364586042,0.056474825474558725,0.6908471608552317,0.0025625943303740385,-0.023618252385902996,-0.09860942138147545,-0.10610492786433753,-0.09723017808206685,-0.019895782748309776,0.570481772792608,0.6934097551856058,0.08155915283914476,0.056474825474558725,0.7749689080247505,-0.11712596083037663,1,1,1,1,1,1,3,1,18,7
deepseek-coder-1.3b,base_0000,calib,ab,target,ab_target,15,inner,4640,-109.1103515625,1.0000003149295849,35,0.010524974037347062,0.017793988062074304,0.06024421046124999,0.007720022142898498,0.003205986723892885,-0.0012118845503475484,0.056551969453921436,0.018416749980701072,0.5998512846233968,0.2269030139944503,0.06796423260414848,0.028318962099421367,0.017793988062074304,0.09628319470356984,0.6182680346040978,1,1,1,1,1,1,3,1,18,7
deepseek-coder-1.3b,base_0000,calib,ab,target,ab_target,15,outer,4871,-107.4371566772461,1.0000003145637377,35,0.01066143498016582,0.01644641856879309,0.05348663822895081,0.007875727311306495,0.003345145684353284,-0.00018379898175706965,0.05775371142159251,0.02070879494202636,0.6093401993754013,0.2205660430329052,0.061362365540257306,0.027107853548958907,0.01644641856879309,0.0884702190892162,0.6300489943174277,1,1,1,1,1,1,3,1,18,7
deepseek-coder-1.3b,base_0000,calib,ab,target,ab_target,15,margin,-1,-1.6731948852539062,1.0000003384209037,35,0.001762709806711079,0.10432248277544469,0.4941532267257614,-0.0022779289153659903,-0.0057295193368717195,-0.06722606573373642,-0.020612825397041998,-0.12875725574417832,-0.009439378342886065,0.6338048925830677,0.4918752978103954,0.10608519258215576,0.10432248277544469,0.5979604903925512,-0.1381966340870644,1,1,1,1,1,1,3,1,18,7
deepseek-coder-1.3b,base_0000,calib,ab,target,ab_target,19,inner,4640,-109.1103515625,1.0000001801353522,35,0.01125163595130293,0.0065744836688759745,0.014542441980148394,-0.0019625371062983593,-0.0005833543399287422,0.00390729666970415,0.029279147168455588,0.018343671021232178,0.7178305864306367,0.2008168086912236,0.012579904873850035,0.017826119620178903,0.0065744836688759745,0.03040602449402894,0.7361742574518688,1,1,1,1,1,1,3,1,18,7
deepseek-coder-1.3b,base_0000,calib,ab,target,ab_target,19,outer,4871,-107.4371566772461,1.0000002400836996,35,0.011662483312920755,0.005326139949693236,0.009207086431525402,-0.0015981714446535056,-0.00030050074153158466,0.004127304812390681,0.028744791090798666,0.020679340236612647,0.7265721266489931,0.19557963978695006,0.007608914986871896,0.01698862326261399,0.005326139949693236,0.024597538249485885,0.7472514668856057,1,1,1,1,1,1,3,1,18,7
deepseek-coder-1.3b,base_0000,calib,ab,target,ab_target,19,margin,-1,-1.6731948852539062,0.9999963308049351,35,-0.015129195564249529,0.08673161355667118,0.3571298088541738,-0.025358742188533075,-0.01874560587173805,-0.010219598830873367,0.06359057026843351,-0.1316314822921084,0.1565294287968203,0.537099534076351,0.3317710666656407,0.07160241799242165,0.08673161355667118,0.4033734846580624,0.024897946504711915,1,1,1,1,1,1,3,1,18,7
deepseek-coder-1.3b,base_0000,calib,ba,source,ba_source,0,inner,4640,-123.78167724609375,1.0000003386362777,35,0.01613879008398014,0.004440662106350026,0.30778574770997996,-0.013047735475624482,0.008025729862227748,-0.00281497322698491,0.030268588006998387,0.011300146926106943,0.3373690690339442,0.3005343136092998,0.2947380122343555,0.020579452190330166,0.004440662106350026,0.3153174644246856,0.3486692159600511,1,1,1,1,1,1,3,1,18,7
deepseek-coder-1.3b,base_0000,calib,ba,source,ba_source,0,outer,4871,-122.00505828857422,1.000000123601229,35,0.014523306583825717,0.0070969446393750356,0.3076581500098146,-0.009317657628168358,0.007314912719436834,-0.003671180981542821,0.02980497314830234,0.012009165743412714,0.3346961878815204,0.29988532148525243,0.2983404923816463,0.021620251223200753,0.0070969446393750356,0.31996074360484705,0.3467053536249331,1,1,1,1,1,1,3,1,18,7
deepseek-coder-1.3b,base_0000,calib,ba,source,ba_source,0,margin,-1,-1.7766189575195312,1.0000151056540263,35,0.12707825617847238,-0.17797318859639705,0.3165482146307947,-0.26920191151525563,0.056839397290275484,0.05598304677602903,0.0621062297361132,-0.0373900247997767,0.5209227902298462,0.3451022957239173,0.04734630311553906,-0.05089493241792467,-0.17797318859639705,-0.003548629302385614,0.4835327654300695,1,1,1,1,1,1,3,1,18,7
deepseek-coder-1.3b,base_0000,calib,ba,source,ba_source,3,inner,4640,-123.78167724609375,1.0000003148005214,35,0.013494690098415267,0.006465886658244738,0.24737166050554255,-0.008771177015086989,0.00244125577173935,-0.002824722773683716,0.043622443214001924,0.010009375705731004,0.3873703930981789,0.3008205095374384,0.23860048349045557,0.019960576756660006,0.006465886658244738,0.25856106024711556,0.3973797688039099,1,1,1,1,1,1,3,1,18,7
deepseek-coder-1.3b,base_0000,calib,ba,source,ba_source,3,outer,4871,-122.00505828857422,1.0000001194486186,35,0.012485704662936381,0.007656269023841307,0.24268552745727137,-0.006476141101396265,0.0008720440429030593,-0.0028358220764825096,0.04588088630870927,0.011052324173666086,0.39133883837833744,0.2973404885788321,0.2362093863558751,0.020141973686777687,0.007656269023841307,0.2563513600426528,0.4023911625520035,1,1,1,1,1,1,3,1,18,7
deepseek-coder-1.3b,base_0000,calib,ba,source,ba_source,3,margin,-1,-1.7766189575195312,1.0000137301252876,35,0.08278435198505572,-0.07528077561033217,0.5691806411440105,-0.16637728002275998,0.11020311862559852,-0.0020625046969274044,-0.11147073545831225,-0.06161261621540377,0.11484690365126517,0.5398026267231094,0.4028033611212505,0.007503576374723556,-0.07528077561033217,0.410306937495974,0.053234287435861394,1,1,1,1,1,1,3,1,18,7
deepseek-coder-1.3b,base_0000,calib,ba,source,ba_source,7,inner,4640,-123.78167724609375,1.0000002043494778,35,0.00898846088203925,0.00694454620787618,0.1896310764980358,-0.0024627739222470575,0.0052348358053641965,-0.0024741736737434535,0.06205704978429902,0.012746350392238513,0.4361831678108099,0.28315166456480556,0.18716830257578873,0.015933007089915432,0.00694454620787618,0.20310130966570417,0.44892951820304844,1,1,1,1,1,1,3,1,18,7
deepseek-coder-1.3b,base_0000,calib,ba,source,ba_source,7,outer,4871,-122.00505828857422,1.0000001422879758,35,0.008840251057330835,0.007919994474233633,0.18389033212566694,-0.002571070687036639,0.005769002837892031,-0.001741606290381352,0.06378623005082029,0.013065480409621468,0.4411367414288714,0.2799047868809574,0.1813192614386303,0.016760245531564466,0.007919994474233633,0.19807950697019477,0.45420222183849285,1,1,1,1,1,1,3,1,18,7
deepseek-coder-1.3b,base_0000,calib,ba,source,ba_source,7,margin,-1,-1.7766189575195312,1.0000044662747192,35,0.019166416163871772,-0.060042030790372104,0.5838629678139695,0.004974247418031907,-0.03144780774268353,-0.0527814868593391,-0.056690269845189274,-0.00916914038176626,0.09600834560125239,0.506123224896936,0.5888372152320014,-0.04087561462650033,-0.060042030790372104,0.5479616006055011,0.08683920521948613,1,1,1,1,1,1,3,1,18,7
deepseek-coder-1.3b,base_0000,calib,ba,source,ba_source,11,inner,4640,-123.78167724609375,1.0000001539693564,35,0.011009669470113741,0.0077840632202154396,0.1536815397780812,0.005059408489863854,0.008817985625522981,0.0007026862872521189,0.08098381344306002,0.007859662535305042,0.46229640633220687,0.261804918787735,0.15874094826794505,0.01879373269032918,0.0077840632202154396,0.17753468095827424,0.47015606886751193,1,1,1,1,1,1,3,1,18,7
deepseek-coder-1.3b,base_0000,calib,ba,source,ba_source,11,outer,4871,-122.00505828857422,1.0000001924857083,35,0.010247644021832421,0.00823588697132911,0.14720576880878886,0.004484446044813831,0.00912620665284386,0.0013906894553538526,0.08280904395330829,0.009915321843608023,0.46829008556788987,0.25829509916594007,0.15169021485360268,0.01848353099316153,0.00823588697132911,0.1701737458467642,0.4782054074114979,1,1,1,1,1,1,3,1,18,7
deepseek-coder-1.3b,base_0000,calib,ba,source,ba_source,11,margin,-1,-1.7766189575195312,0.9999975089510005,35,0.0633399448178129,-0.023243852393017413,0.5983896248899577,0.044543579434436265,-0.012348356343804351,-0.04654428598651579,-0.044359526979151014,-0.1333078245442638,0.0506948181483867,0.5028333879071525,0.642933204324394,0.04009609242479548,-0.023243852393017413,0.6830292967491896,-0.0826130063958771,1,1,1,1,1,1,3,1,18,7
deepseek-coder-1.3b,base_0000,calib,ba,source,ba_source,15,inner,4640,-123.78167724609375,1.0000002092249736,35,0.011139248346863645,0.007878136931938931,0.06649221088697012,0.00405854603803847,0.009534675299328563,0.0023587301228859504,0.07593266994156672,0.013703359385901849,0.6137735741795246,0.1951290580919548,0.07055075692500859,0.019017385278802576,0.007878136931938931,0.08956814220381117,0.6274769335654264,1,1,1,1,1,1,3,1,18,7
deepseek-coder-1.3b,base_0000,calib,ba,source,ba_source,15,outer,4871,-122.00505828857422,1.0000001574327904,35,0.010083592458831274,0.008368434388707914,0.06079239577256517,0.0030783667708431887,0.010387729648542749,0.002431402275541419,0.07670701641321141,0.01523353585513556,0.6234350483232145,0.1894826355261972,0.06387076254340836,0.018452026847539188,0.008368434388707914,0.08232278939094753,0.63866858417835,1,1,1,1,1,1,3,1,18,7
deepseek-coder-1.3b,base_0000,calib,ba,source,ba_source,15,margin,-1,-1.7766189575195312,1.000003765929295,35,0.08363389195456596,-0.025791868410881904,0.4579133832907479,0.0713700132050759,-0.0490467921327808,-0.002631856172031005,0.022756277778969648,-0.09137785036394477,-0.049705058121105684,0.5828836249006936,0.5292833964958238,0.05784202354368405,-0.025791868410881904,0.5871254200395079,-0.14108290848505045,1,1,1,1,1,1,3,1,18,7
deepseek-coder-1.3b,base_0000,calib,ba,source,ba_source,19,inner,4640,-123.78167724609375,1.0000003249126603,35,0.012556206543611835,0.0013916156111504143,0.020727926321313348,-0.004502046643025602,0.00950061472560439,0.00612599406757587,0.055960612536297374,0.0147583068545526,0.7193105690802944,0.16417052581528574,0.016225879678287744,0.013947822154762249,0.0013916156111504143,0.030173701833049994,0.734068875934847,1,1,1,1,1,1,3,1,18,7
deepseek-coder-1.3b,base_0000,calib,ba,source,ba_source,19,outer,4871,-122.00505828857422,1.0000002564847632,35,0.011492172581380534,0.002125055652796773,0.016037881843963212,-0.005464017538562958,0.010391235428851436,0.005478602483565121,0.055428874338263434,0.01707174310117152,0.7278261403384885,0.15961256825484588,0.010573864305400254,0.013617228234177308,0.002125055652796773,0.02419109253957756,0.74489788343966,1,1,1,1,1,1,3,1,18,7
deepseek-coder-1.3b,base_0000,calib,ba,source,ba_source,19,margin,-1,-1.7766189575195312,1.000005024034849,35,0.08562619436153995,-0.048975625295235435,0.3428055149979603,0.06155900414403195,-0.0516606322332682,0.050584062922723466,0.09247646168380871,-0.14411139501427866,0.13452407712086403,0.477177361346701,0.40436451914199223,0.03665056906630452,-0.048975625295235435,0.44101508820829677,-0.009587317893414632,1,1,1,1,1,1,3,1,18,7
deepseek-coder-1.3b,base_0000,calib,ba,target,ba_target,0,inner,4640,-107.89894104003906,1.0000002398157588,35,0.00641652673708311,0.007709402286931687,0.3307833181191767,-0.018406870535187126,0.002638508080767727,-0.00012082723065639599,0.018828991568340316,0.014555928553801901,0.3439316084069647,0.2936636538285362,0.3123764475839896,0.014125929024014798,0.007709402286931687,0.32650237660800435,0.3584875369607666,1,1,1,1,1,1,3,1,18,7
deepseek-coder-1.3b,base_0000,calib,ba,target,ba_target,0,outer,4871,-106.41770935058594,0.9999997220499751,35,0.005646920642838718,0.011890550280312082,0.3306827272152426,-0.014331199624085432,0.0020881662844927104,-0.0012482650205414506,0.017297196639008017,0.016009482318450986,0.34411640541500166,0.28784773789925505,0.3163515275911572,0.0175374709231508,0.011890550280312082,0.33388899851430803,0.36012588773345267,1,1,1,1,1,1,3,1,18,7
deepseek-coder-1.3b,base_0000,calib,ba,target,ba_target,0,margin,-1,-1.481231689453125,1.0000374382156312,35,0.06170815885303995,-0.29268127601108435,0.3380101778025012,-0.3112196462234996,0.04217730119226054,0.08087888934923357,0.12887936973339925,-0.08987328610132476,0.3306550397039291,0.7115027099171813,0.026790531579001575,-0.2309731171580444,-0.29268127601108435,-0.2041825855790428,0.24078175360260434,1,1,1,1,1,1,3,1,18,7
deepseek-coder-1.3b,base_0000,calib,ba,target,ba_target,3,inner,4640,-107.89894104003906,1.0000002622920126,35,0.0037159063057493956,0.012342405761203972,0.2507294663684645,-0.012171446472095162,0.0024978833790700815,-0.0006167667721493255,0.03849107960505475,0.014314513562990497,0.39802054415497967,0.2926766763987442,0.23855801989636932,0.016058312066953368,0.012342405761203972,0.2546163319633227,0.4123350577179702,1,1,1,1,1,1,3,1,18,7
deepseek-coder-1.3b,base_0000,calib,ba,target,ba_target,3,outer,4871,-106.41770935058594,0.999999855844055,35,0.0020963374551256197,0.014753774398349573,0.24298868499586548,-0.009261489746624375,0.0011157243761095372,-0.0004344078839663984,0.041963031802608894,0.016063608219935473,0.4077085587888437,0.2830060334378075,0.2337271952492411,0.016850111853475194,0.014753774398349573,0.2505773071027163,0.4237721670087792,1,1,1,1,1,1,3,1,18,7
deepseek-coder-1.3b,base_0000,calib,ba,target,ba_target,3,margin,-1,-1.481231689453125,1.000029463166471,35,0.12007231998913201,-0.16090012516224736,0.8068586851268105,-0.2212345736242455,0.10179780796254662,-0.013718171028030163,-0.21094808812896665,-0.11134756088138946,-0.298005832293529,0.9874550012063928,0.585624111502565,-0.04082780517311535,-0.16090012516224736,0.5447963063294496,-0.4093533931749185,1,1,1,1,1,1,3,1,18,7
deepseek-coder-1.3b,base_0000,calib,ba,target,ba_target,7,inner,4640,-107.89894104003906,1.0000001410721553,35,-0.003083575470142188,0.012608034064626343,0.18724411403051647,-0.0019632421453233614,-0.0008685553654473421,-0.0026015053309061393,0.054279962637519594,0.019304077841800583,0.43643111105683974,0.2986497197526716,0.1852808718851931,0.009524458594484156,0.012608034064626343,0.19480533047967727,0.45573518889864034,1,1,1,1,1,1,3,1,18,7
deepseek-coder-1.3b,base_0000,calib,ba,target,ba_target,7,outer,4871,-106.41770935058594,0.9999998897301539,35,-0.003079326971848778,0.01388750232822703,0.1784068395889932,-0.0020774038074810397,-0.0007972376854354864,-0.0009265788940385702,0.05575594969769612,0.021333545173913362,0.4448194320584997,0.29267716824162837,0.17632943578151217,0.010808175356378253,0.01388750232822703,0.1871376111378904,0.46615297723241306,1,1,1,1,1,1,3,1,18,7
