lens,layer,read,family,concept,n,median_rank,mean_rank,pass@1,pass@5,pass@10,pass@50,pass@100
j-lens,25,answer,binding_concept,active,224,35183.5,33814.49553571428,0.0,0.0,0.0,0.0,0.0
j-lens,26,answer,binding_concept,active,224,36495.0,35461.8125,0.0,0.0,0.0,0.0,0.0
j-lens,27,answer,binding_concept,active,224,41589.5,40479.59821428572,0.0,0.0,0.0,0.0,0.0
j-lens,28,answer,binding_concept,active,224,19512.5,19573.375,0.0,0.0,0.0,0.0,0.0
j-lens,0,answer,binding_concept,binding,224,4672.0,4661.0,0.0,0.0,0.0,0.0,0.0
j-lens,1,answer,binding_concept,binding,224,396.0,400.70089285714283,0.0,0.0,0.0,0.0,0.0
j-lens,2,answer,binding_concept,binding,224,1812.0,1752.0892857142858,0.0,0.0,0.0,0.0,0.0
j-lens,3,answer,binding_concept,binding,224,1646.0,1657.8973214285713,0.0,0.0,0.0,0.0,0.0
j-lens,4,answer,binding_concept,binding,224,887.5,890.5133928571429,0.0,0.0,0.0,0.0,0.0
j-lens,5,answer,binding_concept,binding,224,751.5,785.1428571428571,0.0,0.0,0.0,0.0,0.0
j-lens,6,answer,binding_concept,binding,224,560.5,602.9553571428571,0.0,0.0,0.0,0.0,0.0
j-lens,7,answer,binding_concept,binding,224,1780.5,2013.5714285714287,0.0,0.0,0.0,0.0,0.0
j-lens,8,answer,binding_concept,binding,224,2187.5,2420.566964285714,0.0,0.0,0.0,0.0,0.0
j-lens,9,answer,binding_concept,binding,224,7776.0,8044.977678571428,0.0,0.0,0.0,0.0,0.0
j-lens,10,answer,binding_concept,binding,224,7150.0,7655.133928571428,0.0,0.0,0.0,0.0,0.0
j-lens,11,answer,binding_concept,binding,224,308.5,631.34375,0.0,0.0,0.0,0.017857142857142856,0.11160714285714286
j-lens,12,answer,binding_concept,binding,224,1186.0,1662.4642857142858,0.0,0.0,0.0,0.0,0.017857142857142856
j-lens,13,answer,binding_concept,binding,224,2715.0,4064.6964285714284,0.0,0.0,0.0,0.0,0.0
j-lens,14,answer,binding_concept,binding,224,2428.5,3259.3660714285716,0.0,0.0,0.0,0.0,0.0
j-lens,15,answer,binding_concept,binding,224,3414.5,3644.2901785714284,0.0,0.0,0.0,0.0,0.0
j-lens,16,answer,binding_concept,binding,224,3316.0,4360.397321428572,0.0,0.0,0.0,0.0,0.0
j-lens,17,answer,binding_concept,binding,224,8239.5,9362.36607142857,0.0,0.0,0.0,0.0,0.0
j-lens,18,answer,binding_concept,binding,224,1663.0,2072.098214285714,0.0,0.0,0.0,0.0,0.0
j-lens,19,answer,binding_concept,binding,224,2319.0,2763.995535714286,0.0,0.0,0.0,0.0,0.0
j-lens,20,answer,binding_concept,binding,224,1836.5,2983.9375,0.0,0.0,0.0,0.013392857142857142,0.03125
j-lens,21,answer,binding_concept,binding,224,3450.0,4838.303571428572,0.0,0.0,0.0,0.0,0.004464285714285714
j-lens,22,answer,binding_concept,binding,224,1587.0,2429.8883928571427,0.0,0.0,0.0,0.004464285714285714,0.017857142857142856
j-lens,23,answer,binding_concept,binding,224,1498.5,2535.5758928571427,0.0,0.0,0.0,0.008928571428571428,0.03125
j-lens,24,answer,binding_concept,binding,224,2829.5,4304.870535714285,0.0,0.0,0.0,0.0,0.004464285714285714
j-lens,25,answer,binding_concept,binding,224,3968.0,5715.111607142857,0.0,0.0,0.0,0.0,0.0
j-lens,26,answer,binding_concept,binding,224,3397.5,4859.741071428572,0.0,0.0,0.0,0.0,0.0
j-lens,27,answer,binding_concept,binding,224,5032.0,6131.973214285715,0.0,0.0,0.0,0.0,0.0
j-lens,28,answer,binding_concept,binding,224,555.5,884.3125,0.0,0.0,0.0,0.0,0.008928571428571428
j-lens,0,answer,binding_concept,bound,224,11707.0,11585.183035714286,0.0,0.0,0.0,0.0,0.0
j-lens,1,answer,binding_concept,bound,224,9305.0,9480.245535714286,0.0,0.0,0.0,0.0,0.0
j-lens,2,answer,binding_concept,bound,224,4254.0,4303.991071428572,0.0,0.0,0.0,0.0,0.0
j-lens,3,answer,binding_concept,bound,224,4649.5,4747.65625,0.0,0.0,0.0,0.0,0.0
j-lens,4,answer,binding_concept,bound,224,3643.0,3771.6339285714284,0.0,0.0,0.0,0.0,0.0
j-lens,5,answer,binding_concept,bound,224,4224.5,4393.0,0.0,0.0,0.0,0.0,0.0
j-lens,6,answer,binding_concept,bound,224,8490.5,8602.017857142857,0.0,0.0,0.0,0.0,0.0
j-lens,7,answer,binding_concept,bound,224,13950.0,13908.875,0.0,0.0,0.0,0.0,0.0
j-lens,8,answer,binding_concept,bound,224,3363.0,3407.129464285714,0.0,0.0,0.0,0.0,0.0
j-lens,9,answer,binding_concept,bound,224,6556.5,7366.75,0.0,0.0,0.0,0.0,0.0
j-lens,10,answer,binding_concept,bound,224,9630.5,10117.919642857143,0.0,0.0,0.0,0.0,0.0
j-lens,11,answer,binding_concept,bound,224,5524.5,5775.950892857143,0.0,0.0,0.0,0.0,0.0
j-lens,12,answer,binding_concept,bound,224,6621.0,6889.0,0.0,0.0,0.0,0.0,0.0
j-lens,13,answer,binding_concept,bound,224,2537.0,2896.4821428571427,0.0,0.0,0.0,0.0,0.0
j-lens,14,answer,binding_concept,bound,224,3918.0,4627.441964285715,0.0,0.0,0.0,0.0,0.0
j-lens,15,answer,binding_concept,bound,224,6673.0,7519.080357142857,0.0,0.0,0.0,0.0,0.0
j-lens,16,answer,binding_concept,bound,224,10898.5,11430.348214285714,0.0,0.0,0.0,0.0,0.0
j-lens,17,answer,binding_concept,bound,224,9247.0,9552.267857142857,0.0,0.0,0.0,0.0,0.0
j-lens,18,answer,binding_concept,bound,224,7790.5,9249.026785714286,0.0,0.0,0.0,0.0,0.0
j-lens,19,answer,binding_concept,bound,224,4135.0,5438.40625,0.0,0.0,0.0,0.0,0.0
j-lens,20,answer,binding_concept,bound,224,9325.5,11223.401785714286,0.0,0.0,0.0,0.0,0.0
j-lens,21,answer,binding_concept,bound,224,13080.0,14849.285714285714,0.0,0.0,0.0,0.0,0.0
j-lens,22,answer,binding_concept,bound,224,11706.5,12991.92857142857,0.0,0.0,0.0,0.0,0.0
j-lens,23,answer,binding_concept,bound,224,10385.5,11652.995535714286,0.0,0.0,0.0,0.0,0.0
j-lens,24,answer,binding_concept,bound,224,10480.5,12292.24107142857,0.0,0.0,0.0,0.0,0.0
j-lens,25,answer,binding_concept,bound,224,5745.5,8260.035714285714,0.0,0.0,0.0,0.0,0.0
j-lens,26,answer,binding_concept,bound,224,6882.0,9738.629464285714,0.0,0.0,0.0,0.0,0.0
j-lens,27,answer,binding_concept,bound,224,11589.0,13475.455357142857,0.0,0.0,0.0,0.0,0.0
j-lens,28,answer,binding_concept,bound,224,2376.5,4485.566964285715,0.0,0.0,0.0,0.0,0.0
j-lens,0,answer,binding_concept,definition,224,2460.5,2582.1785714285716,0.0,0.0,0.0,0.0,0.0
j-lens,1,answer,binding_concept,definition,224,4347.0,4448.888392857143,0.0,0.0,0.0,0.0,0.0
j-lens,2,answer,binding_concept,definition,224,2048.5,2132.75,0.0,0.0,0.0,0.0,0.0
j-lens,3,answer,binding_concept,definition,224,1420.0,1473.5,0.0,0.0,0.0,0.0,0.0
j-lens,4,answer,binding_concept,definition,224,1731.5,1834.3392857142858,0.0,0.0,0.0,0.0,0.0
j-lens,5,answer,binding_concept,definition,224,2795.0,2896.4910714285716,0.0,0.0,0.0,0.0,0.0
j-lens,6,answer,binding_concept,definition,224,2253.5,2400.3660714285716,0.0,0.0,0.0,0.0,0.0
j-lens,7,answer,binding_concept,definition,224,2427.5,2533.2321428571427,0.0,0.0,0.0,0.0,0.0
j-lens,8,answer,binding_concept,definition,224,876.0,904.4419642857143,0.0,0.0,0.0,0.0,0.0
j-lens,9,answer,binding_concept,definition,224,6915.5,6865.602678571428,0.0,0.0,0.0,0.0,0.0
j-lens,10,answer,binding_concept,definition,224,4517.5,4948.763392857143,0.0,0.0,0.0,0.0,0.0
j-lens,11,answer,binding_concept,definition,224,1377.0,2008.84375,0.0,0.0,0.0,0.0,0.0
j-lens,12,answer,binding_concept,definition,224,830.0,1290.950892857143,0.0,0.0,0.0,0.0,0.017857142857142856
j-lens,13,answer,binding_concept,definition,224,498.0,873.9732142857143,0.0,0.0,0.0,0.004464285714285714,0.08482142857142858
j-lens,14,answer,binding_concept,definition,224,109.5,339.34375,0.0,0.0,0.0,0.13392857142857142,0.4642857142857143
j-lens,15,answer,binding_concept,definition,224,1452.0,2454.9776785714284,0.0,0.0,0.0,0.0,0.0
j-lens,16,answer,binding_concept,definition,224,698.0,2008.236607142857,0.0,0.0,0.0,0.0,0.008928571428571428
j-lens,17,answer,binding_concept,definition,224,1170.0,2041.575892857143,0.0,0.0,0.0,0.0,0.0
j-lens,18,answer,binding_concept,definition,224,3392.5,4086.7589285714284,0.0,0.0,0.0,0.0,0.0
j-lens,19,answer,binding_concept,definition,224,5480.5,6719.191964285715,0.0,0.0,0.0,0.0,0.0
j-lens,20,answer,binding_concept,definition,224,9778.5,10488.77232142857,0.0,0.0,0.0,0.0,0.0
j-lens,21,answer,binding_concept,definition,224,8947.0,10225.575892857143,0.0,0.0,0.0,0.0,0.0
j-lens,22,answer,binding_concept,definition,224,4053.5,5011.852678571428,0.0,0.0,0.0,0.0,0.004464285714285714
j-lens,23,answer,binding_concept,definition,224,3100.5,4380.053571428572,0.0,0.0,0.0,0.0,0.004464285714285714
j-lens,24,answer,binding_concept,definition,224,1146.5,2082.9598214285716,0.0,0.0,0.0,0.0,0.03125
j-lens,25,answer,binding_concept,definition,224,1750.0,3016.6785714285716,0.0,0.0,0.0,0.0,0.0
j-lens,26,answer,binding_concept,definition,224,2398.5,3600.8660714285716,0.0,0.0,0.0,0.0,0.004464285714285714
j-lens,27,answer,binding_concept,definition,224,4912.5,5772.522321428572,0.0,0.0,0.0,0.0,0.0
j-lens,28,answer,binding_concept,definition,224,428.5,659.7544642857143,0.0,0.0,0.0,0.0,0.05803571428571429
j-lens,0,answer,binding_concept,global,224,6731.0,6703.209821428572,0.0,0.0,0.0,0.0,0.0
j-lens,1,answer,binding_concept,global,224,32708.0,32489.92410714286,0.0,0.0,0.0,0.0,0.0
j-lens,2,answer,binding_concept,global,224,19381.0,19177.535714285714,0.0,0.0,0.0,0.0,0.0
j-lens,3,answer,binding_concept,global,224,14450.5,14081.169642857143,0.0,0.0,0.0,0.0,0.0
j-lens,4,answer,binding_concept,global,224,29747.0,29799.9375,0.0,0.0,0.0,0.0,0.0
j-lens,5,answer,binding_concept,global,224,34856.0,34832.50892857143,0.0,0.0,0.0,0.0,0.0
j-lens,6,answer,binding_concept,global,224,26116.0,25474.20535714286,0.0,0.0,0.0,0.0,0.0
j-lens,7,answer,binding_concept,global,224,9653.0,9704.535714285714,0.0,0.0,0.0,0.0,0.0
j-lens,8,answer,binding_concept,global,224,1967.0,1977.0580357142858,0.0,0.0,0.0,0.0,0.0
j-lens,9,answer,binding_concept,global,224,9307.5,9267.99107142857,0.0,0.0,0.0,0.0,0.0
j-lens,10,answer,binding_concept,global,224,1614.0,2100.1741071428573,0.0,0.0,0.0,0.0,0.0
j-lens,11,answer,binding_concept,global,224,2402.5,2279.754464285714,0.0,0.0,0.0,0.0,0.0
j-lens,12,answer,binding_concept,global,224,716.5,1342.1339285714287,0.0,0.0,0.0,0.04017857142857143,0.11607142857142858
j-lens,13,answer,binding_concept,global,224,474.0,1034.638392857143,0.0,0.0,0.0,0.022321428571428572,0.05803571428571429
j-lens,14,answer,binding_concept,global,224,288.0,904.3616071428571,0.0,0.0,0.0,0.08482142857142858,0.20535714285714285
j-lens,15,answer,binding_concept,global,224,837.5,2690.7276785714284,0.0,0.0,0.008928571428571428,0.05357142857142857,0.09375
j-lens,16,answer,binding_concept,global,224,1900.5,4346.111607142857,0.0,0.0,0.008928571428571428,0.017857142857142856,0.049107142857142856
j-lens,17,answer,binding_concept,global,224,769.0,2489.2410714285716,0.0,0.0,0.0,0.017857142857142856,0.03125
j-lens,18,answer,binding_concept,global,224,557.5,1620.517857142857,0.0,0.0,0.0,0.022321428571428572,0.05357142857142857
j-lens,19,answer,binding_concept,global,224,211.5,952.8303571428571,0.0,0.008928571428571428,0.022321428571428572,0.17857142857142858,0.3125
j-lens,20,answer,binding_concept,global,224,1610.0,4500.625,0.0,0.0,0.0,0.008928571428571428,0.03571428571428571
j-lens,21,answer,binding_concept,global,224,1050.0,3403.879464285714,0.0,0.0,0.004464285714285714,0.07142857142857142,0.15625
j-lens,22,answer,binding_concept,global,224,1754.5,5060.272321428572,0.0,0.0,0.0,0.049107142857142856,0.10267857142857142
j-lens,23,answer,binding_concept,global,224,1642.5,4169.276785714285,0.0,0.0,0.0,0.05357142857142857,0.125
j-lens,24,answer,binding_concept,global,224,858.5,2532.723214285714,0.0,0.0,0.0,0.11160714285714286,0.20089285714285715
j-lens,25,answer,binding_concept,global,224,350.0,1698.6160714285713,0.0,0.0,0.026785714285714284,0.17857142857142858,0.2767857142857143
j-lens,26,answer,binding_concept,global,224,250.5,1229.6339285714287,0.0,0.0,0.022321428571428572,0.20982142857142858,0.32589285714285715
j-lens,27,answer,binding_concept,global,224,1208.0,3256.7901785714284,0.0,0.0,0.0,0.026785714285714284,0.11160714285714286
j-lens,28,answer,binding_concept,global,224,142.5,570.6517857142857,0.0,0.0,0.0,0.19642857142857142,0.375
j-lens,0,answer,binding_concept,inactive,224,33806.0,33206.06696428572,0.0,0.0,0.0,0.0,0.0
j-lens,1,answer,binding_concept,inactive,224,45786.5,45758.63392857143,0.0,0.0,0.0,0.0,0.0
j-lens,2,answer,binding_concept,inactive,224,45341.0,45236.325892857145,0.0,0.0,0.0,0.0,0.0
j-lens,3,answer,binding_concept,inactive,224,43003.5,42983.77232142857,0.0,0.0,0.0,0.0,0.0
j-lens,4,answer,binding_concept,inactive,224,40084.0,39823.642857142855,0.0,0.0,0.0,0.0,0.0
j-lens,5,answer,binding_concept,inactive,224,37971.5,37981.388392857145,0.0,0.0,0.0,0.0,0.0
j-lens,6,answer,binding_concept,inactive,224,43567.5,43636.861607142855,0.0,0.0,0.0,0.0,0.0
j-lens,7,answer,binding_concept,inactive,224,33960.5,33880.08928571428,0.0,0.0,0.0,0.0,0.0
j-lens,8,answer,binding_concept,inactive,224,30374.5,30761.897321428572,0.0,0.0,0.0,0.0,0.0
j-lens,9,answer,binding_concept,inactive,224,30013.5,30175.66964285714,0.0,0.0,0.0,0.0,0.0
j-lens,10,answer,binding_concept,inactive,224,21050.5,21565.1875,0.0,0.0,0.0,0.0,0.0
j-lens,11,answer,binding_concept,inactive,224,30052.0,29482.4375,0.0,0.0,0.0,0.0,0.0
j-lens,12,answer,binding_concept,inactive,224,31226.5,31023.852678571428,0.0,0.0,0.0,0.0,0.0
j-lens,13,answer,binding_concept,inactive,224,37867.5,36575.59375,0.0,0.0,0.0,0.0,0.0
j-lens,14,answer,binding_concept,inactive,224,32172.5,31232.526785714286,0.0,0.0,0.0,0.0,0.0
j-lens,15,answer,binding_concept,inactive,224,40018.0,39143.05357142857,0.0,0.0,0.0,0.0,0.0
j-lens,16,answer,binding_concept,inactive,224,25223.0,23873.308035714286,0.0,0.0,0.0,0.0,0.0
j-lens,17,answer,binding_concept,inactive,224,15133.0,15341.910714285714,0.0,0.0,0.0,0.0,0.0
j-lens,18,answer,binding_concept,inactive,224,13741.5,14671.254464285714,0.0,0.0,0.0,0.0,0.0
j-lens,19,answer,binding_concept,inactive,224,24347.0,25002.191964285714,0.0,0.0,0.0,0.0,0.0
j-lens,20,answer,binding_concept,inactive,224,32233.0,31254.040178571428,0.0,0.0,0.0,0.0,0.0
j-lens,21,answer,binding_concept,inactive,224,37329.5,35962.43303571428,0.0,0.0,0.0,0.0,0.0
j-lens,22,answer,binding_concept,inactive,224,36293.0,33973.419642857145,0.0,0.0,0.0,0.0,0.0
j-lens,23,answer,binding_concept,inactive,224,33375.0,31208.98660714286,0.0,0.0,0.0,0.0,0.0
j-lens,24,answer,binding_concept,inactive,224,32483.0,31243.379464285714,0.0,0.0,0.0,0.0,0.0
j-lens,25,answer,binding_concept,inactive,224,30804.0,29496.848214285714,0.0,0.0,0.0,0.0,0.0
j-lens,26,answer,binding_concept,inactive,224,31424.5,29886.553571428572,0.0,0.0,0.0,0.0,0.0
j-lens,27,answer,binding_concept,inactive,224,28003.5,27482.227678571428,0.0,0.0,0.0,0.0,0.0
j-lens,28,answer,binding_concept,inactive,224,20341.5,20168.46875,0.0,0.0,0.0,0.0,0.0
j-lens,0,answer,binding_concept,inner,224,11806.0,11525.875,0.0,0.0,0.0,0.0,0.0
j-lens,1,answer,binding_concept,inner,224,21589.0,21047.67410714286,0.0,0.0,0.0,0.0,0.0
j-lens,2,answer,binding_concept,inner,224,17641.0,17567.620535714286,0.0,0.0,0.0,0.0,0.0
j-lens,3,answer,binding_concept,inner,224,17820.5,17449.60714285714,0.0,0.0,0.0,0.0,0.0
j-lens,4,answer,binding_concept,inner,224,24769.0,24347.910714285714,0.0,0.0,0.0,0.0,0.0
j-lens,5,answer,binding_concept,inner,224,30529.0,29411.13839285714,0.0,0.0,0.0,0.0,0.0
j-lens,6,answer,binding_concept,inner,224,32996.0,32822.15625,0.0,0.0,0.0,0.0,0.0
j-lens,7,answer,binding_concept,inner,224,24899.0,24480.3125,0.0,0.0,0.0,0.0,0.0
j-lens,8,answer,binding_concept,inner,224,15595.0,15560.79017857143,0.0,0.0,0.0,0.0,0.0
j-lens,9,answer,binding_concept,inner,224,9914.5,11293.07142857143,0.0,0.0,0.0,0.0,0.0
j-lens,10,answer,binding_concept,inner,224,6970.5,7729.799107142857,0.0,0.0,0.0,0.0,0.0
j-lens,11,answer,binding_concept,inner,224,7600.0,7795.15625,0.0,0.0,0.0,0.0,0.0
j-lens,12,answer,binding_concept,inner,224,6061.5,7837.772321428572,0.0,0.0,0.0,0.0,0.0
j-lens,13,answer,binding_concept,inner,224,4047.5,5364.254464285715,0.0,0.0,0.0,0.0,0.0
j-lens,14,answer,binding_concept,inner,224,10952.0,12925.58482142857,0.0,0.0,0.0,0.0,0.0
j-lens,15,answer,binding_concept,inner,224,18994.5,19830.83035714286,0.0,0.0,0.0,0.0,0.0
j-lens,16,answer,binding_concept,inner,224,14471.0,16365.89732142857,0.0,0.0,0.0,0.0,0.0
j-lens,17,answer,binding_concept,inner,224,16150.5,17996.785714285714,0.0,0.0,0.0,0.0,0.0
j-lens,18,answer,binding_concept,inner,224,15628.5,16950.339285714286,0.0,0.0,0.0,0.0,0.0
j-lens,19,answer,binding_concept,inner,224,5332.0,7323.415178571428,0.0,0.0,0.0,0.0,0.0
j-lens,20,answer,binding_concept,inner,224,5195.5,7339.236607142857,0.0,0.0,0.0,0.0,0.0
j-lens,21,answer,binding_concept,inner,224,5406.0,7621.535714285715,0.0,0.0,0.0,0.0,0.0
j-lens,22,answer,binding_concept,inner,224,5745.5,7904.6875,0.0,0.0,0.0,0.0,0.0
j-lens,23,answer,binding_concept,inner,224,8090.0,10190.138392857143,0.0,0.0,0.0,0.0,0.0
j-lens,24,answer,binding_concept,inner,224,5630.0,8545.558035714286,0.0,0.0,0.0,0.0,0.0
j-lens,25,answer,binding_concept,inner,224,11637.5,13664.67857142857,0.0,0.0,0.0,0.0,0.0
j-lens,26,answer,binding_concept,inner,224,17846.0,18979.70535714286,0.0,0.0,0.0,0.0,0.0
j-lens,27,answer,binding_concept,inner,224,16433.5,17719.5,0.0,0.0,0.0,0.0,0.0
j-lens,28,answer,binding_concept,inner,224,12615.5,14520.629464285714,0.0,0.0,0.0,0.0,0.0
j-lens,0,answer,binding_concept,local,224,24447.5,24183.875,0.0,0.0,0.0,0.0,0.0
j-lens,1,answer,binding_concept,local,224,33675.0,33473.94196428572,0.0,0.0,0.0,0.0,0.0
j-lens,2,answer,binding_concept,local,224,34486.5,34628.013392857145,0.0,0.0,0.0,0.0,0.0
j-lens,3,answer,binding_concept,local,224,41449.0,41173.75892857143,0.0,0.0,0.0,0.0,0.0
j-lens,4,answer,binding_concept,local,224,42712.5,42527.736607142855,0.0,0.0,0.0,0.0,0.0
j-lens,5,answer,binding_concept,local,224,33850.0,33658.580357142855,0.0,0.0,0.0,0.0,0.0
j-lens,6,answer,binding_concept,local,224,18545.5,19307.35714285714,0.0,0.0,0.0,0.0,0.0
j-lens,7,answer,binding_concept,local,224,15237.0,15061.558035714286,0.0,0.0,0.0,0.0,0.0
j-lens,8,answer,binding_concept,local,224,9117.0,9220.29017857143,0.0,0.0,0.0,0.0,0.0
j-lens,9,answer,binding_concept,local,224,13456.0,13477.566964285714,0.0,0.0,0.0,0.0,0.0
j-lens,10,answer,binding_concept,local,224,6725.0,6665.65625,0.0,0.0,0.0,0.0,0.0
j-lens,11,answer,binding_concept,local,224,9479.0,9125.107142857143,0.0,0.0,0.0,0.0,0.0
j-lens,12,answer,binding_concept,local,224,2429.5,3270.9866071428573,0.0,0.0,0.0,0.0,0.0
j-lens,13,answer,binding_concept,local,224,4248.5,4404.933035714285,0.0,0.0,0.0,0.0,0.0
j-lens,14,answer,binding_concept,local,224,6375.5,6650.160714285715,0.0,0.0,0.0,0.0,0.0
j-lens,15,answer,binding_concept,local,224,6326.5,8882.714285714286,0.0,0.0,0.0,0.0,0.0
j-lens,16,answer,binding_concept,local,224,3586.0,4784.821428571428,0.0,0.0,0.0,0.0,0.0
j-lens,17,answer,binding_concept,local,224,1156.0,1874.955357142857,0.0,0.0,0.0,0.026785714285714284,0.044642857142857144
j-lens,18,answer,binding_concept,local,224,789.0,1314.732142857143,0.0,0.0,0.0,0.004464285714285714,0.022321428571428572
j-lens,19,answer,binding_concept,local,224,774.5,1231.486607142857,0.0,0.0,0.0,0.0,0.013392857142857142
j-lens,20,answer,binding_concept,local,224,668.0,1305.96875,0.0,0.0,0.0,0.026785714285714284,0.07142857142857142
j-lens,21,answer,binding_concept,local,224,1082.0,1994.4598214285713,0.0,0.0,0.0,0.022321428571428572,0.06696428571428571
j-lens,22,answer,binding_concept,local,224,1465.5,2397.9241071428573,0.0,0.0,0.0,0.0,0.03125
j-lens,23,answer,binding_concept,local,224,901.0,1981.1517857142858,0.0,0.0,0.0,0.049107142857142856,0.14732142857142858
j-lens,24,answer,binding_concept,local,224,485.0,1117.638392857143,0.0,0.0,0.0,0.10267857142857142,0.20089285714285715
j-lens,25,answer,binding_concept,local,224,315.5,805.9419642857143,0.0,0.0,0.0,0.08035714285714286,0.18303571428571427
j-lens,26,answer,binding_concept,local,224,382.5,879.7098214285714,0.0,0.0,0.0,0.08035714285714286,0.17410714285714285
j-lens,27,answer,binding_concept,local,224,1532.5,2309.34375,0.0,0.0,0.0,0.0,0.03125
j-lens,28,answer,binding_concept,local,224,195.5,356.90625,0.0,0.0,0.0,0.11160714285714286,0.25
j-lens,0,answer,binding_concept,outer,224,7863.0,7833.517857142857,0.0,0.0,0.0,0.0,0.0
j-lens,1,answer,binding_concept,outer,224,14828.0,14894.517857142857,0.0,0.0,0.0,0.0,0.0
j-lens,2,answer,binding_concept,outer,224,6906.0,6983.223214285715,0.0,0.0,0.0,0.0,0.0
j-lens,3,answer,binding_concept,outer,224,5971.0,5947.513392857143,0.0,0.0,0.0,0.0,0.0
j-lens,4,answer,binding_concept,outer,224,6008.0,6063.370535714285,0.0,0.0,0.0,0.0,0.0
j-lens,5,answer,binding_concept,outer,224,4957.0,4929.209821428572,0.0,0.0,0.0,0.0,0.0
j-lens,6,answer,binding_concept,outer,224,6340.5,6557.4375,0.0,0.0,0.0,0.0,0.0
j-lens,7,answer,binding_concept,outer,224,6981.5,7309.839285714285,0.0,0.0,0.0,0.0,0.0
j-lens,8,answer,binding_concept,outer,224,3656.5,3729.28125,0.0,0.0,0.0,0.0,0.0
j-lens,9,answer,binding_concept,outer,224,5888.0,5963.388392857143,0.0,0.0,0.0,0.0,0.0
j-lens,10,answer,binding_concept,outer,224,9174.5,8940.92857142857,0.0,0.0,0.0,0.0,0.0
j-lens,11,answer,binding_concept,outer,224,8970.0,8723.669642857143,0.0,0.0,0.0,0.0,0.0
j-lens,12,answer,binding_concept,outer,224,4049.0,4395.433035714285,0.0,0.0,0.0,0.0,0.0
j-lens,13,answer,binding_concept,outer,224,5661.0,6462.040178571428,0.0,0.0,0.0,0.0,0.0
j-lens,14,answer,binding_concept,outer,224,4487.5,6147.950892857143,0.0,0.0,0.0,0.0,0.0
j-lens,15,answer,binding_concept,outer,224,11017.5,12279.517857142857,0.0,0.0,0.0,0.0,0.0
j-lens,16,answer,binding_concept,outer,224,11513.5,13580.19642857143,0.0,0.0,0.0,0.0,0.0
j-lens,17,answer,binding_concept,outer,224,6767.5,8066.611607142857,0.0,0.0,0.0,0.0,0.0
j-lens,18,answer,binding_concept,outer,224,5551.5,6404.928571428572,0.0,0.0,0.0,0.0,0.0
j-lens,19,answer,binding_concept,outer,224,844.0,1260.8080357142858,0.0,0.0,0.0,0.004464285714285714,0.013392857142857142
