model,item_id,family,pair_id,arm,read,layer,direction,edit,clean_logit_diff,ablated_logit_diff,delta_logit_diff,edit_norm_ratio
deepseek-coder-1.3b,binding-0-outer-post_use,binding,binding-0,outer,post_use,20,logit,erase,4.75,4.75,0.0,0.0437008486143878
deepseek-coder-1.3b,binding-0-outer-post_use,binding,binding-0,outer,post_use,20,offtarget_j,erase,4.75,4.625,-0.125,0.014841043811515978
deepseek-coder-1.3b,binding-0-outer-post_use,binding,binding-0,outer,post_use,20,offtarget_r,erase,4.75,4.625,-0.125,0.019392027479416526
deepseek-coder-1.3b,binding-0-outer-post_use,binding,binding-0,outer,post_use,20,random,erase,4.75,4.75,0.0,0.04113501540734417
deepseek-coder-1.3b,binding-0-outer-post_use,binding,binding-0,outer,post_use,20,random_matched,erase,4.75,4.625,-0.125,0.016956621714523036
deepseek-coder-1.3b,binding-0-outer-call,binding,binding-0,outer,call,12,jlens,erase,4.75,4.75,0.0,0.05927711902000282
deepseek-coder-1.3b,binding-0-outer-call,binding,binding-0,outer,call,12,rlens,erase,4.75,4.625,-0.125,0.0307393021322966
deepseek-coder-1.3b,binding-0-outer-call,binding,binding-0,outer,call,12,logit,erase,4.75,4.75,0.0,0.03743149132627914
deepseek-coder-1.3b,binding-0-outer-call,binding,binding-0,outer,call,12,offtarget_j,erase,4.75,4.75,0.0,0.07979159751285193
deepseek-coder-1.3b,binding-0-outer-call,binding,binding-0,outer,call,12,offtarget_r,erase,4.75,4.75,0.0,0.06250051465721927
deepseek-coder-1.3b,binding-0-outer-call,binding,binding-0,outer,call,12,random,erase,4.75,4.75,0.0,0.007956646909495876
deepseek-coder-1.3b,binding-0-outer-call,binding,binding-0,outer,call,12,random_matched,erase,4.75,4.625,-0.125,0.05927711902000282
deepseek-coder-1.3b,binding-0-outer-call,binding,binding-0,outer,call,16,jlens,erase,4.75,4.625,-0.125,0.061206238318308355
deepseek-coder-1.3b,binding-0-outer-call,binding,binding-0,outer,call,16,rlens,erase,4.75,4.75,0.0,0.042738895469473376
deepseek-coder-1.3b,binding-0-outer-call,binding,binding-0,outer,call,16,logit,erase,4.75,4.625,-0.125,0.02584258849705818
deepseek-coder-1.3b,binding-0-outer-call,binding,binding-0,outer,call,16,offtarget_j,erase,4.75,4.625,-0.125,0.09650527649286737
deepseek-coder-1.3b,binding-0-outer-call,binding,binding-0,outer,call,16,offtarget_r,erase,4.75,4.625,-0.125,0.08240519391696327
deepseek-coder-1.3b,binding-0-outer-call,binding,binding-0,outer,call,16,random,erase,4.75,4.75,0.0,0.004634685497266795
deepseek-coder-1.3b,binding-0-outer-call,binding,binding-0,outer,call,16,random_matched,erase,4.75,4.75,0.0,0.061206238318308355
deepseek-coder-1.3b,binding-0-outer-call,binding,binding-0,outer,call,20,jlens,erase,4.75,4.75,0.0,0.018973836931542587
deepseek-coder-1.3b,binding-0-outer-call,binding,binding-0,outer,call,20,rlens,erase,4.75,4.75,0.0,0.015537119976501805
deepseek-coder-1.3b,binding-0-outer-call,binding,binding-0,outer,call,20,logit,erase,4.75,4.625,-0.125,0.008213034495319106
deepseek-coder-1.3b,binding-0-outer-call,binding,binding-0,outer,call,20,offtarget_j,erase,4.75,4.625,-0.125,0.0395693803157118
deepseek-coder-1.3b,binding-0-outer-call,binding,binding-0,outer,call,20,offtarget_r,erase,4.75,4.75,0.0,0.037941290178034354
deepseek-coder-1.3b,binding-0-outer-call,binding,binding-0,outer,call,20,random,erase,4.75,4.625,-0.125,0.00012449790292606752
deepseek-coder-1.3b,binding-0-outer-call,binding,binding-0,outer,call,20,random_matched,erase,4.75,4.625,-0.125,0.018973836931542587
deepseek-coder-1.3b,binding-0-outer-answer,binding,binding-0,outer,answer,12,jlens,erase,4.75,4.625,-0.125,0.015698539430900816
deepseek-coder-1.3b,binding-0-outer-answer,binding,binding-0,outer,answer,12,rlens,erase,4.75,4.625,-0.125,0.029139366399797157
deepseek-coder-1.3b,binding-0-outer-answer,binding,binding-0,outer,answer,12,logit,erase,4.75,4.5,-0.25,0.08237661857666637
deepseek-coder-1.3b,binding-0-outer-answer,binding,binding-0,outer,answer,12,offtarget_j,erase,4.75,4.75,0.0,0.020225624747947465
deepseek-coder-1.3b,binding-0-outer-answer,binding,binding-0,outer,answer,12,offtarget_r,erase,4.75,4.75,0.0,0.016927555705820066
deepseek-coder-1.3b,binding-0-outer-answer,binding,binding-0,outer,answer,12,random,erase,4.75,4.75,0.0,0.022686311222528
deepseek-coder-1.3b,binding-0-outer-answer,binding,binding-0,outer,answer,12,random_matched,erase,4.75,4.625,-0.125,0.015698540435414344
deepseek-coder-1.3b,binding-0-outer-answer,binding,binding-0,outer,answer,16,jlens,erase,4.75,4.625,-0.125,0.027341303609784675
deepseek-coder-1.3b,binding-0-outer-answer,binding,binding-0,outer,answer,16,rlens,erase,4.75,4.625,-0.125,0.04646365973319369
deepseek-coder-1.3b,binding-0-outer-answer,binding,binding-0,outer,answer,16,logit,erase,4.75,4.5,-0.25,0.09823540375978557
deepseek-coder-1.3b,binding-0-outer-answer,binding,binding-0,outer,answer,16,offtarget_j,erase,4.75,4.625,-0.125,0.01461553812818419
deepseek-coder-1.3b,binding-0-outer-answer,binding,binding-0,outer,answer,16,offtarget_r,erase,4.75,4.625,-0.125,0.004176867355723999
deepseek-coder-1.3b,binding-0-outer-answer,binding,binding-0,outer,answer,16,random,erase,4.75,4.75,0.0,0.003058284206748265
deepseek-coder-1.3b,binding-0-outer-answer,binding,binding-0,outer,answer,16,random_matched,erase,4.75,4.625,-0.125,0.027341300836099623
deepseek-coder-1.3b,binding-0-outer-answer,binding,binding-0,outer,answer,20,jlens,erase,4.75,4.25,-0.5,0.1825602320504694
deepseek-coder-1.3b,binding-0-outer-answer,binding,binding-0,outer,answer,20,rlens,erase,4.75,4.0,-0.75,0.1982910690893761
deepseek-coder-1.3b,binding-0-outer-answer,binding,binding-0,outer,answer,20,logit,erase,4.75,3.75,-1.0,0.22410508435450321
deepseek-coder-1.3b,binding-0-outer-answer,binding,binding-0,outer,answer,20,offtarget_j,erase,4.75,5.625,0.875,0.06346004333472621
deepseek-coder-1.3b,binding-0-outer-answer,binding,binding-0,outer,answer,20,offtarget_r,erase,4.75,5.75,1.0,0.06893190614733587
deepseek-coder-1.3b,binding-0-outer-answer,binding,binding-0,outer,answer,20,random,erase,4.75,4.625,-0.125,0.01035184310595889
deepseek-coder-1.3b,binding-0-outer-answer,binding,binding-0,outer,answer,20,random_matched,erase,4.75,4.625,-0.125,0.1825602320504694
deepseek-coder-1.3b,binding-0-inner-use,binding,binding-0,inner,use,12,jlens,erase,-0.375,-0.375,0.0,0.054838774980085304
deepseek-coder-1.3b,binding-0-inner-use,binding,binding-0,inner,use,12,rlens,erase,-0.375,-0.375,0.0,0.05772849854650228
deepseek-coder-1.3b,binding-0-inner-use,binding,binding-0,inner,use,12,logit,erase,-0.375,-0.375,0.0,0.0033357600532615524
deepseek-coder-1.3b,binding-0-inner-use,binding,binding-0,inner,use,12,offtarget_j,erase,-0.375,-0.375,0.0,0.042754022149240914
deepseek-coder-1.3b,binding-0-inner-use,binding,binding-0,inner,use,12,offtarget_r,erase,-0.375,-0.375,0.0,0.034402301550235256
deepseek-coder-1.3b,binding-0-inner-use,binding,binding-0,inner,use,12,random,erase,-0.375,-0.375,0.0,0.004448168038157103
deepseek-coder-1.3b,binding-0-inner-use,binding,binding-0,inner,use,12,random_matched,erase,-0.375,-0.375,0.0,0.054838774980085304
deepseek-coder-1.3b,binding-0-inner-use,binding,binding-0,inner,use,16,jlens,erase,-0.375,-0.375,0.0,0.08934719375381135
deepseek-coder-1.3b,binding-0-inner-use,binding,binding-0,inner,use,16,rlens,erase,-0.375,-0.375,0.0,0.07740022309325001
deepseek-coder-1.3b,binding-0-inner-use,binding,binding-0,inner,use,16,logit,erase,-0.375,-0.375,0.0,0.020959112387031985
deepseek-coder-1.3b,binding-0-inner-use,binding,binding-0,inner,use,16,offtarget_j,erase,-0.375,-0.375,0.0,0.06310585225244016
deepseek-coder-1.3b,binding-0-inner-use,binding,binding-0,inner,use,16,offtarget_r,erase,-0.375,-0.375,0.0,0.04892996441976587
deepseek-coder-1.3b,binding-0-inner-use,binding,binding-0,inner,use,16,random,erase,-0.375,-0.375,0.0,0.0357059053149589
deepseek-coder-1.3b,binding-0-inner-use,binding,binding-0,inner,use,16,random_matched,erase,-0.375,-0.375,0.0,0.08934719375381135
deepseek-coder-1.3b,binding-0-inner-use,binding,binding-0,inner,use,20,jlens,erase,-0.375,-0.375,0.0,0.06350348922203361
deepseek-coder-1.3b,binding-0-inner-use,binding,binding-0,inner,use,20,rlens,erase,-0.375,-0.375,0.0,0.0633682133840826
deepseek-coder-1.3b,binding-0-inner-use,binding,binding-0,inner,use,20,logit,erase,-0.375,-0.375,0.0,0.05821532823455046
deepseek-coder-1.3b,binding-0-inner-use,binding,binding-0,inner,use,20,offtarget_j,erase,-0.375,-0.375,0.0,0.05729371776590757
deepseek-coder-1.3b,binding-0-inner-use,binding,binding-0,inner,use,20,offtarget_r,erase,-0.375,-0.375,0.0,0.05525299894081074
deepseek-coder-1.3b,binding-0-inner-use,binding,binding-0,inner,use,20,random,erase,-0.375,-0.375,0.0,0.018528682563725436
deepseek-coder-1.3b,binding-0-inner-use,binding,binding-0,inner,use,20,random_matched,erase,-0.375,-0.375,0.0,0.06350348317753683
deepseek-coder-1.3b,binding-0-inner-post_use,binding,binding-0,inner,post_use,12,jlens,erase,-0.375,-0.375,0.0,0.0531572102628644
deepseek-coder-1.3b,binding-0-inner-post_use,binding,binding-0,inner,post_use,12,rlens,erase,-0.375,-0.375,0.0,0.041847154093419915
deepseek-coder-1.3b,binding-0-inner-post_use,binding,binding-0,inner,post_use,12,logit,erase,-0.375,-0.375,0.0,0.001116782861371387
deepseek-coder-1.3b,binding-0-inner-post_use,binding,binding-0,inner,post_use,12,offtarget_j,erase,-0.375,-0.25,0.125,0.03522075075286638
deepseek-coder-1.3b,binding-0-inner-post_use,binding,binding-0,inner,post_use,12,offtarget_r,erase,-0.375,-0.375,0.0,0.015157376538271405
deepseek-coder-1.3b,binding-0-inner-post_use,binding,binding-0,inner,post_use,12,random,erase,-0.375,-0.375,0.0,0.02191221046585772
deepseek-coder-1.3b,binding-0-inner-post_use,binding,binding-0,inner,post_use,12,random_matched,erase,-0.375,-0.375,0.0,0.0531572102628644
deepseek-coder-1.3b,binding-0-inner-post_use,binding,binding-0,inner,post_use,16,jlens,erase,-0.375,-0.375,0.0,0.04678395063348456
deepseek-coder-1.3b,binding-0-inner-post_use,binding,binding-0,inner,post_use,16,rlens,erase,-0.375,-0.375,0.0,0.0369581283007898
deepseek-coder-1.3b,binding-0-inner-post_use,binding,binding-0,inner,post_use,16,logit,erase,-0.375,-0.375,0.0,0.0035532913835810112
deepseek-coder-1.3b,binding-0-inner-post_use,binding,binding-0,inner,post_use,16,offtarget_j,erase,-0.375,-0.375,0.0,0.01736371363197146
deepseek-coder-1.3b,binding-0-inner-post_use,binding,binding-0,inner,post_use,16,offtarget_r,erase,-0.375,-0.375,0.0,0.0016464771500898428
deepseek-coder-1.3b,binding-0-inner-post_use,binding,binding-0,inner,post_use,16,random,erase,-0.375,-0.375,0.0,0.025137973862924275
deepseek-coder-1.3b,binding-0-inner-post_use,binding,binding-0,inner,post_use,16,random_matched,erase,-0.375,-0.375,0.0,0.04678395063348456
deepseek-coder-1.3b,binding-0-inner-post_use,binding,binding-0,inner,post_use,20,jlens,erase,-0.375,-0.375,0.0,0.012469195206848563
deepseek-coder-1.3b,binding-0-inner-post_use,binding,binding-0,inner,post_use,20,rlens,erase,-0.375,-0.375,0.0,0.01708140694539618
deepseek-coder-1.3b,binding-0-inner-post_use,binding,binding-0,inner,post_use,20,logit,erase,-0.375,-0.375,0.0,0.0009971684005191125
deepseek-coder-1.3b,binding-0-inner-post_use,binding,binding-0,inner,post_use,20,offtarget_j,erase,-0.375,-0.375,0.0,0.011244584451619341
deepseek-coder-1.3b,binding-0-inner-post_use,binding,binding-0,inner,post_use,20,offtarget_r,erase,-0.375,-0.375,0.0,0.013591239764091422
deepseek-coder-1.3b,binding-0-inner-post_use,binding,binding-0,inner,post_use,20,random,erase,-0.375,-0.375,0.0,0.00014917184870076204
deepseek-coder-1.3b,binding-0-inner-post_use,binding,binding-0,inner,post_use,20,random_matched,erase,-0.375,-0.375,0.0,0.012469195206848563
deepseek-coder-1.3b,binding-0-inner-call,binding,binding-0,inner,call,12,jlens,erase,-0.375,-0.25,0.125,0.06599551586713112
deepseek-coder-1.3b,binding-0-inner-call,binding,binding-0,inner,call,12,rlens,erase,-0.375,-0.375,0.0,0.05158050234878938
deepseek-coder-1.3b,binding-0-inner-call,binding,binding-0,inner,call,12,logit,erase,-0.375,-0.375,0.0,0.017878865550009324
deepseek-coder-1.3b,binding-0-inner-call,binding,binding-0,inner,call,12,offtarget_j,erase,-0.375,-0.375,0.0,0.05923232649377203
deepseek-coder-1.3b,binding-0-inner-call,binding,binding-0,inner,call,12,offtarget_r,erase,-0.375,-0.25,0.125,0.03589650677094425
deepseek-coder-1.3b,binding-0-inner-call,binding,binding-0,inner,call,12,random,erase,-0.375,-0.375,0.0,0.04432256792920209
deepseek-coder-1.3b,binding-0-inner-call,binding,binding-0,inner,call,12,random_matched,erase,-0.375,-0.375,0.0,0.06599551586713112
deepseek-coder-1.3b,binding-0-inner-call,binding,binding-0,inner,call,16,jlens,erase,-0.375,-0.375,0.0,0.08694268263893022
deepseek-coder-1.3b,binding-0-inner-call,binding,binding-0,inner,call,16,rlens,erase,-0.375,-0.375,0.0,0.07443442196109301
deepseek-coder-1.3b,binding-0-inner-call,binding,binding-0,inner,call,16,logit,erase,-0.375,-0.375,0.0,0.00993650211315428
deepseek-coder-1.3b,binding-0-inner-call,binding,binding-0,inner,call,16,offtarget_j,erase,-0.375,-0.375,0.0,0.07719504735919493
deepseek-coder-1.3b,binding-0-inner-call,binding,binding-0,inner,call,16,offtarget_r,erase,-0.375,-0.375,0.0,0.06058806813925397
deepseek-coder-1.3b,binding-0-inner-call,binding,binding-0,inner,call,16,random,erase,-0.375,-0.375,0.0,0.0008987882909244711
deepseek-coder-1.3b,binding-0-inner-call,binding,binding-0,inner,call,16,random_matched,erase,-0.375,-0.375,0.0,0.08694268263893022
deepseek-coder-1.3b,binding-0-inner-call,binding,binding-0,inner,call,20,jlens,erase,-0.375,-0.375,0.0,0.027999385472523262
deepseek-coder-1.3b,binding-0-inner-call,binding,binding-0,inner,call,20,rlens,erase,-0.375,-0.375,0.0,0.02493746171113597
deepseek-coder-1.3b,binding-0-inner-call,binding,binding-0,inner,call,20,logit,erase,-0.375,-0.375,0.0,0.016721047799747528
deepseek-coder-1.3b,binding-0-inner-call,binding,binding-0,inner,call,20,offtarget_j,erase,-0.375,-0.375,0.0,0.03271206914904188
deepseek-coder-1.3b,binding-0-inner-call,binding,binding-0,inner,call,20,offtarget_r,erase,-0.375,-0.375,0.0,0.02777840354255308
deepseek-coder-1.3b,binding-0-inner-call,binding,binding-0,inner,call,20,random,erase,-0.375,-0.375,0.0,0.06484325465802662
deepseek-coder-1.3b,binding-0-inner-call,binding,binding-0,inner,call,20,random_matched,erase,-0.375,-0.375,0.0,0.027999385472523262
deepseek-coder-1.3b,binding-0-inner-answer,binding,binding-0,inner,answer,12,jlens,erase,-0.375,-0.375,0.0,0.008155652008103339
deepseek-coder-1.3b,binding-0-inner-answer,binding,binding-0,inner,answer,12,rlens,erase,-0.375,-0.375,0.0,0.0036023185791383837
deepseek-coder-1.3b,binding-0-inner-answer,binding,binding-0,inner,answer,12,logit,erase,-0.375,-0.5,-0.125,0.04928985137346995
deepseek-coder-1.3b,binding-0-inner-answer,binding,binding-0,inner,answer,12,offtarget_j,erase,-0.375,-0.375,0.0,0.02222805859287905
deepseek-coder-1.3b,binding-0-inner-answer,binding,binding-0,inner,answer,12,offtarget_r,erase,-0.375,-0.25,0.125,0.036370202148919034
deepseek-coder-1.3b,binding-0-inner-answer,binding,binding-0,inner,answer,12,random,erase,-0.375,-0.375,0.0,0.006530890104570358
deepseek-coder-1.3b,binding-0-inner-answer,binding,binding-0,inner,answer,12,random_matched,erase,-0.375,-0.375,0.0,0.008155652008103339
deepseek-coder-1.3b,binding-0-inner-answer,binding,binding-0,inner,answer,16,jlens,erase,-0.375,-0.5,-0.125,0.03440487002747436
deepseek-coder-1.3b,binding-0-inner-answer,binding,binding-0,inner,answer,16,rlens,erase,-0.375,-0.375,0.0,0.042878900973602606
deepseek-coder-1.3b,binding-0-inner-answer,binding,binding-0,inner,answer,16,logit,erase,-0.375,-0.5,-0.125,0.08283659881975486
deepseek-coder-1.3b,binding-0-inner-answer,binding,binding-0,inner,answer,16,offtarget_j,erase,-0.375,-0.375,0.0,0.045114171086159977
deepseek-coder-1.3b,binding-0-inner-answer,binding,binding-0,inner,answer,16,offtarget_r,erase,-0.375,-0.375,0.0,0.06093727662461325
deepseek-coder-1.3b,binding-0-inner-answer,binding,binding-0,inner,answer,16,random,erase,-0.375,-0.375,0.0,0.008514781385622705
deepseek-coder-1.3b,binding-0-inner-answer,binding,binding-0,inner,answer,16,random_matched,erase,-0.375,-0.375,0.0,0.03440487002747436
deepseek-coder-1.3b,binding-0-inner-answer,binding,binding-0,inner,answer,20,jlens,erase,-0.375,-1.375,-1.0,0.19452714148285288
deepseek-coder-1.3b,binding-0-inner-answer,binding,binding-0,inner,answer,20,rlens,erase,-0.375,-1.5,-1.125,0.2022689372700743
deepseek-coder-1.3b,binding-0-inner-answer,binding,binding-0,inner,answer,20,logit,erase,-0.375,-1.875,-1.5,0.21799736937473074
deepseek-coder-1.3b,binding-0-inner-answer,binding,binding-0,inner,answer,20,offtarget_j,erase,-0.375,0.25,0.625,0.19483841903526244
deepseek-coder-1.3b,binding-0-inner-answer,binding,binding-0,inner,answer,20,offtarget_r,erase,-0.375,0.375,0.75,0.20663411129192988
deepseek-coder-1.3b,binding-0-inner-answer,binding,binding-0,inner,answer,20,random,erase,-0.375,-0.375,0.0,0.005983065490234
deepseek-coder-1.3b,binding-0-inner-answer,binding,binding-0,inner,answer,20,random_matched,erase,-0.375,-0.25,0.125,0.19452715424693015
deepseek-coder-1.3b,defuse-0-use,defuse,,,use,12,jlens,erase,1.25,1.25,0.0,0.049595035487785606
deepseek-coder-1.3b,defuse-0-use,defuse,,,use,12,rlens,erase,1.25,1.5,0.25,0.03382802343873993
deepseek-coder-1.3b,defuse-0-use,defuse,,,use,12,logit,erase,1.25,1.25,0.0,0.026911101602398624
deepseek-coder-1.3b,defuse-0-use,defuse,,,use,12,offtarget_j,erase,1.25,1.5,0.25,0.06994052734271967
deepseek-coder-1.3b,defuse-0-use,defuse,,,use,12,offtarget_r,erase,1.25,1.5,0.25,0.0642031802927897
deepseek-coder-1.3b,defuse-0-use,defuse,,,use,12,random,erase,1.25,1.25,0.0,0.04131989598538718
deepseek-coder-1.3b,defuse-0-use,defuse,,,use,12,random_matched,erase,1.25,1.5,0.25,0.049595035487785606
deepseek-coder-1.3b,defuse-0-use,defuse,,,use,16,jlens,erase,1.25,1.5,0.25,0.05750853546689582
deepseek-coder-1.3b,defuse-0-use,defuse,,,use,16,rlens,erase,1.25,1.5,0.25,0.04443257690229132
deepseek-coder-1.3b,defuse-0-use,defuse,,,use,16,logit,erase,1.25,1.5,0.25,0.02084306344317673
deepseek-coder-1.3b,defuse-0-use,defuse,,,use,16,offtarget_j,erase,1.25,1.25,0.0,0.08113811631230886
deepseek-coder-1.3b,defuse-0-use,defuse,,,use,16,offtarget_r,erase,1.25,1.25,0.0,0.07330081282749805
deepseek-coder-1.3b,defuse-0-use,defuse,,,use,16,random,erase,1.25,1.25,0.0,0.03708008651900948
deepseek-coder-1.3b,defuse-0-use,defuse,,,use,16,random_matched,erase,1.25,1.5,0.25,0.05750854001226012
deepseek-coder-1.3b,defuse-0-use,defuse,,,use,20,jlens,erase,1.25,1.5,0.25,0.04516274142368737
deepseek-coder-1.3b,defuse-0-use,defuse,,,use,20,rlens,erase,1.25,1.5,0.25,0.043318534394706544
deepseek-coder-1.3b,defuse-0-use,defuse,,,use,20,logit,erase,1.25,1.5,0.25,0.009238149096077355
deepseek-coder-1.3b,defuse-0-use,defuse,,,use,20,offtarget_j,erase,1.25,1.25,0.0,0.0754794046265391
deepseek-coder-1.3b,defuse-0-use,defuse,,,use,20,offtarget_r,erase,1.25,1.25,0.0,0.07787440424378977
deepseek-coder-1.3b,defuse-0-use,defuse,,,use,20,random,erase,1.25,1.5,0.25,0.015010595570379441
deepseek-coder-1.3b,defuse-0-use,defuse,,,use,20,random_matched,erase,1.25,1.5,0.25,0.0451627386517484
deepseek-coder-1.3b,defuse-0-post_use,defuse,,,post_use,12,jlens,erase,1.25,1.25,0.0,0.052309033880157986
deepseek-coder-1.3b,defuse-0-post_use,defuse,,,post_use,12,rlens,erase,1.25,1.25,0.0,0.02786305733680822
deepseek-coder-1.3b,defuse-0-post_use,defuse,,,post_use,12,logit,erase,1.25,1.5,0.25,0.04018468195293639
deepseek-coder-1.3b,defuse-0-post_use,defuse,,,post_use,12,offtarget_j,erase,1.25,1.5,0.25,0.04616709900424572
deepseek-coder-1.3b,defuse-0-post_use,defuse,,,post_use,12,offtarget_r,erase,1.25,1.5,0.25,0.029852401569249554
deepseek-coder-1.3b,defuse-0-post_use,defuse,,,post_use,12,random,erase,1.25,1.25,0.0,0.005624954924688278
deepseek-coder-1.3b,defuse-0-post_use,defuse,,,post_use,12,random_matched,erase,1.25,1.5,0.25,0.052309033880157986
deepseek-coder-1.3b,defuse-0-post_use,defuse,,,post_use,16,jlens,erase,1.25,1.5,0.25,0.030507877879944398
deepseek-coder-1.3b,defuse-0-post_use,defuse,,,post_use,16,rlens,erase,1.25,1.25,0.0,0.009820817589236412
deepseek-coder-1.3b,defuse-0-post_use,defuse,,,post_use,16,logit,erase,1.25,1.25,0.0,0.05290285885840846
deepseek-coder-1.3b,defuse-0-post_use,defuse,,,post_use,16,offtarget_j,erase,1.25,1.25,0.0,0.04694514016524498
deepseek-coder-1.3b,defuse-0-post_use,defuse,,,post_use,16,offtarget_r,erase,1.25,1.5,0.25,0.03418981929086691
deepseek-coder-1.3b,defuse-0-post_use,defuse,,,post_use,16,random,erase,1.25,1.25,0.0,0.05007679664007728
deepseek-coder-1.3b,defuse-0-post_use,defuse,,,post_use,16,random_matched,erase,1.25,1.5,0.25,0.03050787560911752
