example_id,layer,lens,comparison,stratum,positive_name,negative_name,distance_gap,margin,correct
synthetic_control_367930,-1,clens,control_dep,indent_matched,v,w,-36,-0.1671203374862671,False
synthetic_control_367930,-1,logit,control_dep,indent_matched,v,w,-36,-0.06150735914707184,False
synthetic_control_367930,-1,random,control_dep,indent_matched,v,w,-36,0.6957044005393982,True
synthetic_control_367930,-1,clens,control_dep,indent_matched,o,w,-29,-0.1896265745162964,False
synthetic_control_367930,-1,logit,control_dep,indent_matched,o,w,-29,-0.6613024473190308,False
synthetic_control_367930,-1,random,control_dep,indent_matched,o,w,-29,0.24433034658432007,True
synthetic_control_367930,-1,clens,control_dep,indent_matched,o,c,-65,0.26617342233657837,True
synthetic_control_367930,-1,logit,control_dep,indent_matched,o,c,-65,-1.1729762554168701,False
synthetic_control_367930,-1,random,control_dep,indent_matched,o,c,-65,-0.2785085439682007,False
synthetic_control_367930,-1,clens,control_dep,indent_matched,o,y,-51,0.032778382301330566,True
synthetic_control_367930,-1,logit,control_dep,indent_matched,o,y,-51,-1.2163031101226807,False
synthetic_control_367930,-1,random,control_dep,indent_matched,o,y,-51,0.22633203864097595,True
synthetic_control_367930,-1,clens,control_dep,indent_matched,o,n,-22,0.44883209466934204,True
synthetic_control_367930,-1,logit,control_dep,indent_matched,o,n,-22,-0.4570651948451996,False
synthetic_control_367930,-1,random,control_dep,indent_matched,o,n,-22,0.11950242519378662,True
synthetic_control_367930,-1,clens,control_dep,indent_matched,d,u,-51,-0.15840202569961548,False
synthetic_control_367930,-1,logit,control_dep,indent_matched,d,u,-51,-0.0636364072561264,False
synthetic_control_367930,-1,random,control_dep,indent_matched,d,u,-51,-0.4953077435493469,False
synthetic_control_367930,-1,clens,control_dep,indent_matched,d,n,-15,0.1231430172920227,True
synthetic_control_367930,-1,logit,control_dep,indent_matched,d,n,-15,0.31823092699050903,True
synthetic_control_367930,-1,random,control_dep,indent_matched,d,n,-15,0.21656769514083862,True
synthetic_control_367930,-1,clens,control_dep,indent_matched,d,h,-29,0.056900203227996826,True
synthetic_control_367930,-1,logit,control_dep,indent_matched,d,h,-29,0.43538999557495117,True
synthetic_control_367930,-1,random,control_dep,indent_matched,d,h,-29,-0.014479219913482666,False
synthetic_control_367930,-1,clens,control_dep,indent_matched,d,c,-58,-0.05951565504074097,False
synthetic_control_367930,-1,logit,control_dep,indent_matched,d,c,-58,-0.3976801037788391,False
synthetic_control_367930,-1,random,control_dep,indent_matched,d,c,-58,-0.1814432591199875,False
synthetic_control_367930,-1,clens,guard_var,present_in_program,r,c,0,-0.17226552963256836,False
synthetic_control_367930,-1,logit,guard_var,present_in_program,r,c,0,-1.2439298629760742,False
synthetic_control_367930,-1,random,guard_var,present_in_program,r,c,0,0.1582592874765396,True
synthetic_control_367930,-1,clens,next_ident,present_in_program,v,k,0,0.4572848677635193,True
synthetic_control_367930,-1,logit,next_ident,present_in_program,v,k,0,-0.488800048828125,False
synthetic_control_367930,-1,random,next_ident,present_in_program,v,k,0,0.5458382368087769,True
synthetic_control_367930,-1,clens,control_dep,indent_matched,n,u,-36,-0.2815450429916382,False
synthetic_control_367930,-1,logit,control_dep,indent_matched,n,u,-36,-0.38186734914779663,False
synthetic_control_367930,-1,random,control_dep,indent_matched,n,u,-36,-0.7118754386901855,False
synthetic_control_367930,-1,clens,control_dep,indent_matched,n,v,-13,-0.47133833169937134,False
synthetic_control_367930,-1,logit,control_dep,indent_matched,n,v,-13,-0.14272989332675934,False
synthetic_control_367930,-1,random,control_dep,indent_matched,n,v,-13,-0.5708764791488647,False
synthetic_control_367930,-1,clens,control_dep,indent_matched,n,o,-6,-0.44883209466934204,False
synthetic_control_367930,-1,logit,control_dep,indent_matched,n,o,-6,0.4570651948451996,True
synthetic_control_367930,-1,random,control_dep,indent_matched,n,o,-6,-0.11950242519378662,False
synthetic_control_367930,-1,clens,control_dep,indent_matched,n,c,-43,-0.18265867233276367,False
synthetic_control_367930,-1,logit,control_dep,indent_matched,n,c,-43,-0.7159110307693481,False
synthetic_control_367930,-1,random,control_dep,indent_matched,n,c,-43,-0.3980109691619873,False
synthetic_control_367930,-1,clens,control_dep,indent_matched,w,c,-36,0.45579999685287476,True
synthetic_control_367930,-1,logit,control_dep,indent_matched,w,c,-36,-0.5116738080978394,False
synthetic_control_367930,-1,random,control_dep,indent_matched,w,c,-36,-0.5228388905525208,False
synthetic_control_367930,-1,clens,control_dep,indent_matched,w,v,-6,0.1671203374862671,True
synthetic_control_367930,-1,logit,control_dep,indent_matched,w,v,-6,0.06150735914707184,True
synthetic_control_367930,-1,random,control_dep,indent_matched,w,v,-6,-0.6957044005393982,False
synthetic_control_367930,-1,clens,control_dep,indent_matched,w,d,8,0.5153156518936157,True
synthetic_control_367930,-1,logit,control_dep,indent_matched,w,d,8,-0.11399368941783905,False
synthetic_control_367930,-1,random,control_dep,indent_matched,w,d,8,-0.34139561653137207,False
synthetic_control_367930,-1,clens,control_dep,indent_matched,w,u,-29,0.35691362619400024,True
synthetic_control_367930,-1,logit,control_dep,indent_matched,w,u,-29,-0.17763009667396545,False
synthetic_control_367930,-1,random,control_dep,indent_matched,w,u,-29,-0.836703360080719,False
synthetic_control_367930,-1,clens,control_dep,indent_matched,h,d,15,-0.056900203227996826,False
synthetic_control_367930,-1,logit,control_dep,indent_matched,h,d,15,-0.43538999557495117,False
synthetic_control_367930,-1,random,control_dep,indent_matched,h,d,15,0.014479219913482666,True
synthetic_control_367930,-1,clens,control_dep,indent_matched,h,o,8,-0.38258928060531616,False
synthetic_control_367930,-1,logit,control_dep,indent_matched,h,o,8,0.33990615606307983,True
synthetic_control_367930,-1,random,control_dep,indent_matched,h,o,8,0.11154448986053467,True
synthetic_control_367930,-1,clens,control_dep,indent_matched,h,v,1,-0.40509551763534546,False
synthetic_control_367930,-1,logit,control_dep,indent_matched,h,v,1,-0.2598889470100403,False
synthetic_control_367930,-1,random,control_dep,indent_matched,h,v,1,-0.33982956409454346,False
synthetic_control_367930,-1,clens,control_dep,indent_matched,h,c,-29,-0.11641585826873779,False
synthetic_control_367930,-1,logit,control_dep,indent_matched,h,c,-29,-0.8330700397491455,False
synthetic_control_367930,-1,random,control_dep,indent_matched,h,c,-29,-0.16696403920650482,False
synthetic_control_367930,-1,clens,guard_var,present_in_program,e,i,0,0.11800533533096313,True
synthetic_control_367930,-1,logit,guard_var,present_in_program,e,i,0,-0.44449540972709656,False
synthetic_control_367930,-1,random,guard_var,present_in_program,e,i,0,0.8124853372573853,True
synthetic_control_367930,-1,clens,next_ident,present_in_program,n,w,0,-0.6384586691856384,False
synthetic_control_367930,-1,logit,next_ident,present_in_program,n,w,0,-0.20423725247383118,False
synthetic_control_367930,-1,random,next_ident,present_in_program,n,w,0,0.12482792139053345,True
synthetic_control_367930,-1,clens,control_dep,indent_matched,y,d,-28,0.29291069507598877,True
synthetic_control_367930,-1,logit,control_dep,indent_matched,y,d,-28,0.44100701808929443,True
synthetic_control_367930,-1,random,control_dep,indent_matched,y,d,-28,-0.32339730858802795,False
synthetic_control_367930,-1,clens,control_dep,indent_matched,y,v,-42,-0.05528461933135986,False
synthetic_control_367930,-1,logit,control_dep,indent_matched,y,v,-42,0.6165080666542053,True
synthetic_control_367930,-1,random,control_dep,indent_matched,y,v,-42,-0.6777061223983765,False
synthetic_control_367930,-1,clens,control_dep,indent_matched,y,w,-6,-0.22240495681762695,False
synthetic_control_367930,-1,logit,control_dep,indent_matched,y,w,-6,0.5550006628036499,True
synthetic_control_367930,-1,random,control_dep,indent_matched,y,w,-6,0.017998307943344116,True
synthetic_control_367930,-1,clens,control_dep,indent_matched,y,o,-35,-0.032778382301330566,False
synthetic_control_367930,-1,logit,control_dep,indent_matched,y,o,-35,1.2163031101226807,True
synthetic_control_367930,-1,random,control_dep,indent_matched,y,o,-35,-0.22633203864097595,False
synthetic_control_367930,-1,clens,control_dep,indent_matched,u,h,8,0.2153022289276123,True
synthetic_control_367930,-1,logit,control_dep,indent_matched,u,h,8,0.4990263879299164,True
synthetic_control_367930,-1,random,control_dep,indent_matched,u,h,8,0.48082852363586426,True
synthetic_control_367930,-1,clens,control_dep,indent_matched,u,o,-28,-0.16728705167770386,False
synthetic_control_367930,-1,logit,control_dep,indent_matched,u,o,-28,0.8389325141906738,True
synthetic_control_367930,-1,random,control_dep,indent_matched,u,o,-28,0.5923730134963989,True
synthetic_control_367930,-1,clens,control_dep,indent_matched,u,v,-35,-0.18979328870773315,False
synthetic_control_367930,-1,logit,control_dep,indent_matched,u,v,-35,0.2391374558210373,True
synthetic_control_367930,-1,random,control_dep,indent_matched,u,v,-35,0.1409989595413208,True
synthetic_control_367930,-1,clens,control_dep,indent_matched,u,w,1,-0.35691362619400024,False
synthetic_control_367930,-1,logit,control_dep,indent_matched,u,w,1,0.17763009667396545,True
synthetic_control_367930,-1,random,control_dep,indent_matched,u,w,1,0.836703360080719,True
synthetic_control_367930,-1,clens,control_dep,indent_matched,c,h,15,0.11641585826873779,True
synthetic_control_367930,-1,logit,control_dep,indent_matched,c,h,15,0.8330700397491455,True
synthetic_control_367930,-1,random,control_dep,indent_matched,c,h,15,0.16696403920650482,True
synthetic_control_367930,-1,clens,control_dep,indent_matched,c,v,-28,-0.28867965936660767,False
synthetic_control_367930,-1,logit,control_dep,indent_matched,c,v,-28,0.57318115234375,True
synthetic_control_367930,-1,random,control_dep,indent_matched,c,v,-28,-0.17286552488803864,False
synthetic_control_367930,-1,clens,control_dep,indent_matched,c,w,8,-0.45579999685287476,False
synthetic_control_367930,-1,logit,control_dep,indent_matched,c,w,8,0.5116738080978394,True
synthetic_control_367930,-1,random,control_dep,indent_matched,c,w,8,0.5228388905525208,True
synthetic_control_367930,-1,clens,control_dep,indent_matched,c,o,-21,-0.26617342233657837,False
synthetic_control_367930,-1,logit,control_dep,indent_matched,c,o,-21,1.1729762554168701,True
synthetic_control_367930,-1,random,control_dep,indent_matched,c,o,-21,0.2785085439682007,True
synthetic_control_367930,-1,clens,guard_var,present_in_program,k,r,0,0.0036603212356567383,True
synthetic_control_367930,-1,logit,guard_var,present_in_program,k,r,0,1.1595487594604492,True
synthetic_control_367930,-1,random,guard_var,present_in_program,k,r,0,-0.5312319993972778,False
synthetic_control_367930,-1,clens,next_ident,present_in_program,y,n,0,0.4160537123680115,True
synthetic_control_367930,-1,logit,next_ident,present_in_program,y,n,0,0.7592379450798035,True
synthetic_control_367930,-1,random,next_ident,present_in_program,y,n,0,-0.10682961344718933,False
synthetic_control_89708,-1,clens,control_dep,indent_matched,k,v,-15,-0.4572848677635193,False
synthetic_control_89708,-1,logit,control_dep,indent_matched,k,v,-15,0.488800048828125,True
synthetic_control_89708,-1,random,control_dep,indent_matched,k,v,-15,-0.5458382368087769,False
synthetic_control_89708,-1,clens,guard_var,present_in_program,e,k,0,0.3301793932914734,True
synthetic_control_89708,-1,logit,guard_var,present_in_program,e,k,0,-0.7261831760406494,False
synthetic_control_89708,-1,random,guard_var,present_in_program,e,k,0,0.9275749325752258,True
synthetic_control_89708,-1,clens,next_ident,present_in_program,k,z,0,-0.2616041898727417,False
synthetic_control_89708,-1,logit,next_ident,present_in_program,k,z,0,0.2608685791492462,True
synthetic_control_89708,-1,random,next_ident,present_in_program,k,z,0,-1.020056128501892,False
synthetic_control_89708,-1,clens,control_dep,indent_matched,v,k,1,0.4572848677635193,True
synthetic_control_89708,-1,logit,control_dep,indent_matched,v,k,1,-0.488800048828125,False
synthetic_control_89708,-1,random,control_dep,indent_matched,v,k,1,0.5458382368087769,True
synthetic_control_89708,-1,clens,guard_var,present_in_program,z,e,0,-0.06857520341873169,False
synthetic_control_89708,-1,logit,guard_var,present_in_program,z,e,0,0.4653146266937256,True
synthetic_control_89708,-1,random,guard_var,present_in_program,z,e,0,0.09248119592666626,True
synthetic_control_89708,-1,clens,next_ident,present_in_program,v,e,0,0.1271054744720459,True
synthetic_control_89708,-1,logit,next_ident,present_in_program,v,e,0,0.2373831421136856,True
synthetic_control_89708,-1,random,next_ident,present_in_program,v,e,0,-0.381736695766449,False
synthetic_control_785700,-1,clens,control_dep,indent_matched,o,g,-29,0.21538835763931274,True
synthetic_control_785700,-1,logit,control_dep,indent_matched,o,g,-29,-0.079578697681427,False
synthetic_control_785700,-1,random,control_dep,indent_matched,o,g,-29,-0.971297562122345,False
synthetic_control_785700,-1,clens,control_dep,indent_matched,o,h,-36,0.38258928060531616,True
synthetic_control_785700,-1,logit,control_dep,indent_matched,o,h,-36,-0.33990615606307983,False
synthetic_control_785700,-1,random,control_dep,indent_matched,o,h,-36,-0.11154448986053467,False
synthetic_control_785700,-1,clens,control_dep,indent_matched,o,l,-43,0.2637747526168823,True
synthetic_control_785700,-1,logit,control_dep,indent_matched,o,l,-43,-0.2526935935020447,False
synthetic_control_785700,-1,random,control_dep,indent_matched,o,l,-43,-0.36164775490760803,False
synthetic_control_785700,-1,clens,control_dep,indent_matched,r,l,-36,-0.1746641993522644,False
synthetic_control_785700,-1,logit,control_dep,indent_matched,r,l,-36,-0.3236472010612488,False
synthetic_control_785700,-1,random,control_dep,indent_matched,r,l,-36,0.07512006163597107,True
synthetic_control_785700,-1,clens,control_dep,indent_matched,r,h,-29,-0.055849671363830566,False
synthetic_control_785700,-1,logit,control_dep,indent_matched,r,h,-29,-0.41085976362228394,False
synthetic_control_785700,-1,random,control_dep,indent_matched,r,h,-29,0.32522332668304443,True
synthetic_control_785700,-1,clens,control_dep,indent_matched,r,g,-22,-0.22305059432983398,False
synthetic_control_785700,-1,logit,control_dep,indent_matched,r,g,-22,-0.1505323052406311,False
synthetic_control_785700,-1,random,control_dep,indent_matched,r,g,-22,-0.5345297455787659,False
synthetic_control_785700,-1,clens,control_dep,indent_matched,y,h,-22,0.3498108983039856,True
synthetic_control_785700,-1,logit,control_dep,indent_matched,y,h,-22,0.8763970136642456,True
synthetic_control_785700,-1,random,control_dep,indent_matched,y,h,-22,-0.3378765285015106,False
synthetic_control_785700,-1,clens,control_dep,indent_matched,y,l,-29,0.23099637031555176,True
synthetic_control_785700,-1,logit,control_dep,indent_matched,y,l,-29,0.9636095762252808,True
synthetic_control_785700,-1,random,control_dep,indent_matched,y,l,-29,-0.587979793548584,False
synthetic_control_785700,-1,clens,control_dep,indent_matched,y,g,-15,0.18260997533798218,True
synthetic_control_785700,-1,logit,control_dep,indent_matched,y,g,-15,1.1367244720458984,True
synthetic_control_785700,-1,random,control_dep,indent_matched,y,g,-15,-1.1976295709609985,False
synthetic_control_785700,-1,clens,guard_var,present_in_program,m,o,0,-0.1580357551574707,False
synthetic_control_785700,-1,logit,guard_var,present_in_program,m,o,0,0.25485026836395264,True
synthetic_control_785700,-1,random,guard_var,present_in_program,m,o,0,-0.668294370174408,False
synthetic_control_785700,-1,clens,next_ident,present_in_program,o,r,0,0.43843895196914673,True
synthetic_control_785700,-1,logit,next_ident,present_in_program,o,r,0,0.0709536075592041,True
synthetic_control_785700,-1,random,next_ident,present_in_program,o,r,0,-0.4367678165435791,False
synthetic_control_785700,-1,clens,control_dep,indent_matched,g,y,1,-0.18260997533798218,False
synthetic_control_785700,-1,logit,control_dep,indent_matched,g,y,1,-1.1367244720458984,False
synthetic_control_785700,-1,random,control_dep,indent_matched,g,y,1,1.1976295709609985,True
synthetic_control_785700,-1,clens,control_dep,indent_matched,g,o,-13,-0.21538835763931274,False
synthetic_control_785700,-1,logit,control_dep,indent_matched,g,o,-13,0.079578697681427,True
synthetic_control_785700,-1,random,control_dep,indent_matched,g,o,-13,0.971297562122345,True
synthetic_control_785700,-1,clens,control_dep,indent_matched,g,r,-6,0.22305059432983398,True
synthetic_control_785700,-1,logit,control_dep,indent_matched,g,r,-6,0.1505323052406311,True
synthetic_control_785700,-1,random,control_dep,indent_matched,g,r,-6,0.5345297455787659,True
synthetic_control_785700,-1,clens,control_dep,indent_matched,h,o,-6,-0.38258928060531616,False
synthetic_control_785700,-1,logit,control_dep,indent_matched,h,o,-6,0.33990615606307983,True
synthetic_control_785700,-1,random,control_dep,indent_matched,h,o,-6,0.11154448986053467,True
synthetic_control_785700,-1,clens,control_dep,indent_matched,h,y,8,-0.3498108983039856,False
synthetic_control_785700,-1,logit,control_dep,indent_matched,h,y,8,-0.8763970136642456,False
synthetic_control_785700,-1,random,control_dep,indent_matched,h,y,8,0.3378765285015106,True
synthetic_control_785700,-1,clens,control_dep,indent_matched,h,r,1,0.055849671363830566,True
synthetic_control_785700,-1,logit,control_dep,indent_matched,h,r,1,0.41085976362228394,True
synthetic_control_785700,-1,random,control_dep,indent_matched,h,r,1,-0.32522332668304443,False
synthetic_control_785700,-1,clens,control_dep,indent_matched,l,o,1,-0.2637747526168823,False
synthetic_control_785700,-1,logit,control_dep,indent_matched,l,o,1,0.2526935935020447,True
synthetic_control_785700,-1,random,control_dep,indent_matched,l,o,1,0.36164775490760803,True
synthetic_control_785700,-1,clens,control_dep,indent_matched,l,y,15,-0.23099637031555176,False
synthetic_control_785700,-1,logit,control_dep,indent_matched,l,y,15,-0.9636095762252808,False
synthetic_control_785700,-1,random,control_dep,indent_matched,l,y,15,0.587979793548584,True
synthetic_control_785700,-1,clens,control_dep,indent_matched,l,r,8,0.1746641993522644,True
synthetic_control_785700,-1,logit,control_dep,indent_matched,l,r,8,0.3236472010612488,True
synthetic_control_785700,-1,random,control_dep,indent_matched,l,r,8,-0.07512006163597107,False
synthetic_control_785700,-1,clens,guard_var,present_in_program,q,m,0,0.052231669425964355,True
synthetic_control_785700,-1,logit,guard_var,present_in_program,q,m,0,0.5694000124931335,True
synthetic_control_785700,-1,random,guard_var,present_in_program,q,m,0,1.5095468759536743,True
synthetic_control_785700,-1,clens,next_ident,present_in_program,g,r,0,0.22305059432983398,True
synthetic_control_785700,-1,logit,next_ident,present_in_program,g,r,0,0.1505323052406311,True
synthetic_control_785700,-1,random,next_ident,present_in_program,g,r,0,0.5345297455787659,True
synthetic_control_328115,-1,clens,control_dep,indent_matched,d,q,-22,-0.219884991645813,False
synthetic_control_328115,-1,logit,control_dep,indent_matched,d,q,-22,-0.048954129219055176,False
synthetic_control_328115,-1,random,control_dep,indent_matched,d,q,-22,-0.7441872358322144,False
synthetic_control_328115,-1,clens,control_dep,indent_matched,d,i,-29,-0.1030845046043396,False
synthetic_control_328115,-1,logit,control_dep,indent_matched,d,i,-29,-0.03161121532320976,False
synthetic_control_328115,-1,random,control_dep,indent_matched,d,i,-29,0.07643985748291016,True
synthetic_control_328115,-1,clens,control_dep,indent_matched,r,i,-22,-0.215834379196167,False
synthetic_control_328115,-1,logit,control_dep,indent_matched,r,i,-22,-0.877860963344574,False
synthetic_control_328115,-1,random,control_dep,indent_matched,r,i,-22,0.41614240407943726,True
synthetic_control_328115,-1,clens,control_dep,indent_matched,r,q,-15,-0.3326348662376404,False
synthetic_control_328115,-1,logit,control_dep,indent_matched,r,q,-15,-0.8952038884162903,False
synthetic_control_328115,-1,random,control_dep,indent_matched,r,q,-15,-0.40448468923568726,False
synthetic_control_328115,-1,clens,guard_var,present_in_program,t,i,0,0.12828493118286133,True
synthetic_control_328115,-1,logit,guard_var,present_in_program,t,i,0,-0.2157425731420517,False
synthetic_control_328115,-1,random,guard_var,present_in_program,t,i,0,0.7120221853256226,True
synthetic_control_328115,-1,clens,next_ident,present_in_program,d,a,0,-0.15461724996566772,False
synthetic_control_328115,-1,logit,next_ident,present_in_program,d,a,0,0.12875409424304962,True
synthetic_control_328115,-1,random,next_ident,present_in_program,d,a,0,-0.15624813735485077,False
synthetic_control_328115,-1,clens,control_dep,indent_matched,q,r,1,0.3326348662376404,True
synthetic_control_328115,-1,logit,control_dep,indent_matched,q,r,1,0.8952038884162903,True
synthetic_control_328115,-1,random,control_dep,indent_matched,q,r,1,0.40448468923568726,True
synthetic_control_328115,-1,clens,control_dep,indent_matched,q,d,-6,0.219884991645813,True
synthetic_control_328115,-1,logit,control_dep,indent_matched,q,d,-6,0.048954129219055176,True
synthetic_control_328115,-1,random,control_dep,indent_matched,q,d,-6,0.7441872358322144,True
synthetic_control_328115,-1,clens,control_dep,indent_matched,i,d,1,0.1030845046043396,True
synthetic_control_328115,-1,logit,control_dep,indent_matched,i,d,1,0.03161121532320976,True
synthetic_control_328115,-1,random,control_dep,indent_matched,i,d,1,-0.07643985748291016,False
synthetic_control_328115,-1,clens,control_dep,indent_matched,i,r,8,0.215834379196167,True
synthetic_control_328115,-1,logit,control_dep,indent_matched,i,r,8,0.877860963344574,True
synthetic_control_328115,-1,random,control_dep,indent_matched,i,r,8,-0.41614240407943726,False
synthetic_control_328115,-1,clens,guard_var,present_in_program,b,d,0,0.35130763053894043,True
synthetic_control_328115,-1,logit,guard_var,present_in_program,b,d,0,0.2907260060310364,True
synthetic_control_328115,-1,random,guard_var,present_in_program,b,d,0,-0.23669171333312988,False
synthetic_control_328115,-1,clens,next_ident,present_in_program,q,t,0,-0.01148444414138794,False
synthetic_control_328115,-1,logit,next_ident,present_in_program,q,t,0,0.2330854833126068,True
synthetic_control_328115,-1,random,next_ident,present_in_program,q,t,0,0.10860490798950195,True
synthetic_control_799760,-1,clens,control_dep,indent_matched,e,h,-29,0.27799004316329956,True
synthetic_control_799760,-1,logit,control_dep,indent_matched,e,h,-29,0.02250578999519348,True
synthetic_control_799760,-1,random,control_dep,indent_matched,e,h,-29,0.7215662598609924,True
synthetic_control_799760,-1,clens,control_dep,indent_matched,e,n,-51,0.34423285722732544,True
synthetic_control_799760,-1,logit,control_dep,indent_matched,e,n,-51,-0.09465324878692627,False
synthetic_control_799760,-1,random,control_dep,indent_matched,e,n,-51,0.9526131749153137,True
synthetic_control_799760,-1,clens,control_dep,indent_matched,e,s,-44,0.33016109466552734,True
synthetic_control_799760,-1,logit,control_dep,indent_matched,e,s,-44,0.5028409957885742,True
synthetic_control_799760,-1,random,control_dep,indent_matched,e,s,-44,-0.1927495002746582,False
synthetic_control_799760,-1,clens,control_dep,indent_matched,e,b,-22,-0.1302177906036377,False
synthetic_control_799760,-1,logit,control_dep,indent_matched,e,b,-22,-0.7036101818084717,False
synthetic_control_799760,-1,random,control_dep,indent_matched,e,b,-22,0.972737193107605,True
synthetic_control_799760,-1,clens,control_dep,indent_matched,j,h,-22,-0.09100472927093506,False
synthetic_control_799760,-1,logit,control_dep,indent_matched,j,h,-22,0.26974788308143616,True
synthetic_control_799760,-1,random,control_dep,indent_matched,j,h,-22,0.004251629114151001,True
synthetic_control_799760,-1,clens,control_dep,indent_matched,j,s,-37,-0.038833677768707275,False
synthetic_control_799760,-1,logit,control_dep,indent_matched,j,s,-37,0.7500830888748169,True
synthetic_control_799760,-1,random,control_dep,indent_matched,j,s,-37,-0.9100641012191772,False
synthetic_control_799760,-1,clens,control_dep,indent_matched,j,n,-44,-0.02476191520690918,False
synthetic_control_799760,-1,logit,control_dep,indent_matched,j,n,-44,0.1525888442993164,True
synthetic_control_799760,-1,random,control_dep,indent_matched,j,n,-44,0.2352985441684723,True
synthetic_control_799760,-1,clens,control_dep,indent_matched,j,b,-15,-0.4992125630378723,False
synthetic_control_799760,-1,logit,control_dep,indent_matched,j,b,-15,-0.456368088722229,False
synthetic_control_799760,-1,random,control_dep,indent_matched,j,b,-15,0.25542256236076355,True
synthetic_control_799760,-1,clens,guard_var,present_in_program,w,a,0,0.360698401927948,True
synthetic_control_799760,-1,logit,guard_var,present_in_program,w,a,0,0.014760404825210571,True
synthetic_control_799760,-1,random,guard_var,present_in_program,w,a,0,-0.49764376878738403,False
synthetic_control_799760,-1,clens,next_ident,present_in_program,e,w,0,-0.294225811958313,False
synthetic_control_799760,-1,logit,next_ident,present_in_program,e,w,0,-0.29889050126075745,False
synthetic_control_799760,-1,random,next_ident,present_in_program,e,w,0,1.0774410963058472,True
synthetic_control_799760,-1,clens,control_dep,indent_matched,b,n,-29,0.47445064783096313,True
synthetic_control_799760,-1,logit,control_dep,indent_matched,b,n,-29,0.6089569330215454,True
synthetic_control_799760,-1,random,control_dep,indent_matched,b,n,-29,-0.02012401819229126,False
synthetic_control_799760,-1,clens,control_dep,indent_matched,b,s,-22,0.46037888526916504,True
synthetic_control_799760,-1,logit,control_dep,indent_matched,b,s,-22,1.206451177597046,True
synthetic_control_799760,-1,random,control_dep,indent_matched,b,s,-22,-1.1654866933822632,False
synthetic_control_799760,-1,clens,control_dep,indent_matched,b,e,-6,0.1302177906036377,True
synthetic_control_799760,-1,logit,control_dep,indent_matched,b,e,-6,0.7036101818084717,True
synthetic_control_799760,-1,random,control_dep,indent_matched,b,e,-6,-0.972737193107605,False
synthetic_control_799760,-1,clens,control_dep,indent_matched,b,j,1,0.4992125630378723,True
synthetic_control_799760,-1,logit,control_dep,indent_matched,b,j,1,0.456368088722229,True
synthetic_control_799760,-1,random,control_dep,indent_matched,b,j,1,-0.25542256236076355,False
synthetic_control_799760,-1,clens,control_dep,indent_matched,h,j,8,0.09100472927093506,True
synthetic_control_799760,-1,logit,control_dep,indent_matched,h,j,8,-0.26974788308143616,False
synthetic_control_799760,-1,random,control_dep,indent_matched,h,j,8,-0.004251629114151001,False
synthetic_control_799760,-1,clens,control_dep,indent_matched,h,e,1,-0.27799004316329956,False
synthetic_control_799760,-1,logit,control_dep,indent_matched,h,e,1,-0.02250578999519348,False
synthetic_control_799760,-1,random,control_dep,indent_matched,h,e,1,-0.7215662598609924,False
