lens,layer,family,read,n,median_rank,mean_margin,pass@1,pass@10,pass@25
r-lens,8,alias,use,10,16951.5,-0.40546875,0.0,0.0,0.0
r-lens,9,alias,use,10,10111.0,1.4142333984375,0.0,0.0,0.0
r-lens,10,alias,use,10,17077.5,-0.626171875,0.0,0.0,0.0
r-lens,11,alias,use,10,10547.0,0.82294921875,0.0,0.0,0.0
r-lens,12,alias,use,10,19609.5,-0.4199920654296875,0.0,0.0,0.0
r-lens,13,alias,use,10,5081.5,0.095849609375,0.0,0.0,0.0
r-lens,14,alias,use,10,1381.5,-0.117041015625,0.0,0.0,0.0
r-lens,15,alias,use,10,2219.5,0.0048583984375,0.0,0.0,0.0
r-lens,16,alias,use,10,2413.5,-0.19375,0.0,0.0,0.0
r-lens,17,alias,use,10,1150.5,0.2787841796875,0.0,0.0,0.0
r-lens,18,alias,use,10,941.5,0.7225830078125,0.0,0.0,0.0
r-lens,19,alias,use,10,2328.0,-0.1070556640625,0.0,0.0,0.0
r-lens,20,alias,use,10,5520.0,-0.68310546875,0.0,0.0,0.0
r-lens,21,alias,use,10,8345.5,-0.89208984375,0.0,0.0,0.0
r-lens,22,alias,use,10,4021.0,-1.2728515625,0.0,0.0,0.0
r-lens,23,alias,use,10,2236.0,-1.45,0.0,0.0,0.0
r-lens,24,alias,use,10,1853.0,-1.5015625,0.0,0.0,0.0
r-lens,25,alias,use,10,587.5,-0.3802734375,0.0,0.0,0.0
r-lens,26,alias,use,10,512.0,-0.148699951171875,0.0,0.0,0.0
r-lens,27,alias,use,10,3550.5,-1.76923828125,0.0,0.0,0.0
r-lens,28,alias,use,10,1204.0,-1.25390625,0.0,0.0,0.0
r-lens,0,arith,answer,10,20956.5,0.5048828125,0.0,0.0,0.0
r-lens,1,arith,answer,10,25157.5,0.241064453125,0.0,0.0,0.0
r-lens,2,arith,answer,10,23530.5,0.511767578125,0.0,0.0,0.0
r-lens,3,arith,answer,10,22818.5,0.41220703125,0.0,0.0,0.0
r-lens,4,arith,answer,10,12581.5,-1.752734375,0.0,0.0,0.0
r-lens,5,arith,answer,10,21150.0,0.264404296875,0.0,0.0,0.0
r-lens,6,arith,answer,10,15541.0,-1.6140625,0.0,0.0,0.0
r-lens,7,arith,answer,10,8443.0,-1.003662109375,0.0,0.0,0.0
r-lens,8,arith,answer,10,17340.0,-1.048046875,0.0,0.0,0.0
r-lens,9,arith,answer,10,16819.5,0.29998016357421875,0.0,0.0,0.0
r-lens,10,arith,answer,10,13363.5,-1.47109375,0.0,0.0,0.0
r-lens,11,arith,answer,10,16882.0,0.222601318359375,0.0,0.0,0.0
r-lens,12,arith,answer,10,16336.5,0.17939453125,0.0,0.0,0.0
r-lens,13,arith,answer,10,9818.5,0.026953125,0.0,0.0,0.0
r-lens,14,arith,answer,10,2860.5,-1.56640625,0.0,0.0,0.0
r-lens,15,arith,answer,10,6064.0,-0.3337890625,0.0,0.0,0.0
r-lens,16,arith,answer,10,3982.5,-1.789453125,0.0,0.0,0.0
r-lens,17,arith,answer,10,3515.0,-1.2712890625,0.0,0.0,0.0
r-lens,18,arith,answer,10,2985.0,-1.94775390625,0.0,0.0,0.0
r-lens,19,arith,answer,10,989.5,-1.6109375,0.0,0.0,0.0
r-lens,20,arith,answer,10,1399.5,-1.928125,0.0,0.0,0.0
r-lens,21,arith,answer,10,319.0,-1.7171875,0.0,0.0,0.0
r-lens,22,arith,answer,10,28.0,0.0734375,0.0,0.3,0.4
r-lens,23,arith,answer,10,6.0,1.63125,0.1,0.7,1.0
r-lens,24,arith,answer,10,1.5,3.415625,0.4,0.9,1.0
r-lens,25,arith,answer,10,0.0,4.734375,1.0,1.0,1.0
r-lens,26,arith,answer,10,0.0,6.753125,1.0,1.0,1.0
r-lens,27,arith,answer,10,0.0,7.8,1.0,1.0,1.0
r-lens,28,arith,answer,10,0.0,8.8375,1.0,1.0,1.0
r-lens,0,arith,use,10,23657.0,0.4238037109375,0.0,0.0,0.0
r-lens,1,arith,use,10,22727.0,0.38173828125,0.0,0.0,0.0
r-lens,2,arith,use,10,9591.0,0.1515869140625,0.0,0.0,0.0
r-lens,3,arith,use,10,14643.0,0.4753662109375,0.0,0.0,0.0
r-lens,4,arith,use,10,18731.0,-1.799365234375,0.0,0.0,0.0
r-lens,5,arith,use,10,31823.5,-1.857421875,0.0,0.0,0.0
r-lens,6,arith,use,10,14261.0,-1.7234375,0.0,0.0,0.0
r-lens,7,arith,use,10,10321.0,-0.3850341796875,0.0,0.0,0.0
r-lens,8,arith,use,10,17840.0,-1.165234375,0.0,0.0,0.0
r-lens,9,arith,use,10,15657.5,0.30020751953125,0.0,0.0,0.0
r-lens,10,arith,use,10,18338.0,-0.09453125,0.0,0.0,0.0
r-lens,11,arith,use,10,17250.0,0.193798828125,0.0,0.0,0.0
r-lens,12,arith,use,10,19996.5,0.10361328125,0.0,0.0,0.0
r-lens,13,arith,use,10,6162.5,-0.80523681640625,0.0,0.0,0.0
r-lens,14,arith,use,10,3696.0,-1.53017578125,0.0,0.0,0.0
r-lens,15,arith,use,10,4092.5,-1.04755859375,0.0,0.0,0.0
r-lens,16,arith,use,10,4665.0,-1.1645751953125,0.0,0.0,0.0
r-lens,17,arith,use,10,4313.0,-1.032470703125,0.0,0.0,0.0
r-lens,18,arith,use,10,7634.5,-1.395263671875,0.0,0.0,0.0
r-lens,19,arith,use,10,9200.0,-1.276171875,0.0,0.0,0.0
r-lens,20,arith,use,10,9506.0,-0.76796875,0.0,0.0,0.0
r-lens,21,arith,use,10,11725.5,-0.917578125,0.0,0.0,0.0
r-lens,22,arith,use,10,6670.0,-1.206640625,0.0,0.0,0.0
r-lens,23,arith,use,10,4460.0,-1.256292724609375,0.0,0.0,0.0
r-lens,24,arith,use,10,3689.5,-1.330029296875,0.0,0.0,0.0
r-lens,25,arith,use,10,1498.0,-1.0909423828125,0.0,0.0,0.0
r-lens,26,arith,use,10,4154.5,-1.541015625,0.0,0.0,0.0
r-lens,27,arith,use,10,16478.5,-1.3546875,0.0,0.0,0.0
r-lens,28,arith,use,10,11026.5,-1.5078125,0.0,0.0,0.0
r-lens,0,binding,answer,20,25341.0,0.0013671875,0.0,0.0,0.0
r-lens,1,binding,answer,20,29686.5,0.01044921875,0.0,0.0,0.0
r-lens,2,binding,answer,20,28694.0,0.00460205078125,0.0,0.0,0.0
r-lens,3,binding,answer,20,7914.5,0.0168701171875,0.0,0.0,0.0
r-lens,4,binding,answer,20,8960.5,-0.0017578125,0.0,0.0,0.0
r-lens,5,binding,answer,20,20769.0,0.009033203125,0.0,0.0,0.0
r-lens,6,binding,answer,20,12266.0,-0.00078125,0.0,0.0,0.0
r-lens,7,binding,answer,20,11965.0,-0.02481689453125,0.0,0.0,0.0
r-lens,8,binding,answer,20,16158.0,0.0111328125,0.0,0.0,0.0
r-lens,9,binding,answer,20,16947.0,0.001373291015625,0.0,0.0,0.0
r-lens,10,binding,answer,20,10776.5,0.00078125,0.0,0.0,0.0
r-lens,11,binding,answer,20,12671.5,0.0007736444473266602,0.0,0.0,0.0
r-lens,12,binding,answer,20,19403.5,0.00439605712890625,0.0,0.0,0.0
r-lens,13,binding,answer,20,3604.0,-0.003125,0.0,0.0,0.0
r-lens,14,binding,answer,20,505.0,-0.045703125,0.0,0.0,0.05
r-lens,15,binding,answer,20,1273.0,0.0521484375,0.0,0.0,0.0
r-lens,16,binding,answer,20,1814.0,-0.04482421875,0.0,0.0,0.0
r-lens,17,binding,answer,20,537.5,0.046435546875,0.0,0.0,0.05
r-lens,18,binding,answer,20,831.0,0.0575439453125,0.0,0.0,0.0
r-lens,19,binding,answer,20,68.5,0.16953125,0.0,0.25,0.3
r-lens,20,binding,answer,20,0.0,1.5109375,0.65,1.0,1.0
r-lens,21,binding,answer,20,0.0,1.57109375,0.75,1.0,1.0
r-lens,22,binding,answer,20,0.0,1.5265625,0.85,1.0,1.0
r-lens,23,binding,answer,20,0.0,1.7328125,0.9,1.0,1.0
r-lens,24,binding,answer,20,0.0,1.78125,0.9,1.0,1.0
r-lens,25,binding,answer,20,0.5,2.0640625,0.5,1.0,1.0
r-lens,26,binding,answer,20,0.0,2.371875,0.65,1.0,1.0
r-lens,27,binding,answer,20,0.0,2.7,0.85,1.0,1.0
r-lens,28,binding,answer,20,0.0,2.61875,0.9,1.0,1.0
r-lens,0,binding,use,20,28734.5,0.00360107421875,0.0,0.0,0.0
r-lens,1,binding,use,20,27196.5,0.0751312255859375,0.0,0.0,0.0
r-lens,2,binding,use,20,14231.0,0.046466064453125,0.0,0.0,0.0
r-lens,3,binding,use,20,24028.0,-0.0273193359375,0.0,0.0,0.0
r-lens,4,binding,use,20,16995.5,0.016684341430664062,0.0,0.0,0.0
r-lens,5,binding,use,20,16720.0,-0.084246826171875,0.0,0.0,0.0
r-lens,6,binding,use,20,16668.5,-0.0275390625,0.0,0.0,0.0
r-lens,7,binding,use,20,9520.0,-0.16031494140625,0.0,0.0,0.0
r-lens,8,binding,use,20,13641.5,-0.0041015625,0.0,0.0,0.0
r-lens,9,binding,use,20,14332.5,-0.077301025390625,0.0,0.0,0.0
r-lens,10,binding,use,20,12480.0,0.0935546875,0.0,0.0,0.0
r-lens,11,binding,use,20,9101.0,0.016119384765625,0.0,0.0,0.0
r-lens,12,binding,use,20,19228.5,-0.02801513671875,0.0,0.0,0.0
r-lens,13,binding,use,20,4458.0,0.046575927734375,0.0,0.0,0.0
r-lens,14,binding,use,20,1039.5,-0.02685546875,0.0,0.0,0.0
r-lens,15,binding,use,20,1129.5,0.027978515625,0.0,0.0,0.0
r-lens,16,binding,use,20,1593.0,0.007958984375,0.0,0.0,0.0
r-lens,17,binding,use,20,922.5,-0.0019287109375,0.0,0.0,0.0
r-lens,18,binding,use,20,969.0,-0.01422119140625,0.0,0.0,0.0
r-lens,19,binding,use,20,3711.0,0.02430419921875,0.0,0.0,0.0
r-lens,20,binding,use,20,4495.0,0.0242431640625,0.0,0.0,0.0
r-lens,21,binding,use,20,5245.0,0.0195068359375,0.0,0.0,0.0
r-lens,22,binding,use,20,4007.0,-0.0289794921875,0.0,0.0,0.0
r-lens,23,binding,use,20,3778.5,-0.0001953125,0.0,0.0,0.0
r-lens,24,binding,use,20,3906.5,0.06566162109375,0.0,0.0,0.0
r-lens,25,binding,use,20,1593.0,0.0771484375,0.0,0.0,0.0
r-lens,26,binding,use,20,2237.5,0.15699462890625,0.0,0.0,0.0
r-lens,27,binding,use,20,6320.5,0.09453125,0.0,0.0,0.0
r-lens,28,binding,use,20,2063.5,0.091796875,0.0,0.0,0.0
r-lens,0,call,answer,10,25924.0,0.20904541015625,0.0,0.0,0.0
r-lens,1,call,answer,10,29699.0,-0.3739013671875,0.0,0.0,0.0
r-lens,2,call,answer,10,28391.0,-0.162139892578125,0.0,0.0,0.0
r-lens,3,call,answer,10,20378.0,0.0517578125,0.0,0.0,0.0
r-lens,4,call,answer,10,10172.5,0.651702880859375,0.0,0.0,0.0
r-lens,5,call,answer,10,20832.5,0.4476318359375,0.0,0.0,0.0
r-lens,6,call,answer,10,30582.0,-0.948974609375,0.0,0.0,0.0
r-lens,7,call,answer,10,5811.5,1.331787109375,0.0,0.0,0.0
r-lens,8,call,answer,10,14010.5,0.486419677734375,0.0,0.0,0.0
r-lens,9,call,answer,10,21401.5,0.32952880859375,0.0,0.0,0.0
r-lens,10,call,answer,10,9877.0,0.7762451171875,0.0,0.0,0.0
r-lens,11,call,answer,10,15717.5,0.638458251953125,0.0,0.0,0.0
r-lens,12,call,answer,10,18441.0,0.1309051513671875,0.0,0.0,0.0
r-lens,13,call,answer,10,4642.0,2.02935791015625,0.0,0.0,0.0
r-lens,14,call,answer,10,117.5,2.8226318359375,0.0,0.0,0.2
r-lens,15,call,answer,10,41.5,2.232177734375,0.0,0.0,0.3
r-lens,16,call,answer,10,24.5,2.8203125,0.0,0.3,0.5
r-lens,17,call,answer,10,25.0,2.43603515625,0.0,0.1,0.5
r-lens,18,call,answer,10,23.0,3.1480712890625,0.0,0.2,0.5
r-lens,19,call,answer,10,29.0,3.6207275390625,0.0,0.4,0.5
r-lens,20,call,answer,10,0.0,6.87908935546875,1.0,1.0,1.0
r-lens,21,call,answer,10,0.0,7.53863525390625,0.6,1.0,1.0
r-lens,22,call,answer,10,0.0,8.15380859375,0.9,1.0,1.0
r-lens,23,call,answer,10,0.0,8.06787109375,1.0,1.0,1.0
r-lens,24,call,answer,10,0.0,8.214599609375,1.0,1.0,1.0
r-lens,25,call,answer,10,0.0,11.4052734375,1.0,1.0,1.0
r-lens,26,call,answer,10,0.0,10.685546875,1.0,1.0,1.0
r-lens,27,call,answer,10,0.0,11.0546875,1.0,1.0,1.0
r-lens,28,call,answer,10,0.0,11.3671875,1.0,1.0,1.0
r-lens,0,call,use,10,28863.0,-0.113800048828125,0.0,0.0,0.0
r-lens,1,call,use,10,20982.5,0.152130126953125,0.0,0.0,0.0
r-lens,2,call,use,10,26349.5,0.00286865234375,0.0,0.0,0.0
r-lens,3,call,use,10,23728.5,0.1722564697265625,0.0,0.0,0.0
r-lens,4,call,use,10,31534.0,-0.2904052734375,0.0,0.0,0.0
r-lens,5,call,use,10,6327.5,1.044921875,0.0,0.0,0.0
r-lens,6,call,use,10,27006.5,-0.0218505859375,0.0,0.0,0.0
r-lens,7,call,use,10,5381.0,1.674530029296875,0.0,0.0,0.0
r-lens,8,call,use,10,15359.0,0.46197509765625,0.0,0.0,0.0
r-lens,9,call,use,10,17005.0,0.3417816162109375,0.0,0.0,0.0
r-lens,10,call,use,10,10669.5,0.8365478515625,0.0,0.0,0.0
r-lens,11,call,use,10,8857.5,0.612060546875,0.0,0.0,0.0
r-lens,12,call,use,10,21360.0,-0.130126953125,0.0,0.0,0.0
r-lens,13,call,use,10,6262.0,-0.201202392578125,0.0,0.0,0.0
r-lens,14,call,use,10,3279.5,-0.058837890625,0.0,0.0,0.0
r-lens,15,call,use,10,6580.5,-0.3519763946533203,0.0,0.0,0.0
r-lens,16,call,use,10,7200.0,-0.34543609619140625,0.0,0.0,0.0
r-lens,17,call,use,10,4910.0,0.0623626708984375,0.0,0.0,0.0
r-lens,18,call,use,10,6295.5,-0.05999755859375,0.0,0.0,0.0
r-lens,19,call,use,10,6990.5,-0.064239501953125,0.0,0.0,0.0
r-lens,20,call,use,10,10546.5,-0.4837646484375,0.0,0.0,0.0
r-lens,21,call,use,10,11090.0,-0.62298583984375,0.0,0.0,0.0
r-lens,22,call,use,10,5528.5,-0.39727783203125,0.0,0.0,0.0
r-lens,23,call,use,10,5545.0,-1.4132537841796875,0.0,0.0,0.0
r-lens,24,call,use,10,4969.5,-1.2149658203125,0.0,0.0,0.0
r-lens,25,call,use,10,1288.5,0.5573616027832031,0.0,0.0,0.0
r-lens,26,call,use,10,3164.5,0.17699432373046875,0.0,0.0,0.0
r-lens,27,call,use,10,16070.0,-1.51171875,0.0,0.0,0.0
r-lens,28,call,use,10,15440.5,-1.705078125,0.0,0.0,0.0
r-lens,0,defuse,answer,10,26211.5,-0.9892578125,0.0,0.0,0.0
r-lens,1,defuse,answer,10,25860.0,-0.90576171875,0.0,0.0,0.0
r-lens,2,defuse,answer,10,14177.5,-0.43310546875,0.0,0.0,0.0
r-lens,3,defuse,answer,10,21945.0,0.734375,0.0,0.0,0.0
r-lens,4,defuse,answer,10,9635.5,1.16796875,0.0,0.0,0.0
r-lens,5,defuse,answer,10,23267.0,-0.9091796875,0.0,0.0,0.0
r-lens,6,defuse,answer,10,11874.5,1.23828125,0.0,0.0,0.0
r-lens,7,defuse,answer,10,6120.0,0.34033203125,0.0,0.0,0.0
r-lens,8,defuse,answer,10,12183.0,0.92578125,0.0,0.0,0.0
r-lens,9,defuse,answer,10,21230.0,-0.7802734375,0.0,0.0,0.0
r-lens,10,defuse,answer,10,9309.0,1.12890625,0.0,0.0,0.0
r-lens,11,defuse,answer,10,18249.0,-0.4168701171875,0.0,0.0,0.0
r-lens,12,defuse,answer,10,20576.5,-0.85693359375,0.0,0.0,0.0
r-lens,13,defuse,answer,10,12113.0,-0.314453125,0.0,0.0,0.0
r-lens,14,defuse,answer,10,1120.5,1.4453125,0.0,0.0,0.0
r-lens,15,defuse,answer,10,1980.0,0.07421875,0.0,0.0,0.0
r-lens,16,defuse,answer,10,178.0,1.90625,0.0,0.0,0.1
r-lens,17,defuse,answer,10,36.5,1.52734375,0.0,0.1,0.2
r-lens,18,defuse,answer,10,74.5,1.90625,0.0,0.0,0.1
r-lens,19,defuse,answer,10,116.5,1.5625,0.0,0.0,0.2
r-lens,20,defuse,answer,10,20.5,2.640625,0.0,0.3,0.5
r-lens,21,defuse,answer,10,13.5,2.75,0.1,0.4,0.7
r-lens,22,defuse,answer,10,5.5,1.28125,0.2,0.8,0.9
r-lens,23,defuse,answer,10,2.0,1.453125,0.4,0.9,0.9
r-lens,24,defuse,answer,10,2.0,1.1875,0.3,0.9,0.9
r-lens,25,defuse,answer,10,1.0,0.984375,0.4,1.0,1.0
r-lens,26,defuse,answer,10,1.0,-0.5,0.3,1.0,1.0
r-lens,27,defuse,answer,10,0.5,-0.21875,0.5,1.0,1.0
r-lens,28,defuse,answer,10,0.5,0.40625,0.5,1.0,1.0
r-lens,0,defuse,use,10,29303.0,-1.0396728515625,0.0,0.0,0.0
r-lens,1,defuse,use,10,6414.5,1.39453125,0.0,0.0,0.0
r-lens,2,defuse,use,10,23473.0,-1.0281982421875,0.0,0.0,0.0
r-lens,3,defuse,use,10,6021.0,0.4130859375,0.0,0.0,0.0
r-lens,4,defuse,use,10,33939.5,-1.107421875,0.0,0.0,0.0
r-lens,5,defuse,use,10,6501.5,1.375,0.0,0.0,0.0
r-lens,6,defuse,use,10,20432.0,0.49609375,0.0,0.0,0.0
r-lens,7,defuse,use,10,5443.0,0.56396484375,0.0,0.0,0.0
r-lens,8,defuse,use,10,11367.0,1.03125,0.0,0.0,0.0
r-lens,9,defuse,use,10,15846.0,-0.0546875,0.0,0.0,0.0
r-lens,10,defuse,use,10,10885.0,0.4765625,0.0,0.0,0.0
r-lens,11,defuse,use,10,10177.5,1.56640625,0.0,0.0,0.0
r-lens,12,defuse,use,10,18688.5,-0.79052734375,0.0,0.0,0.0
r-lens,13,defuse,use,10,2408.0,1.580078125,0.0,0.0,0.0
r-lens,14,defuse,use,10,860.5,0.4609375,0.0,0.0,0.0
r-lens,15,defuse,use,10,1438.0,0.58203125,0.0,0.0,0.0
r-lens,16,defuse,use,10,1885.5,0.742431640625,0.0,0.0,0.0
r-lens,17,defuse,use,10,691.5,0.638671875,0.0,0.0,0.0
r-lens,18,defuse,use,10,512.5,0.400390625,0.0,0.0,0.0
r-lens,19,defuse,use,10,1617.5,0.2567138671875,0.0,0.0,0.0
r-lens,20,defuse,use,10,4085.0,-0.02191162109375,0.0,0.0,0.0
r-lens,21,defuse,use,10,6396.0,0.05810546875,0.0,0.0,0.0
r-lens,22,defuse,use,10,4524.5,0.3369140625,0.0,0.0,0.0
r-lens,23,defuse,use,10,4033.5,0.62158203125,0.0,0.0,0.0
r-lens,24,defuse,use,10,3560.0,0.5478515625,0.0,0.0,0.0
r-lens,25,defuse,use,10,1743.0,0.759765625,0.0,0.0,0.0
r-lens,26,defuse,use,10,1880.0,0.919921875,0.0,0.0,0.0
r-lens,27,defuse,use,10,3822.5,1.3037109375,0.0,0.0,0.0
r-lens,28,defuse,use,10,569.0,1.5352783203125,0.0,0.0,0.0
r-lens,0,loopvar,use,10,5283.5,0.0484375,0.0,0.0,0.0
r-lens,1,loopvar,use,10,18569.5,2.9748046875,0.0,0.0,0.0
r-lens,2,loopvar,use,10,2784.0,0.7828125,0.0,0.0,0.0
r-lens,3,loopvar,use,10,5302.0,0.0984375,0.0,0.0,0.0
r-lens,4,loopvar,use,10,24068.0,0.2554443359375,0.0,0.0,0.0
r-lens,5,loopvar,use,10,21000.0,-0.85911865234375,0.0,0.0,0.0
r-lens,6,loopvar,use,10,3431.0,6.938671875,0.0,0.0,0.0
r-lens,7,loopvar,use,10,18104.0,-3.078125,0.0,0.0,0.0
r-lens,8,loopvar,use,10,21511.0,2.663671875,0.0,0.0,0.0
r-lens,9,loopvar,use,10,13415.0,-6.21640625,0.0,0.0,0.0
r-lens,10,loopvar,use,10,20003.0,2.6947265625,0.0,0.0,0.0
r-lens,11,loopvar,use,10,5617.0,-2.23134765625,0.0,0.0,0.0
r-lens,12,loopvar,use,10,1198.0,1.8671875,0.0,0.0,0.0
r-lens,13,loopvar,use,10,385.5,1.15078125,0.0,0.0,0.0
r-lens,14,loopvar,use,10,53.0,3.44969482421875,0.0,0.0,0.0
r-lens,15,loopvar,use,10,145.0,1.24609375,0.0,0.0,0.0
r-lens,16,loopvar,use,10,83.0,1.898828125,0.0,0.0,0.0
r-lens,17,loopvar,use,10,312.0,0.7052734375,0.0,0.0,0.0
r-lens,18,loopvar,use,10,41.5,1.3609375,0.0,0.0,0.0
r-lens,19,loopvar,use,10,3.5,2.09140625,0.0,0.8,1.0
r-lens,20,loopvar,use,10,1.0,3.471875,0.2,1.0,1.0
r-lens,21,loopvar,use,10,0.5,5.5203125,0.5,1.0,1.0
r-lens,22,loopvar,use,10,0.0,5.184375,0.7,1.0,1.0
r-lens,23,loopvar,use,10,1.0,6.0421875,0.0,1.0,1.0
r-lens,24,loopvar,use,10,1.0,6.5609375,0.0,1.0,1.0
r-lens,25,loopvar,use,10,0.0,11.4953125,1.0,1.0,1.0
r-lens,26,loopvar,use,10,0.0,11.2546875,0.7,1.0,1.0
r-lens,27,loopvar,use,10,0.0,10.6875,1.0,1.0,1.0
r-lens,28,loopvar,use,10,0.0,8.93125,1.0,1.0,1.0
r-lens,0,scopeword,use,20,24998.5,0.00830078125,0.0,0.0,0.0
r-lens,1,scopeword,use,20,23338.0,-0.2853515625,0.0,0.0,0.0
r-lens,2,scopeword,use,20,11522.5,-0.11923828125,0.0,0.0,0.0
r-lens,3,scopeword,use,20,18484.0,-0.13017578125,0.0,0.0,0.0
r-lens,4,scopeword,use,20,1334.0,0.0421875,0.0,0.0,0.0
r-lens,5,scopeword,use,20,9944.0,-0.24375,0.0,0.0,0.0
r-lens,6,scopeword,use,20,3773.5,-0.07421875,0.0,0.0,0.0
r-lens,7,scopeword,use,20,3151.5,0.491168212890625,0.0,0.0,0.0
r-lens,8,scopeword,use,20,2174.0,-0.03671875,0.0,0.0,0.0
r-lens,9,scopeword,use,20,5825.0,-0.18359375,0.0,0.0,0.0
r-lens,10,scopeword,use,20,3425.5,-0.05703125,0.0,0.0,0.0
r-lens,11,scopeword,use,20,2300.5,-0.2576171875,0.0,0.0,0.0
r-lens,12,scopeword,use,20,14736.5,0.0396484375,0.0,0.0,0.0
r-lens,13,scopeword,use,20,1983.5,-0.185546875,0.0,0.0,0.0
r-lens,14,scopeword,use,20,225.5,-0.08125,0.0,0.0,0.0
r-lens,15,scopeword,use,20,226.0,-0.1580078125,0.0,0.0,0.0
r-lens,16,scopeword,use,20,344.0,-0.9642578125,0.0,0.0,0.0
r-lens,17,scopeword,use,20,373.5,-0.6490234375,0.0,0.0,0.0
r-lens,18,scopeword,use,20,273.5,-0.90057373046875,0.0,0.0,0.0
r-lens,19,scopeword,use,20,327.0,-0.723388671875,0.0,0.0,0.0
r-lens,20,scopeword,use,20,656.5,-0.568017578125,0.0,0.0,0.0
r-lens,21,scopeword,use,20,131.0,-0.695208740234375,0.0,0.2,0.25
r-lens,22,scopeword,use,20,416.0,-0.95384521484375,0.0,0.05,0.1
r-lens,23,scopeword,use,20,454.0,-0.9512298583984375,0.0,0.05,0.1
r-lens,24,scopeword,use,20,483.5,-0.48175582885742185,0.0,0.0,0.1
r-lens,25,scopeword,use,20,416.0,-0.272393798828125,0.0,0.0,0.0
r-lens,26,scopeword,use,20,747.5,-0.3552490234375,0.0,0.0,0.0
r-lens,27,scopeword,use,20,359.5,0.0591796875,0.0,0.0,0.0
r-lens,28,scopeword,use,20,242.0,0.21396484375,0.0,0.0,0.0
r-lens,0,typeof,use,10,4850.0,0.86640625,0.0,0.0,0.0
r-lens,1,typeof,use,10,2708.0,1.1265625,0.0,0.0,0.0
r-lens,2,typeof,use,10,12892.0,-0.60625,0.0,0.0,0.0
r-lens,3,typeof,use,10,3181.0,0.68984375,0.0,0.0,0.0
r-lens,4,typeof,use,10,37173.0,-1.07236328125,0.0,0.0,0.0
r-lens,5,typeof,use,10,20623.0,-0.3875,0.0,0.0,0.0
r-lens,6,typeof,use,10,2763.0,1.45,0.0,0.0,0.0
r-lens,7,typeof,use,10,6193.0,-0.66826171875,0.0,0.0,0.0
r-lens,8,typeof,use,10,44748.0,-1.9265625,0.0,0.0,0.0
r-lens,9,typeof,use,10,9618.0,-1.06552734375,0.0,0.0,0.0
r-lens,10,typeof,use,10,38615.0,-2.48984375,0.0,0.0,0.0
r-lens,11,typeof,use,10,305.0,1.0296875,0.0,0.0,0.0
r-lens,12,typeof,use,10,1661.0,1.7328125,0.0,0.0,0.0
r-lens,13,typeof,use,10,655.0,1.045703125,0.0,0.0,0.0
r-lens,14,typeof,use,10,571.0,1.15107421875,0.0,0.0,0.0
r-lens,15,typeof,use,10,235.0,1.220751953125,0.0,0.0,0.3
r-lens,16,typeof,use,10,110.0,1.386865234375,0.0,0.0,0.0
r-lens,17,typeof,use,10,102.0,1.034130859375,0.0,0.0,0.0
r-lens,18,typeof,use,10,39.0,1.41953125,0.0,0.3,0.3
r-lens,19,typeof,use,10,1.0,1.56015625,0.3,0.7,0.7
r-lens,20,typeof,use,10,1.0,2.103125,0.3,0.7,1.0
r-lens,21,typeof,use,10,1.0,3.5828125,0.3,1.0,1.0
r-lens,22,typeof,use,10,1.0,4.2953125,0.3,1.0,1.0
r-lens,23,typeof,use,10,1.0,4.971875,0.3,1.0,1.0
r-lens,24,typeof,use,10,1.0,5.784375,0.3,1.0,1.0
r-lens,25,typeof,use,10,0.0,8.8,0.7,1.0,1.0
r-lens,26,typeof,use,10,0.0,9.528125,0.7,1.0,1.0
r-lens,27,typeof,use,10,1.0,8.81875,0.4,1.0,1.0
r-lens,28,typeof,use,10,1.0,7.33125,0.4,1.0,1.0
