model,split,lens,layer,site,token_id,token,mean_delta_z,rank,sign_consistency,is_concept_unsafe,is_concept_safe,is_random_control,n_pairs
deepseek-coder-1.3b,train,clens,-1,sink_arg,7897,нд,0.0038994820857025142,67,0.13095238095238096,0,0,0,168
deepseek-coder-1.3b,train,clens,-1,sink_arg,2798,mb,0.004898305193989937,65,0.125,0,0,0,168
deepseek-coder-1.3b,train,clens,-1,sink_arg,21392,anti,0.00689291257865791,56,0.125,0,0,0,168
deepseek-coder-1.3b,train,clens,-1,sink_arg,6127,rd,-0.00116500923949446,101,0.11904761904761904,0,0,0,168
deepseek-coder-1.3b,train,clens,-1,sink_arg,23486,arith,0.016057344859226743,23,0.1488095238095238,0,0,0,168
deepseek-coder-1.3b,train,clens,-1,sink_arg,7698,exec,-0.008436352630284355,143,0.11904761904761904,0,0,0,168
deepseek-coder-1.3b,train,clens,-1,sink_arg,19065, suite,-0.0017950973372483439,107,0.10714285714285714,0,0,0,168
deepseek-coder-1.3b,train,clens,-1,sink_arg,26705, rises,0.0032707232718517023,72,0.1130952380952381,0,0,0,168
deepseek-coder-1.3b,train,clens,-1,sink_arg,4259,ца,0.0073632922955270234,53,0.1488095238095238,0,0,0,168
deepseek-coder-1.3b,train,clens,-1,sink_arg,11729, heaven,0.0028633392658935167,75,0.11904761904761904,0,0,0,168
deepseek-coder-1.3b,train,clens,-1,sink_arg,19821,apore,-0.009915831478259482,150,0.10714285714285714,0,0,0,168
deepseek-coder-1.3b,train,clens,-1,sink_arg,29504, governed,-0.003814322558886652,118,0.125,0,0,0,168
deepseek-coder-1.3b,train,clens,-1,sink_arg,12540,etic,0.023442178148756296,7,0.13095238095238096,0,0,0,168
deepseek-coder-1.3b,train,clens,-1,sink_arg,4815,rangle,0.005014062563808823,63,0.11904761904761904,0,0,0,168
deepseek-coder-1.3b,train,clens,-1,sink_arg,7055,ря,-0.012670414235033154,166,0.10714285714285714,0,0,0,168
deepseek-coder-1.3b,train,clens,-1,sink_arg,23137,iars,0.001887561271229982,80,0.125,0,0,0,168
deepseek-coder-1.3b,train,clens,-1,sink_arg,24452,UX,0.01252399377122792,31,0.15476190476190477,0,0,0,168
deepseek-coder-1.3b,train,clens,-1,sink_arg,4624,su,0.015661122981243364,24,0.1488095238095238,0,0,0,168
deepseek-coder-1.3b,train,clens,-1,sink_arg,15516,mor,-0.006174109846863578,133,0.13095238095238096,0,0,0,168
deepseek-coder-1.3b,train,clens,-1,sink_arg,14388, knock,-0.008505903395107739,144,0.10714285714285714,0,0,0,168
deepseek-coder-1.3b,train,clens,-1,sink_arg,31600, interchange,-0.005780095528865442,129,0.10714285714285714,0,0,0,168
deepseek-coder-1.3b,train,clens,-1,sink_arg,28921,年前,-0.013337889724707841,170,0.10119047619047619,0,0,0,168
deepseek-coder-1.3b,train,clens,-1,sink_arg,2868,sel,0.020382324344964915,10,0.15476190476190477,0,0,0,168
deepseek-coder-1.3b,train,clens,-1,sink_arg,27460,нга,-0.007177562571842382,139,0.10119047619047619,0,0,0,168
deepseek-coder-1.3b,train,clens,-1,sink_arg,5571,pa,-0.020395400147921062,190,0.10714285714285714,0,0,0,168
deepseek-coder-1.3b,train,clens,-1,sink_arg,30475, musul,0.0049492123849619535,64,0.13690476190476192,0,0,0,168
deepseek-coder-1.3b,train,clens,-1,sink_arg,29600, били,0.00931435365321283,45,0.13690476190476192,0,0,0,168
deepseek-coder-1.3b,train,clens,-1,sink_arg,24801, мини,-0.006814153582115517,138,0.1130952380952381,0,0,0,168
deepseek-coder-1.3b,train,clens,-1,sink_arg,3568, exec,-0.019111235971734013,187,0.1130952380952381,0,0,0,168
deepseek-coder-1.3b,train,clens,-1,sink_arg,5085,pat,-0.015503782345363738,177,0.1130952380952381,0,0,0,168
deepseek-coder-1.3b,train,clens,-1,sink_arg,25954,总体,0.002930439092249702,74,0.11904761904761904,0,0,0,168
deepseek-coder-1.3b,train,clens,-1,sink_arg,26240,iquel,0.023488179459557026,6,0.1488095238095238,0,0,0,168
deepseek-coder-1.3b,train,clens,-1,sink_arg,14365,Footnote,0.0055271075769557955,62,0.1488095238095238,0,0,0,168
deepseek-coder-1.3b,train,clens,-1,sink_arg,30141, Suite,0.008030043258585499,49,0.13095238095238096,0,0,0,168
deepseek-coder-1.3b,train,clens,-1,sink_arg,936,hat,0.002095884509129673,79,0.13095238095238096,0,0,0,168
deepseek-coder-1.3b,train,clens,-1,sink_arg,19165,}{(,-0.0035542214966863286,116,0.11904761904761904,0,0,0,168
deepseek-coder-1.3b,train,clens,-1,sink_arg,18374,suff,0.013409221179922952,29,0.13690476190476192,0,0,0,168
deepseek-coder-1.3b,train,clens,-1,sink_arg,25226, lighter,0.00816512704850795,48,0.13095238095238096,0,0,0,168
deepseek-coder-1.3b,train,clens,-1,sink_arg,21960,可能是,0.0009986881507003322,89,0.125,0,0,0,168
deepseek-coder-1.3b,train,clens,-1,sink_arg,2475, techn,-0.010936494639280326,158,0.09523809523809523,0,0,0,168
deepseek-coder-1.3b,train,clens,-1,sink_arg,24242,ánd,-0.0028066013479867767,113,0.14285714285714285,0,0,0,168
deepseek-coder-1.3b,train,clens,-1,sink_arg,30136,rita,0.017541027356431208,15,0.16071428571428573,0,0,0,168
deepseek-coder-1.3b,train,clens,-1,sink_arg,5973,云,-0.011094853128878281,160,0.09523809523809523,0,0,0,168
deepseek-coder-1.3b,train,clens,-1,sink_arg,1718,ци,-0.006671539324606674,137,0.10119047619047619,0,0,0,168
deepseek-coder-1.3b,train,clens,-1,sink_arg,19082, Lemmon,0.01467369706134993,26,0.13095238095238096,0,0,0,168
deepseek-coder-1.3b,train,clens,-1,sink_arg,23270, parl,-0.015154061681268136,176,0.10119047619047619,0,0,0,168
deepseek-coder-1.3b,train,clens,-1,sink_arg,19886,associ,-0.015769294059577537,180,0.10119047619047619,0,0,0,168
deepseek-coder-1.3b,train,clens,-1,sink_arg,3056,增,4.6330107361743355e-05,96,0.125,0,0,0,168
deepseek-coder-1.3b,train,clens,-1,sink_arg,30525, кора,-0.0022966843879752385,108,0.10119047619047619,0,0,0,168
deepseek-coder-1.3b,train,clens,-1,sink_arg,23502,antes,-0.011455258395116467,161,0.1130952380952381,0,0,0,168
deepseek-coder-1.3b,train,clens,-1,sink_arg,19960, wrapped,-0.015520847319238336,178,0.1130952380952381,0,0,0,168
deepseek-coder-1.3b,train,clens,-1,sink_arg,24853, wherein,0.0017413826781785388,82,0.125,0,0,0,168
deepseek-coder-1.3b,train,clens,-1,sink_arg,20842,所在,-0.000867590179298397,99,0.125,0,0,0,168
deepseek-coder-1.3b,train,clens,-1,sink_arg,14289,iro,-0.0028099309482062175,114,0.125,0,0,0,168
deepseek-coder-1.3b,train,clens,-1,sink_arg,6272,另,0.006866533145130269,57,0.1488095238095238,0,0,0,168
deepseek-coder-1.3b,train,clens,-1,sink_arg,23170,тва,-0.010013761236392357,152,0.13095238095238096,0,0,0,168
deepseek-coder-1.3b,train,clens,-1,sink_arg,28716,ientes,-0.04268074546619555,195,0.08928571428571429,0,0,0,168
deepseek-coder-1.3b,train,clens,-1,sink_arg,29053,raising,0.009390217146841481,43,0.1488095238095238,0,0,0,168
deepseek-coder-1.3b,train,clens,-1,sink_arg,28430,NL,0.025574685160333132,5,0.15476190476190477,0,0,0,168
deepseek-coder-1.3b,train,clens,-1,sink_arg,3609,ux,0.013554632432562127,28,0.15476190476190477,0,0,0,168
deepseek-coder-1.3b,train,clens,-1,sink_arg,18341, река,0.0213839714801846,9,0.14285714285714285,0,0,0,168
deepseek-coder-1.3b,train,clens,-1,sink_arg,19996,ambi,-0.005388314445044742,127,0.10119047619047619,0,0,0,168
deepseek-coder-1.3b,train,clens,-1,sink_arg,12414, hurt,0.0009818278680845355,90,0.125,0,0,0,168
deepseek-coder-1.3b,train,clens,-1,sink_arg,2122,ria,0.003122480270465103,73,0.13690476190476192,0,0,0,168
deepseek-coder-1.3b,train,clens,-1,sink_arg,14628,来了,-0.0074101323261045755,140,0.10714285714285714,0,0,0,168
deepseek-coder-1.3b,train,clens,-1,sink_arg,2206,�,0.0008041141804388636,91,0.13095238095238096,0,0,0,168
deepseek-coder-1.3b,train,clens,-1,sink_arg,11505,途,-0.00552153519677637,128,0.10714285714285714,0,0,0,168
deepseek-coder-1.3b,train,clens,-1,sink_arg,15183,цо,-0.016332280203677878,182,0.13095238095238096,0,0,0,168
deepseek-coder-1.3b,train,clens,-1,sink_arg,17149,hbar,0.007411357545886656,52,0.13690476190476192,0,0,0,168
deepseek-coder-1.3b,train,clens,-1,sink_arg,3129,联,-0.012015542287767442,163,0.10119047619047619,0,0,0,168
deepseek-coder-1.3b,train,clens,-1,sink_arg,29704,eses,0.0001772221592194346,95,0.11904761904761904,0,0,0,168
deepseek-coder-1.3b,train,clens,-1,sink_arg,28224, Bour,-0.011777464385359399,162,0.10119047619047619,0,0,0,168
deepseek-coder-1.3b,train,clens,-1,sink_arg,7667,iente,-0.03438959413628399,194,0.10714285714285714,0,0,0,168
deepseek-coder-1.3b,train,clens,-1,sink_arg,25094,ateral,0.010864898103991496,37,0.14285714285714285,0,0,0,168
deepseek-coder-1.3b,train,clens,-1,sink_arg,25411,lux,0.002578950985820438,77,0.11904761904761904,0,0,0,168
deepseek-coder-1.3b,train,clens,-1,sink_arg,21123,DOCTYPE,-0.005173447003716543,126,0.11904761904761904,0,0,0,168
deepseek-coder-1.3b,train,clens,-1,sink_arg,21442, deserve,-0.008798030279992255,147,0.10119047619047619,0,0,0,168
deepseek-coder-1.3b,train,clens,-1,sink_arg,10960,бу,-0.0024705845588732073,109,0.125,0,0,0,168
deepseek-coder-1.3b,train,clens,-1,sink_arg,18879,amic,0.00954619370085528,42,0.13095238095238096,0,0,0,168
deepseek-coder-1.3b,train,clens,-1,sink_arg,29720,rag,-0.0009664312424201161,100,0.1130952380952381,0,0,0,168
deepseek-coder-1.3b,train,clens,-1,sink_arg,9445,iously,0.00781753709965459,51,0.13690476190476192,0,0,0,168
deepseek-coder-1.3b,train,clens,-1,sink_arg,14886, cancel,0.0006694398990158742,92,0.1488095238095238,0,0,0,168
deepseek-coder-1.3b,train,clens,-1,sink_arg,24175,或是,-0.011021715454908225,159,0.09523809523809523,0,0,0,168
deepseek-coder-1.3b,train,clens,-1,sink_arg,932,�,-0.004149391847046904,119,0.10714285714285714,0,0,0,168
deepseek-coder-1.3b,train,clens,-1,sink_arg,22565,ugs,-0.020249525878703496,189,0.1130952380952381,0,0,0,168
deepseek-coder-1.3b,train,clens,-1,sink_arg,4467,egraphics,0.029078441083371837,1,0.13095238095238096,0,0,0,168
deepseek-coder-1.3b,train,clens,-1,sink_arg,3214,rt,-0.0065944316343664496,135,0.13095238095238096,0,0,0,168
deepseek-coder-1.3b,train,clens,-1,sink_arg,10342, disput,-0.007813128879296154,142,0.1130952380952381,0,0,0,168
deepseek-coder-1.3b,train,clens,-1,sink_arg,17542, behalf,-0.0035581552385513878,117,0.13095238095238096,0,0,0,168
deepseek-coder-1.3b,train,clens,-1,sink_arg,20665, associate,-0.014581267257105105,174,0.10714285714285714,0,0,0,168
deepseek-coder-1.3b,train,clens,-1,sink_arg,6731,Pol,0.022239277199214397,8,0.14285714285714285,0,0,0,168
deepseek-coder-1.3b,train,clens,-1,sink_arg,23274,ян,-0.02346072422679674,192,0.10119047619047619,0,0,0,168
deepseek-coder-1.3b,train,clens,-1,sink_arg,17770,agra,-0.017423661472074543,184,0.10714285714285714,0,0,0,168
deepseek-coder-1.3b,train,clens,-1,sink_arg,28180, Poly,-0.008623591447127767,145,0.10119047619047619,0,0,0,168
deepseek-coder-1.3b,train,clens,-1,sink_arg,13010, MB,0.018924124615156135,13,0.13690476190476192,0,0,0,168
deepseek-coder-1.3b,train,clens,-1,sink_arg,2878,La,0.011965964479403216,33,0.1488095238095238,0,0,1,168
deepseek-coder-1.3b,train,clens,-1,sink_arg,24964, threats,-0.0015410621839628401,104,0.11904761904761904,0,0,1,168
deepseek-coder-1.3b,train,clens,-1,sink_arg,21113,旋,0.0017098566914639777,83,0.13095238095238096,0,0,1,168
deepseek-coder-1.3b,train,clens,-1,sink_arg,14156, fits,0.010543981005847053,39,0.14285714285714285,0,0,1,168
deepseek-coder-1.3b,train,clens,-1,sink_arg,13967, mile,-0.01021006341168057,154,0.10714285714285714,0,0,1,168
deepseek-coder-1.3b,train,clens,-1,sink_arg,27694,blob,-0.004173500577559119,120,0.125,0,0,1,168
deepseek-coder-1.3b,train,clens,-1,sink_arg,2772,rip,-0.00134804615013181,102,0.14285714285714285,0,0,1,168
deepseek-coder-1.3b,train,clens,-1,sink_arg,22494,一线,0.010042818258419134,40,0.15476190476190477,0,0,1,168
deepseek-coder-1.3b,train,clens,-1,sink_arg,6498,Line,0.01651455326084418,19,0.1488095238095238,0,0,1,168
deepseek-coder-1.3b,train,clens,-1,sink_arg,3037,报,0.0013822766385253623,87,0.125,0,0,1,168
deepseek-coder-1.3b,train,clens,-1,sink_arg,16982, clicking,-0.005814640022849622,130,0.1130952380952381,0,0,1,168
deepseek-coder-1.3b,train,clens,-1,sink_arg,31469,原料,-0.010936163646173067,157,0.10714285714285714,0,0,1,168
deepseek-coder-1.3b,train,clens,-1,sink_arg,23732,annah,-0.018141219308532474,186,0.10119047619047619,0,0,1,168
deepseek-coder-1.3b,train,clens,-1,sink_arg,24551,Ге,0.016315382724676423,20,0.1488095238095238,0,0,1,168
deepseek-coder-1.3b,train,clens,-1,sink_arg,23142,江苏,-0.010119982551551807,153,0.10119047619047619,0,0,1,168
deepseek-coder-1.3b,train,clens,-1,sink_arg,25355, diabetes,-0.008718384448732944,146,0.10714285714285714,0,0,1,168
deepseek-coder-1.3b,train,clens,-1,sink_arg,16554,爱的,-0.015747751411449858,179,0.10119047619047619,0,0,1,168
deepseek-coder-1.3b,train,clens,-1,sink_arg,4132,ken,0.0021350019236774883,78,0.13095238095238096,0,0,1,168
deepseek-coder-1.3b,train,clens,-1,sink_arg,27086,atisf,-0.004785798433934855,124,0.125,0,0,1,168
deepseek-coder-1.3b,train,clens,-1,sink_arg,14527,泽,-0.008975711752179068,148,0.10714285714285714,0,0,1,168
deepseek-coder-1.3b,train,clens,-1,sink_arg,16139,肿,-0.02084458865575432,191,0.11904761904761904,0,0,1,168
deepseek-coder-1.3b,train,clens,-1,sink_arg,11960, apro,-0.0027800862327003765,112,0.11904761904761904,0,0,1,168
deepseek-coder-1.3b,train,clens,-1,sink_arg,5888,pected,-0.0058867591697450245,132,0.1130952380952381,0,0,1,168
deepseek-coder-1.3b,train,clens,-1,sink_arg,29893, accessing,-0.012830796721173906,168,0.10119047619047619,0,0,1,168
deepseek-coder-1.3b,train,clens,-1,sink_arg,25210, assumes,0.003508783541325263,70,0.13095238095238096,0,0,1,168
deepseek-coder-1.3b,train,clens,-1,sink_arg,20768,alias,-0.013972420282694171,172,0.1130952380952381,0,0,1,168
deepseek-coder-1.3b,train,clens,-1,sink_arg,12980,liament,0.0016766072267416783,84,0.1130952380952381,0,0,1,168
deepseek-coder-1.3b,train,clens,-1,sink_arg,26538,Hen,0.006759613932419288,59,0.14285714285714285,0,0,1,168
deepseek-coder-1.3b,train,clens,-1,sink_arg,17593,cccc,-0.01220372461926284,164,0.10714285714285714,0,0,1,168
deepseek-coder-1.3b,train,clens,-1,sink_arg,14302,UST,0.0072033937923020675,54,0.13095238095238096,0,0,1,168
deepseek-coder-1.3b,train,clens,-1,sink_arg,14530,辛,0.0069592394423024255,55,0.13690476190476192,0,0,1,168
deepseek-coder-1.3b,train,clens,-1,sink_arg,7329,ercial,0.02028289837025256,11,0.125,0,0,1,168
deepseek-coder-1.3b,train,clens,-1,last_token,24281, vulnerable,0.0,0,0.0,1,0,0,168
deepseek-coder-1.3b,train,clens,-1,last_token,5723, safe,0.0,1,0.0,0,1,0,168
deepseek-coder-1.3b,train,clens,-1,last_token,18532, trusted,0.0,2,0.0,0,1,0,168
deepseek-coder-1.3b,train,clens,-1,last_token,3910, clean,0.0,3,0.0,0,1,0,168
deepseek-coder-1.3b,train,clens,-1,last_token,5402,ibly,0.0,4,0.0,0,0,0,168
deepseek-coder-1.3b,train,clens,-1,last_token,29948, sensation,0.0,5,0.0,0,0,0,168
deepseek-coder-1.3b,train,clens,-1,last_token,27671,bey,0.0,6,0.0,0,0,0,168
deepseek-coder-1.3b,train,clens,-1,last_token,19371,ected,0.0,7,0.0,0,0,0,168
deepseek-coder-1.3b,train,clens,-1,last_token,3015, ?,0.0,8,0.0,0,0,0,168
deepseek-coder-1.3b,train,clens,-1,last_token,7596,di,0.0,9,0.0,0,0,0,168
deepseek-coder-1.3b,train,clens,-1,last_token,18949,metic,0.0,10,0.0,0,0,0,168
deepseek-coder-1.3b,train,clens,-1,last_token,9371,uled,0.0,11,0.0,0,0,0,168
deepseek-coder-1.3b,train,clens,-1,last_token,10597,icker,0.0,12,0.0,0,0,0,168
deepseek-coder-1.3b,train,clens,-1,last_token,26716, sovi,0.0,13,0.0,0,0,0,168
deepseek-coder-1.3b,train,clens,-1,last_token,28194,inas,0.0,14,0.0,0,0,0,168
deepseek-coder-1.3b,train,clens,-1,last_token,20560,looked,0.0,15,0.0,0,0,0,168
deepseek-coder-1.3b,train,clens,-1,last_token,23355,lord,0.0,16,0.0,0,0,0,168
deepseek-coder-1.3b,train,clens,-1,last_token,30667,edic,0.0,17,0.0,0,0,0,168
deepseek-coder-1.3b,train,clens,-1,last_token,21967,?!,0.0,18,0.0,0,0,0,168
deepseek-coder-1.3b,train,clens,-1,last_token,27260,emor,0.0,19,0.0,0,0,0,168
deepseek-coder-1.3b,train,clens,-1,last_token,25981, alleged,0.0,20,0.0,0,0,0,168
deepseek-coder-1.3b,train,clens,-1,last_token,14120,edly,0.0,21,0.0,0,0,0,168
deepseek-coder-1.3b,train,clens,-1,last_token,2178,ably,0.0,22,0.0,0,0,0,168
deepseek-coder-1.3b,train,clens,-1,last_token,30309,mx,0.0,23,0.0,0,0,0,168
deepseek-coder-1.3b,train,clens,-1,last_token,5668,??,0.0,24,0.0,0,0,0,168
deepseek-coder-1.3b,train,clens,-1,last_token,9303,pled,0.0,25,0.0,0,0,0,168
deepseek-coder-1.3b,train,clens,-1,last_token,14139,Di,0.0,26,0.0,0,0,0,168
deepseek-coder-1.3b,train,clens,-1,last_token,26765,ROP,0.0,27,0.0,0,0,0,168
deepseek-coder-1.3b,train,clens,-1,last_token,8212, Di,0.0,28,0.0,0,0,0,168
deepseek-coder-1.3b,train,clens,-1,last_token,2030,ified,0.0,29,0.0,0,0,0,168
deepseek-coder-1.3b,train,clens,-1,last_token,15390,God,0.0,30,0.0,0,0,0,168
deepseek-coder-1.3b,train,clens,-1,last_token,2518,ponse,0.0,31,0.0,0,0,0,168
deepseek-coder-1.3b,train,clens,-1,last_token,5737,arily,0.0,32,0.0,0,0,0,168
deepseek-coder-1.3b,train,clens,-1,last_token,19041,Having,0.0,33,0.0,0,0,0,168
deepseek-coder-1.3b,train,clens,-1,last_token,18958,lemn,0.0,34,0.0,0,0,0,168
deepseek-coder-1.3b,train,clens,-1,last_token,11615,чина,0.0,35,0.0,0,0,0,168
deepseek-coder-1.3b,train,clens,-1,last_token,3630,itten,0.0,36,0.0,0,0,0,168
