model,lens,layer,site,condition,condition_kind,condition_order,cosine_to_clean
deepseek-coder-6.7b,jlens,19,last_token,rename_cumulative,cumulative,21,0.4598154907182791
deepseek-coder-6.7b,jlens,19,last_token,rename_opaque,cumulative,22,0.3993410121506534
deepseek-coder-6.7b,jlens,19,last_token,rename_opaque_encode,cumulative,23,0.33747223774339974
deepseek-coder-6.7b,jlens,19,last_token,rename_opaque_encode_flatten,cumulative,24,0.23889043713708127
deepseek-coder-6.7b,jlens,23,last_token,clean_heldout,clean,-1,0.9999999999999997
deepseek-coder-6.7b,jlens,23,last_token,normalize,baseline,0,0.5192080338367248
deepseek-coder-6.7b,jlens,23,last_token,rename_only,atomic,11,0.3984325668287468
deepseek-coder-6.7b,jlens,23,last_token,opaque_only,atomic,12,0.4356830682467509
deepseek-coder-6.7b,jlens,23,last_token,encode_only,atomic,13,0.49272046819198995
deepseek-coder-6.7b,jlens,23,last_token,flatten_only,atomic,14,0.08788456146856194
deepseek-coder-6.7b,jlens,23,last_token,rename_cumulative,cumulative,21,0.37543852744941025
deepseek-coder-6.7b,jlens,23,last_token,rename_opaque,cumulative,22,0.3623076526477871
deepseek-coder-6.7b,jlens,23,last_token,rename_opaque_encode,cumulative,23,0.3170773699143589
deepseek-coder-6.7b,jlens,23,last_token,rename_opaque_encode_flatten,cumulative,24,0.23738984230076945
deepseek-coder-6.7b,jlens,27,last_token,clean_heldout,clean,-1,0.9999999999999998
deepseek-coder-6.7b,jlens,27,last_token,normalize,baseline,0,0.5026977578451408
deepseek-coder-6.7b,jlens,27,last_token,rename_only,atomic,11,0.4080292564589589
deepseek-coder-6.7b,jlens,27,last_token,opaque_only,atomic,12,0.41598725054712227
deepseek-coder-6.7b,jlens,27,last_token,encode_only,atomic,13,0.46373905972047647
deepseek-coder-6.7b,jlens,27,last_token,flatten_only,atomic,14,0.19185504965007025
deepseek-coder-6.7b,jlens,27,last_token,rename_cumulative,cumulative,21,0.3868746966340007
deepseek-coder-6.7b,jlens,27,last_token,rename_opaque,cumulative,22,0.34937317818851193
deepseek-coder-6.7b,jlens,27,last_token,rename_opaque_encode,cumulative,23,0.29318486480079525
deepseek-coder-6.7b,jlens,27,last_token,rename_opaque_encode_flatten,cumulative,24,0.28302635407982696
deepseek-coder-6.7b,jlens,31,last_token,clean_heldout,clean,-1,1.0
deepseek-coder-6.7b,jlens,31,last_token,normalize,baseline,0,0.46811059051570286
deepseek-coder-6.7b,jlens,31,last_token,rename_only,atomic,11,0.3734577416711026
deepseek-coder-6.7b,jlens,31,last_token,opaque_only,atomic,12,0.4075945964099622
deepseek-coder-6.7b,jlens,31,last_token,encode_only,atomic,13,0.44915613052924497
deepseek-coder-6.7b,jlens,31,last_token,flatten_only,atomic,14,0.1384569900836841
deepseek-coder-6.7b,jlens,31,last_token,rename_cumulative,cumulative,21,0.34173490077167723
deepseek-coder-6.7b,jlens,31,last_token,rename_opaque,cumulative,22,0.31159247130926415
deepseek-coder-6.7b,jlens,31,last_token,rename_opaque_encode,cumulative,23,0.3007035435472046
deepseek-coder-6.7b,jlens,31,last_token,rename_opaque_encode_flatten,cumulative,24,0.21305680905764993
deepseek-coder-6.7b,jlens,-1,sink_arg,clean_heldout,clean,-1,0.9999999999999999
deepseek-coder-6.7b,jlens,-1,sink_arg,normalize,baseline,0,0.9999999999999999
deepseek-coder-6.7b,jlens,-1,sink_arg,rename_only,atomic,11,0.09967062821398887
deepseek-coder-6.7b,jlens,-1,sink_arg,opaque_only,atomic,12,0.9999999999999999
deepseek-coder-6.7b,jlens,-1,sink_arg,encode_only,atomic,13,0.9999999999999999
deepseek-coder-6.7b,jlens,-1,sink_arg,flatten_only,atomic,14,0.9999999999999999
deepseek-coder-6.7b,jlens,-1,sink_arg,rename_cumulative,cumulative,21,-0.220359277551222
deepseek-coder-6.7b,jlens,-1,sink_arg,rename_opaque,cumulative,22,0.022755829471424346
deepseek-coder-6.7b,jlens,-1,sink_arg,rename_opaque_encode,cumulative,23,0.06943990000660497
deepseek-coder-6.7b,jlens,-1,sink_arg,rename_opaque_encode_flatten,cumulative,24,-0.11762917779960584
deepseek-coder-6.7b,jlens,0,sink_arg,clean_heldout,clean,-1,1.0000000000000002
deepseek-coder-6.7b,jlens,0,sink_arg,normalize,baseline,0,0.9998601780519969
deepseek-coder-6.7b,jlens,0,sink_arg,rename_only,atomic,11,0.16209818001342013
deepseek-coder-6.7b,jlens,0,sink_arg,opaque_only,atomic,12,0.9991403149261925
deepseek-coder-6.7b,jlens,0,sink_arg,encode_only,atomic,13,0.9985182483188146
deepseek-coder-6.7b,jlens,0,sink_arg,flatten_only,atomic,14,0.9973330140201087
deepseek-coder-6.7b,jlens,0,sink_arg,rename_cumulative,cumulative,21,-0.21475597479810016
deepseek-coder-6.7b,jlens,0,sink_arg,rename_opaque,cumulative,22,0.049841627054374955
deepseek-coder-6.7b,jlens,0,sink_arg,rename_opaque_encode,cumulative,23,0.039666076524042616
deepseek-coder-6.7b,jlens,0,sink_arg,rename_opaque_encode_flatten,cumulative,24,0.06109196478792619
deepseek-coder-6.7b,jlens,3,sink_arg,clean_heldout,clean,-1,1.0000000000000002
deepseek-coder-6.7b,jlens,3,sink_arg,normalize,baseline,0,0.9943347276401572
deepseek-coder-6.7b,jlens,3,sink_arg,rename_only,atomic,11,0.1422523269126854
deepseek-coder-6.7b,jlens,3,sink_arg,opaque_only,atomic,12,0.9897090521185601
deepseek-coder-6.7b,jlens,3,sink_arg,encode_only,atomic,13,0.9900219861749094
deepseek-coder-6.7b,jlens,3,sink_arg,flatten_only,atomic,14,0.900162950502785
deepseek-coder-6.7b,jlens,3,sink_arg,rename_cumulative,cumulative,21,0.14811870239624356
deepseek-coder-6.7b,jlens,3,sink_arg,rename_opaque,cumulative,22,0.3409645424679691
deepseek-coder-6.7b,jlens,3,sink_arg,rename_opaque_encode,cumulative,23,0.21059017302738528
deepseek-coder-6.7b,jlens,3,sink_arg,rename_opaque_encode_flatten,cumulative,24,0.14988230405917138
deepseek-coder-6.7b,jlens,7,sink_arg,clean_heldout,clean,-1,1.0000000000000004
deepseek-coder-6.7b,jlens,7,sink_arg,normalize,baseline,0,0.9971547051978603
deepseek-coder-6.7b,jlens,7,sink_arg,rename_only,atomic,11,0.6390179130068032
deepseek-coder-6.7b,jlens,7,sink_arg,opaque_only,atomic,12,0.9772133497512416
deepseek-coder-6.7b,jlens,7,sink_arg,encode_only,atomic,13,0.9755095004574487
deepseek-coder-6.7b,jlens,7,sink_arg,flatten_only,atomic,14,0.7199979022804531
deepseek-coder-6.7b,jlens,7,sink_arg,rename_cumulative,cumulative,21,0.65868812204054
deepseek-coder-6.7b,jlens,7,sink_arg,rename_opaque,cumulative,22,0.5628236277104008
deepseek-coder-6.7b,jlens,7,sink_arg,rename_opaque_encode,cumulative,23,0.6698483996964222
deepseek-coder-6.7b,jlens,7,sink_arg,rename_opaque_encode_flatten,cumulative,24,0.4290506053700029
deepseek-coder-6.7b,jlens,11,sink_arg,clean_heldout,clean,-1,1.0000000000000002
deepseek-coder-6.7b,jlens,11,sink_arg,normalize,baseline,0,0.9984673736098264
deepseek-coder-6.7b,jlens,11,sink_arg,rename_only,atomic,11,0.8229902745458412
deepseek-coder-6.7b,jlens,11,sink_arg,opaque_only,atomic,12,0.9796483408610176
deepseek-coder-6.7b,jlens,11,sink_arg,encode_only,atomic,13,0.9897335004030061
deepseek-coder-6.7b,jlens,11,sink_arg,flatten_only,atomic,14,0.6410382433770022
deepseek-coder-6.7b,jlens,11,sink_arg,rename_cumulative,cumulative,21,0.810814661294385
deepseek-coder-6.7b,jlens,11,sink_arg,rename_opaque,cumulative,22,0.7609817925917831
deepseek-coder-6.7b,jlens,11,sink_arg,rename_opaque_encode,cumulative,23,0.8029410336677704
deepseek-coder-6.7b,jlens,11,sink_arg,rename_opaque_encode_flatten,cumulative,24,0.4988299809790696
deepseek-coder-6.7b,jlens,15,sink_arg,clean_heldout,clean,-1,1.0
deepseek-coder-6.7b,jlens,15,sink_arg,normalize,baseline,0,0.9995438513195205
deepseek-coder-6.7b,jlens,15,sink_arg,rename_only,atomic,11,0.9433589820069168
deepseek-coder-6.7b,jlens,15,sink_arg,opaque_only,atomic,12,0.9892528201446381
deepseek-coder-6.7b,jlens,15,sink_arg,encode_only,atomic,13,0.9952570243785224
deepseek-coder-6.7b,jlens,15,sink_arg,flatten_only,atomic,14,0.7931493459312745
deepseek-coder-6.7b,jlens,15,sink_arg,rename_cumulative,cumulative,21,0.936031230479647
deepseek-coder-6.7b,jlens,15,sink_arg,rename_opaque,cumulative,22,0.9324495177938791
deepseek-coder-6.7b,jlens,15,sink_arg,rename_opaque_encode,cumulative,23,0.9418524450671885
deepseek-coder-6.7b,jlens,15,sink_arg,rename_opaque_encode_flatten,cumulative,24,0.7598611366791597
deepseek-coder-6.7b,jlens,19,sink_arg,clean_heldout,clean,-1,1.0000000000000004
deepseek-coder-6.7b,jlens,19,sink_arg,normalize,baseline,0,0.9996761833461498
deepseek-coder-6.7b,jlens,19,sink_arg,rename_only,atomic,11,0.9528260007404449
deepseek-coder-6.7b,jlens,19,sink_arg,opaque_only,atomic,12,0.9897663396530749
deepseek-coder-6.7b,jlens,19,sink_arg,encode_only,atomic,13,0.9944054555732684
deepseek-coder-6.7b,jlens,19,sink_arg,flatten_only,atomic,14,0.8580291476046629
deepseek-coder-6.7b,jlens,19,sink_arg,rename_cumulative,cumulative,21,0.9554255711681369
deepseek-coder-6.7b,jlens,19,sink_arg,rename_opaque,cumulative,22,0.9404903207083192
deepseek-coder-6.7b,jlens,19,sink_arg,rename_opaque_encode,cumulative,23,0.9479031122219478
deepseek-coder-6.7b,jlens,19,sink_arg,rename_opaque_encode_flatten,cumulative,24,0.7826378066000037
deepseek-coder-6.7b,jlens,23,sink_arg,clean_heldout,clean,-1,1.0000000000000004
deepseek-coder-6.7b,jlens,23,sink_arg,normalize,baseline,0,0.9995942620205099
deepseek-coder-6.7b,jlens,23,sink_arg,rename_only,atomic,11,0.9536973300065431
deepseek-coder-6.7b,jlens,23,sink_arg,opaque_only,atomic,12,0.9871841757451666
deepseek-coder-6.7b,jlens,23,sink_arg,encode_only,atomic,13,0.993564131879128
deepseek-coder-6.7b,jlens,23,sink_arg,flatten_only,atomic,14,0.852436092617632
deepseek-coder-6.7b,jlens,23,sink_arg,rename_cumulative,cumulative,21,0.9486966056394849
deepseek-coder-6.7b,jlens,23,sink_arg,rename_opaque,cumulative,22,0.9364160464968418
deepseek-coder-6.7b,jlens,23,sink_arg,rename_opaque_encode,cumulative,23,0.9370813420808152
deepseek-coder-6.7b,jlens,23,sink_arg,rename_opaque_encode_flatten,cumulative,24,0.7982282589638392
deepseek-coder-6.7b,jlens,27,sink_arg,clean_heldout,clean,-1,0.9999999999999999
deepseek-coder-6.7b,jlens,27,sink_arg,normalize,baseline,0,0.9992817409395494
deepseek-coder-6.7b,jlens,27,sink_arg,rename_only,atomic,11,0.9320670304988076
deepseek-coder-6.7b,jlens,27,sink_arg,opaque_only,atomic,12,0.9843542990663736
deepseek-coder-6.7b,jlens,27,sink_arg,encode_only,atomic,13,0.9903598155807222
deepseek-coder-6.7b,jlens,27,sink_arg,flatten_only,atomic,14,0.8118493652132326
deepseek-coder-6.7b,jlens,27,sink_arg,rename_cumulative,cumulative,21,0.9284913740743889
deepseek-coder-6.7b,jlens,27,sink_arg,rename_opaque,cumulative,22,0.9109764998270036
deepseek-coder-6.7b,jlens,27,sink_arg,rename_opaque_encode,cumulative,23,0.9306113707063028
deepseek-coder-6.7b,jlens,27,sink_arg,rename_opaque_encode_flatten,cumulative,24,0.7795535017195862
deepseek-coder-6.7b,jlens,31,sink_arg,clean_heldout,clean,-1,1.0
deepseek-coder-6.7b,jlens,31,sink_arg,normalize,baseline,0,0.999103591498198
deepseek-coder-6.7b,jlens,31,sink_arg,rename_only,atomic,11,0.9288895417353863
deepseek-coder-6.7b,jlens,31,sink_arg,opaque_only,atomic,12,0.983644842980923
deepseek-coder-6.7b,jlens,31,sink_arg,encode_only,atomic,13,0.9894046222183837
deepseek-coder-6.7b,jlens,31,sink_arg,flatten_only,atomic,14,0.7949742817177774
deepseek-coder-6.7b,jlens,31,sink_arg,rename_cumulative,cumulative,21,0.9320598861169559
deepseek-coder-6.7b,jlens,31,sink_arg,rename_opaque,cumulative,22,0.9050119546386525
deepseek-coder-6.7b,jlens,31,sink_arg,rename_opaque_encode,cumulative,23,0.9384120514131236
deepseek-coder-6.7b,jlens,31,sink_arg,rename_opaque_encode_flatten,cumulative,24,0.5623423539543183
deepseek-coder-6.7b,logit,-1,last_token,clean_heldout,clean,-1,
deepseek-coder-6.7b,logit,-1,last_token,normalize,baseline,0,
deepseek-coder-6.7b,logit,-1,last_token,rename_only,atomic,11,
deepseek-coder-6.7b,logit,-1,last_token,opaque_only,atomic,12,
deepseek-coder-6.7b,logit,-1,last_token,encode_only,atomic,13,
deepseek-coder-6.7b,logit,-1,last_token,flatten_only,atomic,14,
deepseek-coder-6.7b,logit,-1,last_token,rename_cumulative,cumulative,21,
deepseek-coder-6.7b,logit,-1,last_token,rename_opaque,cumulative,22,
deepseek-coder-6.7b,logit,-1,last_token,rename_opaque_encode,cumulative,23,
deepseek-coder-6.7b,logit,-1,last_token,rename_opaque_encode_flatten,cumulative,24,
deepseek-coder-6.7b,logit,0,last_token,clean_heldout,clean,-1,0.9999999999999998
deepseek-coder-6.7b,logit,0,last_token,normalize,baseline,0,0.3990951163034771
deepseek-coder-6.7b,logit,0,last_token,rename_only,atomic,11,-0.09269756613304263
deepseek-coder-6.7b,logit,0,last_token,opaque_only,atomic,12,0.4155681864901968
deepseek-coder-6.7b,logit,0,last_token,encode_only,atomic,13,0.3946963743065873
deepseek-coder-6.7b,logit,0,last_token,flatten_only,atomic,14,0.33613074701757784
deepseek-coder-6.7b,logit,0,last_token,rename_cumulative,cumulative,21,-0.05144501368817261
deepseek-coder-6.7b,logit,0,last_token,rename_opaque,cumulative,22,-0.19144055257777887
deepseek-coder-6.7b,logit,0,last_token,rename_opaque_encode,cumulative,23,0.11449884258587685
deepseek-coder-6.7b,logit,0,last_token,rename_opaque_encode_flatten,cumulative,24,-0.17725308495230171
deepseek-coder-6.7b,logit,3,last_token,clean_heldout,clean,-1,1.0
deepseek-coder-6.7b,logit,3,last_token,normalize,baseline,0,0.23864093858013036
deepseek-coder-6.7b,logit,3,last_token,rename_only,atomic,11,0.19034507128606074
deepseek-coder-6.7b,logit,3,last_token,opaque_only,atomic,12,0.2583750538946666
deepseek-coder-6.7b,logit,3,last_token,encode_only,atomic,13,0.25053897836311817
deepseek-coder-6.7b,logit,3,last_token,flatten_only,atomic,14,-0.049595274456724986
deepseek-coder-6.7b,logit,3,last_token,rename_cumulative,cumulative,21,-0.017308545753377647
deepseek-coder-6.7b,logit,3,last_token,rename_opaque,cumulative,22,0.14566572848829218
deepseek-coder-6.7b,logit,3,last_token,rename_opaque_encode,cumulative,23,-0.023836000201696045
deepseek-coder-6.7b,logit,3,last_token,rename_opaque_encode_flatten,cumulative,24,-0.12607278147374948
deepseek-coder-6.7b,logit,7,last_token,clean_heldout,clean,-1,1.0
deepseek-coder-6.7b,logit,7,last_token,normalize,baseline,0,0.3072946862680859
deepseek-coder-6.7b,logit,7,last_token,rename_only,atomic,11,0.21348851774820135
deepseek-coder-6.7b,logit,7,last_token,opaque_only,atomic,12,0.26146885791933905
deepseek-coder-6.7b,logit,7,last_token,encode_only,atomic,13,0.2874673935343823
deepseek-coder-6.7b,logit,7,last_token,flatten_only,atomic,14,0.09564412649135916
deepseek-coder-6.7b,logit,7,last_token,rename_cumulative,cumulative,21,0.2606592624627
deepseek-coder-6.7b,logit,7,last_token,rename_opaque,cumulative,22,0.17765547606977777
deepseek-coder-6.7b,logit,7,last_token,rename_opaque_encode,cumulative,23,0.1062191474598213
deepseek-coder-6.7b,logit,7,last_token,rename_opaque_encode_flatten,cumulative,24,0.1704898933143987
deepseek-coder-6.7b,logit,11,last_token,clean_heldout,clean,-1,0.9999999999999999
deepseek-coder-6.7b,logit,11,last_token,normalize,baseline,0,0.6692560203481862
deepseek-coder-6.7b,logit,11,last_token,rename_only,atomic,11,0.6347085282664257
deepseek-coder-6.7b,logit,11,last_token,opaque_only,atomic,12,0.6341604389934514
deepseek-coder-6.7b,logit,11,last_token,encode_only,atomic,13,0.6657363098869239
deepseek-coder-6.7b,logit,11,last_token,flatten_only,atomic,14,0.10063746172305084
deepseek-coder-6.7b,logit,11,last_token,rename_cumulative,cumulative,21,0.6216339181414148
deepseek-coder-6.7b,logit,11,last_token,rename_opaque,cumulative,22,0.5732288672953414
deepseek-coder-6.7b,logit,11,last_token,rename_opaque_encode,cumulative,23,0.5712169011438363
deepseek-coder-6.7b,logit,11,last_token,rename_opaque_encode_flatten,cumulative,24,0.0640600564235306
deepseek-coder-6.7b,logit,15,last_token,clean_heldout,clean,-1,1.0
deepseek-coder-6.7b,logit,15,last_token,normalize,baseline,0,0.7880253230956624
deepseek-coder-6.7b,logit,15,last_token,rename_only,atomic,11,0.761630849474536
deepseek-coder-6.7b,logit,15,last_token,opaque_only,atomic,12,0.747755999610392
deepseek-coder-6.7b,logit,15,last_token,encode_only,atomic,13,0.7620383210371603
deepseek-coder-6.7b,logit,15,last_token,flatten_only,atomic,14,0.011786530884840099
deepseek-coder-6.7b,logit,15,last_token,rename_cumulative,cumulative,21,0.7462189090836365
deepseek-coder-6.7b,logit,15,last_token,rename_opaque,cumulative,22,0.6929193837243625
deepseek-coder-6.7b,logit,15,last_token,rename_opaque_encode,cumulative,23,0.6795053389745873
deepseek-coder-6.7b,logit,15,last_token,rename_opaque_encode_flatten,cumulative,24,0.1499172054612171
deepseek-coder-6.7b,logit,19,last_token,clean_heldout,clean,-1,1.0000000000000004
deepseek-coder-6.7b,logit,19,last_token,normalize,baseline,0,0.7029709073101824
deepseek-coder-6.7b,logit,19,last_token,rename_only,atomic,11,0.655812535383403
deepseek-coder-6.7b,logit,19,last_token,opaque_only,atomic,12,0.6286161009074002
deepseek-coder-6.7b,logit,19,last_token,encode_only,atomic,13,0.6684441948212314
deepseek-coder-6.7b,logit,19,last_token,flatten_only,atomic,14,0.19657927203259887
deepseek-coder-6.7b,logit,19,last_token,rename_cumulative,cumulative,21,0.6603739996128635
deepseek-coder-6.7b,logit,19,last_token,rename_opaque,cumulative,22,0.5829209583940419
deepseek-coder-6.7b,logit,19,last_token,rename_opaque_encode,cumulative,23,0.5653176080987082
deepseek-coder-6.7b,logit,19,last_token,rename_opaque_encode_flatten,cumulative,24,0.3151641398905373
deepseek-coder-6.7b,logit,23,last_token,clean_heldout,clean,-1,0.9999999999999999
deepseek-coder-6.7b,logit,23,last_token,normalize,baseline,0,0.6004817773418912
deepseek-coder-6.7b,logit,23,last_token,rename_only,atomic,11,0.5072224600444571
deepseek-coder-6.7b,logit,23,last_token,opaque_only,atomic,12,0.5045920804746049
deepseek-coder-6.7b,logit,23,last_token,encode_only,atomic,13,0.5580119213631092
deepseek-coder-6.7b,logit,23,last_token,flatten_only,atomic,14,0.14807572818184145
deepseek-coder-6.7b,logit,23,last_token,rename_cumulative,cumulative,21,0.5137224413286383
deepseek-coder-6.7b,logit,23,last_token,rename_opaque,cumulative,22,0.45179897829906535
deepseek-coder-6.7b,logit,23,last_token,rename_opaque_encode,cumulative,23,0.4308231017662026
deepseek-coder-6.7b,logit,23,last_token,rename_opaque_encode_flatten,cumulative,24,0.23418772909636795
deepseek-coder-6.7b,logit,27,last_token,clean_heldout,clean,-1,1.0000000000000004
deepseek-coder-6.7b,logit,27,last_token,normalize,baseline,0,0.5327792853026615
deepseek-coder-6.7b,logit,27,last_token,rename_only,atomic,11,0.4572879213891994
deepseek-coder-6.7b,logit,27,last_token,opaque_only,atomic,12,0.4396789301224319
deepseek-coder-6.7b,logit,27,last_token,encode_only,atomic,13,0.4955993082570897
deepseek-coder-6.7b,logit,27,last_token,flatten_only,atomic,14,0.19881855743346236
deepseek-coder-6.7b,logit,27,last_token,rename_cumulative,cumulative,21,0.46164081360782966
deepseek-coder-6.7b,logit,27,last_token,rename_opaque,cumulative,22,0.39845987700590485
deepseek-coder-6.7b,logit,27,last_token,rename_opaque_encode,cumulative,23,0.3634763314512727
deepseek-coder-6.7b,logit,27,last_token,rename_opaque_encode_flatten,cumulative,24,0.29453031616200837
deepseek-coder-6.7b,logit,31,last_token,clean_heldout,clean,-1,1.0
deepseek-coder-6.7b,logit,31,last_token,normalize,baseline,0,0.4681430155934576
deepseek-coder-6.7b,logit,31,last_token,rename_only,atomic,11,0.37349203836233913
deepseek-coder-6.7b,logit,31,last_token,opaque_only,atomic,12,0.4076163345104722
deepseek-coder-6.7b,logit,31,last_token,encode_only,atomic,13,0.44918388507254636
deepseek-coder-6.7b,logit,31,last_token,flatten_only,atomic,14,0.13846317397937613
deepseek-coder-6.7b,logit,31,last_token,rename_cumulative,cumulative,21,0.34176089551496797
deepseek-coder-6.7b,logit,31,last_token,rename_opaque,cumulative,22,0.31163021867437046
deepseek-coder-6.7b,logit,31,last_token,rename_opaque_encode,cumulative,23,0.30072363063832935
deepseek-coder-6.7b,logit,31,last_token,rename_opaque_encode_flatten,cumulative,24,0.2130666323770443
deepseek-coder-6.7b,logit,-1,sink_arg,clean_heldout,clean,-1,1.0
deepseek-coder-6.7b,logit,-1,sink_arg,normalize,baseline,0,1.0
deepseek-coder-6.7b,logit,-1,sink_arg,rename_only,atomic,11,-0.028866261991995094
deepseek-coder-6.7b,logit,-1,sink_arg,opaque_only,atomic,12,1.0
deepseek-coder-6.7b,logit,-1,sink_arg,encode_only,atomic,13,1.0
deepseek-coder-6.7b,logit,-1,sink_arg,flatten_only,atomic,14,1.0
deepseek-coder-6.7b,logit,-1,sink_arg,rename_cumulative,cumulative,21,-0.003537521809726562
