task,layer,filler_type,filler_target,stratum,filler_tokens_mean,accuracy,n
binding,3,comment_prose,100,diff_name,115.0,0.8715393133997785,903
binding,3,comment_prose,100,distance_matched,115.0,0.8617363344051447,311
binding,3,comment_prose,100,positive,115.0,1.0,271
binding,3,comment_prose,100,same_name_diff_binding,115.0,0.5582959641255605,446
binding,3,comment_prose,100,tracked_edge,115.0,1.0,40
binding,3,comment_prose,200,all_pairs,202.0,0.817351598173516,1971
binding,3,comment_prose,200,diff_name,202.0,0.8693244739756367,903
binding,3,comment_prose,200,distance_matched,202.0,0.8553054662379421,311
binding,3,comment_prose,200,positive,202.0,1.0,271
binding,3,comment_prose,200,same_name_diff_binding,202.0,0.5582959641255605,446
binding,3,comment_prose,200,tracked_edge,202.0,1.0,40
binding,3,comment_prose,500,all_pairs,529.0,0.7958354494667343,1969
binding,3,comment_prose,500,diff_name,529.0,0.8294573643410853,903
binding,3,comment_prose,500,distance_matched,529.0,0.8511326860841424,309
binding,3,comment_prose,500,positive,529.0,1.0,271
binding,3,comment_prose,500,same_name_diff_binding,529.0,0.547085201793722,446
binding,3,comment_prose,500,tracked_edge,529.0,1.0,40
binding,3,comment_prose,1000,all_pairs,1009.0,0.7796954314720812,1970
binding,3,comment_prose,1000,diff_name,1009.0,0.8161683277962348,903
binding,3,comment_prose,1000,distance_matched,1009.0,0.832258064516129,310
binding,3,comment_prose,1000,positive,1009.0,1.0,271
binding,3,comment_prose,1000,same_name_diff_binding,1009.0,0.5179372197309418,446
binding,3,comment_prose,1000,tracked_edge,1009.0,0.975,40
binding,3,competing_update,0,all_pairs,0.0,0.9994926433282597,1971
binding,3,competing_update,0,diff_name,0.0,1.0,903
binding,3,competing_update,0,distance_matched,0.0,1.0,311
binding,3,competing_update,0,positive,0.0,1.0,271
binding,3,competing_update,0,same_name_diff_binding,0.0,0.9977578475336323,446
binding,3,competing_update,0,tracked_edge,0.0,1.0,40
binding,3,competing_update,50,all_pairs,55.0,0.9117199391171994,1971
binding,3,competing_update,50,diff_name,55.0,0.955703211517165,903
binding,3,competing_update,50,distance_matched,55.0,0.9678456591639871,311
binding,3,competing_update,50,positive,55.0,0.8713826366559485,311
binding,3,competing_update,50,same_name_diff_binding,55.0,0.8116591928251121,446
binding,3,competing_update,50,tracked_active,55.0,0.0,40
binding,3,competing_update,50,tracked_edge,55.0,1.0,40
binding,3,competing_update,100,all_pairs,103.0,0.8878741755454084,1971
binding,3,competing_update,100,diff_name,103.0,0.9280177187153932,903
binding,3,competing_update,100,distance_matched,103.0,0.932475884244373,311
binding,3,competing_update,100,positive,103.0,0.8488745980707395,311
binding,3,competing_update,100,same_name_diff_binding,103.0,0.8026905829596412,446
