model,item_id,family,pair_id,arm,read,lens,layer,position,target_in_prompt,rank,distractor_rank,margin,n_target_ids
deepseek-coder-6.7b,scopeword-0-outer,scopeword,scopeword-0,outer,use,j-lens,15,30,False,4,18,1.21875,6
deepseek-coder-6.7b,scopeword-0-outer,scopeword,scopeword-0,outer,use,j-lens,16,30,False,4,28,2.59375,6
deepseek-coder-6.7b,scopeword-0-outer,scopeword,scopeword-0,outer,use,j-lens,17,30,False,2,20,1.28125,6
deepseek-coder-6.7b,scopeword-0-outer,scopeword,scopeword-0,outer,use,j-lens,18,30,False,8,64,2.53125,6
deepseek-coder-6.7b,scopeword-0-outer,scopeword,scopeword-0,outer,use,j-lens,19,30,False,2,83,6.84375,6
deepseek-coder-6.7b,scopeword-0-outer,scopeword,scopeword-0,outer,use,j-lens,20,30,False,0,22,8.75,6
deepseek-coder-6.7b,scopeword-0-outer,scopeword,scopeword-0,outer,use,j-lens,21,30,False,1,19,6.75,6
deepseek-coder-6.7b,scopeword-0-outer,scopeword,scopeword-0,outer,use,j-lens,22,30,False,3,44,6.3125,6
deepseek-coder-6.7b,scopeword-0-outer,scopeword,scopeword-0,outer,use,j-lens,23,30,False,3,83,7.09375,6
deepseek-coder-6.7b,scopeword-0-outer,scopeword,scopeword-0,outer,use,j-lens,24,30,False,3,38,7.5625,6
deepseek-coder-6.7b,scopeword-0-outer,scopeword,scopeword-0,outer,use,j-lens,25,30,False,4,56,6.21875,6
deepseek-coder-6.7b,scopeword-0-outer,scopeword,scopeword-0,outer,use,j-lens,26,30,False,7,77,6.4375,6
deepseek-coder-6.7b,scopeword-0-outer,scopeword,scopeword-0,outer,use,j-lens,27,30,False,16,65,5.03125,6
deepseek-coder-6.7b,scopeword-0-outer,scopeword,scopeword-0,outer,use,j-lens,28,30,False,19,68,5.0625,6
deepseek-coder-6.7b,scopeword-0-outer,scopeword,scopeword-0,outer,use,j-lens,29,30,False,43,117,4.25,6
deepseek-coder-6.7b,scopeword-0-outer,scopeword,scopeword-0,outer,use,j-lens,30,30,False,98,221,3.5625,6
deepseek-coder-6.7b,scopeword-0-outer,scopeword,scopeword-0,outer,use,r-lens,0,30,False,1289,338,-5.16796875,6
deepseek-coder-6.7b,scopeword-0-outer,scopeword,scopeword-0,outer,use,r-lens,1,30,False,1987,460,-5.03125,6
deepseek-coder-6.7b,scopeword-0-outer,scopeword,scopeword-0,outer,use,r-lens,2,30,False,2854,783,-4.1875,6
deepseek-coder-6.7b,scopeword-0-outer,scopeword,scopeword-0,outer,use,r-lens,3,30,False,1608,298,-6.984375,6
deepseek-coder-6.7b,scopeword-0-outer,scopeword,scopeword-0,outer,use,r-lens,4,30,False,1378,270,-6.953125,6
deepseek-coder-6.7b,scopeword-0-outer,scopeword,scopeword-0,outer,use,r-lens,5,30,False,1205,265,-6.15625,6
deepseek-coder-6.7b,scopeword-0-outer,scopeword,scopeword-0,outer,use,r-lens,6,30,False,1235,195,-6.984375,6
deepseek-coder-6.7b,scopeword-0-outer,scopeword,scopeword-0,outer,use,r-lens,7,30,False,1052,172,-6.0166015625,6
deepseek-coder-6.7b,scopeword-0-outer,scopeword,scopeword-0,outer,use,r-lens,8,30,False,735,152,-3.8671875,6
deepseek-coder-6.7b,scopeword-0-outer,scopeword,scopeword-0,outer,use,r-lens,9,30,False,441,264,-1.03125,6
deepseek-coder-6.7b,scopeword-0-outer,scopeword,scopeword-0,outer,use,r-lens,10,30,False,501,137,-3.59375,6
deepseek-coder-6.7b,scopeword-0-outer,scopeword,scopeword-0,outer,use,r-lens,11,30,False,275,91,-2.375,6
deepseek-coder-6.7b,scopeword-0-outer,scopeword,scopeword-0,outer,use,r-lens,12,30,False,21,55,1.03125,6
deepseek-coder-6.7b,scopeword-0-outer,scopeword,scopeword-0,outer,use,r-lens,13,30,False,22,9,-0.5,6
deepseek-coder-6.7b,scopeword-0-outer,scopeword,scopeword-0,outer,use,r-lens,14,30,False,7,16,1.125,6
deepseek-coder-6.7b,scopeword-0-outer,scopeword,scopeword-0,outer,use,r-lens,15,30,False,4,30,2.65625,6
deepseek-coder-6.7b,scopeword-0-outer,scopeword,scopeword-0,outer,use,r-lens,16,30,False,5,35,3.15625,6
deepseek-coder-6.7b,scopeword-0-outer,scopeword,scopeword-0,outer,use,r-lens,17,30,False,9,28,1.375,6
deepseek-coder-6.7b,scopeword-0-outer,scopeword,scopeword-0,outer,use,r-lens,18,30,False,12,86,2.78125,6
deepseek-coder-6.7b,scopeword-0-outer,scopeword,scopeword-0,outer,use,r-lens,19,30,False,2,82,7.0,6
deepseek-coder-6.7b,scopeword-0-outer,scopeword,scopeword-0,outer,use,r-lens,20,30,False,1,27,8.9375,6
deepseek-coder-6.7b,scopeword-0-outer,scopeword,scopeword-0,outer,use,r-lens,21,30,False,2,19,6.6875,6
deepseek-coder-6.7b,scopeword-0-outer,scopeword,scopeword-0,outer,use,r-lens,22,30,False,3,45,6.5,6
deepseek-coder-6.7b,scopeword-0-outer,scopeword,scopeword-0,outer,use,r-lens,23,30,False,3,67,7.09375,6
deepseek-coder-6.7b,scopeword-0-outer,scopeword,scopeword-0,outer,use,r-lens,24,30,False,3,40,7.59375,6
deepseek-coder-6.7b,scopeword-0-outer,scopeword,scopeword-0,outer,use,r-lens,25,30,False,4,46,6.0625,6
deepseek-coder-6.7b,scopeword-0-outer,scopeword,scopeword-0,outer,use,r-lens,26,30,False,9,72,6.6875,6
deepseek-coder-6.7b,scopeword-0-outer,scopeword,scopeword-0,outer,use,r-lens,27,30,False,20,70,5.09375,6
deepseek-coder-6.7b,scopeword-0-outer,scopeword,scopeword-0,outer,use,r-lens,28,30,False,21,83,5.125,6
deepseek-coder-6.7b,scopeword-0-outer,scopeword,scopeword-0,outer,use,r-lens,29,30,False,51,143,4.25,6
deepseek-coder-6.7b,scopeword-0-outer,scopeword,scopeword-0,outer,use,r-lens,30,30,False,98,221,3.5625,6
deepseek-coder-6.7b,scopeword-0-outer,scopeword,scopeword-0,outer,use,logit-lens,0,30,False,7330,14435,1.3046875,6
deepseek-coder-6.7b,scopeword-0-outer,scopeword,scopeword-0,outer,use,logit-lens,1,30,False,2778,11974,2.171875,6
deepseek-coder-6.7b,scopeword-0-outer,scopeword,scopeword-0,outer,use,logit-lens,2,30,False,1973,8990,2.109375,6
deepseek-coder-6.7b,scopeword-0-outer,scopeword,scopeword-0,outer,use,logit-lens,3,30,False,3209,5652,0.765625,6
deepseek-coder-6.7b,scopeword-0-outer,scopeword,scopeword-0,outer,use,logit-lens,4,30,False,875,2707,1.234375,6
deepseek-coder-6.7b,scopeword-0-outer,scopeword,scopeword-0,outer,use,logit-lens,5,30,False,786,1815,1.0,6
deepseek-coder-6.7b,scopeword-0-outer,scopeword,scopeword-0,outer,use,logit-lens,6,30,False,1641,2189,0.390625,6
deepseek-coder-6.7b,scopeword-0-outer,scopeword,scopeword-0,outer,use,logit-lens,7,30,False,4156,2000,-1.0625,6
deepseek-coder-6.7b,scopeword-0-outer,scopeword,scopeword-0,outer,use,logit-lens,8,30,False,239,453,0.71875,6
deepseek-coder-6.7b,scopeword-0-outer,scopeword,scopeword-0,outer,use,logit-lens,9,30,False,189,2461,2.96875,6
deepseek-coder-6.7b,scopeword-0-outer,scopeword,scopeword-0,outer,use,logit-lens,10,30,False,85,1544,3.28125,6
deepseek-coder-6.7b,scopeword-0-outer,scopeword,scopeword-0,outer,use,logit-lens,11,30,False,10,150,2.34375,6
deepseek-coder-6.7b,scopeword-0-outer,scopeword,scopeword-0,outer,use,logit-lens,12,30,False,6,349,4.21875,6
deepseek-coder-6.7b,scopeword-0-outer,scopeword,scopeword-0,outer,use,logit-lens,13,30,False,6,89,2.25,6
deepseek-coder-6.7b,scopeword-0-outer,scopeword,scopeword-0,outer,use,logit-lens,14,30,False,1,48,3.1875,6
deepseek-coder-6.7b,scopeword-0-outer,scopeword,scopeword-0,outer,use,logit-lens,15,30,False,4,162,3.625,6
deepseek-coder-6.7b,scopeword-0-outer,scopeword,scopeword-0,outer,use,logit-lens,16,30,False,3,190,5.40625,6
deepseek-coder-6.7b,scopeword-0-outer,scopeword,scopeword-0,outer,use,logit-lens,17,30,False,8,67,2.6875,6
deepseek-coder-6.7b,scopeword-0-outer,scopeword,scopeword-0,outer,use,logit-lens,18,30,False,19,134,3.28125,6
deepseek-coder-6.7b,scopeword-0-outer,scopeword,scopeword-0,outer,use,logit-lens,19,30,False,3,97,6.21875,6
deepseek-coder-6.7b,scopeword-0-outer,scopeword,scopeword-0,outer,use,logit-lens,20,30,False,3,38,6.875,6
deepseek-coder-6.7b,scopeword-0-outer,scopeword,scopeword-0,outer,use,logit-lens,21,30,False,4,48,6.15625,6
deepseek-coder-6.7b,scopeword-0-outer,scopeword,scopeword-0,outer,use,logit-lens,22,30,False,4,60,5.875,6
deepseek-coder-6.7b,scopeword-0-outer,scopeword,scopeword-0,outer,use,logit-lens,23,30,False,4,80,6.65625,6
deepseek-coder-6.7b,scopeword-0-outer,scopeword,scopeword-0,outer,use,logit-lens,24,30,False,5,63,6.75,6
deepseek-coder-6.7b,scopeword-0-outer,scopeword,scopeword-0,outer,use,logit-lens,25,30,False,7,105,6.09375,6
deepseek-coder-6.7b,scopeword-0-outer,scopeword,scopeword-0,outer,use,logit-lens,26,30,False,21,125,5.53125,6
deepseek-coder-6.7b,scopeword-0-outer,scopeword,scopeword-0,outer,use,logit-lens,27,30,False,35,108,3.53125,6
deepseek-coder-6.7b,scopeword-0-outer,scopeword,scopeword-0,outer,use,logit-lens,28,30,False,31,100,4.1875,6
deepseek-coder-6.7b,scopeword-0-outer,scopeword,scopeword-0,outer,use,logit-lens,29,30,False,63,140,3.5,6
deepseek-coder-6.7b,scopeword-0-outer,scopeword,scopeword-0,outer,use,logit-lens,30,30,False,98,221,3.5625,6
deepseek-coder-6.7b,scopeword-0-inner,scopeword,scopeword-0,inner,use,j-lens,0,30,False,5115,12973,2.390625,4
deepseek-coder-6.7b,scopeword-0-inner,scopeword,scopeword-0,inner,use,j-lens,1,30,False,5830,20613,3.9375,4
deepseek-coder-6.7b,scopeword-0-inner,scopeword,scopeword-0,inner,use,j-lens,2,30,False,7076,9218,0.697265625,4
deepseek-coder-6.7b,scopeword-0-inner,scopeword,scopeword-0,inner,use,j-lens,3,30,False,3038,8245,2.3416748046875,4
deepseek-coder-6.7b,scopeword-0-inner,scopeword,scopeword-0,inner,use,j-lens,4,30,False,1800,8792,3.25390625,4
deepseek-coder-6.7b,scopeword-0-inner,scopeword,scopeword-0,inner,use,j-lens,5,30,False,601,4516,4.9921875,4
deepseek-coder-6.7b,scopeword-0-inner,scopeword,scopeword-0,inner,use,j-lens,6,30,False,436,18262,8.296875,4
deepseek-coder-6.7b,scopeword-0-inner,scopeword,scopeword-0,inner,use,j-lens,7,30,False,464,13247,6.734375,4
deepseek-coder-6.7b,scopeword-0-inner,scopeword,scopeword-0,inner,use,j-lens,8,30,False,81,13162,8.046875,4
deepseek-coder-6.7b,scopeword-0-inner,scopeword,scopeword-0,inner,use,j-lens,9,30,False,31,4597,6.423828125,4
deepseek-coder-6.7b,scopeword-0-inner,scopeword,scopeword-0,inner,use,j-lens,10,30,False,64,1566,4.4453125,4
deepseek-coder-6.7b,scopeword-0-inner,scopeword,scopeword-0,inner,use,j-lens,11,30,False,30,946,4.59375,4
deepseek-coder-6.7b,scopeword-0-inner,scopeword,scopeword-0,inner,use,j-lens,12,30,False,4,56,3.09375,4
deepseek-coder-6.7b,scopeword-0-inner,scopeword,scopeword-0,inner,use,j-lens,13,30,False,1,9,3.03125,4
deepseek-coder-6.7b,scopeword-0-inner,scopeword,scopeword-0,inner,use,j-lens,14,30,False,1,8,1.625,4
deepseek-coder-6.7b,scopeword-0-inner,scopeword,scopeword-0,inner,use,j-lens,15,30,False,4,12,1.125,4
deepseek-coder-6.7b,scopeword-0-inner,scopeword,scopeword-0,inner,use,j-lens,16,30,False,7,42,2.09375,4
deepseek-coder-6.7b,scopeword-0-inner,scopeword,scopeword-0,inner,use,j-lens,17,30,False,1,12,2.0625,4
deepseek-coder-6.7b,scopeword-0-inner,scopeword,scopeword-0,inner,use,j-lens,18,30,False,2,7,0.5,4
deepseek-coder-6.7b,scopeword-0-inner,scopeword,scopeword-0,inner,use,j-lens,19,30,False,29,12,-0.84375,4
deepseek-coder-6.7b,scopeword-0-inner,scopeword,scopeword-0,inner,use,j-lens,20,30,False,12,9,-0.5,4
deepseek-coder-6.7b,scopeword-0-inner,scopeword,scopeword-0,inner,use,j-lens,21,30,False,14,8,-0.625,4
deepseek-coder-6.7b,scopeword-0-inner,scopeword,scopeword-0,inner,use,j-lens,22,30,False,47,39,-0.375,4
deepseek-coder-6.7b,scopeword-0-inner,scopeword,scopeword-0,inner,use,j-lens,23,30,False,86,32,-2.125,4
deepseek-coder-6.7b,scopeword-0-inner,scopeword,scopeword-0,inner,use,j-lens,24,30,False,64,19,-2.59375,4
deepseek-coder-6.7b,scopeword-0-inner,scopeword,scopeword-0,inner,use,j-lens,25,30,False,58,31,-1.5,4
deepseek-coder-6.7b,scopeword-0-inner,scopeword,scopeword-0,inner,use,j-lens,26,30,False,103,50,-2.21875,4
deepseek-coder-6.7b,scopeword-0-inner,scopeword,scopeword-0,inner,use,j-lens,27,30,False,105,70,-1.0625,4
deepseek-coder-6.7b,scopeword-0-inner,scopeword,scopeword-0,inner,use,j-lens,28,30,False,74,58,-1.125,4
deepseek-coder-6.7b,scopeword-0-inner,scopeword,scopeword-0,inner,use,j-lens,29,30,False,126,86,-1.5,4
deepseek-coder-6.7b,scopeword-0-inner,scopeword,scopeword-0,inner,use,j-lens,30,30,False,203,197,-0.0625,4
deepseek-coder-6.7b,scopeword-0-inner,scopeword,scopeword-0,inner,use,r-lens,0,30,False,329,1231,5.0703125,4
deepseek-coder-6.7b,scopeword-0-inner,scopeword,scopeword-0,inner,use,r-lens,1,30,False,446,1796,4.8671875,4
deepseek-coder-6.7b,scopeword-0-inner,scopeword,scopeword-0,inner,use,r-lens,2,30,False,664,2659,4.96875,4
deepseek-coder-6.7b,scopeword-0-inner,scopeword,scopeword-0,inner,use,r-lens,3,30,False,284,1483,6.890625,4
deepseek-coder-6.7b,scopeword-0-inner,scopeword,scopeword-0,inner,use,r-lens,4,30,False,246,1212,6.76171875,4
deepseek-coder-6.7b,scopeword-0-inner,scopeword,scopeword-0,inner,use,r-lens,5,30,False,225,1088,6.49609375,4
deepseek-coder-6.7b,scopeword-0-inner,scopeword,scopeword-0,inner,use,r-lens,6,30,False,169,1311,7.9296875,4
deepseek-coder-6.7b,scopeword-0-inner,scopeword,scopeword-0,inner,use,r-lens,7,30,False,149,947,6.353515625,4
deepseek-coder-6.7b,scopeword-0-inner,scopeword,scopeword-0,inner,use,r-lens,8,30,False,49,679,6.2578125,4
deepseek-coder-6.7b,scopeword-0-inner,scopeword,scopeword-0,inner,use,r-lens,9,30,False,44,594,5.0859375,4
deepseek-coder-6.7b,scopeword-0-inner,scopeword,scopeword-0,inner,use,r-lens,10,30,False,65,394,4.53125,4
deepseek-coder-6.7b,scopeword-0-inner,scopeword,scopeword-0,inner,use,r-lens,11,30,False,45,375,4.40625,4
deepseek-coder-6.7b,scopeword-0-inner,scopeword,scopeword-0,inner,use,r-lens,12,30,False,14,115,3.15625,4
deepseek-coder-6.7b,scopeword-0-inner,scopeword,scopeword-0,inner,use,r-lens,13,30,False,3,25,3.34375,4
deepseek-coder-6.7b,scopeword-0-inner,scopeword,scopeword-0,inner,use,r-lens,14,30,False,4,20,1.84375,4
deepseek-coder-6.7b,scopeword-0-inner,scopeword,scopeword-0,inner,use,r-lens,15,30,False,10,14,0.3125,4
deepseek-coder-6.7b,scopeword-0-inner,scopeword,scopeword-0,inner,use,r-lens,16,30,False,10,46,1.84375,4
deepseek-coder-6.7b,scopeword-0-inner,scopeword,scopeword-0,inner,use,r-lens,17,30,False,3,21,1.75,4
deepseek-coder-6.7b,scopeword-0-inner,scopeword,scopeword-0,inner,use,r-lens,18,30,False,7,13,0.46875,4
deepseek-coder-6.7b,scopeword-0-inner,scopeword,scopeword-0,inner,use,r-lens,19,30,False,36,16,-0.75,4
deepseek-coder-6.7b,scopeword-0-inner,scopeword,scopeword-0,inner,use,r-lens,20,30,False,12,9,-0.1875,4
deepseek-coder-6.7b,scopeword-0-inner,scopeword,scopeword-0,inner,use,r-lens,21,30,False,18,13,-0.375,4
deepseek-coder-6.7b,scopeword-0-inner,scopeword,scopeword-0,inner,use,r-lens,22,30,False,45,38,-0.28125,4
deepseek-coder-6.7b,scopeword-0-inner,scopeword,scopeword-0,inner,use,r-lens,23,30,False,70,30,-1.90625,4
deepseek-coder-6.7b,scopeword-0-inner,scopeword,scopeword-0,inner,use,r-lens,24,30,False,49,19,-2.5,4
deepseek-coder-6.7b,scopeword-0-inner,scopeword,scopeword-0,inner,use,r-lens,25,30,False,57,37,-1.40625,4
deepseek-coder-6.7b,scopeword-0-inner,scopeword,scopeword-0,inner,use,r-lens,26,30,False,104,48,-2.46875,4
deepseek-coder-6.7b,scopeword-0-inner,scopeword,scopeword-0,inner,use,r-lens,27,30,False,111,73,-1.25,4
deepseek-coder-6.7b,scopeword-0-inner,scopeword,scopeword-0,inner,use,r-lens,28,30,False,86,67,-1.25,4
deepseek-coder-6.7b,scopeword-0-inner,scopeword,scopeword-0,inner,use,r-lens,29,30,False,151,111,-1.34375,4
deepseek-coder-6.7b,scopeword-0-inner,scopeword,scopeword-0,inner,use,r-lens,30,30,False,203,197,-0.0625,4
deepseek-coder-6.7b,scopeword-0-inner,scopeword,scopeword-0,inner,use,logit-lens,0,30,False,14756,6803,-1.5,4
deepseek-coder-6.7b,scopeword-0-inner,scopeword,scopeword-0,inner,use,logit-lens,1,30,False,9617,1431,-2.5546875,4
deepseek-coder-6.7b,scopeword-0-inner,scopeword,scopeword-0,inner,use,logit-lens,2,30,False,6086,755,-2.46875,4
deepseek-coder-6.7b,scopeword-0-inner,scopeword,scopeword-0,inner,use,logit-lens,3,30,False,4006,1723,-1.015625,4
deepseek-coder-6.7b,scopeword-0-inner,scopeword,scopeword-0,inner,use,logit-lens,4,30,False,1445,965,-0.4375,4
deepseek-coder-6.7b,scopeword-0-inner,scopeword,scopeword-0,inner,use,logit-lens,5,30,False,335,557,0.5,4
deepseek-coder-6.7b,scopeword-0-inner,scopeword,scopeword-0,inner,use,logit-lens,6,30,False,577,463,-0.25,4
deepseek-coder-6.7b,scopeword-0-inner,scopeword,scopeword-0,inner,use,logit-lens,7,30,False,363,1193,1.375,4
deepseek-coder-6.7b,scopeword-0-inner,scopeword,scopeword-0,inner,use,logit-lens,8,30,False,155,87,-0.4375,4
deepseek-coder-6.7b,scopeword-0-inner,scopeword,scopeword-0,inner,use,logit-lens,9,30,False,401,282,-0.40625,4
deepseek-coder-6.7b,scopeword-0-inner,scopeword,scopeword-0,inner,use,logit-lens,10,30,False,251,318,0.28125,4
deepseek-coder-6.7b,scopeword-0-inner,scopeword,scopeword-0,inner,use,logit-lens,11,30,False,52,126,0.625,4
deepseek-coder-6.7b,scopeword-0-inner,scopeword,scopeword-0,inner,use,logit-lens,12,30,False,11,56,1.59375,4
deepseek-coder-6.7b,scopeword-0-inner,scopeword,scopeword-0,inner,use,logit-lens,13,30,False,0,19,4.59375,4
deepseek-coder-6.7b,scopeword-0-inner,scopeword,scopeword-0,inner,use,logit-lens,14,30,False,0,3,1.9375,4
deepseek-coder-6.7b,scopeword-0-inner,scopeword,scopeword-0,inner,use,logit-lens,15,30,False,1,5,0.4375,4
deepseek-coder-6.7b,scopeword-0-inner,scopeword,scopeword-0,inner,use,logit-lens,16,30,False,5,11,0.8125,4
deepseek-coder-6.7b,scopeword-0-inner,scopeword,scopeword-0,inner,use,logit-lens,17,30,False,1,11,1.6875,4
deepseek-coder-6.7b,scopeword-0-inner,scopeword,scopeword-0,inner,use,logit-lens,18,30,False,6,8,0.5,4
deepseek-coder-6.7b,scopeword-0-inner,scopeword,scopeword-0,inner,use,logit-lens,19,30,False,18,19,0.15625,4
deepseek-coder-6.7b,scopeword-0-inner,scopeword,scopeword-0,inner,use,logit-lens,20,30,False,10,13,0.3125,4
deepseek-coder-6.7b,scopeword-0-inner,scopeword,scopeword-0,inner,use,logit-lens,21,30,False,34,27,-0.40625,4
deepseek-coder-6.7b,scopeword-0-inner,scopeword,scopeword-0,inner,use,logit-lens,22,30,False,59,49,-0.34375,4
deepseek-coder-6.7b,scopeword-0-inner,scopeword,scopeword-0,inner,use,logit-lens,23,30,False,87,31,-1.90625,4
deepseek-coder-6.7b,scopeword-0-inner,scopeword,scopeword-0,inner,use,logit-lens,24,30,False,78,37,-1.84375,4
deepseek-coder-6.7b,scopeword-0-inner,scopeword,scopeword-0,inner,use,logit-lens,25,30,False,106,60,-1.34375,4
deepseek-coder-6.7b,scopeword-0-inner,scopeword,scopeword-0,inner,use,logit-lens,26,30,False,147,67,-1.734375,4
deepseek-coder-6.7b,scopeword-0-inner,scopeword,scopeword-0,inner,use,logit-lens,27,30,False,152,132,-0.359375,4
deepseek-coder-6.7b,scopeword-0-inner,scopeword,scopeword-0,inner,use,logit-lens,28,30,False,120,89,-0.890625,4
deepseek-coder-6.7b,scopeword-0-inner,scopeword,scopeword-0,inner,use,logit-lens,29,30,False,146,127,-0.875,4
deepseek-coder-6.7b,scopeword-0-inner,scopeword,scopeword-0,inner,use,logit-lens,30,30,False,203,197,-0.0625,4
deepseek-coder-6.7b,binding-0-outer-use,binding,binding-0,outer,use,j-lens,0,30,True,19595,18732,-0.21484375,1
deepseek-coder-6.7b,binding-0-outer-use,binding,binding-0,outer,use,j-lens,1,30,True,4196,6123,0.78125,1
deepseek-coder-6.7b,binding-0-outer-use,binding,binding-0,outer,use,j-lens,2,30,True,1088,3536,2.0859375,1
deepseek-coder-6.7b,binding-0-outer-use,binding,binding-0,outer,use,j-lens,3,30,True,230,988,2.515625,1
deepseek-coder-6.7b,binding-0-outer-use,binding,binding-0,outer,use,j-lens,4,30,True,1120,1831,0.8125,1
deepseek-coder-6.7b,binding-0-outer-use,binding,binding-0,outer,use,j-lens,5,30,True,23,98,2.8125,1
deepseek-coder-6.7b,binding-0-outer-use,binding,binding-0,outer,use,j-lens,6,30,True,99,165,0.59375,1
deepseek-coder-6.7b,binding-0-outer-use,binding,binding-0,outer,use,j-lens,7,30,True,93,82,-0.1875,1
deepseek-coder-6.7b,binding-0-outer-use,binding,binding-0,outer,use,j-lens,8,30,True,937,836,-0.203125,1
deepseek-coder-6.7b,binding-0-outer-use,binding,binding-0,outer,use,j-lens,9,30,True,241,669,1.625,1
deepseek-coder-6.7b,binding-0-outer-use,binding,binding-0,outer,use,j-lens,10,30,True,244,725,1.5546875,1
deepseek-coder-6.7b,binding-0-outer-use,binding,binding-0,outer,use,j-lens,11,30,True,562,1567,1.4453125,1
deepseek-coder-6.7b,binding-0-outer-use,binding,binding-0,outer,use,j-lens,12,30,True,400,1539,1.6171875,1
deepseek-coder-6.7b,binding-0-outer-use,binding,binding-0,outer,use,j-lens,13,30,True,580,2187,1.53125,1
deepseek-coder-6.7b,binding-0-outer-use,binding,binding-0,outer,use,j-lens,14,30,True,1520,5888,1.75,1
deepseek-coder-6.7b,binding-0-outer-use,binding,binding-0,outer,use,j-lens,15,30,True,1300,4948,1.6484375,1
deepseek-coder-6.7b,binding-0-outer-use,binding,binding-0,outer,use,j-lens,16,30,True,1444,5403,1.625,1
deepseek-coder-6.7b,binding-0-outer-use,binding,binding-0,outer,use,j-lens,17,30,True,1729,5843,1.546875,1
deepseek-coder-6.7b,binding-0-outer-use,binding,binding-0,outer,use,j-lens,18,30,True,1087,5924,2.140625,1
deepseek-coder-6.7b,binding-0-outer-use,binding,binding-0,outer,use,j-lens,19,30,True,648,4815,2.453125,1
deepseek-coder-6.7b,binding-0-outer-use,binding,binding-0,outer,use,j-lens,20,30,True,804,4923,2.5859375,1
deepseek-coder-6.7b,binding-0-outer-use,binding,binding-0,outer,use,j-lens,21,30,True,932,7283,2.85546875,1
deepseek-coder-6.7b,binding-0-outer-use,binding,binding-0,outer,use,j-lens,22,30,True,1533,7904,2.4296875,1
deepseek-coder-6.7b,binding-0-outer-use,binding,binding-0,outer,use,j-lens,23,30,True,1820,8449,2.287353515625,1
deepseek-coder-6.7b,binding-0-outer-use,binding,binding-0,outer,use,j-lens,24,30,True,1106,5296,2.14453125,1
deepseek-coder-6.7b,binding-0-outer-use,binding,binding-0,outer,use,j-lens,25,30,True,584,2423,1.9921875,1
deepseek-coder-6.7b,binding-0-outer-use,binding,binding-0,outer,use,j-lens,26,30,True,304,1367,2.375,1
deepseek-coder-6.7b,binding-0-outer-use,binding,binding-0,outer,use,j-lens,27,30,True,122,443,2.828125,1
deepseek-coder-6.7b,binding-0-outer-use,binding,binding-0,outer,use,j-lens,28,30,True,83,244,2.796875,1
deepseek-coder-6.7b,binding-0-outer-use,binding,binding-0,outer,use,j-lens,29,30,True,52,86,2.3125,1
deepseek-coder-6.7b,binding-0-outer-use,binding,binding-0,outer,use,j-lens,30,30,True,35,60,3.125,1
deepseek-coder-6.7b,binding-0-outer-use,binding,binding-0,outer,use,r-lens,0,30,True,58,200,3.78125,1
deepseek-coder-6.7b,binding-0-outer-use,binding,binding-0,outer,use,r-lens,1,30,True,68,235,3.25,1
deepseek-coder-6.7b,binding-0-outer-use,binding,binding-0,outer,use,r-lens,2,30,True,82,268,2.96875,1
deepseek-coder-6.7b,binding-0-outer-use,binding,binding-0,outer,use,r-lens,3,30,True,78,304,5.03125,1
deepseek-coder-6.7b,binding-0-outer-use,binding,binding-0,outer,use,r-lens,4,30,True,60,225,4.90625,1
