example_id,layer,lens,comparison,stratum,positive_name,negative_name,distance_gap,margin,correct,negative_after
synthetic_control_367930,-1,random,control_dep,indent_matched,o,n,-22,-1.3939143419265747,False,True
synthetic_control_367930,-1,clens,control_dep,indent_matched,d,u,-51,0.0598471164703369,True,True
synthetic_control_367930,-1,logit,control_dep,indent_matched,d,u,-51,-1.1461986303329468,False,True
synthetic_control_367930,-1,random,control_dep,indent_matched,d,u,-51,1.2132511138916016,True,True
synthetic_control_367930,-1,clens,control_dep,indent_matched,d,n,-15,0.0040451288223266,True,True
synthetic_control_367930,-1,logit,control_dep,indent_matched,d,n,-15,-0.9557151794433594,False,True
synthetic_control_367930,-1,random,control_dep,indent_matched,d,n,-15,0.6497059464454651,True,True
synthetic_control_367930,-1,clens,control_dep,indent_matched,d,h,-29,0.0528614521026611,True,True
synthetic_control_367930,-1,logit,control_dep,indent_matched,d,h,-29,-0.3559470176696777,False,True
synthetic_control_367930,-1,random,control_dep,indent_matched,d,h,-29,0.1265867948532104,True,True
synthetic_control_367930,-1,clens,control_dep,indent_matched,d,c,-58,0.0752749443054199,True,True
synthetic_control_367930,-1,logit,control_dep,indent_matched,d,c,-58,0.0050679445266723,True,True
synthetic_control_367930,-1,random,control_dep,indent_matched,d,c,-58,2.643871545791626,True,True
synthetic_control_367930,-1,clens,guard_var,present_in_program,r,c,0,0.0544817447662353,True,True
synthetic_control_367930,-1,logit,guard_var,present_in_program,r,c,0,0.9321680068969728,True,True
synthetic_control_367930,-1,random,guard_var,present_in_program,r,c,0,3.308245182037353,True,True
synthetic_control_367930,-1,clens,next_ident,present_in_program,v,k,0,-0.0066702365875244,False,False
synthetic_control_367930,-1,logit,next_ident,present_in_program,v,k,0,0.3012784421443939,True,False
synthetic_control_367930,-1,random,next_ident,present_in_program,v,k,0,0.9806978702545166,True,False
synthetic_control_367930,-1,clens,control_dep,indent_matched,n,u,-36,0.0558019876480102,True,True
synthetic_control_367930,-1,logit,control_dep,indent_matched,n,u,-36,-0.1904834508895874,False,True
synthetic_control_367930,-1,random,control_dep,indent_matched,n,u,-36,0.5635452270507812,True,True
synthetic_control_367930,-1,clens,control_dep,indent_matched,n,v,-13,-0.011307954788208,False,False
synthetic_control_367930,-1,logit,control_dep,indent_matched,n,v,-13,0.3038593232631683,True,False
synthetic_control_367930,-1,random,control_dep,indent_matched,n,v,-13,-0.8207957148551941,False,False
synthetic_control_367930,-1,clens,control_dep,indent_matched,n,o,-6,-0.1128624677658081,False,False
synthetic_control_367930,-1,logit,control_dep,indent_matched,n,o,-6,0.3363445997238159,True,False
synthetic_control_367930,-1,random,control_dep,indent_matched,n,o,-6,1.3939143419265747,True,False
synthetic_control_367930,-1,clens,control_dep,indent_matched,n,c,-43,0.0712298154830932,True,True
synthetic_control_367930,-1,logit,control_dep,indent_matched,n,c,-43,0.9607831239700316,True,True
synthetic_control_367930,-1,random,control_dep,indent_matched,n,c,-43,1.9941656589508057,True,True
synthetic_control_367930,-1,clens,control_dep,indent_matched,w,c,-36,0.0632153749465942,True,True
synthetic_control_367930,-1,logit,control_dep,indent_matched,w,c,-36,0.6461837291717529,True,True
synthetic_control_367930,-1,random,control_dep,indent_matched,w,c,-36,2.021346092224121,True,True
synthetic_control_367930,-1,clens,control_dep,indent_matched,w,v,-6,-0.019322395324707,False,False
synthetic_control_367930,-1,logit,control_dep,indent_matched,w,v,-6,-0.0107400715351104,False,False
synthetic_control_367930,-1,random,control_dep,indent_matched,w,v,-6,-0.7936151027679443,False,False
synthetic_control_367930,-1,clens,control_dep,indent_matched,w,d,8,-0.0120595693588256,False,False
synthetic_control_367930,-1,logit,control_dep,indent_matched,w,d,8,0.6411157846450806,True,False
synthetic_control_367930,-1,random,control_dep,indent_matched,w,d,8,-0.6225253343582153,False,False
synthetic_control_367930,-1,clens,control_dep,indent_matched,w,u,-29,0.0477875471115112,True,True
synthetic_control_367930,-1,logit,control_dep,indent_matched,w,u,-29,-0.5050828456878662,False,True
synthetic_control_367930,-1,random,control_dep,indent_matched,w,u,-29,0.590725839138031,True,True
synthetic_control_367930,-1,clens,control_dep,indent_matched,h,d,15,-0.0528614521026611,False,False
synthetic_control_367930,-1,logit,control_dep,indent_matched,h,d,15,0.3559470176696777,True,False
synthetic_control_367930,-1,random,control_dep,indent_matched,h,d,15,-0.1265867948532104,False,False
synthetic_control_367930,-1,clens,control_dep,indent_matched,h,o,8,-0.1616787910461425,False,False
synthetic_control_367930,-1,logit,control_dep,indent_matched,h,o,8,-0.2634235620498657,False,False
synthetic_control_367930,-1,random,control_dep,indent_matched,h,o,8,1.9170334339141848,True,False
synthetic_control_367930,-1,clens,control_dep,indent_matched,h,v,1,-0.0601242780685424,False,False
synthetic_control_367930,-1,logit,control_dep,indent_matched,h,v,1,-0.2959088385105133,False,False
synthetic_control_367930,-1,random,control_dep,indent_matched,h,v,1,-0.2976765632629394,False,False
synthetic_control_367930,-1,clens,control_dep,indent_matched,h,c,-29,0.0224134922027587,True,True
synthetic_control_367930,-1,logit,control_dep,indent_matched,h,c,-29,0.3610149621963501,True,True
synthetic_control_367930,-1,random,control_dep,indent_matched,h,c,-29,2.517284870147705,True,True
synthetic_control_367930,-1,clens,guard_var,present_in_program,e,i,0,0.0504101514816284,True,True
synthetic_control_367930,-1,logit,guard_var,present_in_program,e,i,0,0.2015026211738586,True,True
synthetic_control_367930,-1,random,guard_var,present_in_program,e,i,0,-0.1632979959249496,False,True
synthetic_control_367930,-1,clens,next_ident,present_in_program,n,w,0,0.008014440536499,True,True
synthetic_control_367930,-1,logit,next_ident,present_in_program,n,w,0,0.3145993947982788,True,True
synthetic_control_367930,-1,random,next_ident,present_in_program,n,w,0,-0.0271806120872497,False,True
synthetic_control_367930,-1,clens,control_dep,indent_matched,y,d,-28,-0.0651941299438476,False,False
synthetic_control_367930,-1,logit,control_dep,indent_matched,y,d,-28,0.6977832913398743,True,False
synthetic_control_367930,-1,random,control_dep,indent_matched,y,d,-28,-0.7177281379699707,False,False
synthetic_control_367930,-1,clens,control_dep,indent_matched,y,v,-42,-0.072456955909729,False,False
synthetic_control_367930,-1,logit,control_dep,indent_matched,y,v,-42,0.0459274351596832,True,False
synthetic_control_367930,-1,random,control_dep,indent_matched,y,v,-42,-0.8888179063796997,False,False
synthetic_control_367930,-1,clens,control_dep,indent_matched,y,w,-6,-0.0531345605850219,False,False
synthetic_control_367930,-1,logit,control_dep,indent_matched,y,w,-6,0.0566675066947937,True,False
synthetic_control_367930,-1,random,control_dep,indent_matched,y,w,-6,-0.0952028036117553,False,False
synthetic_control_367930,-1,clens,control_dep,indent_matched,y,o,-35,-0.1740114688873291,False,False
synthetic_control_367930,-1,logit,control_dep,indent_matched,y,o,-35,0.0784127116203308,True,False
synthetic_control_367930,-1,random,control_dep,indent_matched,y,o,-35,1.325892210006714,True,False
synthetic_control_367930,-1,clens,control_dep,indent_matched,u,h,8,-0.0069856643676757,False,False
synthetic_control_367930,-1,logit,control_dep,indent_matched,u,h,8,0.790251612663269,True,False
synthetic_control_367930,-1,random,control_dep,indent_matched,u,h,8,-1.0866644382476809,False,False
synthetic_control_367930,-1,clens,control_dep,indent_matched,u,o,-28,-0.1686644554138183,False,False
synthetic_control_367930,-1,logit,control_dep,indent_matched,u,o,-28,0.5268280506134033,True,False
synthetic_control_367930,-1,random,control_dep,indent_matched,u,o,-28,0.8303691148757935,True,False
synthetic_control_367930,-1,clens,control_dep,indent_matched,u,v,-35,-0.0671099424362182,False,False
synthetic_control_367930,-1,logit,control_dep,indent_matched,u,v,-35,0.4943427741527557,True,False
synthetic_control_367930,-1,random,control_dep,indent_matched,u,v,-35,-1.38434100151062,False,False
synthetic_control_367930,-1,clens,control_dep,indent_matched,u,w,1,-0.0477875471115112,False,False
synthetic_control_367930,-1,logit,control_dep,indent_matched,u,w,1,0.5050828456878662,True,False
synthetic_control_367930,-1,random,control_dep,indent_matched,u,w,1,-0.590725839138031,False,False
synthetic_control_367930,-1,clens,control_dep,indent_matched,c,h,15,-0.0224134922027587,False,False
synthetic_control_367930,-1,logit,control_dep,indent_matched,c,h,15,-0.3610149621963501,False,False
synthetic_control_367930,-1,random,control_dep,indent_matched,c,h,15,-2.517284870147705,False,False
synthetic_control_367930,-1,clens,control_dep,indent_matched,c,v,-28,-0.0825377702713012,False,False
synthetic_control_367930,-1,logit,control_dep,indent_matched,c,v,-28,-0.656923770904541,False,False
synthetic_control_367930,-1,random,control_dep,indent_matched,c,v,-28,-2.8149614334106445,False,False
synthetic_control_367930,-1,clens,control_dep,indent_matched,c,w,8,-0.0632153749465942,False,False
synthetic_control_367930,-1,logit,control_dep,indent_matched,c,w,8,-0.6461837291717529,False,False
synthetic_control_367930,-1,random,control_dep,indent_matched,c,w,8,-2.021346092224121,False,False
synthetic_control_367930,-1,clens,control_dep,indent_matched,c,o,-21,-0.1840922832489013,False,False
synthetic_control_367930,-1,logit,control_dep,indent_matched,c,o,-21,-0.6244385242462158,False,False
synthetic_control_367930,-1,random,control_dep,indent_matched,c,o,-21,-0.6002512574195862,False,False
synthetic_control_367930,-1,clens,guard_var,present_in_program,k,r,0,0.0347262620925903,True,True
synthetic_control_367930,-1,logit,guard_var,present_in_program,k,r,0,-0.5765225887298584,False,True
synthetic_control_367930,-1,random,guard_var,present_in_program,k,r,0,-1.4739816188812256,False,True
synthetic_control_367930,-1,clens,next_ident,present_in_program,y,n,0,-0.0611490011215209,False,False
synthetic_control_367930,-1,logit,next_ident,present_in_program,y,n,0,-0.2579318881034851,False,False
synthetic_control_367930,-1,random,next_ident,present_in_program,y,n,0,-0.0680221915245056,False,False
synthetic_control_89708,-1,clens,control_dep,indent_matched,k,v,-15,0.0066702365875244,True,True
synthetic_control_89708,-1,logit,control_dep,indent_matched,k,v,-15,-0.3012784421443939,False,True
synthetic_control_89708,-1,random,control_dep,indent_matched,k,v,-15,-0.9806978702545166,False,True
synthetic_control_89708,-1,clens,guard_var,present_in_program,e,k,0,0.0719345808029174,True,True
synthetic_control_89708,-1,logit,guard_var,present_in_program,e,k,0,1.0600008964538574,True,True
synthetic_control_89708,-1,random,guard_var,present_in_program,e,k,0,-0.6326805353164673,False,True
synthetic_control_89708,-1,clens,next_ident,present_in_program,k,z,0,0.079262375831604,True,False
synthetic_control_89708,-1,logit,next_ident,present_in_program,k,z,0,-0.6235287189483643,False,False
synthetic_control_89708,-1,random,next_ident,present_in_program,k,z,0,-1.2814918756484983,False,False
synthetic_control_89708,-1,clens,control_dep,indent_matched,v,k,1,-0.0066702365875244,False,False
synthetic_control_89708,-1,logit,control_dep,indent_matched,v,k,1,0.3012784421443939,True,False
synthetic_control_89708,-1,random,control_dep,indent_matched,v,k,1,0.9806978702545166,True,False
synthetic_control_89708,-1,clens,guard_var,present_in_program,z,e,0,-0.1511969566345214,False,True
synthetic_control_89708,-1,logit,guard_var,present_in_program,z,e,0,-0.4364722073078155,False,True
synthetic_control_89708,-1,random,guard_var,present_in_program,z,e,0,1.9141724109649656,True,True
synthetic_control_89708,-1,clens,next_ident,present_in_program,v,e,0,-0.0786048173904419,False,False
synthetic_control_89708,-1,logit,next_ident,present_in_program,v,e,0,-0.7587224245071411,False,False
synthetic_control_89708,-1,random,next_ident,present_in_program,v,e,0,1.613378405570984,True,False
synthetic_control_785700,-1,clens,control_dep,indent_matched,o,g,-29,0.0677274465560913,True,True
synthetic_control_785700,-1,logit,control_dep,indent_matched,o,g,-29,0.2578278183937073,True,True
synthetic_control_785700,-1,random,control_dep,indent_matched,o,g,-29,0.0115418434143066,True,True
synthetic_control_785700,-1,clens,control_dep,indent_matched,o,h,-36,0.1616787910461425,True,True
synthetic_control_785700,-1,logit,control_dep,indent_matched,o,h,-36,0.2634235620498657,True,True
synthetic_control_785700,-1,random,control_dep,indent_matched,o,h,-36,-1.9170334339141848,False,True
synthetic_control_785700,-1,clens,control_dep,indent_matched,o,l,-43,0.1627823114395141,True,True
synthetic_control_785700,-1,logit,control_dep,indent_matched,o,l,-43,-0.3512838184833526,False,True
synthetic_control_785700,-1,random,control_dep,indent_matched,o,l,-43,-1.0244029760360718,False,True
synthetic_control_785700,-1,clens,control_dep,indent_matched,r,l,-36,0.0331717729568481,True,True
synthetic_control_785700,-1,logit,control_dep,indent_matched,r,l,-36,-0.0435543581843376,False,True
synthetic_control_785700,-1,random,control_dep,indent_matched,r,l,-36,1.6835907697677612,True,True
synthetic_control_785700,-1,clens,control_dep,indent_matched,r,h,-29,0.0320682525634765,True,True
synthetic_control_785700,-1,logit,control_dep,indent_matched,r,h,-29,0.5711530447006226,True,True
synthetic_control_785700,-1,random,control_dep,indent_matched,r,h,-29,0.7909603118896484,True,True
synthetic_control_785700,-1,clens,control_dep,indent_matched,r,g,-22,-0.0618830919265747,False,True
synthetic_control_785700,-1,logit,control_dep,indent_matched,r,g,-22,0.5655572414398193,True,True
synthetic_control_785700,-1,random,control_dep,indent_matched,r,g,-22,2.71953558921814,True,True
synthetic_control_785700,-1,clens,control_dep,indent_matched,y,h,-22,-0.0123326778411865,False,True
synthetic_control_785700,-1,logit,control_dep,indent_matched,y,h,-22,0.3418362736701965,True,True
synthetic_control_785700,-1,random,control_dep,indent_matched,y,h,-22,-0.5911413431167603,False,True
synthetic_control_785700,-1,clens,control_dep,indent_matched,y,l,-29,-0.0112291574478149,False,True
synthetic_control_785700,-1,logit,control_dep,indent_matched,y,l,-29,-0.2728711068630218,False,True
synthetic_control_785700,-1,random,control_dep,indent_matched,y,l,-29,0.3014891445636749,True,True
synthetic_control_785700,-1,clens,control_dep,indent_matched,y,g,-15,-0.1062840223312377,False,True
synthetic_control_785700,-1,logit,control_dep,indent_matched,y,g,-15,0.3362405300140381,True,True
synthetic_control_785700,-1,random,control_dep,indent_matched,y,g,-15,1.3374340534210205,True,True
synthetic_control_785700,-1,clens,guard_var,present_in_program,m,o,0,-0.0473384857177734,False,True
synthetic_control_785700,-1,logit,guard_var,present_in_program,m,o,0,0.1047144830226898,True,True
synthetic_control_785700,-1,random,guard_var,present_in_program,m,o,0,1.65658700466156,True,True
synthetic_control_785700,-1,clens,next_ident,present_in_program,o,r,0,0.129610538482666,True,True
synthetic_control_785700,-1,logit,next_ident,present_in_program,o,r,0,-0.3077294528484344,False,True
synthetic_control_785700,-1,random,next_ident,present_in_program,o,r,0,-2.707993745803833,False,True
synthetic_control_785700,-1,clens,control_dep,indent_matched,g,y,1,0.1062840223312377,True,False
synthetic_control_785700,-1,logit,control_dep,indent_matched,g,y,1,-0.3362405300140381,False,False
synthetic_control_785700,-1,random,control_dep,indent_matched,g,y,1,-1.3374340534210205,False,False
synthetic_control_785700,-1,clens,control_dep,indent_matched,g,o,-13,-0.0677274465560913,False,False
synthetic_control_785700,-1,logit,control_dep,indent_matched,g,o,-13,-0.2578278183937073,False,False
synthetic_control_785700,-1,random,control_dep,indent_matched,g,o,-13,-0.0115418434143066,False,False
synthetic_control_785700,-1,clens,control_dep,indent_matched,g,r,-6,0.0618830919265747,True,False
synthetic_control_785700,-1,logit,control_dep,indent_matched,g,r,-6,-0.5655572414398193,False,False
synthetic_control_785700,-1,random,control_dep,indent_matched,g,r,-6,-2.71953558921814,False,False
synthetic_control_785700,-1,clens,control_dep,indent_matched,h,o,-6,-0.1616787910461425,False,False
synthetic_control_785700,-1,logit,control_dep,indent_matched,h,o,-6,-0.2634235620498657,False,False
synthetic_control_785700,-1,random,control_dep,indent_matched,h,o,-6,1.9170334339141848,True,False
synthetic_control_785700,-1,clens,control_dep,indent_matched,h,y,8,0.0123326778411865,True,False
synthetic_control_785700,-1,logit,control_dep,indent_matched,h,y,8,-0.3418362736701965,False,False
synthetic_control_785700,-1,random,control_dep,indent_matched,h,y,8,0.5911413431167603,True,False
synthetic_control_785700,-1,clens,control_dep,indent_matched,h,r,1,-0.0320682525634765,False,False
synthetic_control_785700,-1,logit,control_dep,indent_matched,h,r,1,-0.5711530447006226,False,False
synthetic_control_785700,-1,random,control_dep,indent_matched,h,r,1,-0.7909603118896484,False,False
synthetic_control_785700,-1,clens,control_dep,indent_matched,l,o,1,-0.1627823114395141,False,False
synthetic_control_785700,-1,logit,control_dep,indent_matched,l,o,1,0.3512838184833526,True,False
synthetic_control_785700,-1,random,control_dep,indent_matched,l,o,1,1.0244029760360718,True,False
synthetic_control_785700,-1,clens,control_dep,indent_matched,l,y,15,0.0112291574478149,True,False
synthetic_control_785700,-1,logit,control_dep,indent_matched,l,y,15,0.2728711068630218,True,False
synthetic_control_785700,-1,random,control_dep,indent_matched,l,y,15,-0.3014891445636749,False,False
synthetic_control_785700,-1,clens,control_dep,indent_matched,l,r,8,-0.0331717729568481,False,False
synthetic_control_785700,-1,logit,control_dep,indent_matched,l,r,8,0.0435543581843376,True,False
synthetic_control_785700,-1,random,control_dep,indent_matched,l,r,8,-1.6835907697677612,False,False
synthetic_control_785700,-1,clens,guard_var,present_in_program,q,m,0,-0.0112417936325073,False,True
synthetic_control_785700,-1,logit,guard_var,present_in_program,q,m,0,-0.0101270377635955,False,True
synthetic_control_785700,-1,random,guard_var,present_in_program,q,m,0,0.2242366075515747,True,True
synthetic_control_785700,-1,clens,next_ident,present_in_program,g,r,0,0.0618830919265747,True,False
synthetic_control_785700,-1,logit,next_ident,present_in_program,g,r,0,-0.5655572414398193,False,False
synthetic_control_785700,-1,random,next_ident,present_in_program,g,r,0,-2.71953558921814,False,False
synthetic_control_328115,-1,clens,control_dep,indent_matched,d,q,-22,-0.0502370595932006,False,True
synthetic_control_328115,-1,logit,control_dep,indent_matched,d,q,-22,-0.7139580249786377,False,True
synthetic_control_328115,-1,random,control_dep,indent_matched,d,q,-22,0.162796676158905,True,True
synthetic_control_328115,-1,clens,control_dep,indent_matched,d,i,-29,-0.0354574918746948,False,True
synthetic_control_328115,-1,logit,control_dep,indent_matched,d,i,-29,-1.209075689315796,False,True
synthetic_control_328115,-1,random,control_dep,indent_matched,d,i,-29,1.278990626335144,True,True
synthetic_control_328115,-1,clens,control_dep,indent_matched,r,i,-22,-0.0562506914138793,False,True
synthetic_control_328115,-1,logit,control_dep,indent_matched,r,i,-22,-0.281975656747818,False,True
synthetic_control_328115,-1,random,control_dep,indent_matched,r,i,-22,1.943364143371582,True,True
synthetic_control_328115,-1,clens,control_dep,indent_matched,r,q,-15,-0.0710302591323852,False,True
synthetic_control_328115,-1,logit,control_dep,indent_matched,r,q,-15,0.2131420075893402,True,True
synthetic_control_328115,-1,random,control_dep,indent_matched,r,q,-15,0.827170193195343,True,True
synthetic_control_328115,-1,clens,guard_var,present_in_program,t,i,0,-0.1270378828048706,False,True
synthetic_control_328115,-1,logit,guard_var,present_in_program,t,i,0,-0.4180384874343872,False,True
synthetic_control_328115,-1,random,guard_var,present_in_program,t,i,0,-1.3924461603164673,False,True
synthetic_control_328115,-1,clens,next_ident,present_in_program,d,a,0,-0.0353363752365112,False,False
synthetic_control_328115,-1,logit,next_ident,present_in_program,d,a,0,-1.154373049736023,False,False
synthetic_control_328115,-1,random,next_ident,present_in_program,d,a,0,1.1831401586532593,True,False
synthetic_control_328115,-1,clens,control_dep,indent_matched,q,r,1,0.0710302591323852,True,False
synthetic_control_328115,-1,logit,control_dep,indent_matched,q,r,1,-0.2131420075893402,False,False
synthetic_control_328115,-1,random,control_dep,indent_matched,q,r,1,-0.827170193195343,False,False
synthetic_control_328115,-1,clens,control_dep,indent_matched,q,d,-6,0.0502370595932006,True,False
synthetic_control_328115,-1,logit,control_dep,indent_matched,q,d,-6,0.7139580249786377,True,False
synthetic_control_328115,-1,random,control_dep,indent_matched,q,d,-6,-0.162796676158905,False,False
synthetic_control_328115,-1,clens,control_dep,indent_matched,i,d,1,0.0354574918746948,True,False
synthetic_control_328115,-1,logit,control_dep,indent_matched,i,d,1,1.209075689315796,True,False
synthetic_control_328115,-1,random,control_dep,indent_matched,i,d,1,-1.278990626335144,False,False
synthetic_control_328115,-1,clens,control_dep,indent_matched,i,r,8,0.0562506914138793,True,False
synthetic_control_328115,-1,logit,control_dep,indent_matched,i,r,8,0.281975656747818,True,False
synthetic_control_328115,-1,random,control_dep,indent_matched,i,r,8,-1.943364143371582,False,False
synthetic_control_328115,-1,clens,guard_var,present_in_program,b,d,0,0.0577887296676635,True,True
synthetic_control_328115,-1,logit,guard_var,present_in_program,b,d,0,0.987126350402832,True,True
synthetic_control_328115,-1,random,guard_var,present_in_program,b,d,0,0.0810976028442382,True,True
synthetic_control_328115,-1,clens,next_ident,present_in_program,q,t,0,0.1418174505233764,True,False
synthetic_control_328115,-1,logit,next_ident,present_in_program,q,t,0,-0.077079176902771,False,False
synthetic_control_328115,-1,random,next_ident,present_in_program,q,t,0,2.508640050888061,True,False
synthetic_control_799760,-1,clens,control_dep,indent_matched,e,h,-29,0.1387290954589843,True,True
synthetic_control_799760,-1,logit,control_dep,indent_matched,e,h,-29,1.054631233215332,True,True
synthetic_control_799760,-1,random,control_dep,indent_matched,e,h,-29,-1.3157018423080444,False,True
synthetic_control_799760,-1,clens,control_dep,indent_matched,e,n,-51,0.0899127721786499,True,True
synthetic_control_799760,-1,logit,control_dep,indent_matched,e,n,-51,0.4548631310462951,True,True
synthetic_control_799760,-1,random,control_dep,indent_matched,e,n,-51,-0.7925826907157898,False,True
synthetic_control_799760,-1,clens,control_dep,indent_matched,e,s,-44,0.0736562013626098,True,True
synthetic_control_799760,-1,logit,control_dep,indent_matched,e,s,-44,0.8077557682991028,True,True
synthetic_control_799760,-1,random,control_dep,indent_matched,e,s,-44,-0.2085922360420227,False,True
synthetic_control_799760,-1,clens,control_dep,indent_matched,e,b,-22,0.0280789136886596,True,True
synthetic_control_799760,-1,logit,control_dep,indent_matched,e,b,-22,0.4234519600868225,True,True
synthetic_control_799760,-1,random,control_dep,indent_matched,e,b,-22,-1.5233862400054932,False,True
synthetic_control_799760,-1,clens,control_dep,indent_matched,j,h,-22,0.0284957885742187,True,True
synthetic_control_799760,-1,logit,control_dep,indent_matched,j,h,-22,0.2650485634803772,True,True
synthetic_control_799760,-1,random,control_dep,indent_matched,j,h,-22,-1.2674803733825684,False,True
synthetic_control_799760,-1,clens,control_dep,indent_matched,j,s,-37,-0.0365771055221557,False,True
synthetic_control_799760,-1,logit,control_dep,indent_matched,j,s,-37,0.0181730389595031,True,True
synthetic_control_799760,-1,random,control_dep,indent_matched,j,s,-37,-0.1603707373142242,False,True
synthetic_control_799760,-1,clens,control_dep,indent_matched,j,n,-44,-0.0203205347061157,False,True
synthetic_control_799760,-1,logit,control_dep,indent_matched,j,n,-44,-0.3347195982933044,False,True
synthetic_control_799760,-1,random,control_dep,indent_matched,j,n,-44,-0.744361162185669,False,True
synthetic_control_799760,-1,clens,control_dep,indent_matched,j,b,-15,-0.0821543931961059,False,True
synthetic_control_799760,-1,logit,control_dep,indent_matched,j,b,-15,-0.3661307692527771,False,True
synthetic_control_799760,-1,random,control_dep,indent_matched,j,b,-15,-1.475164771080017,False,True
synthetic_control_799760,-1,clens,guard_var,present_in_program,w,a,0,-0.0473959445953369,False,True
synthetic_control_799760,-1,logit,guard_var,present_in_program,w,a,0,-0.5132572650909424,False,True
synthetic_control_799760,-1,random,guard_var,present_in_program,w,a,0,0.560614824295044,True,True
synthetic_control_799760,-1,clens,next_ident,present_in_program,e,w,0,0.0979272127151489,True,False
synthetic_control_799760,-1,logit,next_ident,present_in_program,e,w,0,0.769462525844574,True,False
synthetic_control_799760,-1,random,next_ident,present_in_program,e,w,0,-0.8197633028030396,False,False
synthetic_control_799760,-1,clens,control_dep,indent_matched,b,n,-29,0.0618338584899902,True,True
synthetic_control_799760,-1,logit,control_dep,indent_matched,b,n,-29,0.0314111709594726,True,True
synthetic_control_799760,-1,random,control_dep,indent_matched,b,n,-29,0.7308035492897034,True,True
synthetic_control_799760,-1,clens,control_dep,indent_matched,b,s,-22,0.0455772876739501,True,True
