pair_id,base_id,template,op_family,split,variant,bound_value,bound_answer,other_answer,logp_bound,logp_other,logit_diff,correct,argmax_token_id,argmax_is_bound_answer,argmax_is_other_answer,error_type,both_counterfactuals_correct
base_0002_modulus,base_0002,padded_shadow,modulus,test,target,6,2,0,-0.1383274793624878,-3.2945775985717773,3.1562501192092896,True,17,True,False,correct,True
base_0002_index,base_0002,padded_shadow,index,test,source,4,8,1,-2.4042651653289795,-2.2636401653289795,-0.140625,False,22,False,False,other,False
base_0002_index,base_0002,padded_shadow,index,test,target,6,1,8,-2.156541347503662,-2.531541347503662,0.375,True,17,False,False,other,False
base_0003_affine,base_0003,global_shadow,affine,test,source,6,7,4,-0.08666986227035522,-4.383544921875,4.296875059604645,True,22,True,False,correct,True
base_0003_affine,base_0003,global_shadow,affine,test,target,3,4,7,-0.04141915962100029,-5.41641902923584,5.3749998696148396,True,19,True,False,correct,True
base_0003_mul_sub,base_0003,global_shadow,mul_sub,test,source,6,7,1,-3.398873805999756,-1.4926236867904663,-1.9062501192092896,False,16,False,True,wrong_binding,False
base_0003_mul_sub,base_0003,global_shadow,mul_sub,test,target,3,1,7,-0.809285044670105,-3.6530351638793945,2.8437501192092896,True,16,True,False,correct,False
base_0003_threshold,base_0003,global_shadow,threshold,test,source,6,1,0,-0.845867931842804,-0.564617931842804,-0.28125,False,15,False,True,wrong_binding,False
base_0003_threshold,base_0003,global_shadow,threshold,test,target,3,0,1,-0.1844228357076645,-1.7937978506088257,1.6093750149011612,True,15,True,False,correct,False
base_0003_modulus,base_0003,global_shadow,modulus,test,source,6,0,1,-0.08780562877655029,-2.82218074798584,2.7343751192092896,True,15,True,False,correct,True
base_0003_modulus,base_0003,global_shadow,modulus,test,target,3,1,0,-0.11249728500843048,-2.643747329711914,2.5312500447034836,True,16,True,False,correct,True
base_0003_index,base_0003,global_shadow,index,test,source,6,9,8,-1.6141438484191895,-2.2078938484191895,0.59375,True,24,True,False,correct,False
base_0003_index,base_0003,global_shadow,index,test,target,3,8,9,-2.2385733127593994,-1.5198233127593994,-0.71875,False,24,False,True,wrong_binding,False
base_0004_affine,base_0004,call_frame,affine,calib,source,4,7,6,-0.28956905007362366,-2.945819139480591,2.656250089406967,True,22,True,False,correct,True
base_0004_affine,base_0004,call_frame,affine,calib,target,3,6,7,-0.9196439385414124,-0.9821439385414124,0.0625,True,21,True,False,correct,True
base_0004_mul_sub,base_0004,call_frame,mul_sub,calib,source,4,5,2,-3.2731430530548096,-2.4450180530548096,-0.828125,False,16,False,False,other,False
base_0004_mul_sub,base_0004,call_frame,mul_sub,calib,target,3,2,5,-2.559943675994873,-2.575568675994873,0.015625,True,16,False,False,other,False
base_0004_threshold,base_0004,call_frame,threshold,calib,source,4,1,0,-0.8828363418579102,-0.5547113418579102,-0.328125,False,15,False,True,wrong_binding,False
base_0004_threshold,base_0004,call_frame,threshold,calib,target,3,0,1,-0.6063924431800842,-0.7938924431800842,0.1875,True,15,True,False,correct,False
base_0004_modulus,base_0004,call_frame,modulus,calib,source,4,1,0,-0.4598467946052551,-1.8660967350006104,1.4062499403953552,True,16,True,False,correct,False
base_0004_modulus,base_0004,call_frame,modulus,calib,target,3,0,1,-1.8294007778167725,-0.26690083742141724,-1.5624999403953552,False,16,False,True,wrong_binding,False
base_0004_index,base_0004,call_frame,index,calib,source,4,5,2,-2.175539255142212,-2.144289255142212,-0.03125,False,15,False,False,other,False
base_0004_index,base_0004,call_frame,index,calib,target,3,2,5,-1.376941204071045,-2.220691204071045,0.84375,True,17,True,False,correct,False
base_0005_affine,base_0005,padded_shadow,affine,calib,source,5,9,6,-0.8735080361366272,-4.529757976531982,3.6562499403953552,True,16,False,False,other,True
base_0005_affine,base_0005,padded_shadow,affine,calib,target,2,6,9,-0.6296873688697815,-2.8953123092651367,2.2656249403953552,True,21,True,False,correct,True
base_0005_mul_sub,base_0005,padded_shadow,mul_sub,calib,source,5,7,1,-2.849796772003174,-1.0216718912124634,-1.8281248807907104,False,16,False,True,wrong_binding,False
base_0005_mul_sub,base_0005,padded_shadow,mul_sub,calib,target,2,1,7,-1.9989032745361328,-2.780153274536133,0.78125,True,17,False,False,other,False
base_0005_threshold,base_0005,padded_shadow,threshold,calib,source,5,1,0,-0.6566476821899414,-0.7347726821899414,0.078125,True,16,True,False,correct,True
base_0005_threshold,base_0005,padded_shadow,threshold,calib,target,2,0,1,-0.47106432914733887,-0.9866893291473389,0.515625,True,15,True,False,correct,True
base_0005_modulus,base_0005,padded_shadow,modulus,calib,source,5,1,0,-0.20001493394374847,-1.9968899488449097,1.7968750149011612,True,16,True,False,correct,False
base_0005_modulus,base_0005,padded_shadow,modulus,calib,target,2,0,1,-2.416177749633789,-0.13492777943611145,-2.2812499701976776,False,16,False,True,wrong_binding,False
base_0005_index,base_0005,padded_shadow,index,calib,source,5,9,6,-2.0879383087158203,-2.5879383087158203,0.5,True,18,False,False,other,True
base_0005_index,base_0005,padded_shadow,index,calib,target,2,6,9,-1.9632465839385986,-2.4632465839385986,0.5,True,16,False,False,other,True
base_0006_affine,base_0006,global_shadow,affine,test,source,6,7,3,-0.09409493952989578,-5.406594753265381,5.312499813735485,True,22,True,False,correct,True
base_0006_affine,base_0006,global_shadow,affine,test,target,2,3,7,-0.07245165854692459,-4.900576591491699,4.828124932944775,True,18,True,False,correct,True
base_0006_mul_sub,base_0006,global_shadow,mul_sub,test,source,6,8,0,-2.087735652923584,-1.6502355337142944,-0.43750011920928955,False,16,False,False,other,False
base_0006_mul_sub,base_0006,global_shadow,mul_sub,test,target,2,0,8,-0.8793232440948486,-3.6449482440948486,2.765625,True,15,True,False,correct,False
base_0006_threshold,base_0006,global_shadow,threshold,test,source,6,1,0,-0.6145276427268982,-0.7864026427268982,0.171875,True,16,True,False,correct,True
base_0006_threshold,base_0006,global_shadow,threshold,test,target,2,0,1,-0.21392937004566193,-1.6670544147491455,1.4531250447034836,True,15,True,False,correct,True
base_0006_index,base_0006,global_shadow,index,test,source,6,5,1,-1.74672269821167,-2.51234769821167,0.765625,True,20,True,False,correct,False
base_0006_index,base_0006,global_shadow,index,test,target,2,1,5,-2.629019021987915,-1.863394021987915,-0.765625,False,17,False,False,other,False
base_0007_affine,base_0007,call_frame,affine,test,source,2,3,5,-0.26949068903923035,-2.0976157188415527,1.8281250298023224,True,18,True,False,correct,True
base_0007_affine,base_0007,call_frame,affine,test,target,4,5,3,-0.24575340747833252,-1.6988784074783325,1.453125,True,20,True,False,correct,True
base_0007_mul_sub,base_0007,call_frame,mul_sub,test,source,2,0,6,-1.5459413528442383,-1.9990663528442383,0.453125,True,17,False,False,other,False
base_0007_mul_sub,base_0007,call_frame,mul_sub,test,target,4,6,0,-1.8428738117218018,-1.7803738117218018,-0.0625,False,17,False,False,other,False
base_0007_threshold,base_0007,call_frame,threshold,test,source,2,0,1,-0.9679597616195679,-0.48358476161956787,-0.484375,False,16,False,True,wrong_binding,False
base_0007_threshold,base_0007,call_frame,threshold,test,target,4,1,0,-0.3998644948005676,-1.1186144351959229,0.7187499403953552,True,16,True,False,correct,False
base_0007_index,base_0007,call_frame,index,test,source,2,6,7,-1.961390733718872,-2.258265733718872,0.296875,True,24,False,False,other,False
base_0007_index,base_0007,call_frame,index,test,target,4,7,6,-2.524482250213623,-1.6807321310043335,-0.8437501192092896,False,21,False,True,wrong_binding,False
base_0008_affine,base_0008,padded_shadow,affine,test,source,5,6,8,-0.8420947194099426,-2.607719659805298,1.7656249403953552,True,21,True,False,correct,True
base_0008_affine,base_0008,padded_shadow,affine,test,target,7,8,6,-0.5708410739898682,-2.648966073989868,2.078125,True,23,True,False,correct,True
base_0008_mul_sub,base_0008,padded_shadow,mul_sub,test,source,5,2,6,-1.9243983030319214,-3.315023422241211,1.3906251192092896,True,16,False,False,other,False
base_0008_mul_sub,base_0008,padded_shadow,mul_sub,test,target,7,6,2,-3.4940409660339355,-1.712791085243225,-1.7812498807907104,False,16,False,False,other,False
base_0008_threshold,base_0008,padded_shadow,threshold,test,source,5,0,1,-0.5243438482284546,-0.8993438482284546,0.375,True,15,True,False,correct,False
base_0008_threshold,base_0008,padded_shadow,threshold,test,target,7,1,0,-0.7021908760070801,-0.6865658760070801,-0.015625,False,15,False,True,wrong_binding,False
base_0008_modulus,base_0008,padded_shadow,modulus,test,source,5,2,1,-0.11689350008964539,-2.6793935298919678,2.5625000298023224,True,17,True,False,correct,False
base_0008_modulus,base_0008,padded_shadow,modulus,test,target,7,1,2,-1.2216585874557495,-0.4560336172580719,-0.7656249701976776,False,17,False,True,wrong_binding,False
base_0008_index,base_0008,padded_shadow,index,test,source,5,9,1,-2.249098539352417,-2.327223539352417,0.078125,True,15,False,False,other,False
base_0008_index,base_0008,padded_shadow,index,test,target,7,1,9,-2.2692809104919434,-2.0974059104919434,-0.171875,False,24,False,True,wrong_binding,False
base_0009_affine,base_0009,global_shadow,affine,calib,source,2,6,9,-0.40169817209243774,-3.589198112487793,3.1874999403953552,True,21,True,False,correct,True
base_0009_affine,base_0009,global_shadow,affine,calib,target,5,9,6,-0.07049419730901718,-5.242369174957275,5.171874977648258,True,24,True,False,correct,True
base_0009_mul_sub,base_0009,global_shadow,mul_sub,calib,source,2,3,9,-0.6735999584197998,-4.251725196838379,3.578125238418579,True,18,True,False,correct,True
base_0009_mul_sub,base_0009,global_shadow,mul_sub,calib,target,5,9,3,-0.5385363101959229,-4.726036071777344,4.187499761581421,True,24,True,False,correct,True
base_0009_threshold,base_0009,global_shadow,threshold,calib,source,2,0,1,-0.28138020634651184,-1.4220051765441895,1.1406249701976776,True,15,True,False,correct,False
base_0009_threshold,base_0009,global_shadow,threshold,calib,target,5,1,0,-0.8671550750732422,-0.5546550750732422,-0.3125,False,15,False,True,wrong_binding,False
base_0009_modulus,base_0009,global_shadow,modulus,calib,source,2,0,1,-1.2092434167861938,-0.38111841678619385,-0.828125,False,16,False,True,wrong_binding,False
base_0009_modulus,base_0009,global_shadow,modulus,calib,target,5,1,0,-0.0761469230055809,-2.8417718410491943,2.7656249180436134,True,16,True,False,correct,False
base_0009_index,base_0009,global_shadow,index,calib,source,2,4,6,-2.4825844764709473,-1.5294594764709473,-0.953125,False,21,False,True,wrong_binding,False
base_0009_index,base_0009,global_shadow,index,calib,target,5,6,4,-1.7447280883789062,-1.9634780883789062,0.21875,True,21,True,False,correct,False
base_0010_affine,base_0010,call_frame,affine,test,source,5,8,7,-0.17833136022090912,-3.1470813751220703,2.968750014901161,True,23,True,False,correct,True
base_0010_affine,base_0010,call_frame,affine,test,target,4,7,8,-0.11229167133569717,-3.6747915744781494,3.5624999031424522,True,22,True,False,correct,True
base_0010_mul_sub,base_0010,call_frame,mul_sub,test,source,5,3,1,-2.4201860427856445,-1.2951860427856445,-1.125,False,16,False,True,wrong_binding,False
base_0010_mul_sub,base_0010,call_frame,mul_sub,test,target,4,1,3,-1.4153186082839966,-2.102818489074707,0.6874998807907104,True,16,True,False,correct,False
base_0010_threshold,base_0010,call_frame,threshold,test,source,5,1,0,-0.7734346389770508,-0.6328096389770508,-0.140625,False,15,False,True,wrong_binding,False
base_0010_threshold,base_0010,call_frame,threshold,test,target,4,0,1,-0.6494643688201904,-0.7432143688201904,0.09375,True,15,True,False,correct,False
base_0010_modulus,base_0010,call_frame,modulus,test,source,5,1,0,-0.19786378741264343,-3.182238817214966,2.9843750298023224,True,16,True,False,correct,True
base_0010_modulus,base_0010,call_frame,modulus,test,target,4,0,1,-0.7448238134384155,-1.1198238134384155,0.375,True,15,True,False,correct,True
base_0010_index,base_0010,call_frame,index,test,source,5,9,6,-1.798827886581421,-1.908202886581421,0.109375,True,24,True,False,correct,False
base_0010_index,base_0010,call_frame,index,test,target,4,6,9,-1.804383397102356,-1.741883397102356,-0.0625,False,24,False,True,wrong_binding,False
base_0011_affine,base_0011,padded_shadow,affine,calib,source,6,8,9,-1.445615530014038,-1.133115530014038,-0.3125,False,24,False,True,wrong_binding,False
base_0011_affine,base_0011,padded_shadow,affine,calib,target,7,9,8,-0.6881353855133057,-1.5006353855133057,0.8125,True,24,True,False,correct,False
base_0011_mul_sub,base_0011,padded_shadow,mul_sub,calib,source,6,3,5,-2.354358434677124,-3.041858434677124,0.6875,True,16,False,False,other,False
base_0011_mul_sub,base_0011,padded_shadow,mul_sub,calib,target,7,5,3,-2.788201332092285,-2.694451332092285,-0.09375,False,16,False,False,other,False
base_0011_threshold,base_0011,padded_shadow,threshold,calib,source,6,0,1,-0.7034290432929993,-0.6878040432929993,-0.015625,False,16,False,True,wrong_binding,False
base_0011_threshold,base_0011,padded_shadow,threshold,calib,target,7,1,0,-0.6716465353965759,-0.7185215353965759,0.046875,True,16,True,False,correct,False
base_0011_modulus,base_0011,padded_shadow,modulus,calib,source,6,0,1,-0.649203896522522,-1.524203896522522,0.875,True,15,True,False,correct,True
base_0011_modulus,base_0011,padded_shadow,modulus,calib,target,7,1,0,-0.9958230257034302,-1.5583230257034302,0.5625,True,17,False,False,other,True
base_0011_index,base_0011,padded_shadow,index,calib,source,6,9,1,-2.2492291927337646,-2.0304791927337646,-0.21875,False,16,False,True,wrong_binding,False
base_0011_index,base_0011,padded_shadow,index,calib,target,7,1,9,-2.0927538871765137,-2.1083788871765137,0.015625,True,23,False,False,other,False
base_0012_affine,base_0012,global_shadow,affine,test,source,3,8,9,-0.213408425450325,-4.291533470153809,4.078125044703484,True,23,True,False,correct,True
base_0012_affine,base_0012,global_shadow,affine,test,target,4,9,8,-0.11604636907577515,-3.70979642868042,3.5937500596046448,True,24,True,False,correct,True
base_0012_mul_sub,base_0012,global_shadow,mul_sub,test,source,3,6,9,-1.693646788597107,-2.0686469078063965,0.37500011920928955,True,15,False,False,other,True
base_0012_mul_sub,base_0012,global_shadow,mul_sub,test,target,4,9,6,-1.7035568952560425,-2.062932014465332,0.35937511920928955,True,16,False,False,other,True
base_0012_threshold,base_0012,global_shadow,threshold,test,source,3,0,1,-0.6512868404388428,-0.7450368404388428,0.09375,True,15,True,False,correct,True
base_0012_threshold,base_0012,global_shadow,threshold,test,target,4,1,0,-0.6213794946670532,-0.7776294946670532,0.15625,True,16,True,False,correct,True
base_0012_modulus,base_0012,global_shadow,modulus,test,source,3,1,0,-0.3455319106578827,-1.392406940460205,1.0468750298023224,True,16,True,False,correct,True
base_0012_modulus,base_0012,global_shadow,modulus,test,target,4,0,1,-0.18021851778030396,-2.023968458175659,1.8437499403953552,True,15,True,False,correct,True
base_0012_index,base_0012,global_shadow,index,test,source,3,2,6,-2.3222501277923584,-1.7285001277923584,-0.59375,False,20,False,False,other,False
base_0012_index,base_0012,global_shadow,index,test,target,4,6,2,-1.2794685363769531,-2.045093536376953,0.765625,True,21,True,False,correct,False
base_0013_affine,base_0013,call_frame,affine,calib,source,4,9,8,-0.23931045830249786,-2.3330605030059814,2.0937500447034836,True,24,True,False,correct,True
base_0013_affine,base_0013,call_frame,affine,calib,target,3,8,9,-0.04441488906741142,-5.18503999710083,5.140625108033419,True,23,True,False,correct,True
base_0013_mul_sub,base_0013,call_frame,mul_sub,calib,source,4,5,2,-3.2452406883239746,-2.6046156883239746,-0.640625,False,16,False,False,other,False
base_0013_mul_sub,base_0013,call_frame,mul_sub,calib,target,3,2,5,-2.5871262550354004,-2.9777512550354004,0.390625,True,16,False,False,other,False
base_0013_threshold,base_0013,call_frame,threshold,calib,source,4,1,0,-0.5364655256271362,-0.8958405256271362,0.359375,True,16,True,False,correct,False
base_0013_threshold,base_0013,call_frame,threshold,calib,target,3,0,1,-0.7267125844955444,-0.6642125844955444,-0.0625,False,16,False,True,wrong_binding,False
base_0013_modulus,base_0013,call_frame,modulus,calib,source,4,0,1,-0.4553978443145752,-1.4397728443145752,0.984375,True,15,True,False,correct,True
base_0013_modulus,base_0013,call_frame,modulus,calib,target,3,1,0,-0.21038909256458282,-2.0853891372680664,1.8750000447034836,True,16,True,False,correct,True
base_0013_index,base_0013,call_frame,index,calib,source,4,0,9,-1.7977724075317383,-1.6415224075317383,-0.15625,False,24,False,True,wrong_binding,False
base_0013_index,base_0013,call_frame,index,calib,target,3,9,0,-1.9152294397354126,-1.8839794397354126,-0.03125,False,20,False,False,other,False
base_0014_affine,base_0014,padded_shadow,affine,test,source,3,7,9,-2.100719928741455,-1.506969928741455,-0.59375,False,16,False,False,other,False
base_0014_affine,base_0014,padded_shadow,affine,test,target,4,9,7,-1.9481098651885986,-2.5731098651885986,0.625,True,16,False,False,other,False
base_0014_mul_sub,base_0014,padded_shadow,mul_sub,test,source,3,5,7,-1.2917475700378418,-2.229247570037842,0.9375,True,20,True,False,correct,True
base_0014_mul_sub,base_0014,padded_shadow,mul_sub,test,target,4,7,5,-1.0078752040863037,-1.7735002040863037,0.765625,True,22,True,False,correct,True
base_0014_threshold,base_0014,padded_shadow,threshold,test,source,3,0,1,-0.5316811203956604,-0.8910561203956604,0.359375,True,15,True,False,correct,False
base_0014_threshold,base_0014,padded_shadow,threshold,test,target,4,1,0,-0.8737824559211731,-0.5456574559211731,-0.328125,False,15,False,True,wrong_binding,False
base_0014_modulus,base_0014,padded_shadow,modulus,test,source,3,0,1,-0.3655652701854706,-1.803065299987793,1.4375000298023224,True,15,True,False,correct,True
base_0014_modulus,base_0014,padded_shadow,modulus,test,target,4,1,0,-0.869799017906189,-2.6510491371154785,1.7812501192092896,True,17,False,False,other,True
base_0014_index,base_0014,padded_shadow,index,test,source,3,1,2,-2.424903154373169,-2.393653154373169,-0.03125,False,15,False,False,other,False
base_0014_index,base_0014,padded_shadow,index,test,target,4,2,1,-2.549100875854492,-2.392850875854492,-0.15625,False,15,False,False,other,False
base_0015_affine,base_0015,global_shadow,affine,test,source,6,7,4,-0.12713025510311127,-3.8302552700042725,3.703125014901161,True,22,True,False,correct,True
base_0015_affine,base_0015,global_shadow,affine,test,target,3,4,7,-0.03386037051677704,-6.111985206604004,6.078124836087227,True,19,True,False,correct,True
base_0015_mul_sub,base_0015,global_shadow,mul_sub,test,source,6,8,2,-2.072439670562744,-2.103689670562744,0.03125,True,16,False,False,other,True
base_0015_mul_sub,base_0015,global_shadow,mul_sub,test,target,3,2,8,-0.7445055246353149,-4.010130405426025,3.2656248807907104,True,17,True,False,correct,True
base_0015_threshold,base_0015,global_shadow,threshold,test,source,6,1,0,-0.5440363883972168,-0.8721613883972168,0.328125,True,16,True,False,correct,True
base_0015_threshold,base_0015,global_shadow,threshold,test,target,3,0,1,-0.2743602693080902,-1.4306102991104126,1.1562500298023224,True,15,True,False,correct,True
base_0015_modulus,base_0015,global_shadow,modulus,test,source,6,0,1,-0.0664752647280693,-3.1289751529693604,3.062499888241291,True,15,True,False,correct,True
base_0015_modulus,base_0015,global_shadow,modulus,test,target,3,1,0,-0.0669202208518982,-3.160670280456543,3.0937500596046448,True,16,True,False,correct,True
base_0015_index,base_0015,global_shadow,index,test,source,6,1,2,-2.628958225250244,-2.863333225250244,0.234375,True,24,False,False,other,True
base_0015_index,base_0015,global_shadow,index,test,target,3,2,1,-3.109508991241455,-3.234508991241455,0.125,True,24,False,False,other,True
base_0016_affine,base_0016,call_frame,affine,test,source,5,8,7,-0.17823690176010132,-3.100111961364746,2.9218750596046448,True,23,True,False,correct,True
base_0016_affine,base_0016,call_frame,affine,test,target,4,7,8,-0.14745987951755524,-3.0693349838256836,2.9218751043081284,True,22,True,False,correct,True
base_0016_mul_sub,base_0016,call_frame,mul_sub,test,source,5,9,7,-0.49806147813796997,-3.404311418533325,2.9062499403953552,True,24,True,False,correct,True
base_0016_mul_sub,base_0016,call_frame,mul_sub,test,target,4,7,9,-0.7323610782623291,-1.591736078262329,0.859375,True,22,True,False,correct,True
base_0016_threshold,base_0016,call_frame,threshold,test,source,5,1,0,-0.6905149221420288,-0.7061399221420288,0.015625,True,16,True,False,correct,False
base_0016_threshold,base_0016,call_frame,threshold,test,target,4,0,1,-0.8549023866653442,-0.5580273866653442,-0.296875,False,16,False,True,wrong_binding,False
base_0016_modulus,base_0016,call_frame,modulus,test,source,5,2,1,-0.18326210975646973,-2.4957621097564697,2.3125,True,17,True,False,correct,True
base_0016_modulus,base_0016,call_frame,modulus,test,target,4,1,2,-0.33711788058280945,-2.087117910385132,1.7500000298023224,True,16,True,False,correct,True
base_0016_index,base_0016,call_frame,index,test,source,5,9,2,-0.7897732257843018,-2.1647732257843018,1.375,True,24,True,False,correct,True
base_0016_index,base_0016,call_frame,index,test,target,4,2,9,-1.455330491065979,-1.470955491065979,0.015625,True,17,True,False,correct,True
base_0017_affine,base_0017,padded_shadow,affine,test,source,7,9,6,-0.37876570224761963,-5.09751558303833,4.7187498807907104,True,24,True,False,correct,True
base_0017_affine,base_0017,padded_shadow,affine,test,target,4,6,9,-0.7489219307899475,-2.1082968711853027,1.3593749403953552,True,21,True,False,correct,True
base_0017_mul_sub,base_0017,padded_shadow,mul_sub,test,source,7,9,3,-2.9452879428863525,-2.8202879428863525,-0.125,False,16,False,False,other,False
base_0017_mul_sub,base_0017,padded_shadow,mul_sub,test,target,4,3,9,-2.410285711288452,-2.769660711288452,0.359375,True,16,False,False,other,False
base_0017_threshold,base_0017,padded_shadow,threshold,test,source,7,1,0,-0.5354800224304199,-0.8948550224304199,0.359375,True,16,True,False,correct,True
base_0017_threshold,base_0017,padded_shadow,threshold,test,target,4,0,1,-0.405388742685318,-1.1085137128829956,0.7031249701976776,True,15,True,False,correct,True
base_0017_modulus,base_0017,padded_shadow,modulus,test,source,7,3,0,-0.1626482605934143,-3.8657732009887695,3.7031249403953552,True,18,True,False,correct,False
base_0017_modulus,base_0017,padded_shadow,modulus,test,target,4,0,3,-3.7744340896606445,-0.1650591790676117,-3.609374910593033,False,18,False,True,wrong_binding,False
base_0017_index,base_0017,padded_shadow,index,test,source,7,5,2,-2.439251661300659,-2.642376661300659,0.203125,True,22,False,False,other,False
base_0017_index,base_0017,padded_shadow,index,test,target,4,2,5,-2.4840850830078125,-2.4372100830078125,-0.046875,False,19,False,False,other,False
base_0018_affine,base_0018,global_shadow,affine,test,source,4,8,9,-1.2513701915740967,-0.48574525117874146,-0.7656249403953552,False,24,False,True,wrong_binding,False
base_0018_affine,base_0018,global_shadow,affine,test,target,5,9,8,-0.07942204177379608,-4.3762969970703125,4.296874955296516,True,24,True,False,correct,False
base_0018_mul_sub,base_0018,global_shadow,mul_sub,test,source,4,1,3,-1.4525035619735718,-2.2493786811828613,0.7968751192092896,True,16,True,False,correct,False
base_0018_mul_sub,base_0018,global_shadow,mul_sub,test,target,5,3,1,-2.152430534362793,-1.3243056535720825,-0.8281248807907104,False,16,False,True,wrong_binding,False
base_0018_threshold,base_0018,global_shadow,threshold,test,source,4,0,1,-0.40414005517959595,-1.1072649955749512,0.7031249403953552,True,15,True,False,correct,False
base_0018_threshold,base_0018,global_shadow,threshold,test,target,5,1,0,-0.8009471893310547,-0.5978221893310547,-0.203125,False,15,False,True,wrong_binding,False
base_0018_modulus,base_0018,global_shadow,modulus,test,source,4,0,1,-0.892195463180542,-0.579695463180542,-0.3125,False,16,False,True,wrong_binding,False
base_0018_modulus,base_0018,global_shadow,modulus,test,target,5,1,0,-0.050172898918390274,-3.300172805786133,3.2499999068677425,True,16,True,False,correct,False
base_0018_index,base_0018,global_shadow,index,test,source,4,7,8,-1.739872694015503,-1.942997694015503,0.203125,True,20,False,False,other,True
base_0018_index,base_0018,global_shadow,index,test,target,5,8,7,-2.0551390647888184,-2.5395140647888184,0.484375,True,20,False,False,other,True
base_0019_affine,base_0019,call_frame,affine,calib,source,5,8,9,-0.2992751896381378,-2.1586501598358154,1.8593749701976776,True,23,True,False,correct,True
base_0019_affine,base_0019,call_frame,affine,calib,target,6,9,8,-0.8746689558029175,-0.9371689558029175,0.0625,True,24,True,False,correct,True
base_0019_mul_sub,base_0019,call_frame,mul_sub,calib,source,5,2,4,-1.918835997581482,-2.1063361167907715,0.18750011920928955,True,16,False,False,other,False
